주소,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
강원도 인제군,강원도 횡성군 (44.66703051465324Km),강원도 춘천시 (50.61026590983362Km),강원도 원주시 (57.10357559903539Km),충청북도 충주시 (78.75870378406374Km),경기도 여주시 (79.32375381442752Km),경기도 양평군 (85.54069333890713Km),충청북도 음성군 (93.84089628884908Km),강원도 철원군 (95.43532783886748Km),충청북도 괴산군 (95.84761810098423Km),경기도 이천시 (98.17348204385259Km),경상북도 영주시 (100.82315580778041Km),경상북도 문경시 (101.95559781929819Km),경기도 포천시 (108.51309877503897Km),충청북도 증평군 (109.42359549826895Km),경기도 남양주시 (110.0873384167404Km),경기도 광주시 (110.694095416405Km),경상북도 상주시 (113.97875577956431Km),충청북도 진천군 (116.2983693299587Km),경기도 연천군 (121.77224222229883Km),경기도 안성시 (122.56734438232529Km),충청북도 청주시 (123.33895451966896Km),충청북도 청원군 (123.79753335453724Km),경기도 동두천시 (123.93036676177496Km),경기도 용인시 (123.9339394268328Km),경기도 성남시 (124.17521905455213Km),서울특별시 송파구 (124.21576982862967Km),서울특별시 광진구 (126.23478165805747Km),경기도 양주시 (126.52625472536204Km),경기도 의정부시 (128.3553456941318Km),경상북도 구미시 (135.65056223903326Km),충청북도 옥천군 (137.55757704899614Km),경기도 수원시 (138.2220331602912Km),경기도 과천시 (138.48904099319273Km),경기도 평택시 (138.506300202177Km),충청남도 천안시 (145.11190929828373Km),세종특별자치시 세종특별자치시 (145.93931567224413Km),경상북도 성주군 (148.49541805523697Km),경기도 고양시 (151.4042622374285Km),경기도 파주시 (156.02641346073207Km),충청남도 아산시 (156.18942298548782Km),대구광역시 동구 (159.40955110526644Km),경기도 화성시 (160.10259450933754Km),충청남도 공주시 (160.66889276510295Km),대구광역시 달성군 (160.81258090839745Km),대구광역시 수성구 (161.08804246999728Km),경기도 김포시 (164.64544299961227Km),경상남도 거창군 (165.83201469822708Km),경상북도 경산시 (167.6967061500612Km),경상북도 영천시 (168.53344661035499Km),인천광역시 서구 (169.89474097052496Km),충청남도 예산군 (174.40368797747445Km),충청남도 논산시 (174.73682549136856Km),전라북도 진안군 (175.9726131151882Km),전라북도 완주군 (184.9367502836394Km),충청남도 부여군 (185.51685894174778Km),충청남도 청양군 (187.1290652746383Km),충청남도 당진시 (187.31256568636985Km),경상남도 밀양시 (188.6526582744432Km),전라북도 전주시 (190.23295816213553Km),경상북도 포항시 (193.33707961781695Km),경상북도 경주시 (193.44552850614974Km),전라북도 임실군 (193.4695409746652Km),충청남도 홍성군 (194.9654760690645Km),전라북도 익산시 (197.12079804500186Km),경상남도 진주시 (198.53296707606856Km),전라북도 남원시 (200.46472935206353Km),울산광역시 울주군 (203.11033846665072Km),충청남도 서산시 (209.93972145322502Km),전라북도 김제시 (210.03746691312716Km),경상남도 하동군 (210.56322496741947Km),전라남도 구례군 (210.70374990374904Km),충청남도 서천군 (212.36391555857222Km),경상남도 양산시 (212.79491796297523Km),전라남도 곡성군 (213.34286785270976Km),전라북도 군산시 (213.55992541794285Km),경상남도 고성군 (213.80947283342928Km),전라북도 순창군 (216.11063551431243Km),부산광역시 강서구 (217.6276693945681Km),울산광역시 남구 (218.00807844647838Km),경상남도 통영시 (223.49322643603972Km),전라북도 정읍시 (223.60780748383482Km),전라북도 부안군 (224.78097693545027Km),전라남도 순천시 (225.83933577068655Km),전라남도 담양군 (228.04878117042773Km),부산광역시 기장군 (228.58570581981638Km),부산광역시 해운대구 (230.14076144023124Km),전라남도 여수시 (233.05261425354914Km),광주광역시 북구 (240.94056692869597Km),전라북도 고창군 (241.53318266395087Km),전라남도 장성군 (242.4572962264106Km),전라남도 화순군 (242.57652203656255Km),광주광역시 광산구 (250.453483338917Km),전라남도 보성군 (254.583085258128Km),전라남도 고흥군 (255.059258843092Km),전라남도 나주시 (262.55354623982925Km),전라남도 영광군 (263.5477061260379Km),전라남도 장흥군 (269.07497450223923Km),전라남도 함평군 (273.5690361536605Km),전라남도 영암군 (275.06626580066876Km),전라남도 강진군 (279.4174029559517Km),전라남도 무안군 (279.8889363178801Km),전라남도 해남군 (293.6017664557217Km),전라남도 신안군 (297.2179915662379Km),전라남도 진도군 (320.9038420277162Km),제주특별자치도 제주시 (358.05745766428146Km),인천광역시 옹진군 (389.28778674063125Km)
강원도 횡성군,강원도 원주시 (12.532582008285141Km),충청북도 충주시 (34.87061330270882Km),강원도 춘천시 (38.8525640505276Km),경기도 여주시 (40.88146970680885Km),강원도 인제군 (44.66703051465324Km),충청북도 음성군 (49.87959570541257Km),충청북도 괴산군 (51.188098055186735Km),경기도 양평군 (55.31971920990745Km),경기도 이천시 (62.9522704940639Km),충청북도 증평군 (65.79702928521866Km),경상북도 문경시 (66.01697876452812Km),충청북도 진천군 (74.88247628921906Km),경상북도 상주시 (76.5969858290243Km),충청북도 청주시 (79.89473836803658Km),충청북도 청원군 (80.32256122831954Km),경기도 광주시 (81.27626755722481Km),경기도 안성시 (85.02311246033554Km),경상북도 영주시 (85.33935540770437Km),경기도 남양주시 (86.02294572047875Km),강원도 철원군 (86.9347745593214Km),경기도 용인시 (91.39664322589405Km),경기도 포천시 (91.44578184379584Km),충청북도 옥천군 (92.92925188928982Km),경기도 성남시 (95.59219620316763Km),서울특별시 송파구 (97.77023637965249Km),서울특별시 광진구 (100.42521754508786Km),경상북도 구미시 (102.39236589113337Km),경기도 평택시 (102.7416234446229Km),세종특별자치시 세종특별자치시 (103.4721216787942Km),경기도 양주시 (106.31908097847321Km),경기도 동두천시 (106.53066778067209Km),경기도 의정부시 (107.07273217838411Km),충청남도 천안시 (107.17523056541789Km),경기도 수원시 (107.45921156771746Km),경기도 연천군 (109.13566061577313Km),경기도 과천시 (110.98315876827245Km),경상북도 성주군 (112.94825694328621Km),충청남도 아산시 (119.13417552983434Km),충청남도 공주시 (119.54247935068594Km),경상남도 거창군 (123.7113697925052Km),대구광역시 달성군 (128.10156172224023Km),경기도 고양시 (128.71484316356143Km),경기도 화성시 (129.78479327383977Km),전라북도 진안군 (131.32111276653504Km),대구광역시 동구 (132.1838559340257Km),충청남도 논산시 (132.38541212713093Km),대구광역시 수성구 (133.53138513357794Km),경기도 파주시 (135.2305371375557Km),충청남도 예산군 (137.68281758569992Km),전라북도 완주군 (141.24734943818407Km),경기도 김포시 (141.39903367288895Km),경상북도 경산시 (142.47732513092058Km),충청남도 부여군 (145.1024477151248Km),인천광역시 서구 (145.6050228437481Km),전라북도 전주시 (146.4290289224868Km),충청남도 청양군 (148.8654257514608Km),전라북도 임실군 (148.92356545779535Km),경상북도 영천시 (149.22955964244773Km),충청남도 당진시 (154.34185696131345Km),전라북도 익산시 (154.75732569730198Km),전라북도 남원시 (155.80673551082037Km),경상남도 진주시 (158.9889167867587Km),충청남도 홍성군 (159.0132070660999Km),경상남도 밀양시 (161.22094359018118Km),전라남도 구례군 (166.2222261698259Km),경상남도 하동군 (167.50786001953935Km),전라북도 김제시 (167.62338858064115Km),전라남도 곡성군 (168.6794671781799Km),전라북도 순창군 (171.70000990902437Km),충청남도 서천군 (172.44589555665166Km),전라북도 군산시 (172.7465334693532Km),경상남도 고성군 (177.02766187792025Km),충청남도 서산시 (177.1527064995422Km),경상북도 경주시 (178.53708158389415Km),전라북도 정읍시 (180.6148092281853Km),전라남도 순천시 (181.5655840951303Km),경상북도 포항시 (182.39988942924683Km),전라북도 부안군 (182.98471232531702Km),전라남도 담양군 (184.00289815426473Km),울산광역시 울주군 (184.25030641594256Km),경상남도 통영시 (188.0958218838642Km),전라남도 여수시 (189.66295436300624Km),경상남도 양산시 (189.69237939067528Km),부산광역시 강서구 (192.68553310338143Km),광주광역시 북구 (196.93930168411737Km),전라남도 화순군 (198.24530806250772Km),전라북도 고창군 (198.94311329475653Km),전라남도 장성군 (199.15499155596808Km),울산광역시 남구 (201.66689769729302Km),광주광역시 광산구 (206.80730567086158Km),부산광역시 기장군 (207.9256083531717Km),부산광역시 해운대구 (207.92795982210757Km),전라남도 보성군 (209.95047213449527Km),전라남도 고흥군 (210.50079071311748Km),전라남도 나주시 (218.999049632097Km),전라남도 영광군 (221.4412067203846Km),전라남도 장흥군 (224.62046610215063Km),전라남도 함평군 (230.89005860524952Km),전라남도 영암군 (231.23263499966072Km),전라남도 강진군 (235.21646918269926Km),전라남도 무안군 (237.18377286165972Km),전라남도 해남군 (249.7646492018704Km),전라남도 신안군 (254.69578704405308Km),전라남도 진도군 (278.01537660860606Km),제주특별자치도 제주시 (313.5620345709702Km),인천광역시 옹진군 (369.8611522768549Km)
경기도 광주시,경기도 성남시 (14.316333048962845Km),경기도 남양주시 (14.552419053544371Km),경기도 용인시 (15.331209528276322Km),서울특별시 송파구 (17.552081002456227Km),서울특별시 광진구 (20.561640179553393Km),경기도 이천시 (22.643198930837247Km),경기도 양평군 (26.186979240330242Km),경기도 수원시 (27.528381980797494Km),경기도 안성시 (28.500939016134993Km),경기도 과천시 (29.736535424306567Km),경기도 포천시 (31.908725010252997Km),경기도 의정부시 (32.16666822570346Km),경기도 양주시 (33.36385613396922Km),경기도 평택시 (33.37510093244563Km),경기도 동두천시 (38.51042938857655Km),경기도 여주시 (43.3809196520495Km),충청북도 진천군 (43.60622571621274Km),충청남도 천안시 (44.17107635471639Km),강원도 철원군 (48.75474679752285Km),경기도 연천군 (49.070558351728636Km),경기도 고양시 (49.493584413154984Km),경기도 화성시 (49.56137037228459Km),충청남도 아산시 (51.29263160897413Km),충청북도 증평군 (56.6611517667606Km),경기도 파주시 (57.295243182091156Km),충청북도 음성군 (58.63383673902351Km),충청북도 청주시 (59.13652960463896Km),충청북도 청원군 (59.58552567792947Km),강원도 춘천시 (61.03836158126744Km),경기도 김포시 (61.26269754775831Km),세종특별자치시 세종특별자치시 (64.03938646887995Km),인천광역시 서구 (64.85994878527733Km),충청남도 예산군 (67.42628283597303Km),충청남도 공주시 (67.76557558749867Km),충청북도 괴산군 (72.2648661130196Km),강원도 원주시 (74.17704938023692Km),충청남도 당진시 (76.75197295365237Km),충청북도 충주시 (80.29936302329551Km),강원도 횡성군 (81.27626755722481Km),충청남도 청양군 (82.20109131919017Km),충청북도 옥천군 (83.6150098369868Km),충청남도 논산시 (85.2590080207067Km),충청남도 홍성군 (86.20507277800635Km),충청남도 부여군 (86.35453876331225Km),충청남도 서산시 (99.27671732540043Km),전라북도 완주군 (103.03395090042984Km),전라북도 익산시 (104.71594259189492Km),전라북도 전주시 (108.57875680190327Km),충청남도 서천군 (109.83038689513337Km),강원도 인제군 (110.694095416405Km),전라북도 진안군 (112.04710442730531Km),전라북도 군산시 (113.53311363484588Km),전라북도 김제시 (116.65021100748102Km),경상북도 문경시 (118.40202101072585Km),전라북도 임실군 (122.04401170570243Km),경상북도 상주시 (122.07139166211361Km),전라북도 부안군 (127.56655672588954Km),전라북도 정읍시 (132.26049270017054Km),전라북도 남원시 (136.54094530091166Km),전라북도 순창군 (138.75366180484392Km),경상남도 거창군 (138.78361125935413Km),전라남도 담양군 (144.5487526610371Km),전라남도 곡성군 (144.66069899371598Km),전라북도 고창군 (146.8384946106646Km),경상북도 구미시 (150.44249559516007Km),전라남도 장성군 (151.7245178193517Km),전라남도 구례군 (152.01325167307192Km),경상북도 성주군 (153.75004571959101Km),광주광역시 북구 (155.9407650296997Km),경상북도 영주시 (158.0633395777833Km),전라남도 화순군 (161.4766015114261Km),광주광역시 광산구 (161.67199218194662Km),전라남도 영광군 (165.69695754564867Km),경상남도 하동군 (169.14521609391437Km),전라남도 순천시 (169.27287008409047Km),전라남도 나주시 (172.40634880331612Km),대구광역시 달성군 (172.75492255895014Km),전라남도 함평군 (177.82588968741416Km),전라남도 보성군 (179.60403131760626Km),경상남도 진주시 (179.87251351974038Km),전라남도 무안군 (184.03620804449403Km),전라남도 여수시 (186.07802916863963Km),대구광역시 동구 (186.23549738829004Km),전라남도 영암군 (186.47966974290748Km),대구광역시 수성구 (186.8953277854448Km),전라남도 장흥군 (188.23292338470696Km),전라남도 고흥군 (189.79266614742727Km),전라남도 강진군 (194.28725827223442Km),경상북도 경산시 (198.40961197991092Km),전라남도 신안군 (199.9743614963172Km),전라남도 해남군 (204.23536917775323Km),경상남도 고성군 (205.14658151264803Km),경상남도 밀양시 (211.83760315728742Km),경상북도 영천시 (212.1676020963416Km),경상남도 통영시 (219.09803020502704Km),전라남도 진도군 (224.7025262473849Km),경상북도 경주시 (244.30186083753915Km),경상남도 양산시 (244.8470678105879Km),부산광역시 강서구 (244.86399210356026Km),울산광역시 울주군 (245.34196877525062Km),경상북도 포항시 (251.68979700656783Km),부산광역시 해운대구 (263.2777671816524Km),울산광역시 남구 (264.7698033772261Km),부산광역시 기장군 (265.42623339609105Km),제주특별자치도 제주시 (274.36249048258463Km),인천광역시 옹진군 (289.4728042385891Km)
경기도 김포시,인천광역시 서구 (6.399256190877597Km),경기도 파주시 (11.989740603483908Km),경기도 고양시 (13.246836953996402Km),경기도 화성시 (30.523969213998726Km),경기도 과천시 (32.69637709873749Km),경기도 의정부시 (36.32290425599102Km),경기도 양주시 (38.42255783980239Km),서울특별시 광진구 (41.09860302130493Km),경기도 수원시 (41.98032614919042Km),경기도 동두천시 (42.897118282386685Km),서울특별시 송파구 (43.91319467535078Km),경기도 성남시 (47.5122265418343Km),충청남도 당진시 (48.816338251682865Km),경기도 연천군 (51.30097458996698Km),경기도 남양주시 (55.70628207212529Km),경기도 포천시 (57.04564687975425Km),경기도 용인시 (57.12003577140953Km),경기도 평택시 (60.664721610294826Km),경기도 광주시 (61.26269754775831Km),충청남도 서산시 (62.439770417026175Km),충청남도 아산시 (63.6201574669377Km),충청남도 예산군 (63.83212184345785Km),충청남도 홍성군 (67.63359810952176Km),충청남도 천안시 (69.4052779235255Km),경기도 안성시 (74.73734057052627Km),강원도 철원군 (75.38800939542197Km),충청남도 청양군 (77.5278539991144Km),경기도 이천시 (83.23583609806067Km),경기도 양평군 (86.23242794934302Km),충청남도 공주시 (90.02769714389198Km),충청남도 부여군 (91.8203273868037Km),충청북도 진천군 (94.87982258582545Km),세종특별자치시 세종특별자치시 (99.18837850188798Km),충청남도 서천군 (102.04354683887267Km),충청남도 논산시 (104.43903884905835Km),경기도 여주시 (104.6434724998409Km),충청북도 청주시 (107.94577372452866Km),충청북도 청원군 (108.2162695607026Km),전라북도 군산시 (109.59153246335556Km),충청북도 증평군 (111.24308540667583Km),강원도 춘천시 (114.22242515105675Km),전라북도 익산시 (114.34255541702689Km),충청북도 음성군 (117.50949775296888Km),전라북도 김제시 (122.05163024732218Km),전라북도 완주군 (124.61103909918405Km),전라북도 부안군 (125.2538869674283Km),전라북도 전주시 (128.97194002537825Km),충청북도 옥천군 (129.51580975575027Km),충청북도 괴산군 (130.6922295905039Km),강원도 원주시 (135.18793195807578Km),전라북도 정읍시 (137.0816859738575Km),충청북도 충주시 (141.0041498202105Km),강원도 횡성군 (141.39903367288895Km),전라북도 고창군 (144.8712943844665Km),전라북도 진안군 (145.45057253276534Km),전라북도 임실군 (148.09384618230155Km),전라남도 장성군 (154.09980902470363Km),전라남도 담양군 (155.95439137870875Km),전라남도 영광군 (156.69597586560587Km),전라북도 순창군 (156.86257559673203Km),광주광역시 북구 (164.10069727565963Km),강원도 인제군 (164.64544299961227Km),광주광역시 광산구 (164.94922750702625Km),전라북도 남원시 (165.32300494638227Km),전라남도 곡성군 (168.77788760997555Km),전라남도 함평군 (170.51239453628034Km),전라남도 화순군 (172.74004300840295Km),전라남도 나주시 (172.78081142359582Km),전라남도 무안군 (175.9434244453856Km),경상북도 문경시 (177.75107518993437Km),경상북도 상주시 (179.96595234117117Km),전라남도 구례군 (181.85861215766505Km),경상남도 거창군 (185.78318026959303Km),전라남도 영암군 (187.10595175101236Km),전라남도 신안군 (188.5147985389365Km),전라남도 보성군 (194.11345851954837Km),전라남도 장흥군 (196.59928836828408Km),전라남도 강진군 (197.83889249938045Km),전라남도 순천시 (198.2503780146496Km),전라남도 해남군 (202.33093749322012Km),경상남도 하동군 (206.49693921126482Km),경상북도 구미시 (207.4946966116358Km),경상북도 성주군 (208.68151715075973Km),전라남도 고흥군 (210.75066839519474Km),전라남도 진도군 (212.87234880064008Km),전라남도 여수시 (218.8346625267732Km),경상북도 영주시 (219.2038899629849Km),경상남도 진주시 (225.8520585931589Km),대구광역시 달성군 (227.94900169714165Km),인천광역시 옹진군 (228.51251438031778Km),대구광역시 동구 (243.65325667109397Km),대구광역시 수성구 (244.1132937895519Km),경상남도 고성군 (252.82149661718512Km),경상북도 경산시 (256.05055898071583Km),경상남도 통영시 (267.38106078351814Km),경상남도 밀양시 (267.6351274515504Km),경상북도 영천시 (271.33815176093026Km),제주특별자치도 제주시 (273.7432516367219Km),부산광역시 강서구 (300.47274026280814Km),경상남도 양산시 (301.4215238057052Km),울산광역시 울주군 (303.6638767841051Km),경상북도 경주시 (303.8255759982648Km),경상북도 포항시 (311.9382937245199Km),부산광역시 해운대구 (319.64011649299584Km),부산광역시 기장군 (322.451795634913Km),울산광역시 남구 (323.453145622654Km)
경기도 남양주시,경기도 광주시 (14.552419053544371Km),서울특별시 송파구 (14.75337221373114Km),서울특별시 광진구 (16.283953731270636Km),경기도 포천시 (17.505535178755487Km),경기도 성남시 (17.631316665522167Km),경기도 의정부시 (21.425782886646374Km),경기도 양주시 (21.4630323294022Km),경기도 동두천시 (24.97433356461291Km),경기도 용인시 (26.90492853945984Km),경기도 과천시 (28.97414433415685Km),경기도 양평군 (31.676425679665332Km),경기도 수원시 (32.567059838491126Km),경기도 이천시 (34.53104946714633Km),경기도 연천군 (34.67393662954201Km),강원도 철원군 (36.037528417733014Km),경기도 고양시 (42.78358542777157Km),경기도 안성시 (42.84541400070198Km),경기도 평택시 (44.7575801924329Km),경기도 파주시 (49.25228478382797Km),경기도 화성시 (51.83481427527174Km),경기도 여주시 (52.034418759634974Km),경기도 김포시 (55.70628207212529Km),충청남도 천안시 (56.314301598372374Km),충청북도 진천군 (57.99604377542886Km),강원도 춘천시 (59.48378203692486Km),인천광역시 서구 (60.39982395192621Km),충청남도 아산시 (61.54481525150366Km),충청북도 증평군 (70.34123731881854Km),충청북도 음성군 (70.64665264446676Km),충청북도 청주시 (73.56016906282474Km),충청북도 청원군 (74.01727178627618Km),충청남도 예산군 (75.82535471127463Km),세종특별자치시 세종특별자치시 (78.22605665198162Km),충청남도 공주시 (80.6371211719033Km),충청남도 당진시 (80.69653577901245Km),강원도 원주시 (80.73724280206734Km),충청북도 괴산군 (84.2951847097762Km),강원도 횡성군 (86.02294572047875Km),충청북도 충주시 (90.19929252421373Km),충청남도 청양군 (91.24777768707507Km),충청남도 홍성군 (92.72279016170792Km),충청남도 부여군 (97.32903503068233Km),충청북도 옥천군 (98.07082139542013Km),충청남도 논산시 (98.18365115377944Km),충청남도 서산시 (102.35473039503684Km),강원도 인제군 (110.0873384167404Km),전라북도 완주군 (116.51216920979556Km),전라북도 익산시 (116.76762616986268Km),충청남도 서천군 (119.2365270202382Km),전라북도 전주시 (121.9989148705888Km),전라북도 군산시 (123.68317039856069Km),전라북도 진안군 (126.46719390921255Km),전라북도 김제시 (128.31235113225705Km),경상북도 문경시 (129.35642670928092Km),경상북도 상주시 (133.8726048638216Km),전라북도 임실군 (136.07844279073794Km),전라북도 부안군 (138.23840981141453Km),전라북도 정읍시 (144.06271634527505Km),전라북도 남원시 (150.8179868360335Km),전라북도 순창군 (152.21005421893886Km),경상남도 거창군 (152.96285403514221Km),전라남도 담양군 (157.32555741319467Km),전라북도 고창군 (157.8238388231437Km),전라남도 곡성군 (158.66785826236767Km),경상북도 구미시 (162.46533366169734Km),전라남도 장성군 (163.39874692570197Km),전라남도 구례군 (166.38660635623424Km),경상북도 영주시 (166.46980398153693Km),경상북도 성주군 (166.49416715052206Km),광주광역시 북구 (168.4181085376921Km),광주광역시 광산구 (173.56050830394977Km),전라남도 화순군 (174.36264892336214Km),전라남도 영광군 (175.7616160503596Km),전라남도 순천시 (183.64239640994978Km),경상남도 하동군 (183.6962182126863Km),전라남도 나주시 (183.97740238198813Km),대구광역시 달성군 (185.34637834662632Km),전라남도 함평군 (188.27674415312876Km),전라남도 보성군 (192.93599408198142Km),경상남도 진주시 (194.0444567690105Km),전라남도 무안군 (194.41106887459978Km),대구광역시 동구 (197.96036244212524Km),전라남도 영암군 (198.18542079878654Km),대구광역시 수성구 (198.70583894368812Km),전라남도 여수시 (200.59345368608476Km),전라남도 장흥군 (200.94090381588842Km),전라남도 고흥군 (203.72681279949467Km),전라남도 강진군 (206.43302897255148Km),전라남도 신안군 (209.90712900508348Km),경상북도 경산시 (209.99458856312543Km),전라남도 해남군 (215.69053370584533Km),경상남도 고성군 (219.0974120431376Km),경상북도 영천시 (222.8528371923875Km),경상남도 밀양시 (224.11730637804726Km),경상남도 통영시 (232.949941290242Km),전라남도 진도군 (234.72130418489817Km),경상북도 경주시 (254.65921151286804Km),울산광역시 울주군 (256.4699678439372Km),경상남도 양산시 (256.7721695651786Km),부산광역시 강서구 (257.132715135788Km),경상북도 포항시 (261.38150457077205Km),부산광역시 해운대구 (275.2486759004131Km),울산광역시 남구 (275.65635982600037Km),부산광역시 기장군 (277.1324764661915Km),인천광역시 옹진군 (283.90271280015907Km),제주특별자치도 제주시 (286.27937312622066Km)
경기도 수원시,경기도 과천시 (11.9877702953045Km),경기도 성남시 (15.103417213391685Km),경기도 용인시 (16.61113392064334Km),서울특별시 송파구 (18.88708914022039Km),서울특별시 광진구 (19.366960672316267Km),경기도 평택시 (20.443351756292973Km),경기도 화성시 (22.34548180643918Km),경기도 광주시 (27.528381980797494Km),충청남도 천안시 (31.52098526268744Km),경기도 의정부시 (31.779314802243057Km),충청남도 아산시 (31.838512838428894Km),경기도 남양주시 (32.567059838491126Km),경기도 안성시 (32.77013398344637Km),경기도 고양시 (34.27151954930078Km),경기도 양주시 (34.99506868953834Km),경기도 김포시 (41.98032614919042Km),경기도 동두천시 (43.01795793291002Km),경기도 파주시 (43.17902264495465Km),인천광역시 서구 (43.488852971486715Km),충청남도 예산군 (43.68146357945962Km),경기도 이천시 (45.19049856829864Km),경기도 포천시 (46.46442168409983Km),충청남도 당진시 (49.32981854188697Km),충청북도 진천군 (52.920340413023496Km),경기도 양평군 (53.28569265225556Km),충청남도 공주시 (55.681489250219734Km),경기도 연천군 (56.0462411989386Km),충청남도 청양군 (59.33307374434672Km),세종특별자치시 세종특별자치시 (60.06877738696385Km),충청남도 홍성군 (60.191905000156204Km),충청북도 청주시 (66.09028693063307Km),충청북도 청원군 (66.37877598031315Km),강원도 철원군 (67.25125935570021Km),충청남도 부여군 (67.36721262892412Km),경기도 여주시 (67.68551853403474Km),충청북도 증평군 (69.40551880889915Km),충청남도 서산시 (71.76339168591439Km),충청남도 논산시 (72.55605188799443Km),충청북도 음성군 (76.74942854319895Km),충청남도 서천군 (87.36257205913276Km),충청북도 옥천군 (88.3179489258977Km),전라북도 익산시 (88.35790672381711Km),강원도 춘천시 (88.44621282575633Km),충청북도 괴산군 (89.55192188028897Km),전라북도 완주군 (92.32613356859598Km),전라북도 군산시 (92.38571624458987Km),전라북도 전주시 (97.43516251381713Km),전라북도 김제시 (98.97596279034889Km),강원도 원주시 (99.25922250172911Km),충청북도 충주시 (101.4585978284201Km),전라북도 부안군 (107.38631346863265Km),강원도 횡성군 (107.45921156771746Km),전라북도 진안군 (108.36287359032055Km),전라북도 임실군 (114.26114272077848Km),전라북도 정읍시 (114.80433439877264Km),전라북도 고창군 (127.22722956873378Km),전라북도 순창군 (127.23319494269452Km),전라남도 담양군 (130.08095467873102Km),전라북도 남원시 (130.55709498952424Km),전라남도 장성군 (133.76413736414463Km),전라남도 곡성군 (136.27079966001983Km),경상북도 문경시 (136.71892732984105Km),강원도 인제군 (138.2220331602912Km),경상북도 상주시 (138.3646669010038Km),광주광역시 북구 (140.3212948141603Km),전라남도 영광군 (144.15648183944214Km),광주광역시 광산구 (144.22836718618464Km),경상남도 거창군 (144.80397310936593Km),전라남도 구례군 (146.85764859015742Km),전라남도 화순군 (147.25444301711352Km),전라남도 나주시 (154.06106762926285Km),전라남도 함평군 (156.9734471682848Km),전라남도 무안군 (163.02128759290585Km),전라남도 순천시 (163.8364209585096Km),경상북도 구미시 (165.66259765243603Km),경상북도 성주군 (166.7012303111085Km),전라남도 보성군 (167.0688046512387Km),전라남도 영암군 (168.4169058694929Km),경상남도 하동군 (168.65450671249556Km),전라남도 장흥군 (173.17379648761727Km),전라남도 강진군 (177.40304219059155Km),전라남도 신안군 (178.12995501254278Km),경상북도 영주시 (180.1078856218853Km),전라남도 고흥군 (180.40011195316137Km),전라남도 여수시 (182.94477630416935Km),경상남도 진주시 (185.30991514987065Km),전라남도 해남군 (185.47899141187833Km),대구광역시 달성군 (185.96897103846567Km),대구광역시 동구 (201.8370415794483Km),대구광역시 수성구 (202.265363428507Km),전라남도 진도군 (202.9693367667757Km),경상남도 고성군 (211.93363975530636Km),경상북도 경산시 (214.26182264455352Km),경상남도 밀양시 (225.65988559475895Km),경상남도 통영시 (226.3822102204445Km),경상북도 영천시 (229.9819930315152Km),제주특별자치도 제주시 (256.6014983442789Km),부산광역시 강서구 (258.49249564633624Km),경상남도 양산시 (259.474792511228Km),울산광역시 울주군 (261.98470179432445Km),경상북도 경주시 (262.59813827723343Km),인천광역시 옹진군 (266.08451622231985Km),경상북도 포항시 (271.19295575210697Km),부산광역시 해운대구 (277.6768211347141Km),부산광역시 기장군 (280.53710606712326Km),울산광역시 남구 (281.8622665060268Km)
