주소,축종,"사육
두수",진단일,발생일,지역코드
전라남도 강진군 칠량면 삼흥리,오리-육용오리,6850,20150918,20150914,259
전라남도 고흥군 도덕면 용동리,오리-육용오리,31000,20110227,20110227,262
전라남도 고흥군 동강면 매곡리,오리-육용오리,8300,20180103,20180101,262
전라남도 고흥군 동강면 매곡리,오리-육용오리,17000,20171228,20171226,262
전라남도 곡성군 겸면 현정리,오리-육용오리,12000,20141117,20141107,174
전라남도 곡성군 곡성읍 대평리,오리-육용오리,20000,20201230,20201229,174
전라남도 곡성군 석곡면 당월리,오리-육용오리,25000,20170328,20170324,174
전라남도 곡성군 석곡면 석곡리,오리-육용오리,1,20141001,20140926,174
전라남도 곡성군 옥과면 리문리,닭-토종닭,1,20140930,20140926,174
전라남도 곡성군 옥과면 리문리,오리-육용오리,1,20140731,20140725,174
전라남도 구례군 용방면 신도리,오리-육용오리,16000,20201225,20201223,174
전라남도 구례군 용방면 신도리,오리-육용오리,7200,20161219,20161217,174
전라남도 구례군 용방면 신도리,오리-육용오리,8000,20150202,20150129,174
전라남도 구례군 용방면 신도리,오리-육용오리,17400,20150221,20150216,174
전라남도 구례군 용방면 신도리,오리-육용오리,12700,20150202,20150128,174
전라남도 구례군 용방면 신도리,오리-육용오리,9000,20150202,20150128,174
전라남도 구례군 용방면 용강리,오리-육용오리,15000,20150317,20150306,174
전라남도 구례군 용방면 용정리,오리-육용오리,16500,20201227,20201223,174
전라남도 구례군 용방면 용정리,오리-육용오리,12000,20150306,20150227,174
전라남도 구례군 용방면 용정리,오리-육용오리,11500,20150306,20150227,174
전라남도 구례군 용방면 중방리,오리-육용오리,9000,20150201,20150129,174
전라남도 구례군 용방면 중방리,오리-육용오리,7600,20150201,20150129,174
전라남도 나주시 공산면 가송리,닭-산란계,64500,20140408,20140406,156
전라남도 나주시 공산면 가송리,오리-종오리,12000,20140328,20140326,156
전라남도 나주시 공산면 남창리,오리-종오리,4600,20110107,20110107,156
전라남도 나주시 공산면 동촌리,오리-육용오리,61000,20140328,20140326,156
전라남도 나주시 공산면 중포리,오리-종오리,23000,20171230,20171228,156
전라남도 나주시 공산면 중포리,오리-종오리,25000,20161201,20161128,156
전라남도 나주시 공산면 중포리,오리-종오리,27000,20140328,20140326,156
전라남도 나주시 남평읍 광이리,오리-육용오리,34000,20110107,20110107,156
전라남도 나주시 남평읍 상곡리,오리-종오리,4928,20161212,20161210,156
전라남도 나주시 남평읍 상곡리,오리-종오리,13415,20161212,20161210,156
전라남도 나주시 남평읍 우산리,오리-육용오리,16500,20161219,20161216,156
전라남도 나주시 남평읍 풍림리,오리-육용오리,10000,20141017,20141011,156
전라남도 나주시 노안면 영평리,오리-종오리,3000,20140316,20140313,156
전라남도 나주시 노안면 오정리,오리-육용오리,8000,20150918,20150914,156
전라남도 나주시 노안면 오정리,오리-육용오리,1,20141217,20141213,156
전라남도 나주시 동강면 양지리,오리-육용오리,13700,20140403,20140402,156
전라남도 나주시 동강면 장동리,오리-육용오리,22800,20201210,20201209,156
전라남도 나주시 동강면 장동리,오리-종오리,11300,20161215,20161210,156
전라남도 나주시 동강면 장동리,오리-종오리,16380,20161209,20161207,156
전라남도 나주시 동강면 장동리,오리-종오리,6000,20140321,20140316,156
전라남도 나주시 동강면 장동리,오리-육용오리,15000,20110108,20110108,156
전라남도 나주시 문평면 옥당리,닭-육계,88000,20110111,20110111,156
전라남도 나주시 반남면 덕산리,오리-육용오리,19000,20170102,20161230,156
전라남도 나주시 반남면 흥덕리,오리-종오리,12000,20210212,20210211,156
전라남도 나주시 반남면 흥덕리,오리-육용오리,12000,20161227,20161223,156
전라남도 나주시 반남면 흥덕리,오리-종오리,16000,20161227,20161223,156
전라남도 나주시 반남면 흥덕리,오리-종오리,5050,20161224,20161222,156
전라남도 나주시 반남면 흥덕리,오리-육용오리,16000,20151103,20151023,156
전라남도 나주시 반남면 흥덕리,오리-육용오리,18000,20140316,20140313,156
전라남도 나주시 반남면 흥덕리,오리-육용오리,9000,20140316,20140313,156
전라남도 나주시 반남면 흥덕리,오리-육용오리,18000,20140316,20140313,156
전라남도 나주시 반남면 흥덕리,오리-육용오리,1,20140316,20140313,156
전라남도 나주시 반남면 흥덕리,오리-종오리,5000,20140316,20140313,156
전라남도 나주시 반남면 흥덕리,오리-육용오리,16000,20140630,20140626,156
전라남도 나주시 반남면 흥덕리,오리-종오리,13536,20140314,20140310,156
전라남도 나주시 반남면 흥덕리,오리-육용오리,10000,20140314,20140310,156
전라남도 나주시 봉황면 옥산리,닭-산란계,214000,20210311,20210310,156
전라남도 나주시 산포면 내기리,오리-육용오리,15000,20170316,20170314,156
전라남도 나주시 산포면 덕례리,오리-육용오리,8370,20141028,20141028,156
전라남도 나주시 산포면 덕례리,오리-육용오리,16700,20141029,20141027,156
전라남도 나주시 산포면 덕례리,오리-육용오리,13600,20110111,20110111,156
전라남도 나주시 산포면 등수리,오리-육용오리,19000,20210324,20210323,156
전라남도 나주시 산포면 등수리,오리-육용오리,16500,20180109,20180107,156
전라남도 나주시 산포면 등수리,오리-육용오리,5200,20141027,20141017,156
전라남도 나주시 산포면 매성리,오리,14900,20031225,20031225,156
전라남도 나주시 산포면 매성리,오리,14900,20031221,20031221,156
전라남도 나주시 산포면 화지리,오리-육용오리,5000,20110111,20110111,156
전라남도 나주시 세지면 동곡리,오리-육용오리,32000,20110107,20110107,156
전라남도 나주시 세지면 성산리,오리-육용오리,12700,20110107,20110107,188
전라남도 나주시 세지면 오봉리,오리-육용오리,14400,20150212,20150209,156
전라남도 나주시 세지면 오봉리,오리-종오리,12000,20140128,20140125,156
전라남도 나주시 세지면 죽동리,오리-육용오리,32000,20201209,20201207,156
전라남도 나주시 세지면 죽동리,오리-육용오리,19300,20150202,20150130,156
전라남도 나주시 세지면 죽동리,오리-육용오리,22000,20150130,20150127,156
전라남도 나주시 세지면 죽동리,오리-육용오리,18000,20150130,20150127,156
전라남도 나주시 세지면 죽동리,오리-육용오리,14000,20150202,20150128,156
전라남도 나주시 세지면 죽동리,오리-육용오리,14000,20150131,20150128,156
전라남도 나주시 세지면 죽동리,오리-육용오리,18000,20150131,20150128,156
전라남도 나주시 세지면 죽동리,오리-육용오리,14800,20150202,20150127,156
전라남도 나주시 왕곡면 화정리,오리-육용오리,26000,20170109,20170104,156
전라남도 담양군 담양읍 담주리,오리-육용오리,4,20150921,20150916,156
전라남도 담양군 담양읍 만성리,오리-기타,11,20150927,20150920,156
전라남도 담양군 담양읍 만성리,오리-육용오리,30,20141017,20141006,156
전라남도 담양군 담양읍 반룡리,오리-육용오리,11000,20110224,20110224,156
전라남도 담양군 대전면 대치리,오리-육용오리,14000,20140524,20140523,156
전라남도 담양군 봉산면 대추리,오리-육용오리,1,20140522,20140516,156
전라남도 담양군 용면 쌍태리,닭-토종닭,20,20141001,20141001,156
전라남도 무안군 망운면 피서리,오리-종오리,14500,20170112,20170110,165
전라남도 무안군 몽탄면 학산리,오리-육용오리,9000,20170313,20170310,165
전라남도 무안군 삼향읍 왕산리,닭-산란계,96500,20210123,20210122,165
전라남도 무안군 일로읍 감돈리,오리-육용오리,25150,20150116,20150106,165
전라남도 무안군 일로읍 월암리,닭-토종닭,1,20141001,20140927,165
전라남도 무안군 일로읍 월암리,오리-육용오리,19,20141007,20140927,165
전라남도 무안군 일로읍 의산리,오리-육용오리,21700,20161122,20161119,165
전라남도 무안군 일로읍 죽산리,오리-육용오리,13200,20150121,20150119,165
전라남도 무안군 일로읍 지장리,오리-육용오리,11000,20210113,20210107,165
전라남도 무안군 일로읍 지장리,오리-육용오리,8500,20170317,20170315,165
전라남도 무안군 일로읍 지장리,닭-일괄,32,20150114,20150110,165
전라남도 무안군 일로읍 지장리,오리-종오리,8600,20150114,20150111,165
전라남도 무안군 청계면 남성리,닭-산란계,77900,20210102,20210101,165
전라남도 무안군 현경면 외반리,오리-육용오리,18000,20170107,20170105,165
전라남도 무안군 현경면 해운리,오리-육용오리,1,20141101,20141029,165
전라남도 무안군 현경면 현화리,오리-육용오리,10600,20140619,20140616,165
전라남도 보성군 겸백면 수남리,오리-종오리,9000,20210116,20210115,258
전라남도 보성군 겸백면 수남리,닭-토종닭,400,20141119,20141111,258
전라남도 보성군 노동면 명봉리,오리-종오리,14000,20110120,20110120,258
전라남도 순천시 낙안면 검암리,오리-육용오리,18500,20140304,20140227,174
전라남도 신안군 암태면 기동리,야생오리-청둥오리,0,20140131,20140127,165
전라남도 신안군 압해읍 신장리,야생조류-기타,0,20140217,20140127,165
전라남도 여수시 만흥동,닭-토종닭,20,20110112,20110112,168
전라남도 영광군 묘량면 덕흥리,닭-산란계,198000,20140312,20140307,252
전라남도 영광군 묘량면 영양리,오리-종오리,19700,20140304,20140226,252
전라남도 영광군 홍농읍 신석리,오리-종오리,5400,20140228,20140222,252
전라남도 영암군 군서면 양장리,오리-육용오리,10300,20140628,20140626,260
전라남도 영암군 군서면 양장리,오리-육용오리,2000,20140217,20140213,260
전라남도 영암군 군서면 해창리,오리-육용오리,12000,20110111,20110111,260
전라남도 영암군 덕진면 금강리,오리-종오리,11500,20150613,20150611,260
전라남도 영암군 덕진면 노송리,오리-육용오리,20700,20210108,20210106,260
전라남도 영암군 덕진면 용산리,오리-육용오리,15500,20201213,20201211,260
전라남도 영암군 덕진면 용산리,오리-육용오리,35000,20201213,20201211,260
전라남도 영암군 덕진면 용산리,오리-육용오리,33800,20150520,20150518,260
전라남도 영암군 덕진면 용산리,오리-육용오리,24000,20140216,20140214,260
전라남도 영암군 덕진면 장선리,오리-종오리,9700,20171227,20171226,260
전라남도 영암군 덕진면 장선리,오리-종오리,8000,20150526,20150520,260
전라남도 영암군 덕진면 장선리,오리-종오리,10000,20140130,20140128,260
전라남도 영암군 덕진면 장선리,오리-종오리,20600,20110120,20110120,260
전라남도 영암군 도포면 구학리,오리-육용오리,24300,20151114,20151114,260
전라남도 영암군 도포면 구학리,오리-육용오리,22100,20151113,20151113,260
전라남도 영암군 도포면 구학리,오리-육용오리,19500,20151027,20151030,260
전라남도 영암군 도포면 구학리,오리-육용오리,15000,20140930,20140925,260
전라남도 영암군 도포면 구학리,오리-육용오리,22400,20140929,20140924,260
전라남도 영암군 도포면 구학리,오리-육용오리,14200,20140929,20140924,260
전라남도 영암군 도포면 구학리,오리-육용오리,13400,20140929,20140924,260
전라남도 영암군 도포면 구학리,오리-육용오리,24000,20110109,20110109,260
전라남도 영암군 도포면 덕화리,닭-산란계,27000,20140211,20140206,260
전라남도 영암군 도포면 영호리,오리-육용오리,24000,20151115,20151115,260
전라남도 영암군 도포면 영호리,오리-육용오리,15864,20151026,20151026,260
전라남도 영암군 도포면 원항리,오리-육용오리,11200,20110109,20110109,260
전라남도 영암군 삼호읍 용당리,야생조류-기타,0,20140217,20140129,260
전라남도 영암군 삼호읍 용당리,야생오리-청둥오리,0,20140213,20140129,260
전라남도 영암군 시종면 금지리,오리-육용오리,15000,20151023,20151023,260
전라남도 영암군 시종면 금지리,오리-육용오리,12000,20140224,20140222,260
전라남도 영암군 시종면 금지리,오리-육용오리,300,20140224,20140220,260
전라남도 영암군 시종면 봉소리,오리-육용오리,35000,20171230,20171228,260
전라남도 영암군 시종면 봉소리,오리-육용오리,16200,20141013,20141007,260
전라남도 영암군 시종면 봉소리,오리-육용오리,25900,20141007,20140930,260
전라남도 영암군 시종면 봉소리,오리-육용오리,16500,20140322,20140305,260
전라남도 영암군 시종면 봉소리,오리-육용오리,14500,20110105,20110105,260
전라남도 영암군 시종면 신연리,오리-육용오리,20000,20110107,20110107,260
전라남도 영암군 시종면 신연리,오리-육용오리,10600,20110107,20110107,260
전라남도 영암군 시종면 신연리,오리-육용오리,32300,20110107,20110107,260
전라남도 영암군 시종면 신학리,오리-육용오리,9800,20201205,20201204,260
전라남도 영암군 시종면 신학리,오리-육용오리,21000,20171221,20171219,260
전라남도 영암군 시종면 신학리,오리-종오리,7500,20141007,20141002,260
전라남도 영암군 시종면 신학리,오리-육용오리,29700,20141017,20141012,260
전라남도 영암군 시종면 신학리,오리-종오리,5400,20140307,20140302,260
전라남도 영암군 시종면 신흥리,오리-종오리,8000,20210206,20210204,260
전라남도 영암군 시종면 신흥리,오리-육용오리,1,20141202,20141128,260
전라남도 영암군 시종면 옥야리,오리-육용오리,18000,20141013,20141006,260
전라남도 영암군 시종면 옥야리,오리-종오리,12500,20140324,20140320,260
전라남도 영암군 시종면 와우리,오리-육용오리,15000,20141017,20141012,260
전라남도 영암군 시종면 월롱리,오리-육용오리,17000,20161227,20161223,260
전라남도 영암군 시종면 월롱리,오리-육용오리,1,20141010,20141007,260
전라남도 영암군 시종면 월롱리,오리-육용오리,18300,20141013,20141005,260
전라남도 영암군 신북면 월지리,오리-육용오리,15000,20151027,20151027,260
전라남도 영암군 신북면 월지리,오리-육용오리,26700,20151027,20151028,260
전라남도 영암군 신북면 월지리,오리-육용오리,27200,20151018,20151019,260
전라남도 영암군 신북면 월지리,오리-육용오리,8000,20150601,20150529,260
전라남도 영암군 신북면 월지리,오리-육용오리,19400,20150601,20150528,260
전라남도 영암군 신북면 월지리,오리-육용오리,49600,20140929,20140925,260
전라남도 영암군 신북면 월지리,오리-육용오리,22000,20140929,20140925,260
전라남도 영암군 신북면 월지리,오리-육용오리,43000,20140224,20140220,260
전라남도 영암군 신북면 월지리,오리-육용오리,21000,20110109,20110109,260
전라남도 영암군 신북면 월지리,닭-산란계,17800,20080412,20080412,260
전라남도 영암군 신북면 월지리,닭-산란계,17800,20080412,20080412,260
전라남도 영암군 신북면 월평리,오리-육용오리,13000,20170103,20161231,260
전라남도 영암군 신북면 유곡리,오리-산란오리,11830,20171211,20171210,260
전라남도 영암군 신북면 행정리,오리-육용오리,33300,20150608,20150605,260
전라남도 영암군 영암읍 송평리,오리-종오리,4200,20140213,20140211,260
전라남도 장성군 남면 마령리,닭-산란계,2000,20161203,20161201,156
전라남도 장성군 삼계면 상도리,오리-종오리,8000,20201211,20201210,156
전라남도 장흥군 부산면 기동리,오리-육용오리,8800,20170318,20170315,260
전라남도 장흥군 부산면 기동리,오리-육용오리,13400,20170318,20170315,260
전라남도 장흥군 부산면 기동리,오리-육용오리,8500,20170317,20170315,260
전라남도 장흥군 부산면 호계리,오리-육용오리,19500,20140328,20140320,260
전라남도 장흥군 용산면 풍길리,오리-육용오리,22400,20170402,20170329,260
전라남도 장흥군 용산면 풍길리,오리-육용오리,10500,20170325,20170322,260
전라남도 장흥군 용산면 풍길리,오리-육용오리,22500,20170324,20170322,260
전라남도 장흥군 장평면 기동리,오리-육용오리,11800,20210323,20210322,260
전라남도 장흥군 장평면 기동리,오리-육용오리,20000,20210322,20210321,260
전라남도 장흥군 장평면 기동리,오리-육용오리,20000,20110111,20110111,260
전라남도 장흥군 장평면 양촌리,오리-육용오리,9500,20210407,20210406,260
전라남도 장흥군 장평면 양촌리,오리-육용오리,15500,20210407,20210406,260
전라남도 장흥군 장평면 청용리,오리-육용오리,13375,20141026,20141026,260
전라남도 장흥군 장평면 청용리,오리-육용오리,12000,20141029,20141024,260
전라남도 장흥군 회진면 회진리,오리-육용오리,14500,20180111,20180110,260
전라남도 진도군 의신면 창포리,오리-종오리,14043,20161224,20161222,268
전라남도 함평군 나산면 삼축리,오리-육용오리,12000,20210125,20210124,252
전라남도 함평군 신광면 가덕리,오리-육용오리,7000,20140224,20140220,252
전라남도 함평군 월야면 외치리,오리-종오리,5000,20140315,20140315,252
전라남도 함평군 월야면 외치리,오리-육용오리,1,20140727,20140725,252
전라남도 함평군 월야면 외치리,관상조류-기러기,7500,20140806,20140731,252
전라남도 함평군 월야면 외치리,오리-육용오리,30000,20140731,20140728,252
전라남도 함평군 월야면 외치리,오리-종오리,36000,20140321,20140314,252
전라남도 해남군 마산면 송석리,오리-육용오리,23000,20170223,20170221,261
전라남도 해남군 마산면 송석리,오리-육용오리,15700,20170225,20170221,261
전라남도 해남군 마산면 송석리,오리-육용오리,13500,20140219,20140214,261
전라남도 해남군 산이면 금송리,닭-산란계,40000,20161117,20161116,261
전라남도 해남군 송지면 마봉리,오리-종오리,12500,20140126,20140124,261
전라남도 해남군 화산면 관동리,오리-육용오리,13700,20170101,20161230,261
전라남도 화순군 북면 송단리,닭-토종닭,40,20141029,20141027,258
전라남도 화순군 청풍면 대비리,오리-육용오리,9000,20110109,20110109,258
전라북도 고창군 고수면 봉산리,오리-육용오리,10000,20210101,20201230,251
전라북도 고창군 고수면 인성리,오리-육용오리,11900,20140415,20140411,251
전라북도 고창군 고수면 장두리,오리-육용오리,8000,20140416,20140414,251
전라북도 고창군 고수면 장두리,닭-산란계,30000,20140422,20140418,251
전라북도 고창군 무장면 목우리,오리-육용오리,15800,20170309,20170305,251
전라북도 고창군 부안면 운양리,오리-육용오리,12000,20140125,20140123,251
전라북도 고창군 성내면 신성리,야생오리-가창오리,0,20140122,20140119,251
전라북도 고창군 성내면 신성리,야생조류-큰기러기,0,20140122,20140119,251
전라북도 고창군 성내면 신성리,야생조류-큰기러기,0,20140125,20140121,251
전라북도 고창군 성내면 신성리,야생오리-가창오리,0,20140125,20140122,251
전라북도 고창군 성내면 신성리,야생오리-가창오리,0,20140120,20140117,251
전라북도 고창군 성내면 신성리,야생조류-물닭,0,20140127,20140122,251
전라북도 고창군 성내면 신성리,야생조류-큰기러기,0,20140123,20140120,251
전라북도 고창군 성내면 신성리,야생오리-가창오리,0,20140124,20140121,251
전라북도 고창군 성내면 신성리,야생오리-가창오리,0,20140124,20140120,251
전라북도 고창군 성송면 학천리,오리-육용오리,8000,20170313,20170308,251
전라북도 고창군 신림면 무림리,오리-육용오리,12000,20161213,20161208,251
전라북도 고창군 신림면 무림리,오리-종오리,20000,20140116,20140116,251
전라북도 고창군 신림면 벽송리,오리-육용오리,10000,20140122,20140120,251
전라북도 고창군 아산면 반암리,메추리,100000,20110124,20110124,251
전라북도 고창군 아산면 성산리,오리-육용오리,36000,20210128,20210127,251
전라북도 고창군 아산면 성산리,닭-산란계,81000,20170306,20170302,251
전라북도 고창군 아산면 성산리,오리-육용오리,13000,20170304,20170225,251
전라북도 고창군 아산면 성산리,오리-육용오리,10000,20170228,20170224,251
전라북도 고창군 아산면 학전리,오리-육용오리,17800,20210130,20210128,251
전라북도 고창군 아산면 학전리,오리-육용오리,15000,20170302,20170225,251
전라북도 고창군 아산면 학전리,오리-육용오리,15000,20170302,20170225,251
전라북도 고창군 해리면 사반리,오리-육용오리,11200,20140121,20140121,251
전라북도 고창군 해리면 왕촌리,오리-종오리,5,20140127,20140124,251
전라북도 고창군 흥덕면 사천리,오리-육용오리,25680,20201217,20201216,251
전라북도 고창군 흥덕면 사천리,오리-육용오리,20000,20140125,20140123,251
전라북도 고창군 흥덕면 용반리,오리-육용오리,16000,20140122,20140120,251
전라북도 고창군 흥덕면 치룡리,오리-육용오리,12300,20171119,20171117,251
전라북도 군산시 나포면 나포리,야생오리-가창오리,0,20140124,20140121,140
전라북도 군산시 서수면 마룡리,오리-육용오리,7000,20150306,20150224,140
전라북도 군산시 서수면 축동리,닭-토종닭,15300,20170606,20170603,140
전라북도 군산시 옥구읍 옥정리,닭-토종닭,6,20170611,20170607,140
전라북도 군산시 옥산면 남내리,닭-토종닭,15,20170613,20170609,140
전라북도 군산시 옥산면 쌍봉리,닭-토종닭,5,20170613,20170607,140
전라북도 군산시 옥산면 옥산리,닭-토종닭,4,20170613,20170607,140
전라북도 군산시 회현면 월연리,닭-토종닭,31,20170613,20170608,140
전라북도 김제시 공덕면 공덕리,닭-산란계,110000,20170209,20170206,146
전라북도 김제시 공덕면 동계리,오리-육용오리,12000,20140224,20140220,146
전라북도 김제시 공덕면 마현리,메추리,290000,20061211,20061211,146
전라북도 김제시 공덕면 회룡리,오리-육용오리,23000,20210116,20210115,146
전라북도 김제시 공덕면 회룡리,오리-육용오리,25000,20161216,20161213,146
전라북도 김제시 금구면 낙성리,오리-육용오리,10500,20141119,20141114,146
전라북도 김제시 금구면 용지리,오리-육용오리,16700,20161124,20161121,146
전라북도 김제시 금구면 용지리,오리-종오리,12000,20141117,20141107,146
전라북도 김제시 금구면 용지리,오리-육용오리,12000,20141124,20141119,146
전라북도 김제시 금구면 하신리,닭-기타,35000,20080423,20080423,146
전라북도 김제시 금산면 청도리,닭-기타,920,20080417,20080417,146
전라북도 김제시 만경읍 대동리,오리-육용오리,3100,20210117,20210116,146
전라북도 김제시 백구면 마산리,닭-기타,15750,20080418,20080418,146
전라북도 김제시 용지면 구암리,닭-산란계,20000,20080418,20080418,146
전라북도 김제시 용지면 반교리,오리-종오리,7380,20140219,20140216,146
전라북도 김제시 용지면 신정리,닭-산란계,20000,20161226,20161222,146
전라북도 김제시 용지면 신정리,닭-산란계,65000,20150401,20150331,146
전라북도 김제시 용지면 신정리,닭-산란계,9000,20150414,20150412,146
전라북도 김제시 용지면 신정리,닭-산란계,15000,20150408,20150406,146
전라북도 김제시 용지면 용수리,닭-산란계,150000,20161224,20161220,146
전라북도 김제시 용지면 용수리,닭-비분류,20000,20161227,20161223,146
전라북도 김제시 용지면 용수리,닭-산란계,11000,20150401,20150331,146
전라북도 김제시 용지면 용수리,닭-산란계,18000,20150401,20150328,146
전라북도 김제시 용지면 용수리,닭-산란계,10000,20150401,20150326,146
전라북도 김제시 용지면 용수리,닭-산란계,14000,20150408,20150401,146
전라북도 김제시 용지면 용수리,닭-산란계,9500,20150408,20150403,146
전라북도 김제시 용지면 용수리,닭-산란계,14000,20150408,20150405,146
전라북도 김제시 용지면 용수리,닭-산란계,10500,20080412,20080412,146
전라북도 김제시 용지면 용수리,닭-산란계,10000,20080412,20080412,146
전라북도 김제시 용지면 용수리,닭-산란계,16000,20080412,20080412,146
전라북도 김제시 용지면 용암리,닭-산란계,150570,20080403,20080403,146
전라북도 김제시 용지면 용암리,닭-산란계,40000,20080412,20080412,146
전라북도 김제시 용지면 용암리,닭-산란계,60000,20080412,20080412,146
전라북도 김제시 용지면 장신리,닭-산란계,14000,20150420,20150411,146
전라북도 김제시 용지면 장신리,닭-산란계,15000,20150414,20150410,146
전라북도 김제시 청하면 장산리,오리-육용오리,10000,20140307,20140304,146
전라북도 남원시 사매면 관풍리,오리-육용오리,40000,20201224,20201222,254
전라북도 남원시 주생면 중동리,오리-육용오리,13500,20201225,20201223,254
전라북도 부안군 계화면 양산리,오리-육용오리,26200,20170111,20170106,243
전라북도 부안군 계화면 양산리,오리-육용오리,35000,20140130,20140127,243
전라북도 부안군 계화면 양산리,오리-기타,18100,20140128,20140125,243
전라북도 부안군 동진면 동전리,오리-육용오리,11000,20150209,20150204,243
전라북도 부안군 동진면 동전리,오리-육용오리,17500,20150202,20150126,243
전라북도 부안군 동진면 동전리,오리-육용오리,14000,20140131,20140129,243
전라북도 부안군 주산면 사산리,오리-육용오리,14000,20210210,20210209,243
전라북도 부안군 줄포면 난산리,오리-육용오리,8000,20140127,20140124,243
전라북도 부안군 줄포면 대동리,오리-종오리,10000,20161213,20161208,243
전라북도 부안군 줄포면 신리,오리-육용오리,50100,20210101,20201230,243
전라북도 부안군 줄포면 신리,오리-육용오리,15000,20140121,20140119,243
전라북도 부안군 줄포면 신리,오리-육용오리,8500,20140121,20140119,243
전라북도 부안군 줄포면 신리,오리-육용오리,15000,20140122,20140120,243
전라북도 부안군 줄포면 신리,오리-육용오리,9200,20140118,20140118,243
전라북도 부안군 줄포면 신리,오리-육용오리,6000,20140117,20140117,243
전라북도 부안군 줄포면 우포리,오리-육용오리,19400,20140124,20140122,243
전라북도 부안군 줄포면 장동리,오리-육용오리,7000,20161214,20161209,243
전라북도 부안군 줄포면 장동리,오리-육용오리,28500,20140125,20140123,243
전라북도 부안군 줄포면 줄포리,오리-육용오리,19700,20140122,20140120,243
전라북도 부안군 줄포면 파산리,오리-육용오리,11000,20140127,20140124,243
전라북도 부안군 줄포면 파산리,오리-육용오리,10500,20140127,20140124,243
전라북도 부안군 줄포면 파산리,오리-종오리,2500,20140127,20140124,243
전라북도 부안군 줄포면 파산리,오리-육용오리,7000,20140124,20140123,243
전라북도 부안군 진서면 운호리,오리-종오리,6200,20210105,20210104,243
전라북도 순창군 구림면 화암리,닭-토종닭,7,20170613,20170609,254
전라북도 순창군 동계면 관전리,오리-육용오리,8000,20140307,20140306,254
전라북도 순창군 동계면 현포리,오리-육용오리,9500,20140312,20140309,254
전라북도 순창군 동계면 현포리,오리-육용오리,9000,20080417,20080417,254
전라북도 완주군 구이면 계곡리,닭-토종닭,12,20170611,20170606,146
전라북도 완주군 삼례읍 신금리,닭-토종닭,15,20170613,20170608,146
전라북도 익산시 금강동,닭-토종닭,26,20170613,20170607,140
전라북도 익산시 망성면 무형리,닭-원종계,17000,20101231,20101231,140
전라북도 익산시 망성면 무형리,닭-원종계,17000,20101231,20101231,140
전라북도 익산시 신흥동,오리-종오리,8894,20201230,20201228,140
전라북도 익산시 신흥동,오리-육용오리,9600,20150306,20150226,140
전라북도 익산시 여산면 두여리,닭-원종계,51000,20080423,20080423,140
전라북도 익산시 오산면 장신리,닭-토종닭,13,20170613,20170607,140
전라북도 익산시 오산면 장신리,오리-육용오리,100,20170611,20170607,140
전라북도 익산시 오산면 장신리,닭-토종닭,15,20170608,20170605,140
전라북도 익산시 용동면 대조리,닭-종계,44000,20170309,20170306,140
전라북도 익산시 용동면 대조리,닭-종계,65000,20170302,20170227,140
전라북도 익산시 용동면 화배리,닭-백세미,55000,20170309,20170306,140
전라북도 익산시 용동면 흥왕리,닭-기타,10000,20080423,20080423,140
전라북도 익산시 용안면 칠목리,닭-토종닭,38000,20170405,20170402,140
전라북도 익산시 웅포면 고창리,야생조류-고니,0,20140217,20140206,140
전라북도 익산시 월성동,닭-토종닭,10,20170611,20170607,140
전라북도 익산시 함열읍 다송리,닭-종계,1,20140306,20140305,140
전라북도 익산시 함열읍 석매리,닭-육계,36000,20170325,20170322,140
전라북도 익산시 함열읍 석매리,닭-종계,32000,20170325,20170322,140
전라북도 익산시 함열읍 석매리,닭-종계,19000,20170327,20170323,140
전라북도 익산시 함열읍 석매리,닭-산란계,150000,20170321,20170317,140
전라북도 익산시 함열읍 석매리,닭-원종계,13000,20061125,20061125,140
전라북도 익산시 함열읍 석매리,닭-원종계,13000,20061125,20061125,140
전라북도 익산시 황등면 죽촌리,닭-종계,19000,20170330,20170326,140
전라북도 익산시 황등면 죽촌리,닭-원종계,12240,20061128,20061128,140
전라북도 임실군 관촌면 병암리,닭-토종닭,40,20170613,20170609,244
전라북도 임실군 삼계면 죽계리,닭-토종닭,30,20170613,20170608,244
전라북도 임실군 신덕면 신덕리,닭-토종닭,12,20170613,20170609,244
전라북도 임실군 신덕면 오궁리,닭-토종닭,14,20170611,20170607,244
전라북도 임실군 오수면 대정리,닭-종계,36000,20201215,20201214,244
전라북도 임실군 임실읍 정월리,닭-토종닭,15,20170613,20170609,244
전라북도 임실군 청웅면 옥전리,오리-육용오리,27000,20140129,20140127,244
전라북도 전주시 덕진구 송천동2가,야생조류-백로,0,20140314,20140308,146
전라북도 전주시 덕진구 용정동,닭-토종닭,46,20170611,20170607,146
전라북도 정읍시 고부면 관청리,오리-육용오리,10000,20161213,20161206,245
전라북도 정읍시 고부면 관청리,오리-육용오리,16300,20161209,20161205,245
전라북도 정읍시 고부면 관청리,오리-육용오리,13000,20161209,20161205,245
전라북도 정읍시 고부면 관청리,오리-육용오리,38500,20161209,20161205,245
전라북도 정읍시 고부면 관청리,오리-육용오리,10000,20150326,20150320,245
전라북도 정읍시 고부면 관청리,오리-육용오리,20000,20080411,20080411,245
전라북도 정읍시 고부면 덕안리,닭-토종닭,8000,20161221,20161215,245
전라북도 정읍시 고부면 백운리,오리-육용오리,10000,20140124,20140122,245
