지역명,일시,avg_temperature(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%)
전국,20210727,27.8,0.0,1.6,72
전국,20210726,27.8,0.1,1.9,71
전국,20210725,27.8,0.0,1.8,72
전국,20210724,28.0,0.0,1.6,72
전국,20210723,27.7,0.0,1.5,74
전국,20210722,27.5,0.0,1.7,73
전국,20210721,27.6,0.0,1.5,74
전국,20210720,27.1,0.2,1.2,79
전국,20210719,26.3,4.1,1.3,81
전국,20210718,26.2,2.9,1.6,79
전국,20210717,25.8,2.3,1.7,80
전국,20210716,26.4,3.8,1.5,81
전국,20210715,27.1,2.3,1.4,81
전국,20210714,27.8,0.0,1.6,79
전국,20210713,27.6,0.0,1.7,79
전국,20210712,27.0,0.6,1.4,81
전국,20210711,25.6,1.7,1.5,85
전국,20210710,24.8,6.8,1.6,85
전국,20210709,24.7,6.6,1.3,86
전국,20210708,24.7,22.9,1.4,88
전국,20210707,24.6,30.6,1.4,92
전국,20210706,23.5,54.5,1.5,90
전국,20210705,22.5,29.2,1.3,86
전국,20210704,23.4,16.0,2.5,87
전국,20210703,22.5,41.4,2.6,86
전국,20210702,24.6,0.5,1.7,74
전국,20210701,24.6,0.5,1.4,75
전국,20210630,23.4,1.0,1.3,80
전국,20210629,23.1,1.2,1.4,79
전국,20210628,23.2,2.9,1.5,78
전국,20210627,23.4,1.1,1.5,75
전국,20210626,22.2,4.5,1.2,81
전국,20210625,22.9,2.2,1.4,76
전국,20210624,21.8,0.2,1.4,77
전국,20210623,20.5,2.8,1.7,81
전국,20210622,21.0,4.8,1.6,77
전국,20210621,22.7,0.4,1.8,69
전국,20210620,22.9,0.0,1.7,70
전국,20210619,22.2,0.0,1.4,74
전국,20210618,20.9,3.3,1.4,88
전국,20210617,20.5,0.5,1.5,80
전국,20210616,21.7,2.1,2.7,75
전국,20210615,21.2,7.9,1.9,85
전국,20210614,22.4,0.0,1.5,81
전국,20210613,22.9,0.0,1.4,81
전국,20210612,23.2,2.0,1.4,81
전국,20210611,21.9,20.2,1.8,87
전국,20210610,23.0,5.4,2.0,72
전국,20210609,23.8,0.0,1.5,67
전국,20210608,23.0,0.1,1.4,71
전국,20210607,22.0,0.0,1.4,68
전국,20210606,21.9,0.1,1.9,70
전국,20210605,20.5,0.0,2.4,69
전국,20210604,19.1,1.2,2.2,67
전국,20210603,18.5,20.0,1.3,91
전국,20210602,22.0,0.0,1.5,67
전국,20210601,20.6,0.3,1.4,69
전국,20210531,19.6,5.2,1.4,73
전국,20210530,18.9,4.1,1.5,66
전국,20210529,17.6,0.4,2.0,68
전국,20210528,15.9,15.6,2.3,80
전국,20210527,16.4,2.7,1.9,79
전국,20210526,17.0,0.2,1.8,61
전국,20210525,15.9,2.7,2.5,63
전국,20210524,19.5,0.3,1.8,64
전국,20210523,20.5,0.0,1.4,67
전국,20210522,18.7,0.0,1.9,71
전국,20210521,15.8,2.9,2.3,83
전국,20210520,16.5,11.1,1.7,84
전국,20210519,19.8,0.0,1.4,66
전국,20210518,17.0,0.2,1.3,82
전국,20210517,15.4,4.6,1.6,94
전국,20210516,19.0,42.8,2.0,96
전국,20210515,20.2,9.0,1.3,89
전국,20210514,20.8,0.0,1.5,72
전국,20210513,19.6,0.0,1.3,67
전국,20210512,18.3,0.0,2.1,57
전국,20210511,16.2,2.7,2.2,65
전국,20210510,13.5,5.6,1.6,71
전국,20210509,16.4,0.0,2.5,47
전국,20210508,15.7,0.0,2.8,56
전국,20210507,15.3,1.8,2.7,58
전국,20210506,15.1,0.0,1.7,49
전국,20210505,15.4,1.3,3.1,55
전국,20210504,15.9,17.0,2.3,80
전국,20210503,14.2,0.0,1.8,61
전국,20210502,12.2,1.5,2.4,67
전국,20210501,10.5,9.0,2.6,77
전국,20210430,13.3,8.0,2.9,67
전국,20210429,15.0,1.8,1.9,59
전국,20210428,16.1,0.3,1.9,59
전국,20210427,14.8,0.4,1.5,61
전국,20210426,13.8,0.0,1.9,56
전국,20210425,15.1,0.0,2.3,59
전국,20210424,16.3,0.0,1.9,53
전국,20210423,17.5,0.0,2.8,45
전국,20210422,18.9,0.0,1.8,47
전국,20210421,17.4,0.0,1.3,51
전국,20210420,15.3,0.0,1.7,50
전국,20210419,13.3,0.0,2.4,50
전국,20210418,10.6,0.0,3.1,54
전국,20210417,10.6,0.1,2.7,56
전국,20210416,12.0,0.2,1.8,68
전국,20210415,10.3,0.0,1.5,53
전국,20210414,9.2,0.0,2.7,50
전국,20210413,12.0,2.7,3.3,70
전국,20210412,12.7,20.3,1.9,78
전국,20210411,13.1,0.0,1.5,56
전국,20210410,10.7,0.0,1.8,60
전국,20210409,10.5,0.6,2.2,56
전국,20210408,12.2,0.0,2.1,49
전국,20210407,13.4,0.0,1.9,50
전국,20210406,11.9,0.0,1.8,55
전국,20210405,9.9,0.0,1.8,59
전국,20210404,10.3,9.3,2.6,81
전국,20210403,14.4,30.3,1.9,86
전국,20210402,16.0,0.0,2.6,54
전국,20210401,14.1,0.0,2.9,49
전국,20210331,12.6,0.0,1.4,54
전국,20210330,11.7,0.0,1.7,45
전국,20210329,12.5,0.0,2.8,55
전국,20210328,11.9,4.5,2.9,83
전국,20210327,12.3,25.3,2.0,80
전국,20210326,12.7,0.0,1.4,55
전국,20210325,11.9,0.0,1.6,60
전국,20210324,10.4,0.0,1.8,56
전국,20210323,9.4,0.0,2.4,54
전국,20210322,6.8,0.0,3.3,47
전국,20210321,7.1,0.0,3.8,62
전국,20210320,8.9,6.2,1.6,87
전국,20210319,11.7,0.0,2.1,62
전국,20210318,9.9,0.0,1.6,66
전국,20210317,8.4,0.0,1.5,59
전국,20210316,11.0,1.7,2.6,58
전국,20210315,10.8,0.3,1.6,68
전국,20210314,8.4,0.0,1.4,74
전국,20210313,8.4,0.0,1.6,72
전국,20210312,8.6,12.9,2.0,83
전국,20210311,9.4,0.8,1.3,62
전국,20210310,7.9,0.0,1.8,60
전국,20210309,7.3,0.0,1.6,62
전국,20210308,6.1,0.0,1.4,72
전국,20210307,5.7,0.0,1.7,72
전국,20210306,6.1,0.4,2.6,75
전국,20210305,8.7,0.1,1.4,76
전국,20210304,5.9,4.1,1.2,78
전국,20210303,3.4,0.0,1.3,72
전국,20210302,2.6,2.6,2.2,79
전국,20210301,8.0,50.2,2.7,92
전국,20210228,7.3,0.2,1.5,67
전국,20210227,7.2,0.2,3.1,57
전국,20210226,7.6,0.7,2.5,59
전국,20210225,4.2,3.4,1.2,69
전국,20210224,3.3,0.0,1.3,46
전국,20210223,2.7,0.0,2.3,40
전국,20210222,9.8,0.0,2.6,59
전국,20210221,12.3,0.0,2.6,56
전국,20210220,9.6,0.0,2.5,61
전국,20210219,2.7,0.0,2.6,58
전국,20210218,-4.2,0.1,3.2,53
전국,20210217,-5.8,0.5,4.6,51
전국,20210216,-1.8,1.2,3.1,55
전국,20210215,3.6,0.6,3.8,65
전국,20210214,8.4,2.0,0.9,69
전국,20210213,6.6,0.0,1.0,58
전국,20210212,6.1,0.0,1.0,61
전국,20210211,4.7,0.0,1.1,68
전국,20210210,2.8,0.0,1.7,62
전국,20210209,0.0,0.0,1.9,47
전국,20210208,-0.7,0.0,3.2,42
전국,20210207,5.7,0.0,2.1,64
전국,20210206,5.5,0.0,1.7,69
전국,20210205,1.5,0.0,1.6,54
전국,20210204,0.0,0.8,2.5,48
전국,20210203,-1.7,0.8,2.0,52
전국,20210202,-2.0,0.0,3.6,41
전국,20210201,6.9,8.1,2.1,79
전국,20210131,3.5,0.6,1.4,64
전국,20210130,-0.2,0.1,1.8,63
전국,20210129,-5.3,0.1,3.4,46
전국,20210128,-0.5,1.1,3.4,60
전국,20210127,3.5,0.0,2.0,55
전국,20210126,5.1,5.9,1.5,87
전국,20210125,6.2,0.0,1.4,73
전국,20210124,6.7,0.1,1.7,72
전국,20210123,7.7,2.3,2.4,81
전국,20210122,7.0,1.2,1.0,93
전국,20210121,4.9,4.3,1.0,74
전국,20210120,-0.5,0.0,1.1,55
전국,20210119,-4.7,0.0,1.5,50
전국,20210118,-1.7,1.5,2.6,66
전국,20210117,-3.3,0.2,2.5,52
전국,20210116,-0.4,0.0,3.2,54
전국,20210115,6.1,0.0,2.2,69
전국,20210114,3.2,0.0,1.2,61
전국,20210113,3.2,0.0,1.8,69
전국,20210112,-2.5,0.4,1.4,69
전국,20210111,-5.1,0.0,1.1,66
전국,20210110,-6.6,0.0,1.5,60
전국,20210109,-9.9,0.1,2.2,54
전국,20210108,-11.9,0.0,2.4,51
전국,20210107,-10.3,1.1,3.9,50
전국,20210106,-5.1,0.9,2.0,57
전국,20210105,-2.0,0.1,2.4,54
전국,20210104,-1.7,0.0,1.3,58
전국,20210103,-3.0,0.0,2.0,50
전국,20210102,-2.5,0.0,2.1,55
전국,20210101,-3.0,0.2,1.6,69
전국,20201231,-6.1,0.2,2.6,59
전국,20201230,-6.5,1.2,4.3,56
전국,20201229,2.3,1.8,2.0,80
전국,20201228,4.6,0.1,1.0,80
전국,20201227,3.6,2.2,1.0,76
전국,20201226,1.6,0.0,1.2,67
전국,20201225,0.6,0.1,2.3,55
전국,20201224,4.3,0.0,2.6,58
전국,20201223,3.0,0.0,1.3,73
전국,20201222,1.3,0.0,1.3,70
전국,20201221,-0.5,0.0,1.4,63
전국,20201220,-2.1,0.0,1.7,52
전국,20201219,-2.8,0.0,2.6,41
전국,20201218,0.0,0.2,2.1,59
전국,20201217,-3.6,0.0,1.8,53
전국,20201216,-5.3,0.0,2.4,50
전국,20201215,-5.5,0.0,2.5,45
전국,20201214,-4.2,0.0,3.2,44
전국,20201213,1.3,1.9,2.2,64
전국,20201212,4.2,0.0,2.0,51
전국,20201211,5.6,0.0,1.1,71
전국,20201210,5.1,0.0,1.1,62
전국,20201209,1.5,0.0,1.2,53
전국,20201208,0.9,0.0,1.7,55
전국,20201207,4.0,0.0,1.7,64
전국,20201206,3.5,0.0,1.3,67
전국,20201205,2.2,0.1,1.4,65
전국,20201204,1.0,0.0,1.8,54
전국,20201203,2.6,0.0,2.2,51
전국,20201202,3.4,0.0,1.5,49
전국,20201201,1.9,0.0,1.4,51
전국,20201130,2.0,0.0,1.9,58
전국,20201129,2.4,0.0,2.1,60
전국,20201128,2.9,0.0,2.7,50
전국,20201127,6.2,0.0,2.6,61
전국,20201126,6.8,0.1,1.3,66
전국,20201125,5.6,0.0,1.5,61
전국,20201124,4.8,0.0,1.3,57
전국,20201123,4.4,0.0,2.3,60
전국,20201122,8.2,2.2,2.1,77
전국,20201121,7.4,0.1,1.6,72
전국,20201120,7.4,0.0,3.4,70
전국,20201119,16.8,28.0,3.7,82
전국,20201118,17.6,2.6,1.7,86
전국,20201117,14.6,1.7,1.2,78
전국,20201116,11.8,0.0,1.3,71
전국,20201115,11.0,0.0,1.1,74
전국,20201114,10.6,0.0,1.2,75
전국,20201113,10.2,0.0,1.1,69
전국,20201112,9.1,0.0,1.0,63
전국,20201111,7.7,0.0,1.1,61
전국,20201110,7.6,0.0,1.5,55
전국,20201109,6.9,0.0,2.0,44
전국,20201108,10.0,0.0,2.6,47
전국,20201107,13.9,0.0,1.8,66
전국,20201106,12.4,0.0,0.9,64
전국,20201105,8.5,0.0,1.1,56
전국,20201104,5.4,0.0,2.0,48
전국,20201103,6.9,0.4,3.1,49
전국,20201102,11.4,0.5,1.4,66
전국,20201101,12.5,3.4,1.2,85
전국,20201031,11.6,0.0,1.3,69
전국,20201030,10.7,0.0,1.3,64
전국,20201029,10.3,0.0,1.4,55
전국,20201028,13.8,0.0,1.6,63
전국,20201027,12.6,0.0,1.0,74
전국,20201026,11.9,0.0,1.1,71
전국,20201025,12.0,0.0,1.7,64
전국,20201024,9.6,0.0,2.6,52
전국,20201023,10.4,0.0,2.9,53
전국,20201022,13.6,0.8,1.9,74
전국,20201021,13.2,6.3,1.0,82
전국,20201020,13.3,0.0,1.1,72
전국,20201019,13.2,0.0,1.2,71
전국,20201018,12.5,0.0,1.3,69
전국,20201017,12.5,0.1,1.2,73
전국,20201016,11.8,0.0,0.9,72
전국,20201015,12.3,0.0,1.5,56
전국,20201014,12.9,0.0,1.4,63
전국,20201013,13.6,0.0,1.8,64
전국,20201012,16.3,0.0,1.4,75
전국,20201011,16.0,0.0,1.2,76
전국,20201010,16.5,0.0,1.7,69
전국,20201009,16.7,0.0,2.6,61
전국,20201008,16.6,0.0,2.8,61
전국,20201007,15.8,0.0,1.8,65
전국,20201006,13.8,0.0,1.6,65
전국,20201005,14.1,0.0,2.4,57
전국,20201004,18.3,0.4,1.8,74
전국,20201003,19.6,2.7,1.0,82
전국,20201002,19.5,0.2,1.4,78
전국,20201001,18.3,0.0,1.3,79
전국,20200930,18.1,1.2,1.3,78
전국,20200929,17.6,0.0,1.2,77
전국,20200928,17.5,0.0,1.3,76
전국,20200927,18.5,0.2,1.6,75
전국,20200926,18.7,0.4,1.9,73
전국,20200925,19.3,0.9,2.1,75
전국,20200924,19.4,0.7,2.2,73
전국,20200923,18.2,0.1,2.1,73
전국,20200922,17.8,0.0,1.8,72
전국,20200921,17.2,0.0,1.3,72
전국,20200920,18.3,0.0,1.6,69
전국,20200919,19.1,0.9,1.6,74
전국,20200918,19.6,0.9,1.6,75
전국,20200917,20.6,1.7,1.1,86
전국,20200916,21.3,3.2,1.1,90
전국,20200915,21.8,0.0,1.3,80
전국,20200914,20.9,0.0,1.2,82
전국,20200913,20.2,1.2,1.4,82
전국,20200912,19.9,9.2,2.0,88
전국,20200911,21.0,7.7,1.7,85
전국,20200910,22.2,0.7,1.1,82
전국,20200909,21.7,7.9,1.5,83
전국,20200908,23.5,0.3,2.7,75
전국,20200907,20.7,61.8,4.6,86
전국,20200906,20.1,14.1,2.2,88
전국,20200905,20.6,3.7,1.2,85
전국,20200904,22.8,0.1,1.7,73
전국,20200903,23.9,43.2,4.5,76
전국,20200902,24.5,48.6,2.5,92
전국,20200901,25.4,1.4,1.5,81
전국,20200831,25.7,2.7,1.8,82
전국,20200830,26.7,6.8,1.3,86
전국,20200829,26.8,12.9,1.4,87
전국,20200828,27.2,14.5,1.5,86
전국,20200827,27.4,11.9,2.9,84
전국,20200826,27.9,18.2,3.1,79
전국,20200825,28.2,0.3,1.6,76
전국,20200824,26.7,0.0,1.3,80
전국,20200823,25.7,1.1,1.1,81
전국,20200822,25.4,8.6,1.4,84
전국,20200821,26.1,1.1,1.3,82
전국,20200820,27.2,0.3,1.3,78
전국,20200819,27.6,0.0,1.5,76
전국,20200818,27.6,0.0,1.2,79
전국,20200817,27.7,0.0,1.4,80
전국,20200816,27.8,0.0,1.8,80
전국,20200815,28.0,8.5,1.8,81
전국,20200814,28.4,0.5,2.5,80
전국,20200813,28.1,0.0,1.9,82
전국,20200812,27.0,4.2,1.4,87
전국,20200811,25.8,32.0,1.9,90
전국,20200810,25.8,31.0,1.8,91
전국,20200809,26.1,23.8,2.7,86
전국,20200808,23.8,64.8,1.7,94
전국,20200807,23.9,43.8,1.3,93
전국,20200806,25.4,27.8,2.9,90
전국,20200805,26.5,18.4,2.0,87
전국,20200804,26.9,13.3,2.1,84
전국,20200803,26.3,25.1,2.2,85
전국,20200802,26.4,20.0,2.0,86
전국,20200801,26.0,9.8,1.5,86
전국,20200731,25.9,3.9,1.3,86
전국,20200730,24.2,32.7,1.3,92
전국,20200729,23.8,33.5,1.1,95
전국,20200728,23.4,13.2,1.1,93
전국,20200727,22.7,11.7,1.1,91
전국,20200726,23.1,1.5,1.3,85
전국,20200725,22.3,8.2,1.7,88
전국,20200724,21.3,24.2,2.6,90
전국,20200723,21.6,72.0,2.2,94
전국,20200722,22.7,30.6,0.9,93
전국,20200721,24.9,3.8,1.3,79
전국,20200720,25.2,8.4,2.6,84
전국,20200719,23.9,5.6,2.2,85
전국,20200718,22.7,0.3,1.5,79
전국,20200717,22.8,0.5,1.3,79
전국,20200716,21.9,0.7,1.2,81
전국,20200715,20.1,3.3,1.2,87
전국,20200714,19.6,8.7,2.1,90
전국,20200713,19.4,83.2,2.5,94
전국,20200712,21.1,28.9,2.1,87
전국,20200711,24.0,1.0,1.7,79
전국,20200710,23.6,32.2,1.8,87
전국,20200709,24.3,0.6,1.6,79
전국,20200708,24.0,0.0,1.5,79
전국,20200707,24.0,0.1,1.5,82
전국,20200706,23.0,4.9,1.2,84
전국,20200705,22.3,0.1,1.2,80
전국,20200704,21.0,0.5,1.3,81
전국,20200703,21.1,5.3,1.7,81
전국,20200702,22.4,0.2,1.3,76
전국,20200701,20.8,1.1,1.7,80
전국,20200630,20.8,27.9,3.3,86
전국,20200629,21.6,39.2,2.1,88
전국,20200628,23.8,0.0,1.6,76
전국,20200627,23.6,0.1,1.2,77
전국,20200626,22.9,0.3,2.1,77
전국,20200625,21.6,3.8,1.6,91
전국,20200624,22.0,19.1,2.2,85
전국,20200623,24.4,0.0,1.5,69
전국,20200622,24.1,0.0,1.4,70
전국,20200621,23.1,0.3,1.5,73
전국,20200620,22.4,0.1,1.5,76
전국,20200619,21.9,1.2,1.8,75
전국,20200618,19.9,18.6,1.5,84
전국,20200617,22.1,1.1,1.4,72
전국,20200616,23.0,0.0,1.7,65
전국,20200615,23.3,0.0,2.1,64
전국,20200614,23.9,18.4,2.3,80
전국,20200613,24.0,18.3,1.4,82
전국,20200612,23.3,11.0,1.3,85
전국,20200611,24.5,10.8,1.4,81
전국,20200610,25.0,11.8,1.6,70
전국,20200609,25.6,0.0,1.5,59
전국,20200608,24.1,0.0,1.4,62
전국,20200607,22.0,0.0,1.5,67
전국,20200606,21.9,0.6,1.8,73
전국,20200605,23.1,0.0,1.7,73
전국,20200604,24.0,0.0,2.1,71
전국,20200603,22.0,0.2,1.7,74
전국,20200602,19.5,0.5,1.6,60
전국,20200601,20.8,0.3,2.6,62
전국,20200531,20.1,2.1,1.6,70
전국,20200530,20.4,0.0,1.5,61
전국,20200529,19.4,0.0,1.5,65
전국,20200528,18.3,0.0,1.7,66
전국,20200527,18.5,0.0,2.0,63
전국,20200526,18.4,0.4,1.6,73
전국,20200525,17.8,0.0,1.5,77
전국,20200524,18.6,3.8,1.9,79
전국,20200523,18.3,0.1,1.6,73
전국,20200522,16.9,0.1,1.9,73
전국,20200521,15.6,0.0,1.7,72
전국,20200520,13.9,0.4,1.9,71
전국,20200519,13.7,8.7,2.8,78
전국,20200518,18.1,16.6,2.3,85
전국,20200517,19.3,0.0,1.5,81
전국,20200516,17.4,0.5,1.3,88
전국,20200515,16.1,18.2,1.9,87
전국,20200514,18.9,0.0,1.5,45
전국,20200513,16.3,0.0,2.4,50
전국,20200512,16.6,0.2,3.1,60
전국,20200511,18.3,0.3,2.5,60
전국,20200510,15.9,0.4,2.6,82
전국,20200509,15.8,33.7,2.5,94
전국,20200508,17.2,3.7,2.1,58
전국,20200507,17.1,0.0,2.3,49
전국,20200506,17.8,0.0,1.9,67
전국,20200505,15.4,1.3,1.6,83
전국,20200504,19.1,0.0,2.0,76
전국,20200503,18.4,13.4,1.6,86
전국,20200502,20.7,0.4,2.0,73
전국,20200501,21.1,0.0,2.5,69
전국,20200430,17.2,0.0,2.3,59
전국,20200429,15.0,0.0,1.9,48
전국,20200428,13.2,0.0,2.3,51
전국,20200427,11.5,0.1,2.1,54
전국,20200426,12.2,0.2,2.4,52
전국,20200425,14.1,0.0,3.5,52
전국,20200424,10.3,0.0,3.2,44
전국,20200423,8.7,0.0,3.5,46
전국,20200422,7.5,0.0,4.1,42
전국,20200421,9.2,0.0,3.9,44
전국,20200420,11.5,0.5,2.7,74
전국,20200419,10.8,18.5,2.1,85
전국,20200418,12.3,0.7,2.2,74
전국,20200417,11.7,14.1,2.0,84
전국,20200416,13.2,0.0,2.3,57
전국,20200415,12.3,0.0,1.7,46
전국,20200414,12.1,0.0,1.9,44
전국,20200413,9.5,0.0,2.6,50
전국,20200412,8.3,3.2,2.3,73
전국,20200411,8.8,2.2,1.5,68
전국,20200410,9.7,0.0,1.7,59
전국,20200409,8.9,0.0,2.2,50
전국,20200408,9.9,0.1,2.8,42
전국,20200407,11.8,0.1,2.3,50
전국,20200406,9.2,0.0,1.8,47
전국,20200405,7.2,0.0,2.2,41
전국,20200404,9.2,0.0,3.0,46
전국,20200403,10.8,0.0,2.1,44
전국,20200402,9.6,0.0,1.9,51
전국,20200401,10.8,0.7,2.7,54
전국,20200331,11.1,0.0,1.4,58
전국,20200330,10.0,0.0,1.4,60
전국,20200329,7.7,0.1,1.6,61
전국,20200328,7.2,0.0,2.3,52
전국,20200327,11.4,5.6,2.4,83
전국,20200326,13.3,7.0,1.4,76
전국,20200325,11.7,0.0,1.6,57
전국,20200324,9.5,0.0,1.5,57
전국,20200323,9.9,0.0,2.2,51
전국,20200322,12.3,0.0,2.5,55
전국,20200321,13.2,0.3,2.2,58
전국,20200320,9.5,0.0,2.8,42
전국,20200319,9.7,0.0,4.4,52
전국,20200318,9.8,0.0,1.7,57
전국,20200317,7.6,0.1,2.5,65
전국,20200316,4.5,0.3,2.3,50
전국,20200315,5.4,0.3,3.7,51
전국,20200314,5.1,0.0,2.9,44
전국,20200313,7.1,0.0,2.4,50
전국,20200312,6.8,0.0,1.9,51
전국,20200311,4.9,0.0,3.2,48
전국,20200310,7.5,9.1,2.7,84
전국,20200309,8.8,3.2,1.3,74
전국,20200308,7.6,0.0,1.4,69
전국,20200307,5.4,1.6,1.1,71
전국,20200306,3.9,0.0,1.3,53
전국,20200305,2.4,0.0,2.4,52
전국,20200304,4.3,0.0,3.6,55
전국,20200303,6.1,0.1,1.6,70
전국,20200302,5.2,0.1,2.7,58
전국,20200301,6.9,0.1,1.5,79
전국,20200229,6.7,0.0,1.3,81
전국,20200228,4.5,2.7,1.2,85
전국,20200227,5.3,0.1,1.6,71
전국,20200226,7.0,1.5,1.8,79
전국,20200225,7.5,28.1,2.0,91
전국,20200224,7.2,0.2,1.4,55
전국,20200223,3.5,0.0,2.0,51
전국,20200222,6.4,1.6,3.8,57
전국,20200221,7.1,1.6,1.4,69
전국,20200220,5.0,0.0,1.2,65
전국,20200219,2.4,0.0,1.3,61
전국,20200218,-1.4,0.0,2.5,55
전국,20200217,-2.8,1.0,3.9,65
전국,20200216,2.0,6.5,3.8,76
전국,20200215,9.6,1.5,1.7,77
전국,20200214,8.0,0.0,1.2,77
전국,20200213,8.3,0.1,1.6,83
전국,20200212,7.8,12.6,1.4,88
전국,20200211,5.7,0.1,1.2,58
전국,20200210,4.1,0.0,1.6,59
전국,20200209,0.5,0.1,1.9,56
전국,20200208,1.6,0.2,2.7,55
전국,20200207,-0.2,0.0,1.8,53
전국,20200206,-3.9,0.0,1.6,49
전국,20200205,-3.3,0.0,3.3,42
전국,20200204,0.5,0.3,1.9,55
전국,20200203,1.6,0.0,2.4,55
전국,20200202,2.5,0.0,1.4,65
전국,20200201,2.6,0.0,1.6,72
전국,20200131,3.2,0.0,1.5,72
전국,20200130,4.6,0.9,1.6,71
전국,20200129,5.7,0.6,1.5,73
전국,20200128,6.6,0.9,2.0,74
전국,20200127,5.9,15.2,3.5,77
전국,20200126,6.1,0.6,2.2,72
전국,20200125,5.0,0.1,1.1,78
전국,20200124,4.5,1.3,1.4,74
전국,20200123,5.4,2.1,1.3,78
전국,20200122,3.2,4.2,1.1,67
전국,20200121,0.6,0.0,1.4,50
전국,20200120,2.6,0.0,2.5,56
전국,20200119,2.3,0.1,1.9,65
전국,20200118,1.4,0.8,1.7,60
전국,20200117,0.8,0.3,1.3,56
전국,20200116,-0.3,0.0,1.4,53
전국,20200115,-0.8,0.0,1.8,58
전국,20200114,-0.2,0.0,1.5,56
전국,20200113,0.4,0.0,2.5,57
전국,20200112,1.7,0.0,2.5,60
전국,20200111,1.9,0.0,1.7,64
전국,20200110,1.0,0.0,1.3,68
전국,20200109,1.9,0.0,2.5,66
전국,20200108,5.4,4.5,4.0,78
전국,20200107,8.8,41.8,2.2,95
전국,20200106,3.5,10.0,1.4,82
전국,20200105,1.5,0.0,1.0,61
전국,20200104,1.6,0.0,1.7,65
전국,20200103,2.1,0.0,1.8,65
전국,20200102,1.6,0.0,1.7,69
전국,20200101,-0.9,0.0,1.9,63
전국,20191231,-3.8,0.1,3.6,46
전국,20191230,5.0,0.9,2.1,79
전국,20191229,2.6,6.2,1.2,73
전국,20191228,0.5,0.0,1.1,60
전국,20191227,0.6,0.0,2.4,53
전국,20191226,3.7,1.1,2.1,68
전국,20191225,3.5,0.0,1.1,61
전국,20191224,2.1,0.0,1.2,71
전국,20191223,3.8,0.7,1.7,73
전국,20191222,3.0,0.1,1.1,70
전국,20191221,0.2,0.1,1.3,66
전국,20191220,1.0,0.1,1.7,60
전국,20191219,2.2,0.0,2.4,51
전국,20191218,4.6,0.4,2.3,68
전국,20191217,8.3,2.2,1.7,83
전국,20191216,7.1,0.0,1.1,73
전국,20191215,4.7,0.0,1.2,69
전국,20191214,4.0,0.4,1.9,61
전국,20191213,1.6,0.1,1.3,56
전국,20191212,1.7,0.0,2.2,48
전국,20191211,6.9,0.2,2.6,68
전국,20191210,6.5,0.4,1.2,79
전국,20191209,3.0,0.1,1.3,69
전국,20191208,1.4,0.0,1.3,67
전국,20191207,0.1,0.0,1.6,62
전국,20191206,-3.2,0.0,2.0,45
전국,20191205,0.2,0.0,2.7,48
전국,20191204,4.2,0.1,1.5,61
전국,20191203,2.4,0.5,1.7,67
전국,20191202,3.6,0.2,3.2,57
전국,20191201,6.3,12.5,1.2,83
전국,20191130,5.4,0.1,1.0,63
전국,20191129,3.4,0.0,1.5,61
전국,20191128,4.7,3.1,1.6,73
전국,20191127,6.2,1.0,2.1,63
전국,20191126,7.7,0.5,1.3,73
전국,20191125,5.9,3.5,2.7,69
전국,20191124,12.8,1.2,1.7,77
전국,20191123,10.8,0.0,1.2,75
전국,20191122,9.3,0.0,1.3,64
전국,20191121,5.0,0.0,1.2,54
전국,20191120,2.6,0.0,1.6,54
전국,20191119,3.7,0.1,2.8,57
전국,20191118,8.7,11.6,3.6,64
전국,20191117,11.0,19.0,1.7,87
전국,20191116,10.3,0.2,1.2,80
전국,20191115,7.2,3.6,1.7,69
전국,20191114,3.7,0.0,2.8,43
전국,20191113,8.9,2.8,1.9,74
전국,20191112,9.7,0.0,1.1,74
전국,20191111,12.1,1.1,2.4,72
전국,20191110,9.4,8.5,1.6,71
전국,20191109,8.5,0.1,1.3,59
전국,20191108,7.8,0.0,1.6,57
전국,20191107,10.8,0.0,2.0,63
전국,20191106,11.3,0.0,1.2,71
전국,20191105,11.7,0.0,1.3,75
전국,20191104,12.5,0.2,1.2,75
전국,20191103,13.8,1.5,1.4,75
전국,20191102,13.5,0.0,0.9,77
전국,20191101,14.3,0.0,1.3,71
전국,20191031,13.3,0.0,1.7,72
전국,20191030,11.3,0.0,1.5,66
전국,20191029,13.2,0.7,1.9,66
전국,20191028,11.5,0.3,1.5,70
전국,20191027,10.7,0.0,1.6,65
전국,20191026,12.8,0.0,2.5,62
전국,20191025,16.9,0.3,1.7,71
전국,20191024,17.4,2.3,2.0,70
전국,20191023,16.0,0.1,1.5,75
전국,20191022,15.9,0.0,1.3,75
전국,20191021,15.3,0.0,1.3,76
전국,20191020,15.1,0.0,1.1,80
전국,20191019,16.2,0.2,1.3,80
전국,20191018,15.3,3.8,1.7,81
전국,20191017,14.0,0.0,1.3,76
전국,20191016,13.3,0.0,1.2,76
전국,20191015,13.3,1.2,1.6,74
전국,20191014,14.7,3.4,1.7,73
전국,20191013,15.9,0.0,1.8,67
전국,20191012,18.0,0.0,3.0,62
전국,20191011,17.9,0.0,1.7,69
전국,20191010,14.9,0.0,1.0,72
전국,20191009,13.3,0.0,1.3,64
전국,20191008,15.9,0.1,2.2,67
전국,20191007,15.5,8.6,1.3,90
전국,20191006,17.3,0.0,2.0,70
전국,20191005,18.9,3.2,2.0,80
