주소,축종,진단일,발생일,지역코드,사육수,location,date,avg_temperature(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%)
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150225,20150222,127,36900,충주,20150222,4.4,2.3,2.3,76.9
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150225,20150223,127,37200,충주,20150223,1.5,0.0,2.3,56.9
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150226,20150222,127,9300,충주,20150222,4.4,2.3,2.3,76.9
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150226,20150223,127,5000,충주,20150223,1.5,0.0,2.3,56.9
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150304,20150226,127,6418,충주,20150226,2.2,1.0,3.5,49.6
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150305,20150301,127,8001,충주,20150301,2.3,0.2,2.8,61.5
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150306,20150227,127,10102,충주,20150227,-1.6,0.0,2.3,36.3
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150306,20150302,127,20000,충주,20150302,2.1,0.0,1.4,47.0
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150306,20150303,127,5000,충주,20150303,3.4,0.5,1.8,57.5
충청북도 음성군 맹동면 봉현리,오리-육용오리,20150308,20150303,127,9000,충주,20150303,3.4,0.5,1.8,57.5
충청북도 음성군 맹동면 봉현리,오리-육용오리,20161122,20161118,127,17340,충주,20161118,7.6,5.9,0.9,80.3
충청북도 음성군 맹동면 봉현리,오리-육용오리,20161123,20161118,127,11000,충주,20161118,7.6,5.9,0.9,80.3
충청북도 음성군 맹동면 봉현리,오리-육용오리,20161123,20161121,127,10000,충주,20161121,7.0,0.0,0.6,84.9
충청북도 음성군 맹동면 봉현리,오리-육용오리,20161124,20161122,127,21300,충주,20161122,4.5,0.9,2.1,63.4
충청북도 음성군 맹동면 봉현리,오리-육용오리,20161125,20161123,127,16500,충주,20161123,0.7,0.0,1.3,44.1
충청북도 음성군 맹동면 봉현리,오리-육용오리,20161126,20161119,127,37000,충주,20161119,11.6,0.6,0.7,94.0
충청북도 음성군 맹동면 봉현리,오리-육용오리,20161126,20161120,127,11000,충주,20161120,10.3,0.0,1.1,75.3
충청북도 음성군 맹동면 봉현리,오리-육용오리,20161128,20161123,127,16500,충주,20161123,0.7,0.0,1.3,44.1
충청북도 음성군 맹동면 봉현리,타조-비분류,20140307,20140303,127,35,충주,20140303,3.2,0.0,1.2,43.0
충청북도 음성군 맹동면 신돈리,오리-육용오리,20161124,20161122,127,9000,충주,20161122,4.5,0.9,2.1,63.4
충청북도 음성군 맹동면 용촌리,오리-육용오리,20140221,20140219,127,14928,충주,20140219,0.8,0.0,1.4,52.4
충청북도 음성군 맹동면 용촌리,오리-육용오리,20140223,20140219,127,6826,충주,20140219,0.8,0.0,1.4,52.4
충청북도 음성군 맹동면 용촌리,오리-육용오리,20150225,20150222,127,13000,충주,20150222,4.4,2.3,2.3,76.9
충청북도 음성군 맹동면 용촌리,오리-육용오리,20150304,20150227,127,9885,충주,20150227,-1.6,0.0,2.3,36.3
충청북도 음성군 맹동면 용촌리,오리-육용오리,20150305,20150303,127,8000,충주,20150303,3.4,0.5,1.8,57.5
충청북도 음성군 맹동면 용촌리,오리-육용오리,20161117,20161116,127,10500,충주,20161116,3.3,0.0,0.9,62.8
충청북도 음성군 맹동면 용촌리,오리-육용오리,20161122,20161118,127,9300,충주,20161118,7.6,5.9,0.9,80.3
충청북도 음성군 맹동면 용촌리,오리-육용오리,20161123,20161119,127,11500,충주,20161119,11.6,0.6,0.7,94.0
충청북도 음성군 맹동면 인곡리,오리-종오리,20140228,20140225,127,3500,충주,20140225,3.5,0.0,0.9,64.6
충청북도 음성군 맹동면 인곡리,오리-종오리,20150305,20150303,127,10000,충주,20150303,3.4,0.5,1.8,57.5
충청북도 음성군 삼성면 능산리,닭-산란계,20161226,20161224,127,75000,충주,20161224,-1.7,0.0,1.0,68.8
충청북도 음성군 삼성면 능산리,닭-종계,20161205,20161202,127,136000,충주,20161202,-0.9,0.0,1.1,59.0
충청북도 음성군 삼성면 능산리,닭-종계,20161216,20161214,127,130000,충주,20161214,0.2,0.8,1.0,78.5
충청북도 음성군 삼성면 대정리,닭-산란계,20161215,20161213,127,13000,충주,20161213,2.3,0.0,0.8,71.6
충청북도 음성군 삼성면 덕정리,오리,20031217,20031217,127,3200,충주,20031217,0.1,1.8,3.2,63.9
충청북도 음성군 삼성면 상곡리,닭-산란계,20161222,20161220,127,35100,충주,20161220,5.4,0.0,0.8,80.3
충청북도 음성군 삼성면 용대리,닭-산란계,20161207,20161205,127,210000,충주,20161205,6.7,0.0,1.6,66.8
충청북도 음성군 삼성면 용대리,오리-육용오리,20161128,20161125,127,6700,충주,20161125,-1.9,0.0,0.9,62.6
충청북도 음성군 삼성면 용대리,오리-종오리,20161128,20161125,127,8442,충주,20161125,-1.9,0.0,0.9,62.6
충청북도 음성군 삼성면 용대리,오리-종오리,20210106,20210105,127,5000,충주,20210105,-4.2,0.2,2.1,53.0
충청북도 음성군 삼성면 용성리,닭,20031219,20031219,127,15000,충주,20031219,-4.7,0.0,4.3,46.1
충청북도 음성군 삼성면 용성리,닭-육계,20031212,20031212,127,24000,충주,20031212,-1.2,0.0,1.4,74.5
충청북도 음성군 삼성면 천평리,오리-육용오리,20140228,20140224,127,20936,충주,20140224,2.3,0.0,1.0,60.9
충청북도 음성군 삼성면 천평리,오리-육용오리,20161214,20161212,127,10000,충주,20161212,1.2,0.0,0.6,63.3
충청북도 음성군 삼성면 청용리,오리-육용오리,20140228,20140222,127,12000,충주,20140222,0.0,0.0,1.1,56.9
충청북도 음성군 삼성면 청용리,오리-종오리,20140225,20140221,127,22500,충주,20140221,-0.7,0.0,1.1,59.6
충청북도 음성군 생극면 병암리,닭-산란계,20150323,20150315,127,135325,충주,20150315,4.8,0.0,1.4,43.9
충청북도 음성군 생극면 임곡리,닭-산란계,20161214,20161212,127,6500,충주,20161212,1.2,0.0,0.6,63.3
충청북도 음성군 생극면 임곡리,닭-산란계,20161224,20161222,127,420000,충주,20161222,8.2,11.3,3.2,79.0
충청북도 음성군 생극면 임곡리,닭-산란계,20210119,20210118,127,400000,충주,20210118,-3.7,3.1,1.9,72.3
충청북도 음성군 소이면 비산리,오리-육용오리,20180315,20180312,127,11700,충주,20180312,7.3,0.0,1.1,53.6
충청북도 음성군 원남면 덕정리,메추리-비분류,20161208,20161206,127,71000,충주,20161206,-1.1,0.0,2.1,49.1
충청북도 음성군 원남면 덕정리,오리-종오리,20161130,20161128,127,10000,충주,20161128,1.8,0.0,1.5,67.5
충청북도 음성군 원남면 보룡리,오리-종오리,20210210,20210209,127,9400,충주,20210209,-2.4,0.0,1.3,48.8
충청북도 음성군 원남면 하노리,닭-산란계,20161212,20161209,127,91000,충주,20161209,2.8,2.4,2.1,70.0
충청북도 증평군 도안면 화성리,닭-종계,20140325,20140320,131,18000,청주,20140320,7.2,3.0,2.1,64.5
충청북도 진천군 덕산면 구산리,닭-종계,20161210,20161208,131,92500,청주,20161208,3.1,1.0,1.2,76.0
충청북도 진천군 덕산면 구산리,오리-육용오리,20140211,20140207,131,14000,청주,20140207,3.0,0.0,2.4,52.9
충청북도 진천군 덕산면 구산리,오리-육용오리,20161202,20161130,131,9900,청주,20161130,5.3,1.2,0.9,64.9
충청북도 진천군 덕산면 기전리,오리-육용오리,20161205,20161202,131,5500,청주,20161202,2.0,0.0,1.1,46.3
충청북도 진천군 덕산면 용몽리,오리-육용오리,20150306,20150302,131,8500,청주,20150302,4.4,0.0,1.2,42.9
충청북도 진천군 덕산면 인산리,오리-기타,20140208,20140201,131,9000,청주,20140201,5.5,4.5,1.1,63.6
충청북도 진천군 덕산면 인산리,오리-육용오리,20140210,20140204,131,27000,청주,20140204,-5.7,0.0,2.1,33.1
충청북도 진천군 덕산면 인산리,오리-육용오리,20140210,20140207,131,9780,청주,20140207,3.0,0.0,2.4,52.9
충청북도 진천군 덕산면 인산리,오리-육용오리,20161201,20161128,131,29000,청주,20161128,2.8,0.0,1.4,56.6
충청북도 진천군 덕산면 합목리,오리-육용오리,20161203,20161201,131,15000,청주,20161201,5.5,0.0,1.9,56.6
충청북도 진천군 덕산면 화상리,닭-산란계,20161205,20161202,131,200000,청주,20161202,2.0,0.0,1.1,46.3
충청북도 진천군 덕산면 화상리,오리-육용오리,20161205,20161202,131,9500,청주,20161202,2.0,0.0,1.1,46.3
충청북도 진천군 문백면 계산리,오리-종오리,20140304,20140226,131,10000,청주,20140226,7.1,0.0,1.4,59.9
충청북도 진천군 문백면 계산리,오리-종오리,20161201,20161129,131,2800,청주,20161129,2.2,0.0,1.2,42.8
충청북도 진천군 문백면 계산리,오리-종오리,20161209,20161205,131,11000,청주,20161205,8.1,0.0,1.7,61.3
충청북도 진천군 문백면 도하리,거위-비분류,20140424,20140421,131,700,청주,20140421,16.0,0.0,1.3,45.1
충청북도 진천군 문백면 도하리,오리-종오리,20161221,20161219,131,10536,청주,20161219,7.2,0.3,0.8,74.8
충청북도 진천군 문백면 봉죽리,오리-육용오리,20150306,20150303,131,10800,청주,20150303,4.6,0.5,1.5,54.4
충청북도 진천군 문백면 사양리,오리-종오리,20161221,20161218,131,2577,청주,20161218,4.2,0.0,0.7,69.5
충청북도 진천군 이월면 동성리,오리-육용오리,20140205,20140203,131,9185,청주,20140203,-0.7,0.0,2.1,52.3
충청북도 진천군 이월면 동성리,오리-육용오리,20140206,20140203,131,21174,청주,20140203,-0.7,0.0,2.1,52.3
충청북도 진천군 이월면 동성리,오리-육용오리,20161201,20161129,131,17500,청주,20161129,2.2,0.0,1.2,42.8
충청북도 진천군 이월면 미잠리,오리-육용오리,20161128,20161126,131,9000,청주,20161126,0.3,0.0,0.9,74.8
충청북도 진천군 이월면 삼용리,오리-육용오리,20140131,20140129,131,5789,청주,20140129,2.1,0.0,0.5,49.8
충청북도 진천군 이월면 삼용리,오리-육용오리,20140208,20140201,131,5,청주,20140201,5.5,4.5,1.1,63.6
충청북도 진천군 이월면 삼용리,오리-육용오리,20161126,20161123,131,4500,청주,20161123,0.4,0.0,1.8,35.9
충청북도 진천군 이월면 삼용리,오리-육용오리,20161128,20161125,131,7000,청주,20161125,0.8,0.0,0.9,53.0
충청북도 진천군 이월면 삼용리,오리-육용오리,20161130,20161125,131,13260,청주,20161125,0.8,0.0,0.9,53.0
충청북도 진천군 이월면 삼용리,오리-육용오리,20161130,20161128,131,13000,청주,20161128,2.8,0.0,1.4,56.6
충청북도 진천군 이월면 삼용리,오리-육용오리,20161201,20161129,131,24000,청주,20161129,2.2,0.0,1.2,42.8
충청북도 진천군 이월면 삼용리,오리-육용오리,20161207,20161203,131,100000,청주,20161203,3.0,0.0,0.7,58.5
충청북도 진천군 이월면 삼용리,오리-종오리,20140129,20140127,131,5000,청주,20140127,0.1,0.0,0.9,49.0
충청북도 진천군 이월면 중산리,닭-산란계,20161214,20161212,131,125,청주,20161212,2.9,0.0,1.2,50.4
충청북도 진천군 이월면 중산리,오리-육용오리,20140209,20140207,131,9060,청주,20140207,3.0,0.0,2.4,52.9
충청북도 진천군 이월면 중산리,오리-육용오리,20140211,20140207,131,15000,청주,20140207,3.0,0.0,2.4,52.9
충청북도 진천군 이월면 중산리,오리-종오리,20161207,20161205,131,8500,청주,20161205,8.1,0.0,1.7,61.3
충청북도 진천군 진천읍 문봉리,오리-육용오리,20161221,20161219,131,5000,청주,20161219,7.2,0.3,0.8,74.8
충청북도 진천군 진천읍 상신리,닭-토종닭,20161205,20161202,131,30000,청주,20161202,2.0,0.0,1.1,46.3
충청북도 진천군 진천읍 신정리,오리,20031224,20031224,131,5000,청주,20031224,4.2,0.0,0.7,79.5
충청북도 진천군 초평면 오갑리,오리-육용오리,20140209,20140207,131,12415,청주,20140207,3.0,0.0,2.4,52.9
충청북도 진천군 초평면 오갑리,오리-육용오리,20161128,20161125,131,12800,청주,20161125,0.8,0.0,0.9,53.0
충청북도 진천군 초평면 오갑리,오리-육용오리,20161128,20161126,131,10200,청주,20161126,0.3,0.0,0.9,74.8
충청북도 청원군 북이면 토성리,오리-육용오리,20161122,20161120,131,8500,청주,20161120,11.1,0.0,1.1,63.5
충청북도 청주시 서원구 현도면 중척리,야생오리-청둥오리,20140321,20140317,131,500,청주,20140317,13.7,0.0,1.6,65.4
충청북도 청주시 청원구 북이면 대길리,오리-육용오리,20140306,20140303,131,9400,청주,20140303,5.7,0.0,0.9,37.5
충청북도 청주시 청원구 오창읍 성재리,오리-육용오리,20161226,20161223,131,10300,청주,20161223,0.4,0.6,2.3,70.5
충청북도 청주시 흥덕구 강내면 궁현리,닭-토종닭,20161212,20161210,131,35000,청주,20161210,-0.1,0.0,1.2,46.4
충청북도 청주시 흥덕구 오송읍 동평리,닭-산란계,20161203,20161201,131,173000,청주,20161201,5.5,0.0,1.9,56.6
충청북도 청주시 흥덕구 오송읍 동평리,닭-토종닭,20161214,20161212,131,125,청주,20161212,2.9,0.0,1.2,50.4
충청북도 청주시 흥덕구 오송읍 쌍청리,오리-육용오리,20161201,20161129,131,12000,청주,20161129,2.2,0.0,1.2,42.8
충청북도 청주시 흥덕구 오송읍 오송리,닭-육계,20161206,20161204,131,1500,청주,20161204,4.3,0.0,0.6,63.3
충청북도 충주시 대소원면 만정리,닭-토종닭,20161208,20161206,127,100,충주,20161206,-1.1,0.0,2.1,49.1
충청북도 충주시 동량면 대전리,오리-종오리,20210203,20210202,133,7600,대전,20210202,-2.4,0.0,2.5,46.9
충청북도 충주시 소태면 주치리,닭-산란계,20210313,20210311,127,550000,충주,20210311,8.7,0.0,0.8,51.6
충청북도 충주시 소태면 주치리,닭-토종닭,20210311,20210310,127,5500,충주,20210310,7.4,0.0,1.2,53.8
