시도,시군구,year,cnt,강원도  강릉시,강원도  고성군,강원도  동해시,강원도  삼척시,강원도  속초시,강원도  양양군,강원도  원주시,강원도  철원군,강원도  춘천시,강원도  화천군,강원도  횡성군,경기도  가평군,경기도  광주시,경기도  김포시,경기도  남양주시,경기도  동두천시,경기도  수원시,경기도  시흥시,경기도  안산시,경기도  안성시,경기도  양평군,경기도  여주시,경기도  연천군,경기도  용인시,경기도  의왕시,경기도  이천시,경기도  처인구,경기도  파주시,경기도  평택시,경기도  포천시,경기도  화성시,경상남도 거제시,경상남도 고성군,경상남도 김해시,경상남도 남해군,경상남도 밀양시,경상남도 사천시,경상남도 양산시,경상남도 진주시,경상남도 창녕군,경상남도 창원시,경상남도 합천군,경상북도 경주시,경상북도 구미시,경상북도 김천시,경상북도 봉화군,경상북도 안동시,경상북도 영덕군,경상북도 영천시,경상북도 예천군,경상북도 울진군,경상북도 의성군,경상북도 포항시,광주광역시 광산구,광주광역시 남구,광주광역시 서구,대구광역시 달성군,부산광역시 강서구,부산광역시 남구,부산광역시 사하구,서울특별시 강남구,서울특별시 마포구,서울특별시 성동구,서울특별시 송파구,서울특별시 영등포구,서울특별시 중랑구,세종특별자치시 세종시,울산광역시 남구,울산광역시 북구,울산광역시 울주군,울산광역시 중구,인천광역시 강화군,인천광역시 서구,인천광역시 연수구,인천광역시 중구,전라남도 강진군,전라남도 고흥군,전라남도 광양시,전라남도 담양군,전라남도 보성군,전라남도 순천시,전라남도 여수시,전라남도 완도군,전라남도 장성군,전라남도 장흥군,전라남도 해남군,전라남도  나주시,전라남도  목포시,전라남도  무안군,전라남도  보성군,전라남도  순천시,전라남도  신안군,전라남도  영광군,전라남도  영암군,전라남도  진도군,전라남도  함평군,전라남도  해남군,전라남도  화순군,전라북도 고창군,전라북도 군산시,전라북도 김제시,전라북도 부안군,전라북도 완주군,전라북도 익산시,전라북도 임실군,전라북도 장수군,전라북도 전주시,전라북도 정읍시,전라북도  부안군,제주특별자치도 서귀포시,제주특별자치도 제주시,충청남도 논산시,충청남도 당진시,충청남도 보령시,충청남도 서산시,충청남도 서천군,충청남도 아산시,충청남도 예산군,충청남도 천안시,충청남도 태안군,충청북도 괴산군,충청북도 음성군,충청북도 증평군,충청북도 진천군,충청북도 청주시,충청북도 충주시
전라남도,진도군,2016,1,432.27,475.72,424.06,420.37,463.23,451.42,350.76,417.7,399.73,422.75,368.27,388.36,339.15,350.24,360.49,386.61,316.35,325.37,319.36,294.96,351.81,336.21,407.93,317.16,324.08,327.22,316.98,366.92,288.95,388.16,305.96,219.97,195.75,253.38,154.01,252.88,174.24,269.93,185.14,234.59,235.54,210.76,309.23,261.94,248.91,348.27,321.5,353.39,293.85,310.39,397.22,302.77,327.45,87.24,92.55,93.51,243.66,260.71,267.45,256.92,344.27,347.2,349.1,345.09,342.74,354.79,240.34,302.98,307.23,294.7,304.27,363.02,342.12,327.2,333.69,49.25,93.61,140.32,113.91,81.14,123.17,131.56,49.14,102.35,62.77,32.23,71.63,38.02,59.45,81.14,123.17,39.39,90.76,52.78,0.0,68.42,32.23,92.13,112.84,170.18,156.81,144.87,177.55,174.32,156.62,172.48,169.06,131.96,144.87,139.79,112.52,203.69,269.44,207.76,256.09,181.4,264.67,249.57,270.06,251.19,293.22,301.69,281.97,283.86,264.08,316.3
전라남도,해남군,2016,2,408.25,455.07,398.47,394.37,441.62,429.36,329.97,402.44,381.53,405.16,347.59,371.36,322.99,338.39,345.01,372.59,301.59,312.62,306.31,277.57,334.18,317.06,394.07,301.17,309.94,309.38,300.79,354.71,272.92,373.22,292.75,187.9,163.53,221.18,121.81,221.18,142.04,237.78,153.25,203.34,203.38,180.33,277.9,233.67,221.78,321.85,293.8,323.45,263.28,284.17,369.05,274.28,296.39,65.38,68.08,69.58,213.46,228.49,235.22,224.7,329.8,333.89,334.78,330.18,329.43,340.13,221.03,270.96,275.24,262.69,272.28,352.96,330.53,315.5,322.5,17.16,62.0,108.18,90.37,49.17,91.32,99.42,32.49,82.74,30.62,0.0,50.22,32.56,47.59,49.17,91.32,36.75,78.65,26.73,32.23,55.27,0.0,65.04,96.34,155.52,139.15,129.36,156.59,156.29,131.99,145.9,147.73,113.22,129.36,146.78,119.59,185.06,257.61,195.7,246.26,167.75,249.13,235.37,253.55,243.05,271.36,280.98,261.45,264.73,243.71,294.25
전라북도,고창군,2016,1,322.47,363.12,316.94,314.15,351.06,339.57,238.34,306.33,286.97,310.15,255.78,275.96,227.13,242.35,248.93,276.27,205.32,216.39,210.04,182.34,239.16,223.38,297.74,205.22,213.61,214.5,204.93,258.55,176.96,277.02,196.46,185.08,155.95,199.75,127.05,185.32,132.73,212.0,130.68,162.54,181.09,133.31,232.7,166.52,149.46,243.88,221.64,263.36,210.61,206.1,297.62,206.62,247.09,33.99,38.27,35.89,160.83,208.2,218.76,209.59,233.5,237.57,238.47,233.95,233.11,243.86,127.61,238.24,241.26,230.21,238.6,257.64,234.59,219.55,226.72,88.46,106.15,105.78,28.91,81.49,89.45,115.21,125.16,16.68,85.92,96.34,46.71,74.88,53.41,81.49,89.45,74.17,24.65,70.69,112.84,44.44,96.34,48.7,0.0,59.22,43.97,33.03,66.67,61.49,56.85,77.75,59.08,20.41,33.03,242.97,215.87,90.89,161.77,100.13,151.71,71.67,152.98,139.04,157.77,150.1,181.72,189.35,169.59,171.04,151.69,204.85
전라북도,김제시,2016,5,280.19,319.24,276.23,273.97,307.42,296.1,194.6,263.38,243.08,266.38,211.99,232.33,183.84,202.0,205.94,234.06,162.87,175.45,168.89,138.61,195.37,179.41,255.57,162.04,171.56,170.66,161.65,217.75,133.8,234.27,155.29,188.29,160.0,192.7,141.28,171.85,139.33,201.88,130.92,148.39,175.12,119.01,211.39,136.32,117.07,205.37,186.44,233.3,186.33,168.18,261.42,174.28,223.06,74.26,74.59,72.46,139.9,201.1,212.86,204.97,191.14,196.02,196.18,191.31,191.58,201.34,83.72,223.11,225.34,215.61,222.96,218.86,194.55,179.56,187.15,129.57,138.05,121.11,54.51,116.18,109.62,135.96,166.36,56.45,124.78,139.15,88.94,118.85,97.38,116.18,109.62,118.08,67.38,112.82,156.81,88.41,139.15,82.74,43.97,22.38,0.0,15.53,27.72,17.52,42.25,60.35,24.2,26.09,15.53,285.03,258.18,46.94,122.62,63.65,115.74,35.16,110.23,97.61,114.4,117.06,138.73,145.7,125.94,127.08,108.06,161.82
전라북도,부안군,2016,2,294.81,332.32,291.35,289.19,320.96,309.88,208.08,273.45,254.96,277.88,225.35,243.5,194.44,209.45,216.08,243.26,172.35,183.4,177.03,150.12,206.96,192.01,264.72,172.48,180.6,182.43,172.24,225.59,144.23,244.09,163.45,195.73,166.99,203.09,144.76,183.76,145.31,213.11,138.77,160.33,185.13,130.74,225.14,151.34,132.3,220.82,201.94,248.45,200.57,183.69,276.95,189.6,237.33,66.08,68.32,66.02,153.32,211.54,223.03,214.76,200.52,204.55,205.47,201.01,200.09,210.89,97.09,235.6,238.02,227.96,235.56,225.09,201.74,186.7,193.96,121.2,134.67,123.95,51.15,111.33,110.55,137.05,157.99,48.02,117.83,129.36,79.63,106.86,85.52,111.33,110.55,105.72,54.36,103.64,144.87,76.6,129.36,77.66,33.03,26.23,15.53,0.0,43.18,31.46,51.78,71.77,38.81,21.15,0.0,275.98,248.9,60.39,129.03,67.78,119.82,38.93,120.12,106.01,125.21,119.3,153.09,159.41,139.68,139.91,121.88,176.11
전라북도,정읍시,2016,22,302.21,343.76,296.54,293.74,331.39,319.75,218.81,289.42,268.57,292.04,236.32,258.14,209.83,227.79,231.98,260.15,188.95,201.35,194.83,164.37,221.03,204.5,281.65,188.06,197.63,196.27,187.64,243.65,159.84,260.34,181.23,177.71,148.73,188.16,124.48,171.23,126.43,199.29,121.46,148.05,169.8,118.47,216.21,147.41,129.85,223.55,201.7,244.52,193.16,185.8,277.58,187.18,229.83,48.19,48.76,46.57,144.12,196.63,207.73,199.03,217.22,222.03,222.26,217.39,217.59,227.43,108.48,223.82,226.57,215.95,224.0,244.25,220.26,205.25,212.74,103.48,113.91,103.49,30.13,91.08,89.58,116.07,140.28,30.48,98.88,113.22,63.0,94.23,72.84,91.08,89.58,93.84,45.06,86.8,131.96,63.94,113.22,57.42,20.41,45.52,26.09,21.15,46.36,43.07,39.52,60.74,38.66,0.0,21.15,258.95,232.12,72.04,147.99,87.68,139.93,58.66,136.31,123.55,140.39,140.01,161.73,169.76,150.02,152.11,132.13,184.86
충청남도,아산시,2016,11,197.29,218.98,204.2,205.31,210.92,202.0,101.94,153.35,137.35,159.06,116.94,124.19,74.54,95.23,95.96,123.94,52.7,67.97,61.07,34.58,89.1,79.79,145.44,52.53,61.77,65.96,52.47,109.66,24.54,124.09,48.01,257.63,234.42,242.78,231.44,212.08,220.46,244.18,204.75,192.52,230.19,171.48,224.53,141.28,122.88,154.38,155.97,214.99,195.67,128.88,214.44,158.96,226.35,184.49,184.47,182.42,170.74,249.87,262.48,258.15,80.97,86.78,86.06,81.09,82.43,91.12,42.91,250.71,250.66,245.57,249.31,115.69,88.84,74.71,83.19,239.78,244.24,214.92,163.33,224.56,209.13,233.4,276.56,166.62,234.6,249.13,199.02,226.74,205.52,224.56,209.13,225.33,173.9,222.97,264.67,196.64,249.13,191.87,152.98,94.49,110.23,120.12,99.47,93.68,132.85,135.31,108.19,136.31,120.12,395.26,368.38,67.57,33.62,61.55,49.18,83.67,0.0,18.57,10.31,62.95,69.88,63.45,51.57,39.23,46.36,85.12
충청남도,천안시,2016,41,187.49,211.02,194.01,195.06,202.36,193.12,92.43,149.12,130.47,152.84,107.8,118.31,69.44,95.72,91.72,121.13,50.42,68.61,61.69,26.03,82.21,71.01,142.55,47.72,60.3,58.28,47.25,109.16,19.7,120.3,49.56,254.42,231.95,237.94,230.81,206.75,218.86,238.67,202.57,187.79,225.9,167.88,217.07,134.49,116.74,144.27,146.64,205.8,188.25,119.42,204.26,150.43,218.25,188.54,188.01,186.03,165.32,244.84,257.42,253.43,78.3,85.62,83.49,77.77,81.41,88.0,40.39,244.02,243.81,239.1,242.54,117.43,90.0,76.61,85.25,243.65,246.22,214.93,166.51,227.27,210.03,233.77,280.33,170.84,237.97,253.55,203.34,232.06,210.73,227.27,210.03,230.82,179.37,227.19,270.06,201.8,253.55,195.0,157.77,100.1,114.4,125.21,101.33,97.4,134.06,134.9,110.23,140.39,125.21,399.19,372.46,69.83,42.46,69.79,59.18,90.02,10.31,28.25,0.0,73.08,59.89,53.14,41.77,28.98,38.55,74.81
충청북도,괴산군,2016,3,141.9,184.1,141.63,141.1,170.27,158.22,59.73,153.83,118.64,143.7,77.24,115.62,82.97,130.04,104.28,136.97,83.72,107.5,101.81,49.9,79.75,55.32,155.72,71.88,93.48,59.63,69.79,137.73,63.08,130.75,94.98,227.92,210.46,202.4,220.11,169.4,203.01,199.31,184.09,154.85,194.01,142.96,167.23,92.04,80.61,84.59,88.44,147.75,139.28,60.94,144.84,96.2,165.05,206.66,203.29,201.78,129.35,208.1,220.17,218.22,101.89,114.55,106.45,98.4,111.71,107.3,57.93,197.94,196.85,194.29,196.06,154.66,127.56,118.47,126.59,258.58,250.11,208.62,180.99,236.04,209.09,228.78,293.69,190.87,250.19,271.36,222.32,255.8,234.5,236.04,209.09,255.55,205.88,244.68,293.22,225.64,271.36,207.59,181.72,133.1,138.73,153.09,115.68,121.66,140.45,132.05,124.18,161.73,153.09,411.46,385.95,93.06,101.84,117.73,119.04,127.57,69.88,85.25,59.89,132.82,0.0,16.31,18.57,31.56,32.77,23.14
충청북도,옥천군,2016,1,198.11,243.87,192.78,190.42,229.83,217.5,119.25,205.92,175.69,200.49,136.84,169.67,128.0,164.21,151.16,183.29,116.88,137.59,130.75,82.24,132.02,110.45,203.87,109.71,127.34,108.09,108.32,176.26,86.56,179.67,119.2,184.8,163.05,168.83,165.88,138.45,151.56,170.69,134.24,118.54,156.27,98.13,156.78,72.38,52.05,122.47,107.62,161.08,128.24,86.18,180.14,100.98,162.25,147.53,143.78,142.33,97.35,175.97,188.6,184.16,142.47,152.22,147.63,140.57,148.35,150.67,31.8,179.63,180.1,173.91,178.49,186.79,159.11,146.21,154.87,198.88,191.11,152.28,121.52,176.38,150.94,172.11,233.92,132.32,190.42,211.86,163.22,197.47,176.37,176.38,150.94,197.49,149.09,185.24,234.5,167.64,211.86,147.85,124.53,83.88,83.55,98.83,57.86,67.99,80.68,73.43,65.76,104.19,98.83,351.77,326.2,44.42,105.05,85.94,113.41,82.85,73.99,77.16,69.78,123.83,59.77,71.28,53.26,62.24,38.09,82.44
충청북도,음성군,2016,47,138.31,174.16,141.82,142.38,161.72,150.48,49.08,138.22,104.7,129.65,66.64,100.38,66.68,114.35,87.99,120.7,68.82,92.62,87.23,37.26,63.9,40.1,139.59,56.48,78.24,43.32,54.33,121.62,51.66,114.64,81.49,243.89,226.01,218.7,234.5,185.71,217.97,215.61,199.26,171.04,210.22,158.57,182.72,108.35,96.71,92.78,101.38,160.37,154.99,74.08,152.03,111.06,179.81,215.86,213.09,211.46,145.61,224.41,236.48,234.53,85.78,98.6,90.27,82.2,95.89,91.02,62.4,213.85,212.66,210.33,211.93,139.05,112.22,103.79,111.71,268.77,262.39,222.35,190.76,247.36,221.99,242.4,304.34,199.51,260.9,280.98,231.43,263.98,242.56,247.36,221.99,263.49,213.08,254.25,301.69,233.64,280.98,217.98,189.35,137.74,145.7,159.41,124.48,128.3,151.39,144.57,133.27,169.76,159.41,422.6,396.81,99.02,93.04,117.47,111.68,130.81,63.45,80.63,53.14,125.8,16.31,0.0,19.77,24.55,37.66,21.67
충청북도,진천군,2016,26,161.77,192.42,166.28,166.93,181.62,171.22,69.08,144.01,117.01,141.14,85.89,108.73,65.8,105.85,88.94,121.18,57.99,80.94,74.62,21.91,70.91,52.39,141.65,48.63,68.41,46.36,46.98,116.12,32.49,117.44,65.89,244.21,224.02,223.17,228.11,190.87,213.55,222.01,195.82,173.88,212.85,157.57,194.97,115.3,100.03,115.44,119.67,179.01,166.46,92.21,175.32,125.72,194.35,199.35,197.44,195.66,149.68,229.52,241.91,238.91,81.23,92.12,86.29,78.9,88.61,88.85,43.7,223.98,223.31,219.69,222.29,129.78,102.05,91.17,99.65,253.39,250.69,214.2,175.27,233.93,211.85,233.85,289.54,182.37,246.37,264.73,214.71,245.92,224.45,233.93,211.85,245.14,194.13,238.04,283.86,215.49,264.73,203.2,171.04,116.85,127.08,139.91,108.51,109.56,138.24,134.56,117.53,152.11,139.91,408.32,382.1,80.17,70.35,93.62,88.06,108.87,39.23,56.09,28.98,102.03,31.56,24.55,15.15,0.0,24.15,46.13
충청북도,청주시,2016,7,174.11,211.68,174.38,173.75,199.38,188.06,86.68,167.99,139.4,163.9,104.19,132.22,89.93,128.08,113.08,145.27,80.26,102.17,95.52,44.71,94.44,74.1,165.8,72.1,90.77,70.2,70.6,139.25,51.34,141.58,85.17,220.96,200.26,201.52,203.96,169.73,189.48,201.35,171.87,151.76,190.46,134.19,178.52,96.14,79.06,114.22,111.04,169.54,149.7,84.61,174.55,112.7,180.0,178.47,175.97,174.29,128.31,208.15,220.65,217.17,104.86,115.18,109.98,102.75,111.48,112.79,25.35,205.64,205.36,200.85,204.13,151.42,123.61,111.65,120.28,231.8,227.41,190.15,153.68,211.3,188.12,209.86,267.63,161.97,224.29,243.71,194.01,226.35,204.92,211.3,188.12,225.83,175.44,216.98,264.08,195.99,243.71,181.21,151.69,100.86,108.06,121.88,87.12,90.69,115.34,110.7,95.99,132.13,121.88,386.19,360.18,61.5,79.98,85.53,93.93,94.89,46.36,57.62,38.55,106.81,32.77,37.66,17.9,24.15,0.0,54.92
충청북도,충주시,2016,1,119.19,161.7,120.75,121.0,147.39,135.18,39.02,139.39,100.49,125.47,55.92,100.43,76.85,127.6,95.29,127.01,85.13,108.49,103.79,57.42,67.87,42.7,144.04,71.96,93.54,53.59,69.72,132.55,72.23,119.18,99.81,242.89,227.21,214.24,239.47,181.01,221.36,209.43,202.01,168.67,207.49,159.84,171.54,103.86,96.14,72.5,85.62,143.41,144.93,59.47,130.94,98.84,166.53,229.67,226.17,224.69,142.64,219.31,231.0,229.98,97.31,110.94,101.19,93.04,108.87,100.57,80.27,204.31,202.66,201.52,202.2,152.32,126.63,119.93,127.34,281.32,271.76,228.94,203.88,258.31,230.29,249.18,316.23,213.95,272.73,294.25,245.33,278.92,257.62,258.31,230.29,278.68,229.0,267.6,316.3,248.77,294.25,230.28,204.85,155.74,161.82,176.11,138.79,144.71,163.02,153.76,147.25,184.86,176.11,433.72,408.37,115.96,114.32,138.09,133.23,149.72,85.12,102.22,74.81,147.38,23.14,21.67,38.24,46.13,54.92,0.0
