시도,month,day,avg_temp(C),daily_rain(mm),avg_r_humidity(%),temp_index,rain_index,humidity_index,risk
강원영동,1,1,1.2,0.0,33.2,0.0,0.0,0.0,0.0
강원영동,1,2,3.2,0.0,34.7,0.0,0.0,0.0,0.0
강원영동,1,3,3.4,0.0,35.5,0.0,0.0,0.0,0.0
강원영동,1,4,4.2,0.0,39.0,0.0,0.0,0.0,0.0
강원영동,1,5,3.2,1.8,43.8,0.0,0.0,0.0,0.0
강원영동,1,6,3.0,0.0,44.3,0.0,0.0,0.0,0.0
강원영동,1,7,2.8,9.1,45.2,0.0,0.0,0.0,0.0
강원영동,1,8,2.7,5.2,47.2,0.0,0.0,0.0,0.0
강원영동,1,9,1.4,0.1,36.0,0.0,0.0,0.0,0.0
강원영동,1,10,1.5,0.0,30.8,0.0,0.0,0.0,0.0
강원영동,1,11,-0.3,0.0,39.2,0.0,0.0,0.0,0.0
강원영동,1,12,-0.3,0.2,40.5,0.0,0.0,0.0,0.0
강원영동,1,13,0.4,0.0,38.7,0.0,0.0,0.0,0.0
강원영동,1,14,0.9,0.0,36.2,0.0,0.0,0.0,0.0
강원영동,1,15,2.0,0.3,44.5,0.0,0.0,0.0,0.0
강원영동,1,16,1.6,0.0,44.8,0.0,0.0,0.0,0.0
강원영동,1,17,2.7,1.4,50.3,0.0,0.0,0.0,0.0
강원영동,1,18,2.7,1.6,42.5,0.0,0.0,0.0,0.0
강원영동,1,19,1.5,0.0,37.5,0.0,0.0,0.0,0.0
강원영동,1,20,0.9,4.4,45.7,0.0,0.0,0.0,0.0
강원영동,1,21,0.5,0.0,45.2,0.0,0.0,0.0,0.0
강원영동,1,22,1.1,1.8,46.7,0.0,0.0,0.0,0.0
강원영동,1,23,-1.0,0.0,39.2,0.0,0.0,0.0,0.0
강원영동,1,24,-2.3,1.2,39.3,0.0,0.0,0.0,0.0
강원영동,1,25,-1.2,0.3,46.0,0.0,0.0,0.0,0.0
강원영동,1,26,0.4,1.3,48.0,0.0,0.0,0.0,0.0
강원영동,1,27,2.0,0.6,43.3,0.0,0.0,0.0,0.0
강원영동,1,28,1.7,0.6,46.0,0.0,0.0,0.0,0.0
강원영동,1,29,1.1,2.7,56.0,0.0,0.0,0.0,0.0
강원영동,1,30,1.4,5.9,57.5,0.0,0.0,0.0,0.0
강원영동,1,31,0.1,1.8,55.8,0.0,0.0,0.0,0.0
강원영동,2,1,0.1,0.0,39.5,0.0,0.0,0.0,0.0
강원영동,2,2,1.5,0.0,43.8,0.0,0.0,0.0,0.0
강원영동,2,3,1.6,1.9,48.8,0.0,0.0,0.0,0.0
강원영동,2,4,1.8,0.0,38.3,0.0,0.0,0.0,0.0
강원영동,2,5,0.4,0.8,39.0,0.0,0.0,0.0,0.0
강원영동,2,6,-0.4,1.4,49.8,0.0,0.0,0.0,0.0
강원영동,2,7,0.5,1.0,42.5,0.0,0.0,0.0,0.0
강원영동,2,8,-0.2,0.4,39.8,0.0,0.0,0.0,0.0
강원영동,2,9,0.4,0.1,38.0,0.0,0.0,0.0,0.0
강원영동,2,10,1.2,0.0,42.2,0.0,0.0,0.0,0.0
강원영동,2,11,1.6,0.0,40.3,0.0,0.0,0.0,0.0
강원영동,2,12,1.8,0.9,46.2,0.0,0.0,0.0,0.0
강원영동,2,13,3.2,2.0,46.8,0.0,0.0,0.0,0.0
강원영동,2,14,4.1,1.0,55.2,0.0,0.0,0.0,0.0
강원영동,2,15,3.9,0.1,51.8,0.0,0.0,0.0,0.0
강원영동,2,16,3.5,2.6,50.2,0.0,0.0,0.0,0.0
강원영동,2,17,2.1,0.4,45.0,0.0,0.0,0.0,0.0
강원영동,2,18,2.8,0.2,42.5,0.0,0.0,0.0,0.0
강원영동,2,19,3.9,1.2,53.0,0.0,0.0,0.0,0.0
강원영동,2,20,3.8,0.0,49.3,0.0,0.0,0.0,0.0
강원영동,2,21,3.3,0.2,48.2,0.0,0.0,0.0,0.0
강원영동,2,22,4.7,0.6,49.5,0.0,0.0,0.0,0.0
강원영동,2,23,4.6,0.2,45.2,0.0,0.0,0.0,0.0
강원영동,2,24,4.2,0.9,51.7,0.0,0.0,0.0,0.0
강원영동,2,25,4.3,5.6,56.7,0.0,0.0,0.0,0.0
강원영동,2,26,3.7,3.3,56.2,0.0,0.0,0.0,0.0
강원영동,2,27,3.5,0.2,63.7,0.0,0.0,0.0,0.0
강원영동,2,28,5.1,10.1,62.3,0.0,0.0,0.0,0.0
강원영동,2,29,2.7,0.0,59.0,0.0,0.0,0.0,0.0
강원영동,3,1,5.1,0.6,51.0,0.0,0.0,0.0,0.0
강원영동,3,2,5.2,2.1,50.2,0.0,0.0,0.0,0.0
강원영동,3,3,7.9,0.0,52.2,0.0,0.0,0.0,0.0
강원영동,3,4,6.1,2.5,58.0,0.0,0.0,0.0,0.0
강원영동,3,5,4.6,7.0,62.7,0.0,0.0,0.0,0.0
강원영동,3,6,4.8,1.3,60.8,0.0,0.0,0.0,0.0
강원영동,3,7,4.5,1.1,62.5,0.0,0.0,0.0,0.0
강원영동,3,8,5.6,2.1,57.5,0.0,0.0,0.0,0.0
강원영동,3,9,5.9,1.9,53.7,0.0,0.0,0.0,0.0
강원영동,3,10,4.4,3.3,51.8,0.0,0.0,0.0,0.0
강원영동,3,11,5.1,0.0,41.8,0.0,0.0,0.0,0.0
강원영동,3,12,7.8,0.0,37.5,0.0,0.0,0.0,0.0
강원영동,3,13,7.8,0.0,41.0,0.0,0.0,0.0,0.0
강원영동,3,14,6.7,1.5,49.3,0.0,0.0,0.0,0.0
강원영동,3,15,7.3,2.6,54.3,0.0,0.0,0.0,0.0
강원영동,3,16,6.9,0.7,50.7,0.0,0.0,0.0,0.0
강원영동,3,17,9.3,0.0,45.3,0.0,0.0,0.0,0.0
강원영동,3,18,11.2,1.8,47.5,0.0,0.0,0.0,0.0
강원영동,3,19,10.4,1.2,53.2,0.0,0.0,0.0,0.0
강원영동,3,20,9.5,1.8,53.2,0.0,0.0,0.0,0.0
강원영동,3,21,8.9,3.2,59.8,0.0,0.0,0.0,0.0
강원영동,3,22,8.0,0.0,47.5,0.0,0.0,0.0,0.0
강원영동,3,23,6.6,1.1,52.7,0.0,0.0,0.0,0.0
강원영동,3,24,7.3,0.1,49.3,0.0,0.0,0.0,0.0
강원영동,3,25,9.2,0.6,57.2,0.0,0.0,0.0,0.0
강원영동,3,26,12.2,0.1,46.7,0.0,0.0,0.0,0.0
강원영동,3,27,12.1,2.0,52.5,0.0,0.0,0.0,0.0
강원영동,3,28,11.6,1.8,43.2,0.0,0.0,0.0,0.0
강원영동,3,29,10.9,0.0,51.3,0.0,0.0,0.0,0.0
강원영동,3,30,11.1,0.3,55.7,0.0,0.0,0.0,0.0
강원영동,3,31,11.7,2.2,56.7,0.0,0.0,0.0,0.0
강원영동,4,1,9.4,4.2,64.5,0.0,0.0,0.0,0.0
강원영동,4,2,11.1,1.4,56.8,0.0,0.0,0.0,0.0
강원영동,4,3,12.6,2.1,51.8,0.0,0.0,0.0,0.0
강원영동,4,4,10.3,4.2,56.3,0.0,0.0,0.0,0.0
강원영동,4,5,10.4,2.1,54.2,0.0,0.0,0.0,0.0
강원영동,4,6,10.9,1.8,60.0,0.0,0.0,0.0,0.0
강원영동,4,7,10.0,3.7,62.2,0.0,0.0,0.0,0.0
강원영동,4,8,10.1,0.8,56.3,0.0,0.0,0.0,0.0
강원영동,4,9,10.4,2.6,56.5,0.0,0.0,0.0,0.0
강원영동,4,10,9.6,5.3,62.3,0.0,0.0,0.0,0.0
강원영동,4,11,10.3,0.3,62.5,0.0,0.0,0.0,0.0
강원영동,4,12,10.8,1.3,60.7,0.0,0.0,0.0,0.0
강원영동,4,13,12.1,0.4,53.0,0.0,0.0,0.0,0.0
강원영동,4,14,12.3,5.9,57.7,0.0,0.0,0.0,0.0
강원영동,4,15,14.3,0.0,48.8,0.0,0.0,0.0,0.0
강원영동,4,16,15.7,4.0,47.2,0.0,0.0,0.0,0.0
강원영동,4,17,14.5,4.1,49.5,0.0,0.0,0.0,0.0
강원영동,4,18,14.8,2.8,49.3,0.0,0.0,0.0,0.0
강원영동,4,19,13.4,4.5,55.5,0.0,0.0,0.0,0.0
강원영동,4,20,14.0,4.3,59.2,0.0,0.0,0.0,0.0
강원영동,4,21,14.8,2.6,53.2,0.0,0.0,0.0,0.0
강원영동,4,22,13.9,0.8,51.7,0.0,0.0,0.0,0.0
강원영동,4,23,14.7,9.1,47.3,0.0,0.0,0.0,0.0
강원영동,4,24,14.1,3.7,51.3,0.0,0.0,0.0,0.0
강원영동,4,25,15.0,1.6,49.7,0.0,0.0,0.0,0.0
강원영동,4,26,14.6,5.7,56.8,0.0,0.0,0.0,0.0
강원영동,4,27,13.9,0.2,52.0,0.0,0.0,0.0,0.0
강원영동,4,28,16.2,0.0,44.7,0.0,0.0,0.0,0.0
강원영동,4,29,16.3,0.1,51.7,0.0,0.0,0.0,0.0
강원영동,4,30,17.7,0.0,55.3,0.0,0.0,0.0,0.0
강원영동,5,1,17.4,0.0,62.0,0.0,0.0,0.0,0.0
강원영동,5,2,16.9,3.2,67.3,0.0,0.0,0.0,0.0
강원영동,5,3,16.6,0.8,67.2,0.0,0.0,0.0,0.0
강원영동,5,4,17.1,0.1,56.5,0.0,0.0,0.0,0.0
강원영동,5,5,19.9,0.0,41.2,0.0,0.0,0.0,0.0
강원영동,5,6,16.0,1.5,55.3,0.0,0.0,0.0,0.0
강원영동,5,7,16.9,0.2,50.0,0.0,0.0,0.0,0.0
강원영동,5,8,17.3,2.1,54.3,0.0,0.0,0.0,0.0
강원영동,5,9,15.4,6.2,69.3,0.0,0.0,0.0,0.0
강원영동,5,10,15.6,4.2,69.5,0.0,0.0,0.0,0.0
강원영동,5,11,18.1,0.4,55.5,0.0,0.0,0.0,0.0
강원영동,5,12,17.9,0.8,58.5,0.0,0.0,0.0,0.0
강원영동,5,13,17.9,1.6,57.5,0.0,0.0,0.0,0.0
강원영동,5,14,19.4,0.0,50.7,0.0,0.0,0.0,0.0
강원영동,5,15,17.0,2.0,69.0,0.0,0.0,0.0,0.0
강원영동,5,16,18.7,1.3,66.0,0.0,0.0,0.0,0.0
강원영동,5,17,20.1,8.2,58.3,0.0,0.0,0.0,0.0
강원영동,5,18,19.1,11.7,59.5,0.0,0.0,0.0,0.0
강원영동,5,19,18.6,14.1,60.2,0.0,0.0,0.0,0.0
강원영동,5,20,16.8,1.4,60.0,0.0,0.0,0.0,0.0
강원영동,5,21,18.4,0.0,54.8,0.0,0.0,0.0,0.0
강원영동,5,22,18.9,0.8,59.5,0.0,0.0,0.0,0.0
강원영동,5,23,19.8,0.9,60.8,0.0,0.0,0.0,0.0
강원영동,5,24,21.5,1.8,55.2,0.0,0.0,0.0,0.0
강원영동,5,25,22.7,0.0,45.5,0.0,0.0,0.0,0.0
강원영동,5,26,20.6,0.4,56.3,0.0,0.0,0.0,0.0
강원영동,5,27,18.4,0.4,67.2,0.0,0.0,0.0,0.0
강원영동,5,28,20.0,0.0,59.3,0.0,0.0,0.0,0.0
강원영동,5,29,21.0,0.0,57.7,0.0,0.0,0.0,0.0
강원영동,5,30,21.0,0.1,58.5,0.0,0.0,0.0,0.0
강원영동,5,31,21.1,0.0,56.3,0.0,0.0,0.0,0.0
강원영동,6,1,22.0,2.2,51.8,0.0,0.0,0.0,0.0
강원영동,6,2,21.4,0.1,50.3,0.0,0.0,0.0,0.0
강원영동,6,3,23.0,0.4,48.0,0.0,0.0,0.0,0.0
강원영동,6,4,23.6,0.3,46.0,0.0,0.0,0.0,0.0
강원영동,6,5,19.5,0.5,71.0,0.0,0.0,0.0,0.0
강원영동,6,6,19.3,2.6,75.3,0.0,0.0,0.0,0.0
강원영동,6,7,20.0,9.8,76.8,0.0,0.0,0.0,0.0
강원영동,6,8,21.7,0.0,67.5,0.0,0.0,0.0,0.0
강원영동,6,9,21.3,1.7,69.7,0.0,0.0,0.0,0.0
강원영동,6,10,20.3,1.4,69.0,0.0,0.0,0.0,0.0
강원영동,6,11,19.8,0.4,74.7,0.0,0.0,0.0,0.0
강원영동,6,12,18.9,2.9,78.3,0.0,0.0,0.0,0.0
강원영동,6,13,19.6,0.9,77.3,0.0,0.0,0.0,0.0
강원영동,6,14,21.2,1.1,71.5,0.0,0.0,0.0,0.0
강원영동,6,15,20.5,5.2,75.0,0.0,0.0,0.0,0.0
강원영동,6,16,20.0,0.4,74.7,0.0,0.0,0.0,0.0
강원영동,6,17,21.8,0.0,70.3,0.0,0.0,0.0,0.0
강원영동,6,18,21.7,1.4,75.0,0.0,0.0,0.0,0.0
강원영동,6,19,20.9,1.2,78.8,0.0,0.0,0.0,0.0
강원영동,6,20,21.8,0.0,74.0,0.0,0.0,0.0,0.0
강원영동,6,21,21.5,0.1,74.7,0.0,0.0,0.0,0.0
강원영동,6,22,22.7,0.8,68.7,0.0,0.0,0.0,0.0
강원영동,6,23,22.5,0.1,73.0,0.0,0.0,0.0,0.0
강원영동,6,24,22.1,7.7,78.0,0.0,0.0,0.0,0.0
강원영동,6,25,21.9,0.5,77.5,0.0,0.0,0.0,0.0
강원영동,6,26,21.7,27.4,80.0,0.0,0.0,0.0,0.0
강원영동,6,27,22.8,0.7,75.7,0.0,0.0,0.0,0.0
강원영동,6,28,21.8,2.9,81.0,0.0,0.0,0.0,0.0
강원영동,6,29,22.7,0.9,81.3,0.0,0.0,0.0,0.0
강원영동,6,30,23.0,40.0,78.5,0.0,0.0,0.0,0.0
강원영동,7,1,23.3,20.9,74.5,0.0,0.0,0.0,0.0
강원영동,7,2,23.5,16.0,73.0,0.0,0.0,0.0,0.0
강원영동,7,3,23.3,8.6,77.3,0.0,0.0,0.0,0.0
강원영동,7,4,22.1,16.7,80.3,0.0,0.0,0.0,0.0
강원영동,7,5,22.1,27.3,81.3,0.0,0.0,0.0,0.0
강원영동,7,6,21.5,4.1,83.2,0.0,0.0,0.0,0.0
강원영동,7,7,21.1,1.0,81.7,0.0,0.0,0.0,0.0
강원영동,7,8,21.5,11.2,83.5,0.0,0.0,0.0,0.0
강원영동,7,9,22.6,3.3,81.7,0.0,0.0,0.0,0.0
강원영동,7,10,22.1,18.2,88.0,0.0,0.0,0.0,0.0
강원영동,7,11,22.5,25.0,85.7,0.0,0.0,0.0,0.0
강원영동,7,12,24.5,2.5,77.5,0.0,0.0,0.0,0.0
강원영동,7,13,25.8,6.5,71.0,0.0,0.0,0.0,0.0
강원영동,7,14,25.1,10.8,72.5,0.0,0.0,0.0,0.0
강원영동,7,15,24.3,2.2,73.7,0.0,0.0,0.0,0.0
강원영동,7,16,23.6,18.6,76.5,0.0,0.0,0.0,0.0
강원영동,7,17,24.6,0.6,72.0,0.0,0.0,0.0,0.0
강원영동,7,18,24.6,0.0,73.8,0.0,0.0,0.0,0.0
강원영동,7,19,24.4,1.1,79.7,0.0,0.0,0.0,0.0
강원영동,7,20,25.5,3.1,77.0,0.0,0.0,0.0,0.0
강원영동,7,21,25.9,2.7,75.2,0.0,0.0,0.0,0.0
강원영동,7,22,25.7,5.2,75.5,0.0,0.0,0.0,0.0
강원영동,7,23,25.5,10.0,80.3,0.0,0.0,0.0,0.0
강원영동,7,24,25.1,26.3,85.7,0.0,0.0,0.0,0.0
강원영동,7,25,25.3,9.3,85.8,0.0,0.0,0.0,0.0
강원영동,7,26,25.9,7.7,79.5,0.0,0.0,0.0,0.0
강원영동,7,27,26.5,0.3,76.7,0.0,0.0,0.0,0.0
강원영동,7,28,26.5,2.6,79.8,0.0,0.0,0.0,0.0
강원영동,7,29,26.3,3.1,77.8,0.0,0.0,0.0,0.0
강원영동,7,30,27.3,1.6,75.7,0.0,0.0,0.0,0.0
강원영동,7,31,27.9,2.5,72.0,0.0,0.0,0.0,0.0
강원영동,8,1,26.9,4.7,78.3,0.0,0.0,0.0,0.0
강원영동,8,2,26.8,1.2,79.3,0.0,0.0,0.0,0.0
강원영동,8,3,27.4,1.6,77.2,0.0,0.0,0.0,0.0
강원영동,8,4,28.0,7.8,74.8,0.0,0.0,0.0,0.0
강원영동,8,5,27.4,17.0,76.7,0.0,0.0,0.0,0.0
강원영동,8,6,26.2,38.2,82.3,0.0,0.0,0.0,0.0
강원영동,8,7,26.6,10.6,81.5,0.0,0.0,0.0,0.0
강원영동,8,8,26.3,6.5,80.5,0.0,0.0,0.0,0.0
강원영동,8,9,25.9,5.3,79.8,0.0,0.0,0.0,0.0
강원영동,8,10,25.8,12.8,83.7,0.0,0.0,0.0,0.0
강원영동,8,11,26.1,17.4,81.7,0.0,0.0,0.0,0.0
강원영동,8,12,26.6,0.3,77.5,0.0,0.0,0.0,0.0
강원영동,8,13,26.9,6.8,77.7,0.0,0.0,0.0,0.0
강원영동,8,14,26.8,5.3,79.5,0.0,0.0,0.0,0.0
강원영동,8,15,25.9,48.3,84.5,0.0,0.0,0.0,0.0
강원영동,8,16,25.3,14.0,79.3,0.0,0.0,0.0,0.0
강원영동,8,17,25.5,3.1,75.0,0.0,0.0,0.0,0.0
강원영동,8,18,25.5,8.9,74.0,0.0,0.0,0.0,0.0
강원영동,8,19,25.3,1.6,77.0,0.0,0.0,0.0,0.0
강원영동,8,20,24.7,5.6,82.3,0.0,0.0,0.0,0.0
강원영동,8,21,24.7,4.6,81.0,0.0,0.0,0.0,0.0
강원영동,8,22,25.6,2.8,76.5,0.0,0.0,0.0,0.0
강원영동,8,23,25.5,1.3,75.3,0.0,0.0,0.0,0.0
강원영동,8,24,25.2,22.3,77.5,0.0,0.0,0.0,0.0
강원영동,8,25,25.1,17.8,73.0,0.0,0.0,0.0,0.0
강원영동,8,26,23.1,9.4,71.2,0.0,0.0,0.0,0.0
강원영동,8,27,23.9,5.6,71.5,0.0,0.0,0.0,0.0
강원영동,8,28,23.5,19.1,75.3,0.0,0.0,0.0,0.0
강원영동,8,29,22.9,22.6,75.5,0.0,0.0,0.0,0.0
강원영동,8,30,23.0,4.0,72.3,0.0,0.0,0.0,0.0
강원영동,8,31,22.7,1.1,71.5,0.0,0.0,0.0,0.0
강원영동,9,1,22.7,0.6,74.8,0.0,0.0,0.0,0.0
강원영동,9,2,22.1,25.8,78.3,0.0,0.0,0.0,0.0
강원영동,9,3,22.1,20.2,78.3,0.0,0.0,0.0,0.0
강원영동,9,4,22.4,9.5,79.0,0.0,0.0,0.0,0.0
강원영동,9,5,22.2,10.1,77.2,0.0,0.0,0.0,0.0
강원영동,9,6,22.2,6.5,76.8,0.0,0.0,0.0,0.0
강원영동,9,7,22.8,36.1,73.3,0.0,0.0,0.0,0.0
강원영동,9,8,22.7,0.2,66.2,0.0,0.0,0.0,0.0
강원영동,9,9,22.1,3.4,73.5,0.0,0.0,0.0,0.0
강원영동,9,10,21.6,5.4,77.7,0.0,0.0,0.0,0.0
강원영동,9,11,20.1,9.3,83.3,0.0,0.0,0.0,0.0
강원영동,9,12,19.5,11.0,82.5,0.0,0.0,0.0,0.0
강원영동,9,13,19.3,1.8,77.2,0.0,0.0,0.0,0.0
강원영동,9,14,20.7,0.1,76.5,0.0,0.0,0.0,0.0
강원영동,9,15,20.5,1.5,79.0,0.0,0.0,0.0,0.0
강원영동,9,16,20.7,0.2,75.3,0.0,0.0,0.0,0.0
강원영동,9,17,20.2,1.9,73.7,0.0,0.0,0.0,0.0
강원영동,9,18,20.8,0.2,66.2,0.0,0.0,0.0,0.0
강원영동,9,19,20.3,3.6,68.7,0.0,0.0,0.0,0.0
강원영동,9,20,18.9,4.4,70.2,0.0,0.0,0.0,0.0
강원영동,9,21,18.6,5.9,76.3,0.0,0.0,0.0,0.0
강원영동,9,22,19.0,11.5,73.5,0.0,0.0,0.0,0.0
강원영동,9,23,18.9,0.9,70.8,0.0,0.0,0.0,0.0
강원영동,9,24,19.3,2.2,70.8,0.0,0.0,0.0,0.0
강원영동,9,25,19.9,1.7,73.8,0.0,0.0,0.0,0.0
강원영동,9,26,19.5,1.2,78.2,0.0,0.0,0.0,0.0
강원영동,9,27,18.9,1.9,78.5,0.0,0.0,0.0,0.0
강원영동,9,28,18.9,4.0,71.7,0.0,0.0,0.0,0.0
강원영동,9,29,18.6,0.0,63.5,0.0,0.0,0.0,0.0
강원영동,9,30,19.4,0.6,66.8,0.0,0.0,0.0,0.0
강원영동,10,1,18.4,2.0,69.3,0.0,0.0,0.0,0.0
강원영동,10,2,18.7,9.0,69.8,0.0,0.0,0.0,0.0
강원영동,10,3,18.4,39.2,71.7,0.0,0.0,0.0,0.0
강원영동,10,4,17.3,0.4,69.0,0.0,0.0,0.0,0.0
강원영동,10,5,16.0,18.2,74.3,0.0,0.0,0.0,0.0
강원영동,10,6,16.0,25.7,75.2,0.0,0.0,0.0,0.0
강원영동,10,7,17.4,1.0,73.3,0.0,0.0,0.0,0.0
강원영동,10,8,17.3,0.0,63.8,0.0,0.0,0.0,0.0
강원영동,10,9,16.4,0.0,57.2,0.0,0.0,0.0,0.0
강원영동,10,10,15.2,4.1,63.5,0.0,0.0,0.0,0.0
강원영동,10,11,14.9,5.1,61.3,0.0,0.0,0.0,0.0
강원영동,10,12,14.4,0.1,63.7,0.0,0.0,0.0,0.0
강원영동,10,13,14.6,0.0,60.7,0.0,0.0,0.0,0.0
강원영동,10,14,15.1,9.6,59.8,0.0,0.0,0.0,0.0
강원영동,10,15,14.4,1.7,66.7,0.0,0.0,0.0,0.0
강원영동,10,16,15.0,0.8,67.3,0.0,0.0,0.0,0.0
강원영동,10,17,15.3,3.6,67.8,0.0,0.0,0.0,0.0
강원영동,10,18,15.6,7.7,69.0,0.0,0.0,0.0,0.0
강원영동,10,19,15.7,0.2,71.0,0.0,0.0,0.0,0.0
강원영동,10,20,15.7,0.2,68.0,0.0,0.0,0.0,0.0
강원영동,10,21,15.1,2.2,70.8,0.0,0.0,0.0,0.0
강원영동,10,22,14.8,2.1,70.7,0.0,0.0,0.0,0.0
강원영동,10,23,13.2,1.8,66.3,0.0,0.0,0.0,0.0
강원영동,10,24,14.1,0.1,57.5,0.0,0.0,0.0,0.0
강원영동,10,25,14.4,1.7,60.0,0.0,0.0,0.0,0.0
강원영동,10,26,14.2,0.0,59.7,0.0,0.0,0.0,0.0
강원영동,10,27,13.9,0.0,54.5,0.0,0.0,0.0,0.0
강원영동,10,28,13.4,0.7,57.2,0.0,0.0,0.0,0.0
강원영동,10,29,11.3,7.2,50.3,0.0,0.0,0.0,0.0
강원영동,10,30,9.8,0.0,45.7,0.0,0.0,0.0,0.0
강원영동,10,31,11.5,0.0,43.8,0.0,0.0,0.0,0.0
강원영동,11,1,12.1,0.0,48.8,0.0,0.0,0.0,0.0
강원영동,11,2,12.9,0.0,44.7,0.0,0.0,0.0,0.0
강원영동,11,3,11.7,3.3,53.7,0.0,0.0,0.0,0.0
강원영동,11,4,11.7,4.3,49.8,0.0,0.0,0.0,0.0
강원영동,11,5,14.1,0.6,48.7,0.0,0.0,0.0,0.0
강원영동,11,6,13.4,4.5,61.8,0.0,0.0,0.0,0.0
강원영동,11,7,13.6,23.6,68.5,0.0,0.0,0.0,0.0
강원영동,11,8,11.5,13.7,62.0,0.0,0.0,0.0,0.0
강원영동,11,9,9.6,4.0,58.0,0.0,0.0,0.0,0.0
강원영동,11,10,10.5,0.6,57.8,0.0,0.0,0.0,0.0
강원영동,11,11,10.3,6.6,56.2,0.0,0.0,0.0,0.0
강원영동,11,12,11.3,1.1,55.7,0.0,0.0,0.0,0.0
강원영동,11,13,11.8,6.5,64.5,0.0,0.0,0.0,0.0
강원영동,11,14,10.2,7.4,61.0,0.0,0.0,0.0,0.0
강원영동,11,15,10.2,0.0,54.3,0.0,0.0,0.0,0.0
강원영동,11,16,10.2,1.3,52.7,0.0,0.0,0.0,0.0
강원영동,11,17,10.2,1.7,65.0,0.0,0.0,0.0,0.0
강원영동,11,18,9.7,4.7,56.2,0.0,0.0,0.0,0.0
강원영동,11,19,8.9,2.0,51.7,0.0,0.0,0.0,0.0
강원영동,11,20,7.6,0.0,45.8,0.0,0.0,0.0,0.0
강원영동,11,21,7.8,0.0,52.2,0.0,0.0,0.0,0.0
강원영동,11,22,7.6,10.1,57.8,0.0,0.0,0.0,0.0
강원영동,11,23,5.5,5.2,52.3,0.0,0.0,0.0,0.0
강원영동,11,24,5.5,4.6,52.3,0.0,0.0,0.0,0.0
강원영동,11,25,5.3,12.2,57.8,0.0,0.0,0.0,0.0
강원영동,11,26,5.7,0.2,54.8,0.0,0.0,0.0,0.0
강원영동,11,27,6.5,3.6,50.2,0.0,0.0,0.0,0.0
강원영동,11,28,5.2,4.7,50.2,0.0,0.0,0.0,0.0
강원영동,11,29,5.2,0.0,49.7,0.0,0.0,0.0,0.0
강원영동,11,30,5.8,0.0,43.8,0.0,0.0,0.0,0.0
강원영동,12,1,4.9,0.0,44.7,0.0,0.0,0.0,0.0
강원영동,12,2,6.0,0.0,42.7,0.0,0.0,0.0,0.0
강원영동,12,3,5.9,0.4,47.2,0.0,0.0,0.0,0.0
강원영동,12,4,5.5,1.7,41.7,0.0,0.0,0.0,0.0
강원영동,12,5,3.6,0.0,37.3,0.0,0.0,0.0,0.0
강원영동,12,6,3.1,0.5,43.3,0.0,0.0,0.0,0.0
강원영동,12,7,3.1,0.0,42.2,0.0,0.0,0.0,0.0
강원영동,12,8,1.8,0.0,40.7,0.0,0.0,0.0,0.0
강원영동,12,9,3.9,0.0,40.2,0.0,0.0,0.0,0.0
강원영동,12,10,5.2,0.0,50.2,0.0,0.0,0.0,0.0
강원영동,12,11,3.2,1.0,50.7,0.0,0.0,0.0,0.0
강원영동,12,12,2.0,0.0,36.5,0.0,0.0,0.0,0.0
강원영동,12,13,2.2,1.1,50.2,0.0,0.0,0.0,0.0
강원영동,12,14,0.9,3.2,54.3,0.0,0.0,0.0,0.0
강원영동,12,15,2.0,0.0,41.2,0.0,0.0,0.0,0.0
강원영동,12,16,1.3,0.0,35.2,0.0,0.0,0.0,0.0
강원영동,12,17,2.7,0.0,36.8,0.0,0.0,0.0,0.0
강원영동,12,18,3.9,1.2,46.7,0.0,0.0,0.0,0.0
강원영동,12,19,3.5,0.0,37.7,0.0,0.0,0.0,0.0
강원영동,12,20,3.4,0.0,41.3,0.0,0.0,0.0,0.0
강원영동,12,21,4.7,3.6,49.5,0.0,0.0,0.0,0.0
강원영동,12,22,5.7,4.3,58.0,0.0,0.0,0.0,0.0
강원영동,12,23,5.9,0.0,55.2,0.0,0.0,0.0,0.0
강원영동,12,24,3.9,1.2,49.5,0.0,0.0,0.0,0.0
강원영동,12,25,2.8,0.0,40.5,0.0,0.0,0.0,0.0
강원영동,12,26,4.0,0.0,41.0,0.0,0.0,0.0,0.0
강원영동,12,27,0.1,4.9,41.2,0.0,0.0,0.0,0.0
강원영동,12,28,0.8,0.0,39.7,0.0,0.0,0.0,0.0
강원영동,12,29,1.8,0.0,38.8,0.0,0.0,0.0,0.0
강원영동,12,30,1.1,0.0,42.8,0.0,0.0,0.0,0.0
강원영동,12,31,0.4,0.0,37.2,0.0,0.0,0.0,0.0
강원영서,1,1,-4.0,0.0,65.8,0.0,10.0,10.0,5.0
강원영서,1,2,-2.2,0.0,66.5,0.0,10.0,10.0,5.0
강원영서,1,3,-2.7,0.0,66.7,0.0,10.0,10.0,5.0
강원영서,1,4,-1.3,0.0,64.5,0.0,10.0,10.0,5.0
강원영서,1,5,-1.7,0.1,64.5,0.0,0.0,10.0,3.0
강원영서,1,6,-2.2,0.6,65.2,0.0,0.0,10.0,3.0
강원영서,1,7,-2.3,8.8,67.3,0.0,0.0,10.0,3.0
강원영서,1,8,-1.2,2.8,64.2,0.0,0.0,10.0,3.0
강원영서,1,9,-2.9,0.1,58.2,0.0,0.0,10.0,3.0
강원영서,1,10,-2.8,0.0,56.0,0.0,10.0,0.0,2.0
