시도,시군구,year,month,철새수
경기도 ,평택시,2019,12,6487
경기도 ,평택시,2020,1,10665
경기도 ,평택시,2020,2,0
경기도 ,평택시,2020,3,0
경기도 ,평택시,2020,10,0
경기도 ,평택시,2020,11,0
경기도 ,평택시,2020,12,27730
경기도 ,평택시,2021,1,18467
경기도 ,평택시,2021,2,0
경기도 ,평택시,2021,3,0
경기도 ,평택시,2014,10,2167
경기도 ,평택시,2014,11,6496
경기도 ,평택시,2014,12,8066
경기도 ,평택시,2015,1,6047
경기도 ,평택시,2015,2,3090
경기도 ,평택시,2015,3,273527
경기도 ,평택시,2015,10,1711
경기도 ,평택시,2015,11,3922
경기도 ,평택시,2015,12,5238
경기도 ,평택시,2016,1,3906
경기도 ,평택시,2016,2,6540
경기도 ,평택시,2016,3,6092
경기도 ,평택시,2016,10,1607
경기도 ,평택시,2016,11,6491
경기도 ,평택시,2016,12,8531
경기도 ,평택시,2017,1,7981
경기도 ,평택시,2017,2,3082
경기도 ,평택시,2017,3,3292
경기도 ,평택시,2017,10,2140
경기도 ,평택시,2017,11,4306
경기도 ,평택시,2017,12,7226
경기도 ,평택시,2018,1,7090
경기도 ,평택시,2018,2,10208
경기도 ,평택시,2018,3,2852
경기도 ,평택시,2018,10,2546
경기도 ,평택시,2018,11,7062
경기도 ,평택시,2018,12,10579
경기도 ,평택시,2019,1,12849
경기도 ,평택시,2019,2,7008
경기도 ,평택시,2019,3,4610
경기도 ,평택시,2019,10,1778
경기도 ,평택시,2019,11,12983
경기도 ,평택시,2019,12,9408
경기도 ,평택시,2020,1,6628
경기도 ,평택시,2020,2,10122
경기도 ,평택시,2020,3,5464
경기도 ,평택시,2020,10,3222
경기도 ,평택시,2020,11,13178
경기도 ,평택시,2020,12,7721
경기도 ,평택시,2021,1,5690
경기도 ,평택시,2021,2,8038
경기도 ,평택시,2021,3,3406
충청남도,아산시,2014,10,2167
충청남도,아산시,2014,11,6496
충청남도,아산시,2014,12,8066
충청남도,아산시,2015,1,6047
충청남도,아산시,2015,2,3090
충청남도,아산시,2015,3,273527
충청남도,아산시,2015,10,1711
충청남도,아산시,2015,11,3922
충청남도,아산시,2015,12,5238
충청남도,아산시,2016,1,3906
충청남도,아산시,2016,2,6540
충청남도,아산시,2016,3,6092
충청남도,아산시,2016,10,1607
충청남도,아산시,2016,11,6491
충청남도,아산시,2016,12,8531
충청남도,아산시,2017,1,7981
충청남도,아산시,2017,2,3082
충청남도,아산시,2017,3,3292
충청남도,아산시,2017,10,2140
충청남도,아산시,2017,11,4306
충청남도,아산시,2017,12,7226
충청남도,아산시,2018,1,7090
충청남도,아산시,2018,2,10208
충청남도,아산시,2018,3,2852
충청남도,아산시,2018,10,2546
충청남도,아산시,2018,11,7062
충청남도,아산시,2018,12,10579
충청남도,아산시,2019,1,12849
충청남도,아산시,2019,2,7008
충청남도,아산시,2019,3,4610
충청남도,아산시,2019,10,1778
충청남도,아산시,2019,11,12983
충청남도,아산시,2019,12,9408
충청남도,아산시,2020,1,6628
충청남도,아산시,2020,2,10122
충청남도,아산시,2020,3,5464
충청남도,아산시,2020,10,3222
충청남도,아산시,2020,11,13178
충청남도,아산시,2020,12,7721
충청남도,아산시,2021,1,5690
충청남도,아산시,2021,2,8038
충청남도,아산시,2021,3,3406
충청남도,아산시,2014,10,616
충청남도,아산시,2014,11,5983
충청남도,아산시,2014,12,29644
충청남도,아산시,2015,1,13962
충청남도,아산시,2015,2,37620
충청남도,아산시,2015,3,44625
충청남도,아산시,2015,10,956
충청남도,아산시,2015,11,3908
충청남도,아산시,2015,12,53579
충청남도,아산시,2016,1,50315
충청남도,아산시,2016,2,24909
충청남도,아산시,2016,3,2506
충청남도,아산시,2016,10,1978
충청남도,아산시,2016,11,10120
충청남도,아산시,2016,12,27474
충청남도,아산시,2017,1,14396
충청남도,아산시,2017,2,15812
충청남도,아산시,2017,3,9678
충청남도,아산시,2017,10,1204
충청남도,아산시,2017,11,12276
충청남도,아산시,2017,12,41519
충청남도,아산시,2018,1,11700
충청남도,아산시,2018,2,7413
충청남도,아산시,2018,3,6219
충청남도,아산시,2018,10,2569
충청남도,아산시,2018,11,14209
충청남도,아산시,2018,12,20933
충청남도,아산시,2019,1,17914
충청남도,아산시,2019,2,18097
충청남도,아산시,2019,3,22129
충청남도,아산시,2019,10,3839
충청남도,아산시,2019,11,10409
충청남도,아산시,2019,12,24978
충청남도,아산시,2020,1,14463
충청남도,아산시,2020,2,7618
충청남도,아산시,2020,3,28389
충청남도,아산시,2020,10,2770
충청남도,아산시,2020,11,9900
충청남도,아산시,2020,12,16897
충청남도,아산시,2021,1,8819
충청남도,아산시,2021,2,10110
충청남도,아산시,2021,3,3999
충청남도,예산군,2014,10,147
충청남도,예산군,2014,11,1599
충청남도,예산군,2014,12,9231
충청남도,예산군,2015,1,4546
충청남도,예산군,2015,2,4296
충청남도,예산군,2015,3,1841
충청남도,예산군,2015,10,786
충청남도,예산군,2015,11,4534
충청남도,예산군,2015,12,18339
충청남도,예산군,2016,1,14285
충청남도,예산군,2016,2,9095
충청남도,예산군,2016,3,3736
충청남도,예산군,2016,10,723
충청남도,예산군,2016,11,1735
충청남도,예산군,2016,12,1795
충청남도,예산군,2017,1,4270
충청남도,예산군,2017,2,6464
충청남도,예산군,2017,3,1309
충청남도,예산군,2017,10,160
충청남도,예산군,2017,11,959
충청남도,예산군,2017,12,2405
충청남도,예산군,2018,1,2444
충청남도,예산군,2018,2,2036
충청남도,예산군,2018,3,803
충청남도,예산군,2018,10,635
충청남도,예산군,2018,11,2060
충청남도,예산군,2018,12,2756
충청남도,예산군,2019,1,1119
충청남도,예산군,2019,2,1879
충청남도,예산군,2019,3,836
충청남도,예산군,2019,10,138
충청남도,예산군,2019,11,3894
충청남도,예산군,2019,12,3633
충청남도,예산군,2020,1,1846
충청남도,예산군,2020,2,71735
충청남도,예산군,2020,3,1540
충청남도,예산군,2020,10,586
충청남도,예산군,2020,11,2962
충청남도,예산군,2020,12,1583
충청남도,예산군,2021,1,702
충청남도,예산군,2021,2,101233
충청남도,예산군,2021,3,931
충청남도,당진시,2014,10,27766
충청남도,당진시,2014,11,34076
충청남도,당진시,2014,12,6960
충청남도,당진시,2015,1,4555
충청남도,당진시,2015,2,3097
충청남도,당진시,2015,3,3232
충청남도,당진시,2015,10,10065
충청남도,당진시,2015,11,27436
충청남도,당진시,2015,12,15026
충청남도,당진시,2016,1,4563
충청남도,당진시,2016,2,3630
충청남도,당진시,2016,3,1859
충청남도,당진시,2016,10,4512
충청남도,당진시,2016,11,30444
충청남도,당진시,2016,12,18997
충청남도,당진시,2017,1,9145
충청남도,당진시,2017,2,4767
충청남도,당진시,2017,3,1602
충청남도,당진시,2017,10,14808
충청남도,당진시,2017,11,12474
충청남도,당진시,2017,12,17550
충청남도,당진시,2018,1,7046
충청남도,당진시,2018,2,3780
충청남도,당진시,2018,3,2255
충청남도,당진시,2018,10,8147
충청남도,당진시,2018,11,17285
충청남도,당진시,2018,12,13201
충청남도,당진시,2019,1,5536
충청남도,당진시,2019,2,5661
충청남도,당진시,2019,3,3207
충청남도,당진시,2019,10,4903
충청남도,당진시,2019,11,13724
충청남도,당진시,2019,12,9969
충청남도,당진시,2020,1,7289
충청남도,당진시,2020,2,6281
충청남도,당진시,2020,3,1476
충청남도,당진시,2020,10,7670
충청남도,당진시,2020,11,10983
충청남도,당진시,2020,12,10442
충청남도,당진시,2021,1,5225
충청남도,당진시,2021,2,5749
충청남도,당진시,2021,3,1918
충청남도,당진시,2014,10,732
충청남도,당진시,2014,11,1198
충청남도,당진시,2014,12,5720
충청남도,당진시,2015,1,5710
충청남도,당진시,2015,2,4099
충청남도,당진시,2015,3,2583
충청남도,당진시,2015,10,12242
충청남도,당진시,2015,11,5982
충청남도,당진시,2015,12,25341
충청남도,당진시,2016,1,6582
충청남도,당진시,2016,2,7165
충청남도,당진시,2016,3,1560
충청남도,당진시,2016,10,3488
충청남도,당진시,2016,11,20457
충청남도,당진시,2016,12,25426
충청남도,당진시,2017,1,9218
충청남도,당진시,2017,2,8345
충청남도,당진시,2017,3,2082
충청남도,당진시,2017,10,13937
충청남도,당진시,2017,11,18544
충청남도,당진시,2017,12,15776
충청남도,당진시,2018,1,11048
충청남도,당진시,2018,2,1391
충청남도,당진시,2018,3,7301
충청남도,당진시,2018,10,12694
충청남도,당진시,2018,11,17355
충청남도,당진시,2018,12,16153
충청남도,당진시,2019,1,7263
충청남도,당진시,2019,2,7484
충청남도,당진시,2019,3,2835
충청남도,당진시,2019,10,7011
충청남도,당진시,2019,11,10512
충청남도,당진시,2019,12,17203
충청남도,당진시,2020,1,4593
충청남도,당진시,2020,2,4438
충청남도,당진시,2020,3,3189
충청남도,당진시,2020,10,7986
충청남도,당진시,2020,11,9033
충청남도,당진시,2020,12,10096
충청남도,당진시,2021,1,5334
충청남도,당진시,2021,2,3418
충청남도,당진시,2021,3,1145
충청남도,태안군,2014,10,413
충청남도,태안군,2014,11,1634
충청남도,태안군,2014,12,8599
충청남도,태안군,2015,1,11452
충청남도,태안군,2015,2,2412
충청남도,태안군,2015,3,627
충청남도,태안군,2015,10,403
충청남도,태안군,2015,11,371
충청남도,태안군,2015,12,12269
충청남도,태안군,2016,1,19001
충청남도,태안군,2016,2,3242
충청남도,태안군,2016,3,1926
충청남도,태안군,2016,10,893
충청남도,태안군,2016,11,5207
충청남도,태안군,2016,12,15764
충청남도,태안군,2017,1,10601
충청남도,태안군,2017,2,3315
충청남도,태안군,2017,3,1807
충청남도,태안군,2017,10,0
충청남도,태안군,2017,11,0
충청남도,태안군,2017,12,8949
충청남도,태안군,2018,1,11566
충청남도,태안군,2018,2,8096
충청남도,태안군,2018,3,0
충청남도,태안군,2018,10,0
충청남도,태안군,2018,11,0
충청남도,태안군,2018,12,16542
충청남도,태안군,2019,1,11376
충청남도,태안군,2019,2,0
충청남도,태안군,2019,3,0
충청남도,태안군,2019,10,0
충청남도,태안군,2019,11,0
충청남도,태안군,2019,12,17001
충청남도,태안군,2020,1,6629
충청남도,태안군,2020,2,0
충청남도,태안군,2020,3,0
충청남도,태안군,2020,10,0
충청남도,태안군,2020,11,15622
충청남도,태안군,2020,12,11019
충청남도,태안군,2021,1,9700
충청남도,태안군,2021,2,10524
충청남도,태안군,2021,3,6438
충청남도,태안군,2014,10,18824
충청남도,태안군,2014,11,4041
충청남도,태안군,2014,12,5361
충청남도,태안군,2015,1,27557
충청남도,태안군,2015,2,16183
충청남도,태안군,2015,3,4960
충청남도,태안군,2015,10,1593
충청남도,태안군,2015,11,2274
충청남도,태안군,2015,12,5143
충청남도,태안군,2016,1,19920
충청남도,태안군,2016,2,11242
충청남도,태안군,2016,3,2418
충청남도,태안군,2016,10,1926
충청남도,태안군,2016,11,19867
충청남도,태안군,2016,12,14897
충청남도,태안군,2017,1,9285
충청남도,태안군,2017,2,20696
충청남도,태안군,2017,3,932
충청남도,태안군,2017,10,0
충청남도,태안군,2017,11,0
충청남도,태안군,2017,12,7201
충청남도,태안군,2018,1,24377
충청남도,태안군,2018,2,6759
충청남도,태안군,2018,3,0
충청남도,태안군,2018,10,0
충청남도,태안군,2018,11,0
충청남도,태안군,2018,12,12930
충청남도,태안군,2019,1,10751
충청남도,태안군,2019,2,0
충청남도,태안군,2019,3,0
충청남도,태안군,2019,10,0
충청남도,태안군,2019,11,0
충청남도,태안군,2019,12,17409
충청남도,태안군,2020,1,20772
충청남도,태안군,2020,2,0
충청남도,태안군,2020,3,0
충청남도,태안군,2020,10,0
충청남도,태안군,2020,11,16567
충청남도,태안군,2020,12,13050
충청남도,태안군,2021,1,8267
충청남도,태안군,2021,2,7006
충청남도,태안군,2021,3,1985
충청남도,태안군,2014,10,1840
충청남도,태안군,2014,11,2011
충청남도,태안군,2014,12,10904
충청남도,태안군,2015,1,13598
충청남도,태안군,2015,2,3244
충청남도,태안군,2015,3,5416
충청남도,태안군,2015,10,2160
충청남도,태안군,2015,11,2912
충청남도,태안군,2015,12,2625
충청남도,태안군,2016,1,5525
충청남도,태안군,2016,2,6158
충청남도,태안군,2016,3,3659
충청남도,태안군,2016,10,2362
충청남도,태안군,2016,11,4873
충청남도,태안군,2016,12,15382
충청남도,태안군,2017,1,7046
충청남도,태안군,2017,2,0
충청남도,태안군,2017,3,3112
충청남도,태안군,2017,10,0
충청남도,태안군,2017,11,0
충청남도,태안군,2017,12,19271
충청남도,태안군,2018,1,9360
충청남도,태안군,2018,2,12446
충청남도,태안군,2018,3,0
충청남도,태안군,2018,10,0
충청남도,태안군,2018,11,0
충청남도,태안군,2018,12,12099
충청남도,태안군,2019,1,5937
충청남도,태안군,2019,2,0
충청남도,태안군,2019,3,0
충청남도,태안군,2019,10,0
충청남도,태안군,2019,11,0
충청남도,태안군,2019,12,7649
충청남도,태안군,2020,1,9124
충청남도,태안군,2020,2,0
충청남도,태안군,2020,3,0
충청남도,태안군,2020,10,0
충청남도,태안군,2020,11,6415
충청남도,태안군,2020,12,11548
충청남도,태안군,2021,1,8654
충청남도,태안군,2021,2,7443
충청남도,태안군,2021,3,3687
충청남도,태안군,2014,10,0
충청남도,태안군,2014,11,0
충청남도,태안군,2014,12,3412
충청남도,태안군,2015,1,0
충청남도,태안군,2015,2,0
충청남도,태안군,2015,3,0
충청남도,태안군,2015,10,0
충청남도,태안군,2015,11,0
충청남도,태안군,2015,12,1070
충청남도,태안군,2016,1,2682
충청남도,태안군,2016,2,0
충청남도,태안군,2016,3,0
충청남도,태안군,2016,10,0
충청남도,태안군,2016,11,0
충청남도,태안군,2016,12,3633
충청남도,태안군,2017,1,796
충청남도,태안군,2017,2,0
충청남도,태안군,2017,3,0
충청남도,태안군,2017,10,0
충청남도,태안군,2017,11,0
충청남도,태안군,2017,12,1600
충청남도,태안군,2018,1,3401
충청남도,태안군,2018,2,2468
충청남도,태안군,2018,3,0
충청남도,태안군,2018,10,0
충청남도,태안군,2018,11,0
충청남도,태안군,2018,12,2745
충청남도,태안군,2019,1,2215
충청남도,태안군,2019,2,0
충청남도,태안군,2019,3,0
충청남도,태안군,2019,10,0
충청남도,태안군,2019,11,0
충청남도,태안군,2019,12,1828
충청남도,태안군,2020,1,448
충청남도,태안군,2020,2,0
충청남도,태안군,2020,3,0
충청남도,태안군,2020,10,0
충청남도,태안군,2020,11,0
충청남도,태안군,2020,12,3828
충청남도,태안군,2021,1,5031
충청남도,태안군,2021,2,0
충청남도,태안군,2021,3,0
충청남도,태안군,2014,10,0
충청남도,태안군,2014,11,0
충청남도,태안군,2014,12,1023
충청남도,태안군,2015,1,0
충청남도,태안군,2015,2,0
충청남도,태안군,2015,3,0
충청남도,태안군,2015,10,0
충청남도,태안군,2015,11,0
충청남도,태안군,2015,12,2155
충청남도,태안군,2016,1,3061
충청남도,태안군,2016,2,0
충청남도,태안군,2016,3,0
충청남도,태안군,2016,10,0
충청남도,태안군,2016,11,0
충청남도,태안군,2016,12,4839
충청남도,태안군,2017,1,3153
충청남도,태안군,2017,2,0
충청남도,태안군,2017,3,0
충청남도,태안군,2017,10,0
충청남도,태안군,2017,11,0
충청남도,태안군,2017,12,3807
충청남도,태안군,2018,1,1605
충청남도,태안군,2018,2,2107
충청남도,태안군,2018,3,0
충청남도,태안군,2018,10,0
충청남도,태안군,2018,11,0
충청남도,태안군,2018,12,1099
충청남도,태안군,2019,1,1835
충청남도,태안군,2019,2,0
충청남도,태안군,2019,3,0
충청남도,태안군,2019,10,0
충청남도,태안군,2019,11,0
충청남도,태안군,2019,12,1305
충청남도,태안군,2020,1,2791
충청남도,태안군,2020,2,0
충청남도,태안군,2020,3,0
충청남도,태안군,2020,10,0
충청남도,태안군,2020,11,0
충청남도,태안군,2020,12,2341
충청남도,태안군,2021,1,2812
충청남도,태안군,2021,2,0
충청남도,태안군,2021,3,0
충청남도,태안군,2014,10,0
충청남도,태안군,2014,11,0
충청남도,태안군,2014,12,1454
충청남도,태안군,2015,1,0
충청남도,태안군,2015,2,0
충청남도,태안군,2015,3,0
충청남도,태안군,2015,10,0
충청남도,태안군,2015,11,0
충청남도,태안군,2015,12,1250
충청남도,태안군,2016,1,2826
충청남도,태안군,2016,2,0
충청남도,태안군,2016,3,0
충청남도,태안군,2016,10,0
충청남도,태안군,2016,11,0
충청남도,태안군,2016,12,1785
충청남도,태안군,2017,1,954
충청남도,태안군,2017,2,0
충청남도,태안군,2017,3,0
충청남도,태안군,2017,10,0
충청남도,태안군,2017,11,0
충청남도,태안군,2017,12,2656
충청남도,태안군,2018,1,1295
충청남도,태안군,2018,2,1068
충청남도,태안군,2018,3,0
충청남도,태안군,2018,10,0
충청남도,태안군,2018,11,0
충청남도,태안군,2018,12,2390
충청남도,태안군,2019,1,714
충청남도,태안군,2019,2,0
충청남도,태안군,2019,3,0
충청남도,태안군,2019,10,0
충청남도,태안군,2019,11,0
충청남도,태안군,2019,12,1739
충청남도,태안군,2020,1,2318
충청남도,태안군,2020,2,0
충청남도,태안군,2020,3,0
충청남도,태안군,2020,10,0
충청남도,태안군,2020,11,0
충청남도,태안군,2020,12,4161
충청남도,태안군,2021,1,3232
충청남도,태안군,2021,2,0
충청남도,태안군,2021,3,0
충청북도,청주시,2014,10,0
충청북도,청주시,2014,11,0
충청북도,청주시,2014,12,2751
충청북도,청주시,2015,1,0
충청북도,청주시,2015,2,0
충청북도,청주시,2015,3,0
충청북도,청주시,2015,10,0
충청북도,청주시,2015,11,0
충청북도,청주시,2015,12,2892
충청북도,청주시,2016,1,2364
충청북도,청주시,2016,2,0
충청북도,청주시,2016,3,0
충청북도,청주시,2016,10,0
충청북도,청주시,2016,11,0
충청북도,청주시,2016,12,1834
충청북도,청주시,2017,1,2372
충청북도,청주시,2017,2,0
충청북도,청주시,2017,3,0
충청북도,청주시,2017,10,0
충청북도,청주시,2017,11,0
충청북도,청주시,2017,12,2708
충청북도,청주시,2018,1,3999
충청북도,청주시,2018,2,2957
충청북도,청주시,2018,3,0
충청북도,청주시,2018,10,0
충청북도,청주시,2018,11,0
충청북도,청주시,2018,12,2555
충청북도,청주시,2019,1,2911
충청북도,청주시,2019,2,0
충청북도,청주시,2019,3,0
충청북도,청주시,2019,10,0
충청북도,청주시,2019,11,0
충청북도,청주시,2019,12,2469
충청북도,청주시,2020,1,3211
충청북도,청주시,2020,2,0
충청북도,청주시,2020,3,0
충청북도,청주시,2020,10,0
충청북도,청주시,2020,11,0
충청북도,청주시,2020,12,1316
충청북도,청주시,2021,1,2191
충청북도,청주시,2021,2,0
충청북도,청주시,2021,3,0
충청북도,진천군,2014,10,0
충청북도,진천군,2014,11,0
충청북도,진천군,2014,12,521
충청북도,진천군,2015,1,0
충청북도,진천군,2015,2,0
충청북도,진천군,2015,3,0
충청북도,진천군,2015,10,0
충청북도,진천군,2015,11,0
충청북도,진천군,2015,12,1223
충청북도,진천군,2016,1,2154
충청북도,진천군,2016,2,0
충청북도,진천군,2016,3,0
충청북도,진천군,2016,10,0
충청북도,진천군,2016,11,0
충청북도,진천군,2016,12,383
충청북도,진천군,2017,1,608
충청북도,진천군,2017,2,0
충청북도,진천군,2017,3,0
충청북도,진천군,2017,10,0
충청북도,진천군,2017,11,0
충청북도,진천군,2017,12,301
충청북도,진천군,2018,1,55
충청북도,진천군,2018,2,315
충청북도,진천군,2018,3,0
충청북도,진천군,2018,10,0
충청북도,진천군,2018,11,0
충청북도,진천군,2018,12,447
충청북도,진천군,2019,1,912
충청북도,진천군,2019,2,0
충청북도,진천군,2019,3,0
충청북도,진천군,2019,10,0
충청북도,진천군,2019,11,0
충청북도,진천군,2019,12,415
충청북도,진천군,2020,1,985
충청북도,진천군,2020,2,0
충청북도,진천군,2020,3,0
충청북도,진천군,2020,10,0
충청북도,진천군,2020,11,836
충청북도,진천군,2020,12,198
충청북도,진천군,2021,1,466
충청북도,진천군,2021,2,220
충청북도,진천군,2021,3,228
경상북도,영천시,2014,10,0
경상북도,영천시,2014,11,0
경상북도,영천시,2014,12,561
경상북도,영천시,2015,1,0
경상북도,영천시,2015,2,0
경상북도,영천시,2015,3,0
경상북도,영천시,2015,10,0
경상북도,영천시,2015,11,0
경상북도,영천시,2015,12,915
경상북도,영천시,2016,1,3202
경상북도,영천시,2016,2,0
경상북도,영천시,2016,3,0
경상북도,영천시,2016,10,0
경상북도,영천시,2016,11,0
경상북도,영천시,2016,12,488
경상북도,영천시,2017,1,875
경상북도,영천시,2017,2,0
경상북도,영천시,2017,3,0
경상북도,영천시,2017,10,0
경상북도,영천시,2017,11,0
경상북도,영천시,2017,12,167
경상북도,영천시,2018,1,672
경상북도,영천시,2018,2,20
경상북도,영천시,2018,3,0
경상북도,영천시,2018,10,0
경상북도,영천시,2018,11,0
경상북도,영천시,2018,12,223
경상북도,영천시,2019,1,564
경상북도,영천시,2019,2,0
경상북도,영천시,2019,3,0
경상북도,영천시,2019,10,0
경상북도,영천시,2019,11,0
경상북도,영천시,2019,12,700
경상북도,영천시,2020,1,1035
경상북도,영천시,2020,2,0
경상북도,영천시,2020,3,0
경상북도,영천시,2020,10,0
경상북도,영천시,2020,11,0
경상북도,영천시,2020,12,312
경상북도,영천시,2021,1,234
경상북도,영천시,2021,2,0
경상북도,영천시,2021,3,0
충청북도,괴산군,2014,10,0
충청북도,괴산군,2014,11,0
충청북도,괴산군,2014,12,34
충청북도,괴산군,2015,1,0
충청북도,괴산군,2015,2,0
충청북도,괴산군,2015,3,0
충청북도,괴산군,2015,10,0
충청북도,괴산군,2015,11,0
충청북도,괴산군,2015,12,50
충청북도,괴산군,2016,1,119
충청북도,괴산군,2016,2,0
충청북도,괴산군,2016,3,0
충청북도,괴산군,2016,10,0
충청북도,괴산군,2016,11,0
충청북도,괴산군,2016,12,32
충청북도,괴산군,2017,1,77
충청북도,괴산군,2017,2,0
충청북도,괴산군,2017,3,0
충청북도,괴산군,2017,10,0
충청북도,괴산군,2017,11,0
충청북도,괴산군,2017,12,0
충청북도,괴산군,2018,1,0
충청북도,괴산군,2018,2,0
충청북도,괴산군,2018,3,0
충청북도,괴산군,2018,10,0
충청북도,괴산군,2018,11,0
충청북도,괴산군,2018,12,0
충청북도,괴산군,2019,1,0
충청북도,괴산군,2019,2,0
충청북도,괴산군,2019,3,0
충청북도,괴산군,2019,10,0
충청북도,괴산군,2019,11,0
충청북도,괴산군,2019,12,0
충청북도,괴산군,2020,1,0
충청북도,괴산군,2020,2,0
충청북도,괴산군,2020,3,0
충청북도,괴산군,2020,10,0
충청북도,괴산군,2020,11,0
충청북도,괴산군,2020,12,0
충청북도,괴산군,2021,1,0
충청북도,괴산군,2021,2,0
충청북도,괴산군,2021,3,0
충청북도,충주시,2014,10,0
충청북도,충주시,2014,11,0
충청북도,충주시,2014,12,4803
충청북도,충주시,2015,1,0
충청북도,충주시,2015,2,0
충청북도,충주시,2015,3,0
충청북도,충주시,2015,10,0
충청북도,충주시,2015,11,0
충청북도,충주시,2015,12,5433
충청북도,충주시,2016,1,6754
충청북도,충주시,2016,2,0
충청북도,충주시,2016,3,0
충청북도,충주시,2016,10,0
충청북도,충주시,2016,11,0
충청북도,충주시,2016,12,3895
충청북도,충주시,2017,1,4432
충청북도,충주시,2017,2,0
충청북도,충주시,2017,3,0
충청북도,충주시,2017,10,0
충청북도,충주시,2017,11,0
충청북도,충주시,2017,12,5171
충청북도,충주시,2018,1,4012
충청북도,충주시,2018,2,7683
충청북도,충주시,2018,3,0
충청북도,충주시,2018,10,0
충청북도,충주시,2018,11,0
충청북도,충주시,2018,12,7114
충청북도,충주시,2019,1,7159
충청북도,충주시,2019,2,0
충청북도,충주시,2019,3,0
충청북도,충주시,2019,10,0
충청북도,충주시,2019,11,0
충청북도,충주시,2019,12,8085
충청북도,충주시,2020,1,6294
충청북도,충주시,2020,2,0
충청북도,충주시,2020,3,0
충청북도,충주시,2020,10,0
충청북도,충주시,2020,11,6688
충청북도,충주시,2020,12,5367
충청북도,충주시,2021,1,8918
충청북도,충주시,2021,2,6419
충청북도,충주시,2021,3,4031
충청남도,서산시,2014,10,118590
충청남도,서산시,2014,11,160689
충청남도,서산시,2014,12,35568
충청남도,서산시,2015,1,16210
충청남도,서산시,2015,2,10209
충청남도,서산시,2015,3,8974
충청남도,서산시,2015,10,60106
충청남도,서산시,2015,11,113905
충청남도,서산시,2015,12,31321
충청남도,서산시,2016,1,12902
충청남도,서산시,2016,2,17022
충청남도,서산시,2016,3,13240
충청남도,서산시,2016,10,72658
충청남도,서산시,2016,11,68247
충청남도,서산시,2016,12,13434
충청남도,서산시,2017,1,8214
충청남도,서산시,2017,2,18753
충청남도,서산시,2017,3,16734
충청남도,서산시,2017,10,40334
충청남도,서산시,2017,11,59603
충청남도,서산시,2017,12,8155
충청남도,서산시,2018,1,16509
충청남도,서산시,2018,2,9028
충청남도,서산시,2018,3,25504
충청남도,서산시,2018,10,112682
충청남도,서산시,2018,11,84991
충청남도,서산시,2018,12,16241
충청남도,서산시,2019,1,7186
충청남도,서산시,2019,2,8876
충청남도,서산시,2019,3,9391
충청남도,서산시,2019,10,184655
충청남도,서산시,2019,11,48610
충청남도,서산시,2019,12,15746
충청남도,서산시,2020,1,12078
충청남도,서산시,2020,2,12356
충청남도,서산시,2020,3,9843
충청남도,서산시,2020,10,200947
충청남도,서산시,2020,11,113557
충청남도,서산시,2020,12,23397
충청남도,서산시,2021,1,8434
충청남도,서산시,2021,2,18100
충청남도,서산시,2021,3,18503
충청남도,서산시,2014,10,64287
충청남도,서산시,2014,11,45018
충청남도,서산시,2014,12,57356
충청남도,서산시,2015,1,26188
충청남도,서산시,2015,2,13649
충청남도,서산시,2015,3,9707
충청남도,서산시,2015,10,39339
충청남도,서산시,2015,11,46876
충청남도,서산시,2015,12,38695
충청남도,서산시,2016,1,17252
충청남도,서산시,2016,2,18709
충청남도,서산시,2016,3,7033
충청남도,서산시,2016,10,50255
충청남도,서산시,2016,11,127949
충청남도,서산시,2016,12,10949
충청남도,서산시,2017,1,9365
충청남도,서산시,2017,2,22659
충청남도,서산시,2017,3,9957
충청남도,서산시,2017,10,49460
충청남도,서산시,2017,11,12150
충청남도,서산시,2017,12,17117
충청남도,서산시,2018,1,28509
충청남도,서산시,2018,2,10825
충청남도,서산시,2018,3,11854
충청남도,서산시,2018,10,37195
충청남도,서산시,2018,11,46306
충청남도,서산시,2018,12,25967
충청남도,서산시,2019,1,13948
충청남도,서산시,2019,2,8796
충청남도,서산시,2019,3,7491
충청남도,서산시,2019,10,23734
충청남도,서산시,2019,11,24796
충청남도,서산시,2019,12,20569
충청남도,서산시,2020,1,25294
충청남도,서산시,2020,2,13247
충청남도,서산시,2020,3,9296
충청남도,서산시,2020,10,45448
충청남도,서산시,2020,11,39674
충청남도,서산시,2020,12,16251
충청남도,서산시,2021,1,7947
충청남도,서산시,2021,2,11479
충청남도,서산시,2021,3,6096
충청북도,음성군,2014,10,1255
충청북도,음성군,2014,11,2851
충청북도,음성군,2014,12,5521
충청북도,음성군,2015,1,5194
충청북도,음성군,2015,2,3397
충청북도,음성군,2015,3,2420
충청북도,음성군,2015,10,341
충청북도,음성군,2015,11,1266
충청북도,음성군,2015,12,3074
충청북도,음성군,2016,1,4238
충청북도,음성군,2016,2,5205
충청북도,음성군,2016,3,3053
충청북도,음성군,2016,10,1655
충청북도,음성군,2016,11,1774
충청북도,음성군,2016,12,3222
충청북도,음성군,2017,1,3947
충청북도,음성군,2017,2,9273
충청북도,음성군,2017,3,4113
충청북도,음성군,2017,10,2944
충청북도,음성군,2017,11,2880
충청북도,음성군,2017,12,1696
충청북도,음성군,2018,1,1969
충청북도,음성군,2018,2,2237
충청북도,음성군,2018,3,698
충청북도,음성군,2018,10,3036
충청북도,음성군,2018,11,1714
충청북도,음성군,2018,12,1953
충청북도,음성군,2019,1,2618
