년도,주소,시도,시군,축종명,경영체수 합계(건),시설여부(경영체 수),,경영형태(시설 개수),,사육 규모,단위
,,,,,,시설 없음,시설 있음,자영,임차,,
2017,서울특별시서초구,서울특별시,서초구,육계,3,0,3,3,0,165,마리
2017,서울특별시서초구,서울특별시,서초구,소계,3,0,3,3,0,165,마리
2017,서울특별시송파구,서울특별시,송파구,육계,1,1,0,1,0,2,마리
2017,서울특별시송파구,서울특별시,송파구,소계,1,1,0,1,0,2,마리
2017,부산광역시북구,부산광역시,북구,육계,1,0,1,1,0,60,마리
2017,부산광역시북구,부산광역시,북구,소계,1,0,1,1,0,60,마리
2017,부산광역시해운대구,부산광역시,해운대구,육계,3,0,3,3,0,267,마리
2017,부산광역시해운대구,부산광역시,해운대구,소계,3,0,3,3,0,267,마리
2017,부산광역시금정구,부산광역시,금정구,육계,3,0,3,3,0,1050,마리
2017,부산광역시금정구,부산광역시,금정구,소계,3,0,3,3,0,1050,마리
2017,부산광역시강서구,부산광역시,강서구,육계,14,0,14,7,7,103542,마리
2017,부산광역시강서구,부산광역시,강서구,오리,1,0,1,1,0,40,마리
2017,부산광역시강서구,부산광역시,강서구,꿩,1,0,1,1,0,10,마리
2017,부산광역시강서구,부산광역시,강서구,소계,16,0,16,9,7,103592,마리
2017,부산광역시연제구,부산광역시,연제구,육계,1,0,1,1,0,80,마리
2017,부산광역시연제구,부산광역시,연제구,소계,1,0,1,1,0,80,마리
2017,부산광역시기장군,부산광역시,기장군,육계,18,0,19,18,1,19847,마리
2017,부산광역시기장군,부산광역시,기장군,오리,5,0,5,5,0,2104,마리
2017,부산광역시기장군,부산광역시,기장군,소계,23,0,24,23,1,21951,마리
2017,대구광역시동구,대구광역시,동구,육계,5,1,4,5,0,638,마리
2017,대구광역시동구,대구광역시,동구,꿩,1,0,1,1,0,800,마리
2017,대구광역시동구,대구광역시,동구,소계,6,1,5,6,0,1438,마리
2017,대구광역시북구,대구광역시,북구,육계,1,0,1,1,0,50,마리
2017,대구광역시북구,대구광역시,북구,소계,1,0,1,1,0,50,마리
2017,대구광역시수성구,대구광역시,수성구,육계,2,0,2,2,0,230,마리
2017,대구광역시수성구,대구광역시,수성구,소계,2,0,2,2,0,230,마리
2017,대구광역시달서구,대구광역시,달서구,육계,2,1,1,2,0,60,마리
2017,대구광역시달서구,대구광역시,달서구,소계,2,1,1,2,0,60,마리
2017,대구광역시달성군,대구광역시,달성군,육계,7,1,7,8,0,66390,마리
2017,대구광역시달성군,대구광역시,달성군,메추리,1,0,1,1,0,100000,마리
2017,대구광역시달성군,대구광역시,달성군,꿩,2,0,2,2,0,3500,마리
2017,대구광역시달성군,대구광역시,달성군,소계,10,1,10,11,0,169890,마리
2017,인천광역시중구,인천광역시,중구,육계,8,0,8,8,0,13830,마리
2017,인천광역시중구,인천광역시,중구,칠면조,1,1,0,1,0,4,마리
2017,인천광역시중구,인천광역시,중구,오리,1,0,1,1,0,250,마리
2017,인천광역시중구,인천광역시,중구,소계,10,1,9,10,0,14084,마리
2017,인천광역시남구,인천광역시,남구,육계,1,0,1,0,1,50,마리
2017,인천광역시남구,인천광역시,남구,오리,1,0,1,0,1,3,마리
2017,인천광역시남구,인천광역시,남구,소계,2,0,2,0,2,53,마리
2017,인천광역시연수구,인천광역시,연수구,육계,1,0,1,1,0,200,마리
2017,인천광역시연수구,인천광역시,연수구,소계,1,0,1,1,0,200,마리
2017,인천광역시남동구,인천광역시,남동구,육계,9,0,9,7,2,12280,마리
2017,인천광역시남동구,인천광역시,남동구,오리,3,0,3,2,1,106,마리
2017,인천광역시남동구,인천광역시,남동구,소계,12,0,12,9,3,12386,마리
2017,인천광역시계양구,인천광역시,계양구,육계,2,0,2,2,0,580,마리
2017,인천광역시계양구,인천광역시,계양구,소계,2,0,2,2,0,580,마리
2017,인천광역시서구,인천광역시,서구,육계,5,0,5,5,0,45240,마리
2017,인천광역시서구,인천광역시,서구,메추리,1,0,1,0,1,100000,마리
2017,인천광역시서구,인천광역시,서구,소계,6,0,6,5,1,145240,마리
2017,인천광역시강화군,인천광역시,강화군,육계,39,2,39,38,3,1193833,마리
2017,인천광역시강화군,인천광역시,강화군,오리,2,0,2,2,0,515,마리
2017,인천광역시강화군,인천광역시,강화군,메추리,4,0,4,4,0,325000,마리
2017,인천광역시강화군,인천광역시,강화군,소계,45,2,45,44,3,1519348,마리
2017,인천광역시옹진군,인천광역시,옹진군,육계,6,0,6,5,1,6600,마리
2017,인천광역시옹진군,인천광역시,옹진군,소계,6,0,6,5,1,6600,마리
2017,광주광역시서구,광주광역시,서구,육계,3,1,2,3,0,850,마리
2017,광주광역시서구,광주광역시,서구,오리,2,0,4,0,4,35600,마리
2017,광주광역시서구,광주광역시,서구,소계,5,1,6,3,4,36450,마리
2017,광주광역시남구,광주광역시,남구,육계,7,1,6,7,0,10231,마리
2017,광주광역시남구,광주광역시,남구,오리,2,0,2,2,0,2200,마리
2017,광주광역시남구,광주광역시,남구,소계,9,1,8,9,0,12431,마리
2017,광주광역시북구,광주광역시,북구,육계,10,1,9,9,1,7300,마리
2017,광주광역시북구,광주광역시,북구,소계,10,1,9,9,1,7300,마리
2017,광주광역시광산구,광주광역시,광산구,육계,23,9,15,20,4,162296,마리
2017,광주광역시광산구,광주광역시,광산구,오리,9,1,10,8,3,23272,마리
2017,광주광역시광산구,광주광역시,광산구,메추리,2,0,3,3,0,135000,마리
2017,광주광역시광산구,광주광역시,광산구,소계,34,10,28,31,7,320568,마리
2017,대전광역시동구,대전광역시,동구,육계,7,0,8,6,2,40870,마리
2017,대전광역시동구,대전광역시,동구,오리,1,0,1,1,0,6,마리
2017,대전광역시동구,대전광역시,동구,소계,8,0,9,7,2,40876,마리
2017,대전광역시중구,대전광역시,중구,육계,3,0,3,2,1,270,마리
2017,대전광역시중구,대전광역시,중구,소계,3,0,3,2,1,270,마리
2017,대전광역시서구,대전광역시,서구,육계,9,0,9,8,1,30462,마리
2017,대전광역시서구,대전광역시,서구,오리,1,0,1,1,0,300,마리
2017,대전광역시서구,대전광역시,서구,소계,10,0,10,9,1,30762,마리
2017,대전광역시유성구,대전광역시,유성구,육계,25,1,25,22,4,77330,마리
2017,대전광역시유성구,대전광역시,유성구,오리,1,0,1,1,0,4,마리
2017,대전광역시유성구,대전광역시,유성구,소계,26,1,26,23,4,77334,마리
2017,대전광역시대덕구,대전광역시,대덕구,육계,5,1,4,5,0,200,마리
2017,대전광역시대덕구,대전광역시,대덕구,오리,1,0,1,1,0,50,마리
