주소,축종,사육수,진단일,발생일,지역코드,지역명,시도,시군구,location,date,avg_temperature(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%)
경기도 평택시 안중읍 성해리,닭-기타,35000,20110207,20110207,232,천안,경기도,평택시,천안,20110207,1.5,0.0,1.8,70.4
경기도 평택시 오성면 길음리,닭-산란계,35000,20161228,20161222,232,천안,경기도,평택시,천안,20161222,7.5,11.0,3.3,85.5
경기도 평택시 오성면 안화리,닭-비분류,72962,20161226,20161220,232,천안,경기도,평택시,천안,20161220,5.4,0.0,0.6,86.3
경기도 평택시 오성면 양교리,닭-산란계,486000,20180318,20180316,232,천안,경기도,평택시,천안,20180316,5.5,0.1,3.5,67.6
경기도 평택시 청북면 고잔리,닭-산란계,570100,20161207,20161203,232,천안,경기도,평택시,천안,20161203,1.4,0.0,0.5,72.0
경기도 평택시 청북면 고잔리,닭-산란계,110,20140312,20140306,232,천안,경기도,평택시,천안,20140306,1.3,0.0,2.9,40.8
경기도 평택시 청북면 삼계리,닭-종계,25113,20161220,20161215,232,천안,경기도,평택시,천안,20161215,-2.2,0.0,2.1,46.6
경기도 평택시 청북면 현곡리,꿩,2000,20110125,20110125,232,천안,경기도,평택시,천안,20110125,-9.0,0.0,1.2,76.5
경기도 평택시 청북읍 고잔리,닭-산란계,26500,20201229,20201228,232,천안,경기도,평택시,천안,20201228,3.3,0.0,0.5,82.6
경기도 평택시 청북읍 고잔리,닭-산란계,143000,20180128,20180127,232,천안,경기도,평택시,천안,20180127,-10.4,0.0,1.1,53.0
경기도 평택시 청북읍 한산리,닭-종계,20000,20161218,20161211,232,천안,경기도,평택시,천안,20161211,-3.1,0.0,0.6,64.4
경기도 평택시 팽성읍 대사리,닭-산란계,239200,20210211,20210209,232,천안,경기도,평택시,천안,20210209,-1.6,0.0,1.3,0.0
경기도 평택시 팽성읍 대사리,닭-산란계,370000,20161224,20161222,232,천안,경기도,평택시,천안,20161222,7.5,11.0,3.3,85.5
경기도 평택시 팽성읍 대사리,오리-종오리,12800,20161216,20161210,232,천안,경기도,평택시,천안,20161210,-1.7,0.0,0.9,60.4
경기도 평택시 팽성읍 대사리,오리-종오리,18600,20140225,20140223,232,천안,경기도,평택시,천안,20140223,1.6,0.0,1.1,64.5
경기도 평택시 팽성읍 대사리,닭-종계,25000,20110125,20110125,232,천안,경기도,평택시,천안,20110125,-9.0,0.0,1.2,76.5
경기도 평택시 포승면 석정리,닭-산란계,22597,20080414,20080414,232,천안,경기도,평택시,천안,20080414,11.0,0.0,1.6,61.4
경기도 평택시 포승면 석정리,닭-산란계,22597,20080416,20080416,232,천안,경기도,평택시,천안,20080416,15.1,0.0,1.4,57.8
경기도 평택시 포승읍 도곡리,닭-종계,25000,20161230,20161225,232,천안,경기도,평택시,천안,20161225,-0.4,0.0,0.5,83.9
경기도 평택시 포승읍 석정리,오리-육용오리,10000,20161228,20161223,232,천안,경기도,평택시,천안,20161223,-0.3,2.3,2.6,82.3
경기도 평택시 포승읍 홍원리,닭-산란계,66000,20161224,20161218,232,천안,경기도,평택시,천안,20161218,2.0,0.0,0.7,82.3
경기도 포천시 관인면 사정리,닭-종계,38496,20161222,20161217,98,동두천,경기도,포천시,동두천,20161217,2.5,0.0,1.0,59.1
경기도 포천시 관인면 탄동리,닭-산란계,160000,20161209,20161203,98,동두천,경기도,포천시,동두천,20161203,3.7,0.0,0.9,62.6
경기도 포천시 선단동,닭-산란계,180000,20210113,20210112,98,동두천,경기도,포천시,동두천,20210112,-6.6,1.9,1.0,85.5
경기도 포천시 신북면 삼성당리,닭-산란계,39000,20210127,20210126,98,동두천,경기도,포천시,동두천,20210126,3.5,0.8,1.2,87.1
경기도 포천시 영북면 문암리,닭-산란계,30000,20161216,20161210,98,동두천,경기도,포천시,동두천,20161210,-2.2,0.0,1.4,49.5
경기도 포천시 영북면 야미리,닭-산란계,37000,20161220,20161213,98,동두천,경기도,포천시,동두천,20161213,2.6,0.0,1.7,58.1
경기도 포천시 영북면 야미리,닭-산란계,11000,20161222,20161216,98,동두천,경기도,포천시,동두천,20161216,-5.3,0.0,1.2,46.1
경기도 포천시 영북면 야미리,닭-산란계,25926,20161220,20161210,98,동두천,경기도,포천시,동두천,20161210,-2.2,0.0,1.4,49.5
경기도 포천시 영북면 야미리,닭-산란계,50000,20161216,20161210,98,동두천,경기도,포천시,동두천,20161210,-2.2,0.0,1.4,49.5
경기도 포천시 영북면 야미리,닭-산란계,188000,20161209,20161204,98,동두천,경기도,포천시,동두천,20161204,3.9,0.0,0.7,69.9
경기도 포천시 영북면 자일리,닭-산란계,198400,20180104,20180103,98,동두천,경기도,포천시,동두천,20180103,-5.4,0.0,1.5,42.9
경기도 포천시 영북면 자일리,고양이-코리아숏헤어,7,20170102,20161230,98,동두천,경기도,포천시,동두천,20161230,-4.3,0.0,0.9,54.4
경기도 포천시 영북면 자일리,고양이-코리아숏헤어,7,20161231,20161226,98,동두천,경기도,포천시,동두천,20161226,1.5,0.0,0.9,74.6
경기도 포천시 영북면 자일리,고양이-코리아숏헤어,7,20161231,20161226,98,동두천,경기도,포천시,동두천,20161226,1.5,0.0,0.9,74.6
경기도 포천시 영북면 자일리,닭-산란계,68014,20161210,20161206,98,동두천,경기도,포천시,동두천,20161206,-1.4,0.0,1.7,35.6
경기도 포천시 영북면 자일리,닭-산란계,71200,20161210,20161205,98,동두천,경기도,포천시,동두천,20161205,5.8,0.2,2.4,64.8
경기도 포천시 영북면 자일리,닭-산란계,24030,20161209,20161204,98,동두천,경기도,포천시,동두천,20161204,3.9,0.0,0.7,69.9
경기도 포천시 영북면 자일리,닭-산란계,30000,20161209,20161204,98,동두천,경기도,포천시,동두천,20161204,3.9,0.0,0.7,69.9
경기도 포천시 영북면 자일리,닭-산란계,37000,20161209,20161202,98,동두천,경기도,포천시,동두천,20161202,0.9,0.0,1.1,50.3
경기도 포천시 영북면 자일리,닭-산란계,24500,20161207,20161202,98,동두천,경기도,포천시,동두천,20161202,0.9,0.0,1.1,50.3
경기도 포천시 영북면 자일리,닭-산란계,28000,20161207,20161202,98,동두천,경기도,포천시,동두천,20161202,0.9,0.0,1.1,50.3
경기도 포천시 영북면 자일리,닭-산란계,35824,20161207,20161202,98,동두천,경기도,포천시,동두천,20161202,0.9,0.0,1.1,50.3
경기도 포천시 영북면 자일리,닭-산란계,31900,20161207,20161202,98,동두천,경기도,포천시,동두천,20161202,0.9,0.0,1.1,50.3
경기도 포천시 영북면 자일리,닭-산란계,299000,20161125,20161122,98,동두천,경기도,포천시,동두천,20161122,2.3,0.0,2.9,40.0
경기도 포천시 영중면 거사리,닭-산란계,189738,20210227,20210226,98,동두천,경기도,포천시,동두천,20210226,4.8,0.0,1.6,48.0
경기도 포천시 영중면 거사리,닭-산란계,134000,20150126,20150122,98,동두천,경기도,포천시,동두천,20150122,1.7,0.0,1.9,63.6
경기도 포천시 영중면 성동리,닭-산란계,43000,20161222,20161216,98,동두천,경기도,포천시,동두천,20161216,-5.3,0.0,1.2,46.1
경기도 포천시 이동면 노곡리,닭-산란계,106503,20170127,20170124,98,동두천,경기도,포천시,동두천,20170124,-8.1,0.0,1.1,51.6
경기도 포천시 일동면 길명리,닭-토종닭,1135,20150428,20150424,98,동두천,경기도,포천시,동두천,20150424,15.3,0.0,2.1,37.4
경기도 포천시 창수면 주원리,닭-산란계,160000,20210208,20210207,98,동두천,경기도,포천시,동두천,20210207,3.1,0.0,1.9,65.8
경기도 포천시 창수면 주원리,닭-산란계,130000,20161224,20161219,98,동두천,경기도,포천시,동두천,20161219,6.5,0.3,0.9,71.5
경기도 포천시 창수면 주원리,닭-산란계,331778,20161218,20161212,98,동두천,경기도,포천시,동두천,20161212,-0.1,0.0,0.9,54.3
경기도 포천시 창수면 추동리,닭-백세미,48000,20150423,20150420,98,동두천,경기도,포천시,동두천,20150420,12.0,6.9,1.8,66.9
경기도 포천시 창수면 추동리,닭-토종닭,11000,20150423,20150420,98,동두천,경기도,포천시,동두천,20150420,12.0,6.9,1.8,66.9
경기도 포천시 화현면 지현리,닭-산란계,15000,20170202,20170124,98,동두천,경기도,포천시,동두천,20170124,-8.1,0.0,1.1,51.6
경기도 화성시 남양읍 신남리,닭-산란계,90000,20201217,20201216,119,수원,경기도,화성시,수원,20201216,-7.0,0.0,2.6,43.6
경기도 화성시 남양읍 온석리,닭-육계,60000,20170109,20170103,119,수원,경기도,화성시,수원,20170103,1.8,0.0,1.2,75.5
경기도 화성시 남양읍 온석리,닭-산란계,48000,20170105,20170101,119,수원,경기도,화성시,수원,20170101,2.9,0.0,0.7,85.8
경기도 화성시 남양읍 온석리,닭-산란계,300000,20170105,20170101,119,수원,경기도,화성시,수원,20170101,2.9,0.0,0.7,85.8
경기도 화성시 남양읍 온석리,닭-산란계,154800,20140228,20140227,119,수원,경기도,화성시,수원,20140227,6.7,0.0,1.6,69.8
경기도 화성시 남양읍 장덕리,닭-육계,41268,20170114,20170108,119,수원,경기도,화성시,수원,20170108,7.1,0.0,1.7,62.4
경기도 화성시 마도면 청원리,닭-토종닭,30000,20170125,20170121,119,수원,경기도,화성시,수원,20170121,-4.9,1.8,1.3,87.6
경기도 화성시 서신면 전곡리,닭-종계,18000,20140130,20140128,119,수원,경기도,화성시,수원,20140128,1.1,0.4,1.7,62.3
경기도 화성시 양감면 사창리,닭-산란계,602000,20210124,20210123,119,수원,경기도,화성시,수원,20210123,7.9,0.0,2.3,71.9
경기도 화성시 양감면 사창리,닭-산란계,14000,20161214,20161207,119,수원,경기도,화성시,수원,20161207,2.2,0.0,1.5,65.6
경기도 화성시 양감면 사창리,닭-종계,23286,20161201,20161129,119,수원,경기도,화성시,수원,20161129,1.4,0.0,0.8,51.5
경기도 화성시 온석동,오리-육용오리,6452,20140212,20140211,119,수원,경기도,화성시,수원,20140211,0.7,0.0,2.4,48.3
경기도 화성시 온석동,닭-종계,17000,20140211,20140209,119,수원,경기도,화성시,수원,20140209,-0.8,0.0,2.2,78.6
경기도 화성시 온석동,닭-육계,27000,20140211,20140206,119,수원,경기도,화성시,수원,20140206,-0.9,0.0,0.8,38.8
경기도 화성시 우정읍 매향리,닭-산란계,46000,20161220,20161216,119,수원,경기도,화성시,수원,20161216,-3.6,0.0,1.7,43.8
경기도 화성시 팔탄면 구장리,닭-산란계,150000,20210218,20210217,119,수원,경기도,화성시,수원,20210217,-7.9,0.0,5.3,53.5
경기도 화성시 팔탄면 구장리,닭-산란계,147700,20180127,20180126,119,수원,경기도,화성시,수원,20180126,-13.5,0.0,2.7,36.6
경기도 화성시 팔탄면 서근리,오리-종오리,8000,20110210,20110210,119,수원,경기도,화성시,수원,20110210,-2.2,0.0,1.2,52.9
경기도 화성시 팔탄면 율암리,닭-산란계,29835,20170125,20170120,119,수원,경기도,화성시,수원,20170120,-3.7,3.9,2.6,74.9
경기도 화성시 팔탄면 율암리,오리-육용오리,9200,20140211,20140207,119,수원,경기도,화성시,수원,20140207,3.3,0.0,3.2,50.5
경기도 화성시 팔탄면 율암리,닭-산란계,26100,20140217,20140214,119,수원,경기도,화성시,수원,20140214,2.6,0.0,2.0,54.5
경기도 화성시 향남읍 상신리,닭-산란계,310000,20201223,20201222,119,수원,경기도,화성시,수원,20201222,1.6,0.7,1.3,75.9
경상남도 거창군 가조면 동례리,오리-육용오리,20400,20210110,20210109,284,거창,경상남도,거창군,거창,20210109,-9.0,0.0,1.7,57.8
경상남도 고성군 거류면 은월리,닭-토종닭,850,20170613,20170610,162,통영,경상남도,고성군,통영,20170610,20.9,0.0,2.4,82.3
경상남도 고성군 거류면 은월리,개-기타,3,20150201,20150123,162,통영,경상남도,고성군,통영,20150123,4.2,0.0,1.4,73.3
경상남도 고성군 거류면 은월리,오리-육용오리,14000,20150124,20150119,162,통영,경상남도,고성군,통영,20150119,5.5,0.0,3.6,49.3
경상남도 고성군 대가면 갈천리,닭-토종닭,131,20170613,20170609,162,통영,경상남도,고성군,통영,20170609,21.5,0.0,2.1,71.8
경상남도 고성군 마암면 두호리,오리-육용오리,11000,20161229,20161225,162,통영,경상남도,고성군,통영,20161225,6.7,0.0,2.3,73.0
경상남도 고성군 마암면 삼락리,오리-육용오리,14000,20210115,20210112,162,통영,경상남도,고성군,통영,20210112,1.2,0.0,2.3,59.0
경상남도 고성군 마암면 삼락리,오리-육용오리,9800,20210115,20210112,162,통영,경상남도,고성군,통영,20210112,1.2,0.0,2.3,59.0
경상남도 고성군 마암면 삼락리,오리-육용오리,18500,20210115,20210112,162,통영,경상남도,고성군,통영,20210112,1.2,0.0,2.3,59.0
경상남도 고성군 마암면 삼락리,오리-육용오리,10500,20210112,20210111,162,통영,경상남도,고성군,통영,20210111,0.2,0.0,1.9,64.6
경상남도 고성군 마암면 삼락리,오리-육용오리,15000,20161231,20161226,162,통영,경상남도,고성군,통영,20161226,7.8,21.9,3.3,92.6
경상남도 밀양시 초동면 덕산리,닭-토종닭,9400,20140130,20140128,288,밀양,경상남도,밀양시,밀양,20140128,3.0,0.0,1.1,56.9
경상남도 양산시 동면 내송리,닭-토종닭,150,20110224,20110224,257,양산시,경상남도,양산시,양산시,20110224,10.6,0.0,2.7,61.1
경상남도 양산시 명곡동,닭-토종닭,20,20141222,20141211,257,양산시,경상남도,양산시,양산시,20141211,6.7,0.0,2.3,49.8
경상남도 양산시 상북면 상삼리,닭-산란계,59905,20080514,20080514,288,밀양,경상남도,양산시,밀양,20080514,14.0,0.0,1.1,68.9
경상남도 양산시 상북면 상삼리,닭-산란계,59905,20080513,20080513,288,밀양,경상남도,양산시,밀양,20080513,12.3,10.0,1.7,76.3
경상남도 양산시 상북면 좌삼리,닭-산란계,53397,20161226,20161225,257,양산시,경상남도,양산시,양산시,20161225,6.7,0.0,1.1,75.8
경상남도 양산시 원동면 화제리,닭-토종닭,441,20170607,20170603,257,양산시,경상남도,양산시,양산시,20170603,21.1,0.0,2.3,56.5
경상남도 양산시 하북면 백록리,닭-산란계,17000,20040113,20040113,288,밀양,경상남도,양산시,밀양,20040113,-0.4,0.0,3.5,34.6
경상남도 진주시 수곡면 대천리,오리-육용오리,22000,20210109,20210108,192,진주,경상남도,진주시,진주,20210108,-9.1,0.0,1.0,48.0
경상남도 통영시 도산면 오륜리,칠면조-비분류,4651,20210219,20210218,162,통영,경상남도,통영시,통영,20210218,-1.6,0.0,3.5,48.0
경상남도 하동군 옥종면 문암리,오리-육용오리,13100,20210118,20210116,192,진주,경상남도,하동군,진주,20210116,2.4,0.0,1.3,48.6
경상남도 하동군 옥종면 문암리,오리-육용오리,15900,20210116,20210114,192,진주,경상남도,하동군,진주,20210114,3.3,0.0,0.5,69.9
경상남도 하동군 적량면 고절리,닭-산란계,3500,20140415,20140411,192,진주,경상남도,하동군,진주,20140411,12.0,0.0,0.9,53.9
경상남도 하동군 진교면 고이리,오리-육용오리,3151,20170302,20170227,192,진주,경상남도,하동군,진주,20170227,5.1,0.0,0.8,60.1
경상북도 경산시 갑제동,닭-기타,14700,20080513,20080513,281,영천,경상북도,경산시,영천,20080513,12.0,15.0,2.3,76.1
경상북도 경산시 갑제동,닭-기타,14700,20080514,20080514,281,영천,경상북도,경산시,영천,20080514,13.3,2.0,1.4,69.4
경상북도 경주시 내남면 이조리,메추리-비분류,10900,20210101,20201231,283,경주시,경상북도,경주시,경주시,20201231,-5.1,0.0,4.4,46.8
경상북도 경주시 산내면 대현리,닭-토종닭,130,20141201,20141124,283,경주시,경상북도,경주시,경주시,20141124,9.2,24.0,1.9,91.8
경상북도 경주시 안강읍 육통리,닭-산란계,10650,20031224,20031224,138,포항,경상북도,경주시,포항,20031224,8.4,0.0,2.1,47.5
경상북도 경주시 안강읍 육통리,닭-산란계,10650,20031221,20031221,138,포항,경상북도,경주시,포항,20031221,1.4,0.0,4.2,36.6
경상북도 경주시 안강읍 육통리,닭-산란계,144000,20031224,20031224,138,포항,경상북도,경주시,포항,20031224,8.4,0.0,2.1,47.5
경상북도 경주시 안강읍 육통리,닭-산란계,144000,20031224,20031224,138,포항,경상북도,경주시,포항,20031224,8.4,0.0,2.1,47.5
경상북도 경주시 천북면 신당리,닭-산란계,8000,20201226,20201225,283,경주시,경상북도,경주시,경주시,20201225,0.8,0.0,3.8,47.8
경상북도 경주시 천북면 신당리,닭-산란계,30000,20140312,20140307,283,경주시,경상북도,경주시,경주시,20140307,2.0,0.0,3.9,22.3
경상북도 경주시 천북면 화산리,닭-산란계,60000,20140312,20140310,283,경주시,경상북도,경주시,경주시,20140310,2.6,0.0,3.0,32.1
경상북도 구미시 선산읍 죽장리,닭-삼계,28000,20201215,20201214,279,구미,경상북도,구미시,구미,20201214,-3.2,0.0,2.1,35.1
경상북도 문경시 농암면 사현리,닭-산란계,38000,20210113,20210112,273,문경,경상북도,문경시,문경,20210112,-3.5,0.4,1.0,65.1
경상북도 상주시 공성면 무곡리,닭-산란계,188000,20201202,20201201,137,상주,경상북도,상주시,상주,20201201,1.9,0.0,1.0,48.4
경상북도 성주군 용암면 덕평리,닭-산란계,201000,20110123,20110123,279,구미,경상북도,성주군,구미,20110123,-1.4,0.0,1.5,47.5
경상북도 영주시 장수면 호문리,오리-종오리,7200,20210217,20210215,272,영주,경상북도,영주시,영주,20210215,2.5,0.3,6.9,65.8
경상북도 영천시 서산동,닭-산란계,18000,20110322,20110322,281,영천,경상북도,영천시,영천,20110322,5.2,0.0,3.3,36.0
경상북도 영천시 오미동,닭-기타,66,20080501,20080501,281,영천,경상북도,영천시,영천,20080501,19.0,0.0,1.5,58.5
경상북도 영천시 오미동,닭-기타,66,20080501,20080501,281,영천,경상북도,영천시,영천,20080501,19.0,0.0,1.5,58.5
경상북도 영천시 오수동,닭-산란계,13200,20110406,20110406,281,영천,경상북도,영천시,영천,20110406,11.7,0.3,1.9,49.5
경상북도 포항시 북구 청하면 신흥리,닭-산란계,240000,20210131,20210130,138,포항,경상북도,포항시,포항,20210130,2.3,0.0,2.6,38.1
광주광역시 광산구 신창동,오리-육용오리,10298,20150927,20150922,156,광주,광주광역시,광주광역시,광주,20150922,22.7,0.0,1.4,66.8
광주광역시 북구 우산동,오리-육용오리,28,20150921,20150916,156,광주,광주광역시,광주광역시,광주,20150916,20.0,0.0,2.0,69.6
대구광역시 달성군 옥포면 본리리,닭-토종닭,50,20140619,20140616,143,대구,대구광역시,대구광역시,대구,20140616,26.7,0.0,2.1,41.3
대구광역시 동구 도동,닭-토종닭,160,20170623,20170621,143,대구,대구광역시,대구광역시,대구,20170621,24.2,1.0,1.5,68.1
대구광역시 수성구 만촌동,닭-육계,6,20080502,20080502,143,대구,대구광역시,대구광역시,대구,20080502,23.3,0.0,1.5,49.1
대구광역시 수성구 만촌동,닭-육계,6,20080502,20080502,143,대구,대구광역시,대구광역시,대구,20080502,23.3,0.0,1.5,49.1
부산광역시 강서구 대저1동,오리-육용오리,229,20080507,20080507,159,부산,부산광역시,부산광역시,부산,20080507,18.0,0.0,4.4,58.4
부산광역시 강서구 대저2동,닭-토종닭,880,20150121,20150113,159,부산,부산광역시,부산광역시,부산,20150113,6.1,0.0,1.1,58.0
부산광역시 강서구 대저2동,관상조류-기러기,880,20150121,20150113,159,부산,부산광역시,부산광역시,부산,20150113,6.1,0.0,1.1,58.0
부산광역시 기장군 일광면 삼성리,닭-토종닭,24,20161216,20161215,159,부산,부산광역시,부산광역시,부산,20161215,2.2,0.0,3.8,45.3
부산광역시 기장군 일광면 용천리,닭-토종닭,18,20170609,20170607,159,부산,부산광역시,부산광역시,부산,20170607,19.2,18.3,4.3,85.0
부산광역시 기장군 장안읍 오리,닭-토종닭,6000,20170607,20170604,159,부산,부산광역시,부산광역시,부산,20170604,20.0,0.0,2.3,50.1
부산광역시 기장군 장안읍 장안리,닭-기타,320,20080510,20080510,159,부산,부산광역시,부산광역시,부산,20080510,12.8,2.0,5.2,68.9
부산광역시 해운대구 반여동,닭-기타,26,20080510,20080510,159,부산,부산광역시,부산광역시,부산,20080510,12.8,2.0,5.2,68.9
서울특별시 광진구 자양동,닭-산란계,85,20080506,20080506,108,서울,서울특별시,서울특별시,서울,20080506,17.2,0.0,4.0,30.1
서울특별시 광진구 자양동,닭-산란계,85,20080505,20080505,108,서울,서울특별시,서울특별시,서울,20080505,15.8,0.1,3.6,49.3
서울특별시 송파구 장지동,오리-기타,9653,20080511,20080511,108,서울,서울특별시,서울특별시,서울,20080511,16.0,0.0,2.8,42.4
서울특별시 송파구 장지동,오리-기타,9653,20080511,20080511,108,서울,서울특별시,서울특별시,서울,20080511,16.0,0.0,2.8,42.4
세종특별자치시 부강면 등곡리,닭-산란계,140000,20210105,20210104,239,세종,세종특별자치시,세종특별자치시,세종,20210104,-3.4,0.0,0.7,60.9
세종특별자치시 부강면 등곡리,닭-산란계,70000,20161208,20161206,133,대전,세종특별자치시,세종특별자치시,대전,20161206,1.2,0.0,1.6,48.4
세종특별자치시 부강면 등곡리,닭-산란계,70000,20140314,20140310,133,대전,세종특별자치시,세종특별자치시,대전,20140310,2.5,0.0,1.7,51.8
세종특별자치시 소정면 고등리,닭-토종닭,49000,20161228,20161225,133,대전,세종특별자치시,세종특별자치시,대전,20161225,1.3,0.0,0.7,79.1
세종특별자치시 소정면 고등리,닭-산란계,318000,20161217,20161215,133,대전,세종특별자치시,세종특별자치시,대전,20161215,-1.4,0.0,2.1,55.6
세종특별자치시 소정면 고등리,닭-산란계,37000,20161214,20161212,133,대전,세종특별자치시,세종특별자치시,대전,20161212,4.3,0.0,0.7,56.4
세종특별자치시 소정면 고등리,닭-산란계,311500,20140307,20140303,133,대전,세종특별자치시,세종특별자치시,대전,20140303,4.8,0.0,1.0,42.8
세종특별자치시 소정면 대곡리,닭-산란계,60500,20161229,20161226,133,대전,세종특별자치시,세종특별자치시,대전,20161226,3.1,10.8,0.7,92.4
세종특별자치시 소정면 대곡리,닭-산란계,210000,20161217,20161214,133,대전,세종특별자치시,세종특별자치시,대전,20161214,0.0,0.0,1.1,74.9
세종특별자치시 소정면 대곡리,닭-산란계,104400,20161217,20161214,133,대전,세종특별자치시,세종특별자치시,대전,20161214,0.0,0.0,1.1,74.9
세종특별자치시 소정면 대곡리,닭-산란계,110000,20161215,20161213,133,대전,세종특별자치시,세종특별자치시,대전,20161213,4.5,0.0,1.1,74.9
세종특별자치시 소정면 대곡리,닭-산란계,25000,20161214,20161212,133,대전,세종특별자치시,세종특별자치시,대전,20161212,4.3,0.0,0.7,56.4
세종특별자치시 소정면 대곡리,닭-산란계,30600,20140314,20140312,133,대전,세종특별자치시,세종특별자치시,대전,20140312,4.1,33.3,0.6,85.9
세종특별자치시 소정면 소정리,닭-산란계,130800,20140328,20140325,133,대전,세종특별자치시,세종특별자치시,대전,20140325,14.9,4.8,1.0,78.5
세종특별자치시 연동면 문주리,닭-산란계,400000,20161214,20161212,133,대전,세종특별자치시,세종특별자치시,대전,20161212,4.3,0.0,0.7,56.4
세종특별자치시 연동면 응암리,닭-토종닭,1000,20161207,20161205,133,대전,세종특별자치시,세종특별자치시,대전,20161205,8.9,0.2,1.9,69.1
세종특별자치시 연서면 봉암리,닭-산란계,102000,20161222,20161220,133,대전,세종특별자치시,세종특별자치시,대전,20161220,8.2,0.0,0.8,82.9
세종특별자치시 전동면 노장리,닭-산란계,79700,20161220,20161218,133,대전,세종특별자치시,세종특별자치시,대전,20161218,3.8,0.0,0.6,78.5
세종특별자치시 전동면 보덕리,닭-산란계,700000,20161128,20161126,133,대전,세종특별자치시,세종특별자치시,대전,20161126,0.2,3.0,0.7,87.5
세종특별자치시 전동면 심중리,오리-육용오리,7500,20161203,20161201,133,대전,세종특별자치시,세종특별자치시,대전,20161201,5.6,0.0,2.0,65.3
세종특별자치시 전의면 유천리,닭-산란계,94000,20161216,20161214,133,대전,세종특별자치시,세종특별자치시,대전,20161214,0.0,0.0,1.1,74.9
세종특별자치시 전의면 유천리,닭-산란계,150000,20161214,20161212,133,대전,세종특별자치시,세종특별자치시,대전,20161212,4.3,0.0,0.7,56.4
울산광역시 남구 상개동,닭-토종닭,236,20170607,20170605,152,울산,울산광역시,울산광역시,울산,20170605,18.0,0.0,2.6,69.6
울산광역시 남구 상개동,닭-토종닭,91,20150216,20150211,152,울산,울산광역시,울산광역시,울산,20150211,5.1,0.0,1.9,48.5
울산광역시 남구 상개동,닭-토종닭,73,20150216,20150211,152,울산,울산광역시,울산광역시,울산,20150211,5.1,0.0,1.9,48.5
울산광역시 울주군 상북면 명촌리,닭-육계,3610,20031227,20031227,152,울산,울산광역시,울산광역시,울산,20031227,0.3,0.0,3.2,29.4
울산광역시 울주군 상북면 명촌리,닭-육계,3610,20031227,20031227,152,울산,울산광역시,울산광역시,울산,20031227,0.3,0.0,3.2,29.4
울산광역시 울주군 서생면 나사리,닭-토종닭,7000,20140430,20140423,152,울산,울산광역시,울산광역시,울산,20140423,16.2,0.0,1.9,46.0
울산광역시 울주군 언양읍 다개리,닭-토종닭,15,20170607,20170605,152,울산,울산광역시,울산광역시,울산,20170605,18.0,0.0,2.6,69.6
울산광역시 울주군 온산읍 삼평리,닭-토종닭,24,20170607,20170605,152,울산,울산광역시,울산광역시,울산,20170605,18.0,0.0,2.6,69.6
울산광역시 울주군 웅촌면,닭-기타,120,20080501,20080501,152,울산,울산광역시,울산광역시,울산,20080501,19.2,0.0,2.2,66.9
인천광역시 서구 공촌동,닭-토종닭,30,20161228,20161226,112,인천,인천광역시,인천광역시,인천,20161226,2.5,0.0,2.7,73.1
인천광역시 옹진군 영흥면 내리,야생조류-큰기러기,1,20140208,20140201,112,인천,인천광역시,인천광역시,인천,20140201,4.2,13.6,2.9,80.6
전라남도 강진군 강진읍 덕남리,닭-기타,60,20150928,20150921,259,강진군,전라남도,강진군,강진군,20150921,20.8,0.0,1.6,83.1
전라남도 강진군 도암면 석문리,오리-종오리,8000,20170309,20170306,259,강진군,전라남도,강진군,강진군,20170306,3.4,0.0,5.0,46.0
전라남도 강진군 도암면 석문리,오리-육용오리,22400,20170307,20170305,259,강진군,전라남도,강진군,강진군,20170305,7.0,0.0,1.9,62.9
전라남도 강진군 도암면 석문리,오리-육용오리,40000,20170309,20170306,259,강진군,전라남도,강진군,강진군,20170306,3.4,0.0,5.0,46.0
전라남도 강진군 성전면 금당리,오리-종오리,5900,20180111,20180110,259,강진군,전라남도,강진군,강진군,20180110,-1.3,7.5,4.1,81.1
전라남도 강진군 성전면 금당리,오리-종오리,16800,20170313,20170309,259,강진군,전라남도,강진군,강진군,20170309,6.8,0.0,3.8,49.5
전라남도 강진군 성전면 금당리,오리-종오리,15000,20150513,20150428,259,강진군,전라남도,강진군,강진군,20150428,16.4,46.0,3.1,87.9
전라남도 강진군 성전면 금당리,오리-육용오리,1,20140507,20140504,259,강진군,전라남도,강진군,강진군,20140504,12.9,0.4,2.6,66.9
전라남도 강진군 신전면 송천리,오리-육용오리,8800,20170228,20170226,259,강진군,전라남도,강진군,강진군,20170226,3.7,0.0,2.0,64.0
전라남도 강진군 작천면 갈동리,오리-종오리,22000,20180105,20180104,259,강진군,전라남도,강진군,강진군,20180104,0.3,0.0,3.0,55.5
전라남도 강진군 칠량면 삼흥리,오리-육용오리,6850,20150918,20150914,259,강진군,전라남도,강진군,강진군,20150914,18.9,0.0,1.7,71.8
전라남도 고흥군 도덕면 용동리,오리-육용오리,31000,20110227,20110227,262,고흥,전라남도,고흥군,고흥,20110227,9.2,63.5,1.4,89.4
전라남도 고흥군 동강면 매곡리,오리-육용오리,8300,20180103,20180101,262,고흥,전라남도,고흥군,고흥,20180101,0.6,0.0,1.3,62.6
전라남도 고흥군 동강면 매곡리,오리-육용오리,17000,20171228,20171226,262,고흥,전라남도,고흥군,고흥,20171226,2.2,0.0,2.9,58.4
