시도,시군구,거리,위험분류,risk
서울특별시,종로구,8.85,2,9
서울특별시,종로구,11.35,3,8
서울특별시,종로구,13.9,2,9
서울특별시,종로구,14.68,3,8
서울특별시,종로구,19.39,1,10
서울특별시,종로구,22.32,1,10
서울특별시,종로구,29.06,2,9
서울특별시,종로구,29.71,3,8
서울특별시,종로구,32.6,3,8
서울특별시,종로구,34.89,3,8
서울특별시,종로구,36.56,2,9
서울특별시,종로구,36.78,2,9
서울특별시,종로구,37.05,2,9
서울특별시,종로구,39.01,2,9
서울특별시,종로구,40.18,1,10
서울특별시,종로구,40.77,2,9
서울특별시,종로구,40.86,2,9
서울특별시,종로구,47.35,2,9
서울특별시,종로구,53.69,2,9
서울특별시,종로구,57.19,2,9
서울특별시,종로구,62.25,1,10
서울특별시,종로구,64,2,9
서울특별시,종로구,67.76,1,10
서울특별시,종로구,74.55,2,9
서울특별시,종로구,74.89,2,9
서울특별시,종로구,75.76,2,9
서울특별시,종로구,76.04,2,9
서울특별시,종로구,76.41,2,9
서울특별시,종로구,78.97,2,9
서울특별시,종로구,82.63,2,9
서울특별시,종로구,84.13,2,9
서울특별시,종로구,86.99,2,9
서울특별시,종로구,87.56,2,9
서울특별시,종로구,89.71,1,10
서울특별시,종로구,89.88,2,9
서울특별시,종로구,90.51,1,10
서울특별시,종로구,94.23,2,9
서울특별시,종로구,94.29,1,10
서울특별시,종로구,95.39,2,9
서울특별시,종로구,95.92,2,9
서울특별시,종로구,96.27,1,10
서울특별시,종로구,99.54,2,9
서울특별시,종로구,102.38,2,9
서울특별시,종로구,103.67,2,9
서울특별시,종로구,103.78,2,9
서울특별시,종로구,112.72,2,9
서울특별시,종로구,114.55,2,9
서울특별시,종로구,117.93,3,8
서울특별시,종로구,118.37,1,10
서울특별시,종로구,119.78,2,9
서울특별시,종로구,121.39,1,10
서울특별시,종로구,155.27,2,6
서울특별시,종로구,157.8,3,4
서울특별시,종로구,162.36,2,6
서울특별시,종로구,170.39,3,4
서울특별시,종로구,174.01,1,7
서울특별시,종로구,175.92,2,6
서울특별시,종로구,186.96,1,7
서울특별시,종로구,193.67,2,6
서울특별시,종로구,197.62,3,4
서울특별시,종로구,197.73,2,6
서울특별시,종로구,201.38,2,6
서울특별시,종로구,203.19,3,4
서울특별시,종로구,210.4,1,7
서울특별시,종로구,226.22,1,7
서울특별시,종로구,233.7,2,5
서울특별시,종로구,236.78,1,7
서울특별시,종로구,246.84,3,3
서울특별시,종로구,250.32,2,5
서울특별시,종로구,257.38,3,3
서울특별시,종로구,258.68,3,3
서울특별시,종로구,258.75,3,3
서울특별시,종로구,259.6,3,3
서울특별시,종로구,269.24,3,3
서울특별시,종로구,272.4,1,2
서울특별시,종로구,273.61,3,3
서울특별시,종로구,274.75,2,5
서울특별시,종로구,280.04,2,5
서울특별시,종로구,280.71,2,5
서울특별시,종로구,285.21,2,5
서울특별시,종로구,293.3,3,3
서울특별시,종로구,295,2,5
서울특별시,종로구,295.23,2,5
서울특별시,종로구,297.7,3,3
서울특별시,종로구,299.04,2,5
서울특별시,종로구,302.49,1,2
서울특별시,종로구,302.82,2,5
서울특별시,종로구,309.68,2,5
서울특별시,종로구,310.72,3,3
서울특별시,종로구,311.21,3,3
서울특별시,종로구,313.13,3,3
서울특별시,종로구,316.9,2,5
서울특별시,종로구,323.01,1,2
서울특별시,종로구,326.15,2,1
서울특별시,종로구,332.47,1,2
서울특별시,종로구,335.01,2,1
서울특별시,종로구,342.37,2,1
서울특별시,종로구,343.28,2,1
서울특별시,종로구,346.63,2,1
서울특별시,종로구,451.15,2,1
서울특별시,종로구,453.87,3,0
서울특별시,종로구,457.01,3,0
서울특별시,종로구,478.65,2,1
서울특별시,중구,7.88,2,9
서울특별시,중구,11.93,2,9
서울특별시,중구,12.2,3,8
서울특별시,중구,16.48,3,8
서울특별시,중구,21.26,1,10
서울특별시,중구,24.24,1,10
서울특별시,중구,27.22,2,9
서울특별시,중구,28.85,3,8
서울특별시,중구,31.53,3,8
서울특별시,중구,33.57,3,8
서울특별시,중구,35.19,2,9
서울특별시,중구,38.51,2,9
서울특별시,중구,38.57,2,9
서울특별시,중구,39.65,2,9
서울특별시,중구,39.83,2,9
서울특별시,중구,40.55,1,10
서울특별시,중구,40.97,2,9
서울특별시,중구,45.47,2,9
서울특별시,중구,52.37,2,9
서울특별시,중구,57.03,2,9
서울특별시,중구,60.4,1,10
서울특별시,중구,63.38,2,9
서울특별시,중구,66.26,1,10
서울특별시,중구,73.99,2,9
서울특별시,중구,75,2,9
서울특별시,중구,75.48,2,9
서울특별시,중구,75.87,2,9
서울특별시,중구,75.98,2,9
서울특별시,중구,78.18,2,9
서울특별시,중구,83.29,2,9
서울특별시,중구,84.63,2,9
서울특별시,중구,85.31,2,9
서울특별시,중구,85.7,2,9
서울특별시,중구,87.98,1,10
서울특별시,중구,89.27,1,10
서울특별시,중구,89.75,2,9
서울특별시,중구,93.01,1,10
서울특별시,중구,93.79,2,9
서울특별시,중구,93.99,2,9
서울특별시,중구,94.96,1,10
서울특별시,중구,95.12,2,9
서울특별시,중구,97.99,2,9
서울특별시,중구,100.6,2,9
서울특별시,중구,103.28,2,9
서울특별시,중구,103.37,2,9
서울특별시,중구,112.44,2,9
서울특별시,중구,114.44,2,9
서울특별시,중구,115.96,3,8
서울특별시,중구,118.11,1,10
서울특별시,중구,118.15,2,9
서울특별시,중구,119.94,1,10
서울특별시,중구,154.06,2,6
서울특별시,중구,156.7,3,4
서울특별시,중구,161.49,2,6
서울특별시,중구,168.89,3,4
서울특별시,중구,173.15,1,7
서울특별시,중구,175.07,2,6
서울특별시,중구,185.88,1,7
서울특별시,중구,191.88,2,6
서울특별시,중구,195.75,3,4
서울특별시,중구,196.51,2,6
서울특별시,중구,200.58,2,6
서울특별시,중구,202.15,3,4
서울특별시,중구,209.41,1,7
서울특별시,중구,225.33,1,7
서울특별시,중구,231.87,2,5
서울특별시,중구,234.95,1,7
서울특별시,중구,244.95,3,3
서울특별시,중구,249.37,2,5
서울특별시,중구,255.62,3,3
서울특별시,중구,256.92,3,3
서울특별시,중구,257,3,3
서울특별시,중구,258.59,3,3
서울특별시,중구,267.59,3,3
서울특별시,중구,270.45,1,2
서울특별시,중구,271.85,3,3
서울특별시,중구,273.96,2,5
서울특별시,중구,278.83,2,5
서울특별시,중구,279.85,2,5
서울특별시,중구,284.17,2,5
서울특별시,중구,291.52,3,3
서울특별시,중구,293.44,2,5
서울특별시,중구,294.14,2,5
서울특별시,중구,296.15,3,3
서울특별시,중구,297.23,2,5
서울특별시,중구,300.98,2,5
서울특별시,중구,301.17,1,2
서울특별시,중구,307.83,2,5
서울특별시,중구,308.82,3,3
서울특별시,중구,309.28,3,3
서울특별시,중구,311.29,3,3
서울특별시,중구,316.15,2,5
서울특별시,중구,322.18,1,2
서울특별시,중구,324.35,2,1
서울특별시,중구,331.67,1,2
서울특별시,중구,334.04,2,1
서울특별시,중구,341.53,2,1
서울특별시,중구,342.3,2,1
서울특별시,중구,345.67,2,1
서울특별시,중구,450.11,2,1
서울특별시,중구,452.82,3,0
서울특별시,중구,455.95,3,0
서울특별시,중구,477.84,2,1
서울특별시,용산구,10.43,3,8
서울특별시,용산구,10.64,2,9
서울특별시,용산구,10.64,2,9
서울특별시,용산구,16.86,3,8
서울특별시,용산구,23.71,1,10
서울특별시,용산구,25.1,1,10
서울특별시,용산구,25.31,3,8
서울특별시,용산구,27.42,2,9
서울특별시,용산구,28.04,3,8
서울특별시,용산구,30.23,3,8
서울특별시,용산구,32.88,2,9
서울특별시,용산구,36.22,2,9
서울특별시,용산구,37.7,1,10
서울특별시,용산구,40.41,2,9
서울특별시,용산구,41.22,2,9
서울특별시,용산구,43.36,2,9
서울특별시,용산구,44.39,2,9
서울특별시,용산구,45.34,2,9
서울특별시,용산구,49.03,2,9
서울특별시,용산구,53.69,2,9
서울특별시,용산구,58,1,10
서울특별시,용산구,59.86,2,9
서울특별시,용산구,63.11,1,10
서울특별시,용산구,70.46,2,9
서울특별시,용산구,72.71,2,9
서울특별시,용산구,72.74,2,9
서울특별시,용산구,74.65,2,9
서울특별시,용산구,77.79,2,9
서울특별시,용산구,78.5,2,9
서울특별시,용산구,82.44,2,9
서울특별시,용산구,85.58,2,9
서울특별시,용산구,85.86,1,10
서울특별시,용산구,86.42,2,9
서울특별시,용산구,86.82,2,9
서울특별시,용산구,88.14,2,9
서울특별시,용산구,88.41,1,10
서울특별시,용산구,89.64,1,10
서울특별시,용산구,90.6,2,9
서울특별시,용산구,90.78,2,9
서울특별시,용산구,91.58,2,9
서울특별시,용산구,91.61,1,10
서울특별시,용산구,94.89,2,9
서울특별시,용산구,97.96,2,9
서울특별시,용산구,99.82,2,9
서울특별시,용산구,99.91,2,9
서울특별시,용산구,109.03,2,9
서울특별시,용산구,111.12,2,9
서울특별시,용산구,114.52,3,8
서울특별시,용산구,114.71,1,10
서울특별시,용산구,115.19,2,9
서울특별시,용산구,116.72,1,10
서울특별시,용산구,150.64,2,6
서울특별시,용산구,157.95,2,6
서울특별시,용산구,158.68,3,4
서울특별시,용산구,169.62,1,7
서울특별시,용산구,170.01,3,4
서울특별시,용산구,171.53,2,6
서울특별시,용산구,182.4,1,7
서울특별시,용산구,189.27,2,6
서울특별시,용산구,193.1,2,6
서울특별시,용산구,193.45,3,4
서울특별시,용산구,197.04,2,6
서울특별시,용산구,198.65,3,4
서울특별시,용산구,205.9,1,7
서울특별시,용산구,221.79,1,7
서울특별시,용산구,229.38,2,5
서울특별시,용산구,232.46,1,7
서울특별시,용산구,242.7,3,3
서울특별시,용산구,245.85,2,5
서울특별시,용산구,252.93,3,3
서울특별시,용산구,254.24,3,3
서울특별시,용산구,254.3,3,3
서울특별시,용산구,255.09,3,3
서울특별시,용산구,264.65,3,3
서울특별시,용산구,268.62,1,2
서울특별시,용산구,269.15,3,3
서울특별시,용산구,270.42,2,5
서울특별시,용산구,275.41,2,5
서울특별시,용산구,276.32,2,5
서울특별시,용산구,280.67,2,5
서울특별시,용산구,288.89,3,3
서울특별시,용산구,290.6,2,5
서울특별시,용산구,290.81,2,5
서울특별시,용산구,293.06,3,3
서울특별시,용산구,294.67,2,5
서울특별시,용산구,297.82,1,2
서울특별시,용산구,298.52,2,5
서울특별시,용산구,305.42,2,5
서울특별시,용산구,306.65,3,3
서울특별시,용산구,307.22,3,3
서울특별시,용산구,308.85,3,3
서울특별시,용산구,312.61,2,5
서울특별시,용산구,318.65,1,2
서울특별시,용산구,321.78,2,5
서울특별시,용산구,328.14,1,2
서울특별시,용산구,330.53,2,1
서울특별시,용산구,338,2,1
서울특별시,용산구,338.79,2,1
서울특별시,용산구,342.15,2,1
서울특별시,용산구,446.62,2,1
서울특별시,용산구,449.33,3,0
서울특별시,용산구,452.46,3,0
서울특별시,용산구,474.31,2,1
서울특별시,성동구,5.39,2,9
서울특별시,성동구,9.5,2,9
서울특별시,성동구,15.34,3,8
서울특별시,성동구,19.89,3,8
서울특별시,성동구,23.63,1,10
서울특별시,성동구,23.83,2,9
서울특별시,성동구,27.53,1,10
서울특별시,성동구,29.54,3,8
서울특별시,성동구,31.77,3,8
서울특별시,성동구,33.2,2,9
서울특별시,성동구,33.23,3,8
서울특별시,성동구,39.54,2,9
서울특별시,성동구,39.59,2,9
서울특별시,성동구,39.62,2,9
서울특별시,성동구,40.59,2,9
서울특별시,성동구,41.23,2,9
서울특별시,성동구,42.12,2,9
서울특별시,성동구,43.04,1,10
서울특별시,성동구,51.93,2,9
서울특별시,성동구,58.42,1,10
서울특별시,성동구,58.75,2,9
서울특별시,성동구,64.36,2,9
서울특별시,성동구,65.34,1,10
서울특별시,성동구,72.52,2,9
서울특별시,성동구,73.99,2,9
서울특별시,성동구,74.42,2,9
서울특별시,성동구,77.83,2,9
서울특별시,성동구,77.97,2,9
서울특별시,성동구,78.83,2,9
서울특별시,성동구,82.32,2,9
서울특별시,성동구,82.61,2,9
서울특별시,성동구,83.7,2,9
서울특별시,성동구,83.88,2,9
서울특별시,성동구,84.53,1,10
서울특별시,성동구,88.97,1,10
서울특별시,성동구,91.47,2,9
서울특별시,성동구,92.56,2,9
서울특별시,성동구,92.61,1,10
서울특별시,성동구,94.48,1,10
서울특별시,성동구,95.55,2,9
서울특별시,성동구,95.7,2,9
서울특별시,성동구,96.93,2,9
서울특별시,성동구,98.83,2,9
서울특별시,성동구,104.58,2,9
서울특별시,성동구,104.66,2,9
서울특별시,성동구,113.12,3,8
서울특별시,성동구,113.94,2,9
서울특별시,성동구,116.18,2,9
서울특별시,성동구,116.84,2,9
서울특별시,성동구,119.12,1,10
서울특별시,성동구,119.62,1,10
서울특별시,성동구,153.54,3,4
서울특별시,성동구,153.78,2,6
서울특별시,성동구,161.91,2,6
서울특별시,성동구,165.47,3,4
서울특별시,성동구,173.59,1,7
서울특별시,성동구,175.52,2,6
서울특별시,성동구,185.87,1,7
서울특별시,성동구,190.04,2,6
서울특별시,성동구,193.55,3,4
서울특별시,성동구,196.23,2,6
서울특별시,성동구,201.13,2,6
서울특별시,성동구,202.23,3,4
서울특별시,성동구,209.6,1,7
서울특별시,성동구,225.7,1,7
서울특별시,성동구,229.89,2,5
서울특별시,성동구,232.97,1,7
서울특별시,성동구,242.7,3,3
서울특별시,성동구,249.6,2,5
서울특별시,성동구,253.88,3,3
서울특별시,성동구,255.15,3,3
서울특별시,성동구,255.25,3,3
서울특별시,성동구,258.71,3,3
서울특별시,성동구,266.19,3,3
서울특별시,성동구,267.85,1,2
서울특별시,성동구,270.1,3,3
서울특별시,성동구,274.5,2,5
서울특별시,성동구,278.54,2,5
서울특별시,성동구,280.29,2,5
서울특별시,성동구,284.25,2,5
서울특별시,성동구,289.7,3,3
서울특별시,성동구,291.62,2,5
서울특별시,성동구,294.56,2,5
서울특별시,성동구,295.03,3,3
서울특별시,성동구,295.32,2,5
서울특별시,성동구,298.94,2,5
서울특별시,성동구,300.61,1,2
서울특별시,성동구,305.75,2,5
서울특별시,성동구,306.49,3,3
서울특별시,성동구,306.86,3,3
서울특별시,성동구,309.24,3,3
서울특별시,성동구,316.77,2,5
서울특별시,성동구,322.44,2,1
서울특별시,성동구,322.67,1,2
서울특별시,성동구,332.22,1,2
서울특별시,성동구,334.24,2,1
서울특별시,성동구,341.99,2,1
서울특별시,성동구,342.48,2,1
서울특별시,성동구,345.89,2,1
서울특별시,성동구,450.16,2,1
서울특별시,성동구,452.87,3,0
서울특별시,성동구,455.98,3,0
서울특별시,성동구,478.36,2,1
서울특별시,광진구,5.13,2,9
서울특별시,광진구,7.23,2,9
서울특별시,광진구,18.53,3,8
서울특별시,광진구,19.4,2,9
서울특별시,광진구,24.37,3,8
서울특별시,광진구,28.33,3,8
서울특별시,광진구,28.45,1,10
서울특별시,광진구,28.8,2,9
서울특별시,광진구,29.91,3,8
서울특별시,광진구,30.58,3,8
서울특별시,광진구,32.23,1,10
서울특별시,광진구,37.11,2,9
서울특별시,광진구,37.54,2,9
서울특별시,광진구,41.01,2,9
서울특별시,광진구,42.4,2,9
서울특별시,광진구,44.46,1,10
서울특별시,광진구,45.24,2,9
서울특별시,광진구,46.09,2,9
서울특별시,광진구,49,2,9
서울특별시,광진구,53.95,1,10
서울특별시,광진구,58.76,2,9
서울특별시,광진구,61.82,1,10
서울특별시,광진구,63.2,2,9
서울특별시,광진구,70.63,2,9
서울특별시,광진구,72.46,2,9
서울특별시,광진구,75.64,2,9
서울특별시,광진구,77.16,2,9
서울특별시,광진구,77.78,2,9
서울특별시,광진구,77.96,2,9
서울특별시,광진구,78.52,2,9
서울특별시,광진구,79.83,2,9
서울특별시,광진구,80.35,1,10
서울특별시,광진구,84.69,2,9
서울특별시,광진구,85.43,2,9
서울특별시,광진구,86.09,1,10
서울특별시,광진구,88.68,2,9
서울특별시,광진구,89.6,1,10
서울특별시,광진구,91.36,2,9
서울특별시,광진구,91.37,1,10
서울특별시,광진구,93.21,2,9
서울특별시,광진구,93.91,2,9
서울특별시,광진구,94.48,2,9
서울특별시,광진구,95.16,2,9
서울특별시,광진구,103.79,2,9
서울특별시,광진구,103.84,2,9
서울특별시,광진구,108.25,3,8
서울특별시,광진구,112.86,2,9
서울특별시,광진구,113.41,2,9
서울특별시,광진구,115.61,1,10
서울특별시,광진구,116.05,2,9
서울특별시,광진구,119.12,1,10
서울특별시,광진구,150.84,2,6
서울특별시,광진구,151.03,3,4
서울특별시,광진구,159.81,2,6
서울특별시,광진구,161.9,3,4
서울특별시,광진구,171.52,1,7
서울특별시,광진구,173.46,2,6
서울특별시,광진구,183.24,1,7
서울특별시,광진구,185.62,2,6
서울특별시,광진구,188.91,3,4
서울특별시,광진구,193.26,2,6
서울특별시,광진구,199.19,2,6
서울특별시,광진구,199.69,3,4
서울특별시,광진구,207.2,1,7
서울특별시,광진구,223.51,1,7
서울특별시,광진구,225.36,2,5
서울특별시,광진구,228.44,1,7
서울특별시,광진구,238.02,3,3
서울특별시,광진구,247.23,2,5
서울특별시,광진구,249.52,3,3
서울특별시,광진구,250.77,3,3
서울특별시,광진구,250.89,3,3
서울특별시,광진구,256.2,3,3
서울특별시,광진구,262.1,3,3
서울특별시,광진구,263.02,1,2
서울특별시,광진구,265.74,3,3
서울특별시,광진구,272.52,2,5
서울특별시,광진구,275.55,2,5
서울특별시,광진구,278.17,2,5
서울특별시,광진구,281.68,2,5
서울특별시,광진구,285.28,3,3
서울특별시,광진구,287.19,2,5
서울특별시,광진구,290.84,2,5
서울특별시,광진구,291.19,3,3
서울특별시,광진구,292.43,2,5
서울특별시,광진구,294.37,2,5
서울특별시,광진구,297.32,1,2
서울특별시,광진구,301.16,2,5
서울특별시,광진구,301.77,3,3
서울특별시,광진구,302.1,3,3
서울특별시,광진구,304.66,3,3
서울특별시,광진구,314.89,2,5
서울특별시,광진구,317.95,2,5
서울특별시,광진구,320.61,1,2
서울특별시,광진구,330.24,1,2
서울특별시,광진구,331.82,2,1
서울특별시,광진구,339.9,2,1
서울특별시,광진구,340.04,2,1
서울특별시,광진구,343.48,2,1
서울특별시,광진구,447.55,2,1
서울특별시,광진구,450.25,3,0
서울특별시,광진구,453.34,3,0
서울특별시,광진구,476.32,2,1
서울특별시,동대문구,4.27,2,9
서울특별시,동대문구,10.38,2,9
서울특별시,동대문구,16.05,3,8
서울특별시,동대문구,19.99,3,8
서울특별시,동대문구,22.98,1,10
서울특별시,동대문구,23.88,2,9
서울특별시,동대문구,27.41,1,10
서울특별시,동대문구,30.79,3,8
서울특별시,동대문구,33.03,3,8
서울특별시,동대문구,34.13,2,9
서울특별시,동대문구,34.45,3,8
서울특별시,동대문구,38.36,2,9
서울특별시,동대문구,38.39,2,9
서울특별시,동대문구,39.77,2,9
서울특별시,동대문구,40.69,2,9
서울특별시,동대문구,40.78,2,9
서울특별시,동대문구,42.23,2,9
서울특별시,동대문구,44.05,1,10
서울특별시,동대문구,53.14,2,9
서울특별시,동대문구,59.32,1,10
서울특별시,동대문구,59.93,2,9
서울특별시,동대문구,65.6,2,9
서울특별시,동대문구,66.48,1,10
서울특별시,동대문구,71.68,2,9
서울특별시,동대문구,72.74,2,9
서울특별시,동대문구,75.67,2,9
서울특별시,동대문구,78.99,2,9
서울특별시,동대문구,79.09,2,9
서울특별시,동대문구,80.09,2,9
서울특별시,동대문구,81.36,2,9
서울특별시,동대문구,82.39,2,9
서울특별시,동대문구,82.45,2,9
서울특별시,동대문구,84.38,1,10
서울특별시,동대문구,84.93,2,9
서울특별시,동대문구,90.19,1,10
서울특별시,동대문구,92.65,2,9
서울특별시,동대문구,93.64,2,9
서울특별시,동대문구,93.82,1,10
서울특별시,동대문구,95.67,1,10
서울특별시,동대문구,96.75,2,9
서울특별시,동대문구,96.96,2,9
서울특별시,동대문구,98.05,2,9
서울특별시,동대문구,99.78,2,9
서울특별시,동대문구,105.81,2,9
서울특별시,동대문구,105.89,2,9
서울특별시,동대문구,113.65,3,8
서울특별시,동대문구,115.15,2,9
서울특별시,동대문구,117.36,2,9
서울특별시,동대문구,117.9,2,9
서울특별시,동대문구,120.27,1,10
서울특별시,동대문구,120.83,1,10
서울특별시,동대문구,152.83,3,4
서울특별시,동대문구,154.99,2,6
서울특별시,동대문구,163.16,2,6
서울특별시,동대문구,165.06,3,4
서울특별시,동대문구,174.84,1,7
서울특별시,동대문구,176.77,2,6
서울특별시,동대문구,187.11,1,7
서울특별시,동대문구,190.97,2,6
서울특별시,동대문구,194.37,3,4
서울특별시,동대문구,197.44,2,6
서울특별시,동대문구,202.39,2,6
서울특별시,동대문구,203.47,3,4
서울특별시,동대문구,210.85,1,7
서울특별시,동대문구,226.95,1,7
서울특별시,동대문구,230.77,2,5
서울특별시,동대문구,233.85,1,7
서울특별시,동대문구,243.5,3,3
서울특별시,동대문구,250.85,2,5
서울특별시,동대문구,254.84,3,3
서울특별시,동대문구,256.1,3,3
서울특별시,동대문구,256.21,3,3
서울특별시,동대문구,259.95,3,3
서울특별시,동대문구,267.23,3,3
서울특별시,동대문구,268.5,1,2
서울특별시,동대문구,271.06,3,3
서울특별시,동대문구,275.75,2,5
서울특별시,동대문구,279.75,2,5
서울특별시,동대문구,281.54,2,5
서울특별시,동대문구,285.49,2,5
서울특별시,동대문구,290.63,3,3
서울특별시,동대문구,292.55,2,5
서울특별시,동대문구,295.82,2,5
서울특별시,동대문구,296.13,3,3
서울특별시,동대문구,296.23,2,5
서울특별시,동대문구,299.8,2,5
서울특별시,동대문구,301.79,1,2
서울특별시,동대문구,306.6,2,5
서울특별시,동대문구,307.25,3,3
서울특별시,동대문구,307.59,3,3
서울특별시,동대문구,310.1,3,3
서울특별시,동대문구,318.03,2,5
서울특별시,동대문구,323.34,2,1
서울특별시,동대문구,323.93,1,2
서울특별시,동대문구,333.48,1,2
서울특별시,동대문구,335.49,2,1
서울특별시,동대문구,343.25,2,1
서울특별시,동대문구,343.73,2,1
서울특별시,동대문구,347.13,2,1
서울특별시,동대문구,451.4,2,1
서울특별시,동대문구,454.11,3,0
서울특별시,동대문구,457.22,3,0
서울특별시,동대문구,479.61,2,1
서울특별시,중랑구,1.84,2,9
서울특별시,중랑구,12.39,2,9
서울특별시,중랑구,20.83,2,9
서울특별시,중랑구,21.81,3,8
서울특별시,중랑구,24.64,3,8
서울특별시,중랑구,24.79,1,10
서울특별시,중랑구,31.33,1,10
서울특별시,중랑구,33.52,2,9
서울특별시,중랑구,34.96,2,9
서울특별시,중랑구,35.29,2,9
서울특별시,중랑구,35.62,3,8
서울특별시,중랑구,37.41,3,8
서울특별시,중랑구,38.16,3,8
서울특별시,중랑구,39.13,2,9
서울특별시,중랑구,40.32,2,9
서울특별시,중랑구,42.76,2,9
서울특별시,중랑구,44.69,2,9
서울특별시,중랑구,49.88,1,10
서울특별시,중랑구,56.54,2,9
서울특별시,중랑구,60.13,1,10
서울특별시,중랑구,65.42,2,9
서울특별시,중랑구,65.87,2,9
서울특별시,중랑구,68.1,2,9
서울특별시,중랑구,69.1,1,10
서울특별시,중랑구,70.51,2,9
서울특별시,중랑구,77.11,2,9
서울특별시,중랑구,77.88,2,9
서울특별시,중랑구,78.91,2,9
서울특별시,중랑구,80.01,2,9
서울특별시,중랑구,80.16,1,10
서울특별시,중랑구,84.55,2,9
서울특별시,중랑구,84.65,2,9
서울특별시,중랑구,84.78,2,9
서울특별시,중랑구,86.63,2,9
서울특별시,중랑구,93.62,1,10
서울특별시,중랑구,95.65,2,9
서울특별시,중랑구,97.09,1,10
서울특별시,중랑구,98.12,2,9
서울특별시,중랑구,98.83,1,10
서울특별시,중랑구,100.33,2,9
서울특별시,중랑구,100.81,2,9
서울특별시,중랑구,101.43,2,9
서울특별시,중랑구,102.11,2,9
서울특별시,중랑구,110.96,2,9
서울특별시,중랑구,111.02,2,9
서울특별시,중랑구,112.16,3,8
서울특별시,중랑구,119.7,2,9
서울특별시,중랑구,120.44,2,9
서울특별시,중랑구,122.84,2,9
서울특별시,중랑구,122.87,1,10
서울특별시,중랑구,126.14,1,10
서울특별시,중랑구,147.15,3,4
서울특별시,중랑구,158.34,2,6
서울특별시,중랑구,160,3,4
서울특별시,중랑구,167.39,2,6
서울특별시,중랑구,179.09,1,7
서울특별시,중랑구,181.03,2,6
서울특별시,중랑구,190.8,1,7
서울특별시,중랑구,191.73,2,6
서울특별시,중랑구,194.38,3,4
서울특별시,중랑구,200.75,2,6
서울특별시,중랑구,206.75,2,6
서울특별시,중랑구,207.26,3,4
서울특별시,중랑구,214.78,1,7
서울특별시,중랑구,231.09,1,7
서울특별시,중랑구,231.2,2,5
서울특별시,중랑구,234.27,1,7
서울특별시,중랑구,243.36,3,3
서울특별시,중랑구,254.81,2,5
서울특별시,중랑구,255.73,3,3
서울특별시,중랑구,256.95,3,3
서울특별시,중랑구,257.1,3,3
서울특별시,중랑구,263.77,3,3
서울특별시,중랑구,267.51,1,2
서울특별시,중랑구,268.75,3,3
서울특별시,중랑구,271.95,3,3
서울특별시,중랑구,280.09,2,5
서울특별시,중랑구,283.02,2,5
서울특별시,중랑구,285.75,2,5
서울특별시,중랑구,289.25,2,5
서울특별시,중랑구,291.35,3,3
서울특별시,중랑구,293.26,2,5
서울특별시,중랑구,296.78,2,5
서울특별시,중랑구,298.13,3,3
서울특별시,중랑구,300.01,2,5
서울특별시,중랑구,300.09,2,5
서울특별시,중랑구,304.68,1,2
서울특별시,중랑구,306.79,2,5
서울특별시,중랑구,306.91,3,3
서울특별시,중랑구,307.02,3,3
서울특별시,중랑구,310.35,3,3
서울특별시,중랑구,322.44,2,1
서울특별시,중랑구,323.88,2,1
서울특별시,중랑구,328.19,1,2
서울특별시,중랑구,337.8,1,2
서울특별시,중랑구,339.4,2,1
서울특별시,중랑구,347.47,2,1
서울특별시,중랑구,347.62,2,1
서울특별시,중랑구,351.06,2,1
서울특별시,중랑구,455.11,2,1
서울특별시,중랑구,457.81,3,0
서울특별시,중랑구,460.89,3,0
서울특별시,중랑구,483.89,2,1
서울특별시,성북구,5.11,2,9
서울특별시,성북구,12.88,2,9
서울특별시,성북구,15.1,3,8
서울특별시,성북구,17.9,3,8
서울특별시,성북구,20.37,1,10
서울특별시,성북구,25.06,1,10
서울특별시,성북구,26.28,2,9
서울특별시,성북구,31.94,3,8
서울특별시,성북구,34.45,3,8
서울특별시,성북구,36.21,3,8
서울특별시,성북구,36.59,2,9
서울특별시,성북구,36.83,2,9
서울특별시,성북구,37.22,2,9
서울특별시,성북구,37.68,2,9
서울특별시,성북구,38.09,2,9
서울특별시,성북구,42.42,2,9
서울특별시,성북구,43.76,1,10
서울특별시,성북구,44.66,2,9
서울특별시,성북구,54.97,2,9
서울특별시,성북구,60.33,2,9
서울특별시,성북구,61.8,1,10
서울특별시,성북구,66.58,2,9
서울특별시,성북구,68.56,1,10
서울특별시,성북구,71.77,2,9
서울특별시,성북구,72.63,2,9
서울특별시,성북구,77.01,2,9
서울특별시,성북구,79.16,2,9
서울특별시,성북구,79.28,2,9
서울특별시,성북구,80.14,2,9
서울특별시,성북구,81.29,2,9
서울특별시,성북구,81.42,2,9
서울특별시,성북구,84.77,2,9
서울특별시,성북구,86.56,1,10
서울특별시,성북구,87.23,2,9
서울특별시,성북구,91.96,1,10
서울특별시,성북구,93.05,2,9
서울특별시,성북구,95.65,1,10
서울특별시,성북구,95.87,2,9
서울특별시,성북구,97.29,2,9
서울특별시,성북구,97.55,1,10
서울특별시,성북구,98.2,2,9
서울특별시,성북구,100.2,2,9
서울특별시,성북구,102.21,2,9
서울특별시,성북구,106.54,2,9
서울특별시,성북구,106.64,2,9
서울특별시,성북구,115.74,2,9
서울특별시,성북구,116.26,3,8
서울특별시,성북구,117.74,2,9
서울특별시,성북구,120.16,2,9
서울특별시,성북구,121.41,1,10
