지역,year,밀집도,발생건수
전라북도,2012,740.7804944,0
전라북도,2013,712.4677203,0
전라북도,2014,784.3061025,61
전라북도,2015,785.1512599,21
전라북도,2016,752.1901199,30
전라북도,2017,788.109311,40
전라북도,2018,817.2672426,0
전라북도,2019,799.0963577,0
전라북도,2020,772.4738984,11
