주소,강원도 인제군,강원도 횡성군,경기도 광주시,경기도 김포시,경기도 남양주시,경기도 수원시,경기도 안성시,경기도 양주시,경기도 여주시,경기도 연천군,경기도 용인시,경기도 이천시,경기도 파주시,경기도 평택시,경기도 포천시,경기도 화성시,경상남도 거창군,경상남도 고성군,경상남도 밀양시,경상남도 양산시,경상남도 진주시,경상남도 하동군,경상북도 문경시,경상북도 성주군,경상북도 포항시,부산광역시 강서구,세종특별자치시 세종특별자치시,전라남도 강진군,전라남도 고흥군,전라남도 구례군,전라남도 나주시,전라남도 무안군,전라남도 보성군,전라남도 신안군,전라남도 여수시,전라남도 영암군,전라남도 장흥군,전라남도 함평군,전라남도 해남군,전라남도 화순군,전라북도 고창군,전라북도 군산시,전라북도 김제시,전라북도 부안군,전라북도 임실군,전라북도 정읍시,충청남도 당진시,충청남도 부여군,충청남도 서산시,충청남도 서천군,충청남도 아산시,충청남도 천안시,충청남도 홍성군,충청북도 음성군,충청북도 진천군,강원도 원주시,경기도 동두천시,경상남도 통영시,경상북도 영주시,울산광역시 남구,인천광역시 옹진군,전라남도 담양군,전라남도 순천시,전라남도 영광군,전라북도 익산시,제주특별자치도 제주시,충청남도 논산시,충청남도 청양군,충청북도 괴산군,충청북도 충주시,경기도 고양시,경기도 과천시,경상북도 경주시,경상북도 영천시,전라남도 곡성군,전라북도 순창군,전라북도 전주시,전라북도 진안군,충청남도 공주시,충청북도 증평군,충청북도 청주시,경기도 의정부시,울산광역시 울주군,강원도 춘천시,경상북도 경산시,대구광역시 수성구,부산광역시 기장군,부산광역시 해운대구,서울특별시 광진구,서울특별시 송파구,대구광역시 달성군,대구광역시 동구,전라북도 완주군,광주광역시 광산구,광주광역시 북구,강원도 철원군,충청북도 청원군,경기도 성남시,경기도 양평군,경상북도 구미시,경상북도 상주시,인천광역시 서구,전라남도 장성군,전라남도 진도군,전라북도 남원시,충청남도 예산군,충청북도 옥천군
서울특별시 종로구,136.6785509259385,112.00880869261515,32.19294372689124,29.4133719658328,26.73862631934324,21.465653872382525,50.58679026772945,16.005777921202803,75.48584634929689,36.623912250271495,31.367899170639102,54.61100112144234,25.399774240373873,41.67886811191453,32.71877900920094,29.875901318822645,164.2375063847945,231.2994110717895,242.02000200861596,275.42284567103377,205.04086963434685,189.66657730875477,150.05208843406913,183.39913433937514,283.7340920710057,275.0003381278465,81.09859774148768,196.99000665239586,201.72182357914318,168.2920573402528,173.11402318038353,180.4491148604505,187.96126471265833,194.83276110498753,204.28305944157663,187.52990050376064,193.41894657415676,174.5552479960413,204.1705801844887,167.8253438226998,145.81169473287926,110.44976788805235,118.74976140071671,125.8466484507234,135.72387714225522,134.51646784023063,58.71758064183932,87.07103568757569,78.7638654299901,104.53409711700796,52.48664570592909,52.97670132300944,73.81268766886825,89.9008170390571,70.06175544143244,105.81002812130761,23.883467755607484,245.6065690553409,190.24682322037134,296.25895765923434,257.92586276595307,150.6609753836393,185.28855389549346,161.3346591011442,108.7029602280209,275.57169835028844,93.80276584999915,76.93099148362857,103.36780291014342,112.4219392269275,17.304784871350535,9.699605657588304,276.104046784997,243.8236104071105,157.70304746361364,148.39932700046847,118.73829024073491,129.63859942814472,77.08855503454316,85.47771458590192,84.49776348367399,12.59251267077652,276.67479096854066,86.07305051835864,229.41455595863613,217.69751950618019,296.2189068591864,293.77476391597526,11.732792411962212,14.655538682715092,202.580880782558,217.12705894150196,113.68496669898181,163.74253323111088,160.52308779600733,53.51875835997846,84.84888203987113,19.3643883856889,56.81914013822314,181.10933008153688,153.07388926401674,33.739741685934085,153.12152837626678,219.63400882077931,152.00973547934166,61.237236508008635,107.79199319712271
서울특별시 중구,134.8462482377056,109.9160210333866,30.029063410918454,31.532942173410465,24.820815633826754,20.393195218538086,48.75256990287765,15.770277917444563,73.32526940717788,36.71212425393967,29.474162155474982,52.4538862741662,27.521323963996768,40.37917526760044,31.65174560210079,30.543295116509004,162.45356426784048,229.49525970112256,239.97598676449383,273.35702645843025,203.2890159908824,188.18722664948388,147.9179058830798,181.38026774332917,281.57944599452367,272.96110072834676,79.66168903859516,196.64771377206102,200.7835123793045,167.0559547299628,172.8820950879962,180.51595879531197,187.24097701398443,195.0194654831203,202.953209755629,187.28947847848298,192.90969043329227,174.59441223318217,204.0191453371437,167.2152264821939,145.6614382603603,110.36910057110856,118.33889123909366,125.70817462245256,134.6096413573777,134.12733535305247,59.55970118408385,86.65222807606936,79.9043352115217,104.59166962639141,51.78678796794973,51.81069765700108,74.27725505186115,87.77885266832182,68.13039443146863,103.67244871589267,23.803886470685537,243.78369257935182,188.08340222943144,294.1382730267766,260.0420626313781,150.04480389955071,184.08209870489534,161.4338205215315,108.14280989512866,275.3760388898808,92.90705851648299,76.87838905412717,101.25656880419874,110.26169279963938,19.467876641500137,9.070585591251552,273.9640651368432,241.6919493810199,156.6561032381331,147.5538193976839,117.81041132626056,128.28128666414963,76.0746225267937,83.46468834689155,82.64582344756609,12.34499522905003,274.5632194458126,84.23621771587551,227.32102469759474,215.61529774186766,294.14068514837805,291.71448332859654,9.583093411771102,12.492914183347366,200.55433707561124,215.03956996472323,112.71567121321628,163.40883014226574,160.01958374001597,52.59475149940785,83.00230546362677,17.28018572230635,54.703285157623,179.0321749593366,150.9752249214336,35.77316481720081,152.81892851225746,219.83400505993077,150.80719832181782,61.14700262169852,106.03538306130312
서울특별시 용산구,136.14934512633386,110.61745324416194,30.219106592321364,31.06540880630738,26.062266422781246,18.487736233672873,47.677504348504264,18.008214330371455,73.59503231027462,38.934998901864056,28.524439286236987,52.43197290624969,27.92309647829262,38.653801091485285,33.693139594463815,28.41140173777114,161.2839744518729,228.35670556811033,239.35362406478424,272.80373016027033,202.06957774419658,186.63194032231112,147.67231889726702,180.6872101785333,281.4917020163337,272.3235754147903,78.06372758445339,194.45619447472697,198.81511381909561,165.2830340916847,170.66980625163225,178.27813391399636,185.16743038489548,192.78348415234308,201.25721971821426,185.0786927245623,190.76092591052932,172.35713000457818,201.7959155809836,165.09900369601868,143.4375911191467,108.13787737514062,116.16180868009172,123.48272722649585,132.7478414230751,131.9454139149797,57.476274124873726,84.47582010119598,77.96674958527953,102.35384453539979,49.697877124200566,49.98110725235207,72.07694289919561,87.47250462750465,67.23780929710678,104.15608469290788,26.038429048664298,242.6758467291504,188.254029146943,293.8093204995762,259.4777813004352,147.93039553104785,182.28671971050497,159.19582225939217,106.0080366368222,273.1589362422317,90.91303645872438,74.64450744292745,100.89369610578235,110.26437266142996,19.542438107787536,6.911786675223239,273.7502407112564,241.4254539014627,154.75089766486863,145.53626681120593,115.8346567262495,126.60894978134093,74.14621784512616,82.7649890737149,81.59500272873295,14.582556985041299,274.18994278997576,85.5439691307037,226.87098130341442,215.12187551055843,293.6303953296842,291.1423443299613,10.216276327382898,12.880797685556182,199.8819438331107,214.56615347482477,110.76286674752906,161.21510278332025,157.8686140245323,54.68490007935983,81.94185478911233,16.890979933061942,55.33115638144257,178.52178713608419,150.55036309077363,34.987572495166006,150.61879761466258,217.59858565751594,149.008523738236,58.91529001482613,104.82575717277798
서울특별시 성동구,130.62764292911345,105.54112617074095,25.87897305962898,35.890976841717624,20.551079319664215,20.101121507696273,46.04925009473401,14.895193724366038,69.08299012958967,35.974738624354266,26.683785390754224,48.41387391568897,31.45420802786098,39.20364529621824,28.725339196747967,33.36275729139083,159.78257184113917,226.751550898764,236.46392224134286,269.7596466967289,200.69875257389577,186.32451017134713,144.01912955025577,177.96612852350836,277.5371480944314,269.4644827081095,77.98902516237258,197.32857685246302,200.19737693041793,165.79739361412143,173.79384947027242,182.00429998187678,187.1375004369557,196.72772928975152,201.45636836464107,188.1782346848248,193.24980077237552,176.0326004070628,205.07783669366063,167.35543438594593,146.74899159511455,111.62125953503563,118.9273867097921,126.83342288978211,133.65600451617075,134.74623982902244,62.51803757724046,87.26757688714571,83.28580440801842,106.11388921685696,51.92324009035357,50.891612773974195,76.58097158376135,83.95862244029806,65.06983836106723,99.33936201354435,22.938982078864324,240.9837000373526,183.8768057117971,290.3023260736299,264.40334003182795,150.18187583998244,182.88677596680748,162.9915863796368,108.43405468500795,276.33021025364377,92.49551431508728,78.23608426046377,97.48563255262705,106.17061192332733,23.65944592857604,10.518785216220943,270.0242975999119,237.80090929034372,155.84356156842213,147.19816460189003,117.29567329952093,126.75176867871917,75.42878702050139,80.10439675843294,79.82034304393605,11.700439515928593,270.7718110264318,80.01907974802467,223.6128529102569,211.95568717311332,290.49290695759066,288.13769408561024,5.322030132700809,8.340790749330198,197.1100765037763,211.35801295228725,112.11311605659648,164.12144087937955,160.3866384931629,49.81226553973068,80.19287826938469,13.849162549351377,50.34145194340274,175.39692209910655,147.25205113879787,40.148422774861515,153.6000228858691,221.55983212983995,149.63640022250615,62.47629419976213,103.47056622169487
서울특별시 광진구,126.23478165805747,100.42521754508786,20.561640179553393,41.09860302130493,16.283953731270636,19.366960672316267,41.86425016309418,17.030473503513022,63.769724574976486,37.41432708497013,22.596930720041875,43.12167616203188,36.74843695051213,36.79467642245283,27.28848443393946,35.945195691824736,155.45857915856377,222.3435402613921,231.44005184687404,264.67727195662303,196.4351975952561,182.77142625497243,138.7734628950415,173.0175493403417,272.23449169132704,264.4491643841324,74.76137331266683,196.6261783700972,198.0071124082205,162.8884018299183,173.39261407308584,182.32297263188514,185.50774184591208,197.32071447019132,198.27407373540836,187.73733781860136,192.13875705577257,176.29168497264513,204.8368580201965,166.0267909499773,146.59349000374334,111.72697825248824,118.19754812254854,126.75236504994454,131.10966747447168,134.0282414478135,65.03353749994776,86.64836904985054,86.345114748976,106.57423331903463,50.92391626633776,48.65140660495547,78.147494866147,78.76156704340549,60.474509117527234,94.09438898269188,24.589814909645572,236.52359736881718,178.55700510061902,285.0818012700481,269.5936143131236,148.8664269136091,180.03485401871993,163.41557254584623,107.36619836809365,275.9270756823786,90.63893144455848,78.57156224546767,92.31365066415937,100.85823092552032,28.97652720576108,12.82322668646887,264.75698417824765,232.55519862799773,153.43115678403888,145.3114146853245,115.26685956601817,123.58806465650301,73.35867240039458,75.2319082783215,75.41665807269167,14.4144114038728,265.57468024160977,75.66206145141669,218.46423399094536,206.8371044133836,285.3779764030529,283.0678554284754,0.0,3.0713765632585015,192.1372068133074,206.2260086736478,109.9930868933499,163.48391092265683,159.33443020645137,48.286627435090075,75.80365663685684,9.349334167169966,45.165507678262514,170.29655875879962,142.10029075561985,45.18719495924879,153.0570512540661,222.16171712526466,146.8352158308097,62.85717610225551,99.28313039679978
서울특별시 동대문구,130.13903277919513,105.27553833601387,25.86638093365671,36.12955557104188,20.09054023002995,20.859603020842673,46.48105894891634,14.136263417004683,68.98847980258044,35.202253287506906,27.11866344136382,48.4456391657416,31.430810275970874,39.86872477142288,27.958380580341657,34.1124702198302,160.19946467620096,227.15112925945854,236.67458938641323,269.94349371148434,201.12965962677913,186.87864801718575,144.09972630902624,178.2070143209444,277.551056517159,269.6790566643992,78.57947995871545,198.11292684734738,200.90023497872204,166.43199576222764,174.58637429103473,182.80673448308426,187.87907844475023,197.53003140377612,202.0603878258563,188.96994121259868,194.01851262944683,176.8347617908455,205.87405892951026,168.11330801146875,147.5462785853139,112.42181136678083,119.70932904925444,127.63169361186851,134.32587034825582,135.52903337802536,63.262201294454435,88.05181294251442,83.98415645834673,106.91652146014071,52.68864816504064,51.577143575262696,77.36824560661188,84.07561876322032,65.41507414410358,99.15599604668374,22.1676663322996,241.37123161406018,183.80066863567438,290.40363432432633,264.63692516278826,150.93997856946717,183.52807913209173,163.79422750389972,109.20233669708,277.1233819290627,93.21818805987131,79.03811680006731,97.6189815571033,106.16566023567442,23.766022207768273,11.311810604220474,270.0843897063157,237.8815913032441,156.5265707429349,147.92201512387444,118.0079022370665,127.35513484560033,76.13381215118764,80.36940091083154,80.21427633497055,10.971502077658709,270.8899851937623,79.52886455304976,223.76133670603193,212.12076193617239,290.660267510119,288.3276798593824,5.32749736712247,8.39236745719098,197.34167721489894,211.51581492727775,112.81807428210455,164.90739344364007,161.15730497412258,49.039969426593615,80.59012663161943,14.167750900573164,50.1171715156553,175.57118565454607,147.39819108385058,40.480223342771694,154.38859054293562,222.3620545601662,150.28186203063507,63.278329391066386,103.9129328153988
서울특별시 중랑구,123.87328555901892,99.51904086152535,21.620162831240442,41.94264972339461,13.892221480271129,24.062675105850417,45.276912191435464,13.073953333199501,63.988968162806806,32.909734618630914,26.280183678096034,44.21496405480831,36.277886017314096,41.26391683789973,22.76059082828966,39.81201220030311,158.5364592694123,225.29858695972766,233.35345687087727,266.4307715009964,199.5657063060881,186.53609497006164,139.9769147340924,175.12330808774965,273.00363313728764,266.37650642519117,78.80055594173491,201.32462313349743,202.44427771151638,167.04249328172656,178.09646576958477,186.97953290159063,190.09296995536775,201.93801743284257,202.27337808365803,192.44138971159003,196.8056878842565,180.95506860874585,209.53772540676954,170.66697687481474,151.289755391138,116.40211953471568,122.8968667829519,131.44356256221963,135.4339106494462,138.72746030272873,68.97143719366498,91.35180655949293,89.97238291658996,111.2046180534227,55.61794427867218,53.14285856229421,82.49875684354419,80.25045529011317,63.32378473424687,93.71558679771654,20.236726373404398,239.40991436231695,178.8077140757412,286.3587274440385,270.34230096368805,153.5100777538353,184.21254212422735,168.0571057448663,112.04387019785429,280.63110304154327,95.19323445262572,83.21423723283927,93.87445573249956,101.58140298291477,29.21354734030142,16.662964295159497,265.79799811669386,233.72267730872264,157.79989029346282,149.8431882971533,119.76846993222533,127.62246592029312,77.86923802664533,77.58711214109803,78.47856146257554,10.982055422090882,266.95234084254116,73.26333578108753,220.02731850161544,208.4988741512174,287.03376853426664,284.8525674713241,4.704053098982445,6.337230570148016,194.181982129577,207.84634220828704,114.47062266293774,168.18526073422183,164.00927404209116,43.826965513820426,78.88213199959009,13.068613535235981,44.570725144626536,172.02573634817205,143.68402268707135,46.52430051013272,157.76056503224774,226.7786355684185,151.04545816270388,67.48772801899922,102.55100322989588
서울특별시 성북구,132.35298214315688,107.88113411817201,28.604959152339852,33.51931795927738,22.433886890118345,21.852747462815596,48.77823396399755,13.515168882482646,71.71528790435053,34.59487902142161,29.41777750105727,51.17919349734634,28.69351847773976,41.415728800655536,28.936805647385487,33.20099466132978,162.5198031270188,229.50601434380079,239.30531466352394,272.59880698810986,203.41907507130205,188.8356693369455,146.81938316348624,180.80607585937767,280.2882838483416,272.3059250969393,80.42056963435155,198.66753510402341,202.19555599702193,168.08438527811245,174.99571847209845,182.8459476363923,188.90050426640707,197.4234688212013,203.83810262829402,189.39480212603914,194.7797206130339,176.9065954326864,206.192764721532,168.99080573010443,147.84205911137272,112.60751460494137,120.31145891011947,127.90099917270062,135.81297760368167,136.11530369361108,62.251597284100285,88.6293079780973,82.63453156359678,106.92574111339988,53.528811985382276,53.006539369987124,76.84012549008293,86.7774388798766,67.87243245912723,101.83623927008499,21.60192769216798,243.7495975128863,186.5316913806102,293.11433218269406,262.0060501975851,151.81727060217762,185.14941546518995,163.78629851345232,109.98093123390706,277.51133867216254,94.3975638264831,79.14765147829826,100.31125447872121,108.90430228063187,21.054663528977354,11.190605395371996,272.8116251774785,240.60142374517395,157.9412217833565,149.082751414977,119.25220722163547,129.14002135395356,77.43536779372725,82.94060194563409,82.58397387084605,10.138466694795461,273.59178395776433,81.7474517426676,226.44401000082553,214.79127005914484,293.3290730465571,290.9776660578731,8.057606961738779,11.114232241473665,199.9509135132125,214.19179859657012,114.10976121911199,165.4397077978806,161.89931122328585,49.903855303936716,82.95336316450508,16.675891431883542,52.76930034724169,178.23438953895214,150.0823267182656,37.99437918459391,154.87747026277592,222.24463487668163,151.88643342836966,63.399278002491165,106.17965449667176
서울특별시 강북구,130.59614642759368,107.16548843330482,29.176181646467402,34.495847771609334,21.233303982201175,25.190909684809437,50.97810820634644,10.005519589409435,71.78755226004964,31.09923409490244,31.634304098322943,51.81782674057125,28.47255696108921,44.46728005822558,25.90441131336849,36.476923212271615,164.65339369311977,231.56871591649264,240.59401226390983,273.77334668632363,205.60771333021484,191.5080114491829,147.57753261867722,182.22508315681034,280.74140609649163,273.6088322729083,83.22120134329906,202.15569695204485,205.42265009284273,171.06099812444864,178.50139335475342,186.35231786440045,192.25971419957853,200.91251249922874,206.7017079700461,192.89918881784894,198.2248146494008,180.41550001034076,209.7046414111416,172.4015121298212,151.35458827657104,116.12138319845704,123.78986143249779,131.4142405925728,138.91656898652806,139.59705883409248,65.43964669480283,92.1105521643731,85.57832633694517,110.43088513996648,56.94186635065907,56.14231852491946,80.2368473272231,87.71431859214515,69.73452164189305,101.48862108187241,18.095023487794688,245.7634638910458,186.61031198845237,293.9396051368794,262.70942155769916,155.2275485351372,188.15199092619233,167.28849284224827,113.41871050062831,281.0193422322226,97.68199994722372,82.66002221796948,101.30700085146498,109.3177532744111,21.56157253485088,14.704448667983108,273.46311277124363,241.3436247458501,161.0945479680924,152.37930164132584,122.50494666162328,131.99649329480377,80.65316215829677,84.47936756521074,84.6323979571111,6.648332567780116,274.4898964242165,80.03334440252999,227.47389494172833,215.89186873171298,294.433249513905,292.1768684927868,9.269702299689389,12.257962143760729,201.32966315817333,215.26202071348877,117.33616217739645,168.9307896354314,165.3486258762309,46.74111350687089,85.0146819705672,18.526629146698387,52.33316706053028,179.37786471200386,151.1138787080392,39.369427122279895,158.37433031101307,225.73162260790684,154.90211170288353,66.9124196617255,108.41556034889278
서울특별시 도봉구,127.81756093586613,104.97217999627851,28.156510304293715,37.03899533201934,18.949238379744497,27.210901675116457,51.36107333240303,7.814238586895058,70.1817095815576,28.84054181801749,32.14214681954071,50.71306236078394,30.34576900152257,45.930319015723846,22.81557903385032,39.47568463595235,164.84143528184865,231.66346330683504,239.91621089977616,272.98664049074716,205.84570013360286,192.3278033864485,146.45733227038127,181.68160843711226,279.3432814550369,272.9393707627545,84.26152661054782,204.4710856897716,207.07620166793043,172.30697541105903,180.9211073604837,189.00480409783515,194.18584326646558,203.64448724563582,207.7766792665233,195.30825148744898,200.3782842841276,183.04913169975868,212.18614791564397,174.45780452863445,153.84990889309978,118.68413545531659,126.07046779167561,133.92585656816595,140.36904030145297,141.88927710565653,68.48084941163474,94.41020878296351,88.66817108681319,113.09508021435468,59.04582318306276,57.7083018744688,83.1424098270674,86.79027352919536,69.71179853690178,99.54521659728091,15.807913107827183,245.80339262740293,184.939466688262,292.8451504618373,264.973963877642,157.2850121690504,189.4336896418591,169.9664053529235,115.56190033059954,283.4546220630692,99.47165716463189,85.26396114829743,100.4199934953555,107.9366852813336,23.94518473599171,17.3425459832015,272.22596124450234,240.1860350993796,162.62419866226438,154.1759456654691,124.22338935268806,133.08103410570982,82.32885279044426,84.11131520870718,84.78084971278435,4.876276066050997,273.4597832603303,77.28986308100568,226.56531528112453,215.04811280137028,293.5810370599193,291.41028973367145,9.558300279873126,12.220474717571332,200.74331764316392,214.3913993354714,119.00739577500701,171.2627960709246,167.51875840884637,43.68203787607853,85.17643320763331,18.868169716965316,50.39463092816963,178.5813899037042,150.22765203376798,42.08453221522098,160.73785800240321,228.47006153025896,156.21121801644375,69.50649595542149,108.74548402850952
