경상남도,진주시,712858201
경상남도,통영시,239847278
경상남도,사천시,398672994
경상남도,김해시,463430954
경상남도,밀양시,798634878
경상남도,거제시,402986562
경상남도,양산시,485563946
경상남도,의령군,482892343
경상남도,함안군,416606441
경상남도,창녕군,532840650
경상남도,고성군,517932587
경상남도,남해군,357534274
경상남도,하동군,675614293
경상남도,산청군,794551403
경상남도,함양군,725453334
경상남도,거창군,803301603
경상남도,합천군,983474297
제주특별자치도,제주시,978694846
제주특별자치도,서귀포시,871464625
