month,시도,avg_temp(C),daily_rain(mm),avg_wind(m/s),avg_r_humidity(%),index_avg_temp(C),index_daily_rain(mm),index_avg_wind(m/s),index_avg_r_humidity(%),Risk
1,울산광역시,0,0,0,0,0,0,0,0,0.0
1,울산광역시,0,0,0,0,0,0,0,0,0.0
1,울산광역시,0,0,0,0,0,0,0,0,0.0
1,울산광역시,0,0,0,0,0,0,0,0,0.0
1,울산광역시,0,0,0,0,0,0,0,0,0.0
1,울산광역시,0,0,0,0,0,0,0,0,0.0
1,울산광역시,0,0,0,0,0,0,0,0,0.0
1,울산광역시,0,0,0,0,0,0,0,0,0.0
1,제주특별자치도,0,0,0,0,0,0,0,0,0.0
1,제주특별자치도,0,0,0,0,0,0,0,0,0.0
1,제주특별자치도,0,0,0,0,0,0,0,0,0.0
1,제주특별자치도,0,0,0,0,0,0,0,0,0.0
1,제주특별자치도,0,0,0,0,0,0,0,0,0.0
1,제주특별자치도,0,0,0,0,0,0,0,0,0.0
1,제주특별자치도,0,0,0,0,0,0,0,0,0.0
1,제주특별자치도,0,0,0,0,0,0,0,0,0.0
1,제주특별자치도,0,0,0,0,0,0,0,0,0.0
1,제주특별자치도,0,0,0,0,0,0,0,0,0.0
1,강원도,2.6,0.0,1.4,62.5,10,10,0,10,70.0
1,강원도,1.9,0.02,1.4,62.25,9,9,0,9,63.0
1,강원도,1.2,0.04,1.4,62.0,8,8,0,8,56.0
1,강원도,0.5,0.06,1.4,61.75,7,7,0,7,49.0
1,강원도,-0.2,0.08,1.4,61.5,6,6,0,6,42.0
1,강원도,-0.9,0.1,1.4,61.25,5,5,0,5,35.0
1,강원도,-1.6,0.12,1.4,61.0,4,4,0,4,28.0
1,강원도,-2.3,0.14,1.4,60.75,3,3,0,3,21.0
1,강원도,-3.0,0.16,1.4,60.5,2,2,0,2,14.0
1,강원도,-4.4,0.2,1.4,60.0,0,0,0,0,0.0
1,경상남도,-1.0,0.0,1.8,54.0,10,10,10,10,100.0
1,경상남도,-0.89,0.04,1.78,54.05,9,9,9,9,90.0
1,경상남도,-0.78,0.08,1.76,54.1,8,8,8,8,80.0
1,경상남도,-0.67,0.12,1.74,54.15,7,7,7,7,70.0
1,경상남도,-0.56,0.16,1.72,54.2,6,6,6,6,60.0
1,경상남도,-0.45,0.2,1.7,54.25,5,5,5,5,50.0
1,경상남도,-0.34,0.24,1.68,54.3,4,4,4,4,40.0
1,경상남도,-0.23,0.28,1.66,54.35,3,3,3,3,30.0
1,경상남도,-0.12,0.32,1.64,54.4,2,2,2,2,20.0
1,경상남도,0.1,0.4,1.6,54.5,0,0,0,0,0.0
1,경기도,-3.4,0.6,1.6,63.2,10,10,0,10,70.0
1,경기도,-3.39,0.57,1.6,62.77,9,9,0,9,63.0
1,경기도,-3.38,0.54,1.6,62.34,8,8,0,8,56.0
1,경기도,-3.37,0.51,1.6,61.91,7,7,0,7,49.0
1,경기도,-3.36,0.48,1.6,61.48,6,6,0,6,42.0
1,경기도,-3.35,0.45,1.6,61.05,5,5,0,5,35.0
1,경기도,-3.34,0.42,1.6,60.62,4,4,0,4,28.0
1,경기도,-3.33,0.39,1.6,60.19,3,3,0,3,21.0
1,경기도,-3.32,0.36,1.6,59.76,2,2,0,2,14.0
1,경기도,-3.3,0.3,1.6,58.9,0,0,0,0,0.0
1,전라남도,1.7,1.0,2.8,69.0,10,10,10,10,100.0
1,전라남도,1.62,0.95,2.82,68.55,9,9,9,9,90.0
1,전라남도,1.54,0.9,2.84,68.1,8,8,8,8,80.0
1,전라남도,1.46,0.85,2.86,67.65,7,7,7,7,70.0
1,전라남도,1.38,0.8,2.88,67.2,6,6,6,6,60.0
1,전라남도,1.3,0.75,2.9,66.75,5,5,5,5,50.0
1,전라남도,1.22,0.7,2.92,66.3,4,4,4,4,40.0
1,전라남도,1.14,0.65,2.94,65.85,3,3,3,3,30.0
1,전라남도,1.06,0.6,2.96,65.4,2,2,2,2,20.0
1,전라남도,0.9,0.5,3.0,64.5,0,0,0,0,0.0
1,전라북도,1.0,1.0,1.8,72.9,10,10,10,10,100.0
1,전라북도,0.8,0.96,1.77,72.47,9,9,9,9,90.0
1,전라북도,0.6,0.92,1.74,72.04,8,8,8,8,80.0
1,전라북도,0.4,0.88,1.71,71.61,7,7,7,7,70.0
1,전라북도,0.2,0.84,1.68,71.18,6,6,6,6,60.0
1,전라북도,0.0,0.8,1.65,70.75,5,5,5,5,50.0
1,전라북도,-0.2,0.76,1.62,70.32,4,4,4,4,40.0
1,전라북도,-0.4,0.72,1.59,69.89,3,3,3,3,30.0
1,전라북도,-0.6,0.68,1.56,69.46,2,2,2,2,20.0
1,전라북도,-1.0,0.6,1.5,68.6,0,0,0,0,0.0
1,경상북도,-0.9,0.1,1.7,50.2,10,10,10,10,100.0
1,경상북도,-0.84,0.15,1.76,50.25,9,9,9,9,90.0
1,경상북도,-0.78,0.2,1.82,50.3,8,8,8,8,80.0
1,경상북도,-0.72,0.25,1.88,50.35,7,7,7,7,70.0
1,경상북도,-0.66,0.3,1.94,50.4,6,6,6,6,60.0
1,경상북도,-0.6,0.35,2.0,50.45,5,5,5,5,50.0
1,경상북도,-0.54,0.4,2.06,50.5,4,4,4,4,40.0
1,경상북도,-0.48,0.45,2.12,50.55,3,3,3,3,30.0
1,경상북도,-0.42,0.5,2.18,50.6,2,2,2,2,20.0
1,경상북도,-0.3,0.6,2.3,50.7,0,0,0,0,0.0
1,부산광역시,6.1,0.0,1.1,58.0,10,10,10,10,100.0
1,부산광역시,5.8,0.05,1.32,56.38,9,9,9,9,90.0
1,부산광역시,5.5,0.1,1.54,54.76,8,8,8,8,80.0
1,부산광역시,5.2,0.15,1.76,53.14,7,7,7,7,70.0
1,부산광역시,4.9,0.2,1.98,51.52,6,6,6,6,60.0
1,부산광역시,4.6,0.25,2.2,49.9,5,5,5,5,50.0
1,부산광역시,4.3,0.3,2.42,48.28,4,4,4,4,40.0
1,부산광역시,4.0,0.35,2.64,46.66,3,3,3,3,30.0
1,부산광역시,3.7,0.4,2.86,45.04,2,2,2,2,20.0
1,부산광역시,3.1,0.5,3.3,41.8,0,0,0,0,0.0
1,세종특별자치시,0,0,0,0,0,0,0,0,0.0
1,세종특별자치시,0,0,0,0,0,0,0,0,0.0
1,세종특별자치시,0,0,0,0,0,0,0,0,0.0
1,세종특별자치시,0,0,0,0,0,0,0,0,0.0
1,세종특별자치시,0,0,0,0,0,0,0,0,0.0
1,세종특별자치시,0,0,0,0,0,0,0,0,0.0
1,세종특별자치시,0,0,0,0,0,0,0,0,0.0
1,세종특별자치시,0,0,0,0,0,0,0,0,0.0
1,세종특별자치시,0,0,0,0,0,0,0,0,0.0
1,세종특별자치시,0,0,0,0,0,0,0,0,0.0
1,대전광역시,-1.3,0.1,1.3,72.6,10,10,10,10,100.0
1,대전광역시,-1.36,0.14,1.36,72.05,9,9,9,9,90.0
1,대전광역시,-1.42,0.18,1.42,71.5,8,8,8,8,80.0
1,대전광역시,-1.48,0.22,1.48,70.95,7,7,7,7,70.0
1,대전광역시,-1.54,0.26,1.54,70.4,6,6,6,6,60.0
1,대전광역시,-1.6,0.3,1.6,69.85,5,5,5,5,50.0
1,대전광역시,-1.66,0.34,1.66,69.3,4,4,4,4,40.0
1,대전광역시,-1.72,0.38,1.72,68.75,3,3,3,3,30.0
1,대전광역시,-1.78,0.42,1.78,68.2,2,2,2,2,20.0
1,대전광역시,-1.9,0.5,1.9,67.1,0,0,0,0,0.0
2,인천광역시,4.2,13.6,2.9,80.6,10,10,10,10,100.0
2,인천광역시,3.79,12.34,2.94,78.33,9,9,9,9,90.0
2,인천광역시,3.38,11.08,2.98,76.06,8,8,8,8,80.0
2,인천광역시,2.97,9.82,3.02,73.79,7,7,7,7,70.0
2,인천광역시,2.56,8.56,3.06,71.52,6,6,6,6,60.0
2,인천광역시,2.15,7.3,3.1,69.25,5,5,5,5,50.0
2,인천광역시,1.74,6.04,3.14,66.98,4,4,4,4,40.0
2,인천광역시,1.33,4.78,3.18,64.71,3,3,3,3,30.0
2,인천광역시,0.92,3.52,3.22,62.44,2,2,2,2,20.0
2,인천광역시,0.1,1.0,3.3,57.9,0,0,0,0,0.0
2,충청남도,-0.8,2.0,1.7,64.8,10,10,10,10,100.0
2,충청남도,-0.72,1.9,1.72,64.51,9,9,9,9,90.0
2,충청남도,-0.64,1.8,1.74,64.22,8,8,8,8,80.0
2,충청남도,-0.56,1.7,1.76,63.93,7,7,7,7,70.0
2,충청남도,-0.48,1.6,1.78,63.64,6,6,6,6,60.0
2,충청남도,-0.4,1.5,1.8,63.35,5,5,5,5,50.0
2,충청남도,-0.32,1.4,1.82,63.06,4,4,4,4,40.0
2,충청남도,-0.24,1.3,1.84,62.77,3,3,3,3,30.0
2,충청남도,-0.16,1.2,1.86,62.48,2,2,2,2,20.0
2,충청남도,0.0,1.0,1.9,61.9,0,0,0,0,0.0
2,대구광역시,0,0,0,0,0,0,0,0,0.0
2,대구광역시,0,0,0,0,0,0,0,0,0.0
2,대구광역시,0,0,0,0,0,0,0,0,0.0
2,대구광역시,0,0,0,0,0,0,0,0,0.0
2,대구광역시,0,0,0,0,0,0,0,0,0.0
2,대구광역시,0,0,0,0,0,0,0,0,0.0
2,대구광역시,0,0,0,0,0,0,0,0,0.0
2,대구광역시,0,0,0,0,0,0,0,0,0.0
2,대구광역시,0,0,0,0,0,0,0,0,0.0
2,대구광역시,0,0,0,0,0,0,0,0,0.0
2,서울특별시,0,0,0,0,0,0,0,0,0.0
2,서울특별시,0,0,0,0,0,0,0,0,0.0
2,서울특별시,0,0,0,0,0,0,0,0,0.0
2,서울특별시,0,0,0,0,0,0,0,0,0.0
2,서울특별시,0,0,0,0,0,0,0,0,0.0
2,서울특별시,0,0,0,0,0,0,0,0,0.0
2,서울특별시,0,0,0,0,0,0,0,0,0.0
2,서울특별시,0,0,0,0,0,0,0,0,0.0
2,서울특별시,0,0,0,0,0,0,0,0,0.0
2,서울특별시,0,0,0,0,0,0,0,0,0.0
2,충청북도,-0.9,0.3,2.3,52.8,10,10,10,10,100.0
2,충청북도,-0.85,0.34,2.23,53.17,9,9,9,9,90.0
2,충청북도,-0.8,0.38,2.16,53.54,8,8,8,8,80.0
2,충청북도,-0.75,0.42,2.09,53.91,7,7,7,7,70.0
2,충청북도,-0.7,0.46,2.02,54.28,6,6,6,6,60.0
2,충청북도,-0.65,0.5,1.95,54.65,5,5,5,5,50.0
2,충청북도,-0.6,0.54,1.88,55.02,4,4,4,4,40.0
2,충청북도,-0.55,0.58,1.81,55.39,3,3,3,3,30.0
2,충청북도,-0.5,0.62,1.74,55.76,2,2,2,2,20.0
2,충청북도,-0.4,0.7,1.6,56.5,0,0,0,0,0.0
2,광주광역시,0,0,0,0,0,0,0,0,0.0
2,광주광역시,0,0,0,0,0,0,0,0,0.0
2,광주광역시,0,0,0,0,0,0,0,0,0.0
2,광주광역시,0,0,0,0,0,0,0,0,0.0
2,광주광역시,0,0,0,0,0,0,0,0,0.0
2,광주광역시,0,0,0,0,0,0,0,0,0.0
2,광주광역시,0,0,0,0,0,0,0,0,0.0
2,광주광역시,0,0,0,0,0,0,0,0,0.0
2,광주광역시,0,0,0,0,0,0,0,0,0.0
2,광주광역시,0,0,0,0,0,0,0,0,0.0
2,울산광역시,5.1,0.0,1.9,48.5,10,10,10,10,100.0
2,울산광역시,4.98,0.11,1.94,48.83,9,9,9,9,90.0
2,울산광역시,4.86,0.22,1.98,49.16,8,8,8,8,80.0
2,울산광역시,4.74,0.33,2.02,49.49,7,7,7,7,70.0
2,울산광역시,4.62,0.44,2.06,49.82,6,6,6,6,60.0
2,울산광역시,4.5,0.55,2.1,50.15,5,5,5,5,50.0
2,울산광역시,4.38,0.66,2.14,50.48,4,4,4,4,40.0
2,울산광역시,4.26,0.77,2.18,50.81,3,3,3,3,30.0
2,울산광역시,4.14,0.88,2.22,51.14,2,2,2,2,20.0
2,울산광역시,3.9,1.1,2.3,51.8,0,0,0,0,0.0
2,제주특별자치도,12.2,0.0,1.6,57.0,10,10,10,10,100.0
2,제주특별자치도,11.63,0.3,1.79,57.8,9,9,9,9,90.0
2,제주특별자치도,11.06,0.6,1.98,58.6,8,8,8,8,80.0
2,제주특별자치도,10.49,0.9,2.17,59.4,7,7,7,7,70.0
2,제주특별자치도,9.92,1.2,2.36,60.2,6,6,6,6,60.0
2,제주특별자치도,9.35,1.5,2.55,61.0,5,5,5,5,50.0
2,제주특별자치도,8.78,1.8,2.74,61.8,4,4,4,4,40.0
2,제주특별자치도,8.21,2.1,2.93,62.6,3,3,3,3,30.0
2,제주특별자치도,7.64,2.4,3.12,63.4,2,2,2,2,20.0
2,제주특별자치도,6.5,3.0,3.5,65.0,0,0,0,0,0.0
2,강원도,1.9,0.0,1.4,28.0,10,10,10,10,100.0
2,강원도,1.66,0.09,1.39,30.53,9,9,9,9,90.0
2,강원도,1.42,0.18,1.38,33.06,8,8,8,8,80.0
2,강원도,1.18,0.27,1.37,35.59,7,7,7,7,70.0
2,강원도,0.94,0.36,1.36,38.12,6,6,6,6,60.0
2,강원도,0.7,0.45,1.35,40.65,5,5,5,5,50.0
2,강원도,0.46,0.54,1.34,43.18,4,4,4,4,40.0
2,강원도,0.22,0.63,1.33,45.71,3,3,3,3,30.0
2,강원도,-0.02,0.72,1.32,48.24,2,2,2,2,20.0
2,강원도,-0.5,0.9,1.3,53.3,0,0,0,0,0.0
2,경상남도,4.7,0.0,2.3,56.4,10,10,10,10,100.0
2,경상남도,4.62,0.17,2.28,56.25,9,9,9,9,90.0
2,경상남도,4.54,0.34,2.26,56.1,8,8,8,8,80.0
2,경상남도,4.46,0.51,2.24,55.95,7,7,7,7,70.0
2,경상남도,4.38,0.68,2.22,55.8,6,6,6,6,60.0
2,경상남도,4.3,0.85,2.2,55.65,5,5,5,5,50.0
2,경상남도,4.22,1.02,2.18,55.5,4,4,4,4,40.0
2,경상남도,4.14,1.19,2.16,55.35,3,3,3,3,30.0
2,경상남도,4.06,1.36,2.14,55.2,2,2,2,2,20.0
2,경상남도,3.9,1.7,2.1,54.9,0,0,0,0,0.0
2,경기도,0.9,0.2,2.0,57.5,10,10,10,10,100.0
2,경기도,0.72,0.28,1.97,57.48,9,9,9,9,90.0
2,경기도,0.54,0.36,1.94,57.46,8,8,8,8,80.0
2,경기도,0.36,0.44,1.91,57.44,7,7,7,7,70.0
2,경기도,0.18,0.52,1.88,57.42,6,6,6,6,60.0
2,경기도,0.0,0.6,1.85,57.4,5,5,5,5,50.0
2,경기도,-0.18,0.68,1.82,57.38,4,4,4,4,40.0
2,경기도,-0.36,0.76,1.79,57.36,3,3,3,3,30.0
2,경기도,-0.54,0.84,1.76,57.34,2,2,2,2,20.0
2,경기도,-0.9,1.0,1.7,57.3,0,0,0,0,0.0
2,전라남도,3.9,5.1,2.0,62.3,10,10,10,10,100.0
2,전라남도,3.72,4.75,2.04,62.46,9,9,9,9,90.0
2,전라남도,3.54,4.4,2.08,62.62,8,8,8,8,80.0
2,전라남도,3.36,4.05,2.12,62.78,7,7,7,7,70.0
2,전라남도,3.18,3.7,2.16,62.94,6,6,6,6,60.0
2,전라남도,3.0,3.35,2.2,63.1,5,5,5,5,50.0
2,전라남도,2.82,3.0,2.24,63.26,4,4,4,4,40.0
2,전라남도,2.64,2.65,2.28,63.42,3,3,3,3,30.0
2,전라남도,2.46,2.3,2.32,63.58,2,2,2,2,20.0
2,전라남도,2.1,1.6,2.4,63.9,0,0,0,0,0.0
2,전라북도,1.8,0.0,1.8,64.5,10,10,10,10,100.0
2,전라북도,1.74,0.12,1.81,64.65,9,9,9,9,90.0
2,전라북도,1.68,0.24,1.82,64.8,8,8,8,8,80.0
2,전라북도,1.62,0.36,1.83,64.95,7,7,7,7,70.0
2,전라북도,1.56,0.48,1.84,65.1,6,6,6,6,60.0
2,전라북도,1.5,0.6,1.85,65.25,5,5,5,5,50.0
2,전라북도,1.44,0.72,1.86,65.4,4,4,4,4,40.0
2,전라북도,1.38,0.84,1.87,65.55,3,3,3,3,30.0
2,전라북도,1.32,0.96,1.88,65.7,2,2,2,2,20.0
2,전라북도,1.2,1.2,1.9,66.0,0,0,0,0,0.0
2,경상북도,2.5,0.3,6.9,65.8,10,10,10,10,100.0
2,경상북도,2.24,0.36,6.56,64.41,9,9,9,9,90.0
2,경상북도,1.98,0.42,6.22,63.02,8,8,8,8,80.0
2,경상북도,1.72,0.48,5.88,61.63,7,7,7,7,70.0
2,경상북도,1.46,0.54,5.54,60.24,6,6,6,6,60.0
2,경상북도,1.2,0.6,5.2,58.85,5,5,5,5,50.0
2,경상북도,0.94,0.66,4.86,57.46,4,4,4,4,40.0
2,경상북도,0.68,0.72,4.52,56.07,3,3,3,3,30.0
2,경상북도,0.42,0.78,4.18,54.68,2,2,2,2,20.0
2,경상북도,-0.1,0.9,3.5,51.9,0,0,0,0,0.0
2,부산광역시,0,0,0,0,0,0,0,0,0.0
2,부산광역시,0,0,0,0,0,0,0,0,0.0
2,부산광역시,0,0,0,0,0,0,0,0,0.0
2,부산광역시,0,0,0,0,0,0,0,0,0.0
2,부산광역시,0,0,0,0,0,0,0,0,0.0
2,부산광역시,0,0,0,0,0,0,0,0,0.0
2,부산광역시,0,0,0,0,0,0,0,0,0.0
2,부산광역시,0,0,0,0,0,0,0,0,0.0
2,부산광역시,0,0,0,0,0,0,0,0,0.0
2,부산광역시,0,0,0,0,0,0,0,0,0.0
2,세종특별자치시,0,0,0,0,0,0,0,0,0.0
2,세종특별자치시,0,0,0,0,0,0,0,0,0.0
2,세종특별자치시,0,0,0,0,0,0,0,0,0.0
2,세종특별자치시,0,0,0,0,0,0,0,0,0.0
2,세종특별자치시,0,0,0,0,0,0,0,0,0.0
2,세종특별자치시,0,0,0,0,0,0,0,0,0.0
2,세종특별자치시,0,0,0,0,0,0,0,0,0.0
2,세종특별자치시,0,0,0,0,0,0,0,0,0.0
2,세종특별자치시,0,0,0,0,0,0,0,0,0.0
2,세종특별자치시,0,0,0,0,0,0,0,0,0.0
2,대전광역시,-0.8,2.0,1.7,64.8,10,10,10,10,100.0
2,대전광역시,-0.72,1.9,1.72,64.51,9,9,9,9,90.0
2,대전광역시,-0.64,1.8,1.74,64.22,8,8,8,8,80.0
2,대전광역시,-0.56,1.7,1.76,63.93,7,7,7,7,70.0
2,대전광역시,-0.48,1.6,1.78,63.64,6,6,6,6,60.0
2,대전광역시,-0.4,1.5,1.8,63.35,5,5,5,5,50.0
2,대전광역시,-0.32,1.4,1.82,63.06,4,4,4,4,40.0
2,대전광역시,-0.24,1.3,1.84,62.77,3,3,3,3,30.0
2,대전광역시,-0.16,1.2,1.86,62.48,2,2,2,2,20.0
2,대전광역시,0.0,1.0,1.9,61.9,0,0,0,0,0.0
3,인천광역시,0,0,0,0,0,0,0,0,0.0
3,인천광역시,0,0,0,0,0,0,0,0,0.0
3,인천광역시,0,0,0,0,0,0,0,0,0.0
3,인천광역시,0,0,0,0,0,0,0,0,0.0
3,인천광역시,0,0,0,0,0,0,0,0,0.0
3,인천광역시,0,0,0,0,0,0,0,0,0.0
3,인천광역시,0,0,0,0,0,0,0,0,0.0
3,인천광역시,0,0,0,0,0,0,0,0,0.0
3,인천광역시,0,0,0,0,0,0,0,0,0.0
3,인천광역시,0,0,0,0,0,0,0,0,0.0
3,충청남도,3.7,0.1,2.5,53.9,10,10,10,10,100.0
3,충청남도,3.85,0.23,2.47,54.71,9,9,9,9,90.0
3,충청남도,4.0,0.36,2.44,55.52,8,8,8,8,80.0
3,충청남도,4.15,0.49,2.41,56.33,7,7,7,7,70.0
3,충청남도,4.3,0.62,2.38,57.14,6,6,6,6,60.0
3,충청남도,4.45,0.75,2.35,57.95,5,5,5,5,50.0
3,충청남도,4.6,0.88,2.32,58.76,4,4,4,4,40.0
3,충청남도,4.75,1.01,2.29,59.57,3,3,3,3,30.0
3,충청남도,4.9,1.14,2.26,60.38,2,2,2,2,20.0
3,충청남도,5.2,1.4,2.2,62.0,0,0,0,0,0.0
3,대구광역시,0,0,0,0,0,0,0,0,0.0
3,대구광역시,0,0,0,0,0,0,0,0,0.0
3,대구광역시,0,0,0,0,0,0,0,0,0.0
3,대구광역시,0,0,0,0,0,0,0,0,0.0
3,대구광역시,0,0,0,0,0,0,0,0,0.0
3,대구광역시,0,0,0,0,0,0,0,0,0.0
3,대구광역시,0,0,0,0,0,0,0,0,0.0
3,대구광역시,0,0,0,0,0,0,0,0,0.0
3,대구광역시,0,0,0,0,0,0,0,0,0.0
3,대구광역시,0,0,0,0,0,0,0,0,0.0
3,서울특별시,0,0,0,0,0,0,0,0,0.0
3,서울특별시,0,0,0,0,0,0,0,0,0.0
3,서울특별시,0,0,0,0,0,0,0,0,0.0
3,서울특별시,0,0,0,0,0,0,0,0,0.0
3,서울특별시,0,0,0,0,0,0,0,0,0.0
3,서울특별시,0,0,0,0,0,0,0,0,0.0
3,서울특별시,0,0,0,0,0,0,0,0,0.0
3,서울특별시,0,0,0,0,0,0,0,0,0.0
3,서울특별시,0,0,0,0,0,0,0,0,0.0
3,서울특별시,0,0,0,0,0,0,0,0,0.0
3,충청북도,6.1,0.6,1.5,52.0,10,10,10,10,100.0
3,충청북도,6.08,0.69,1.53,52.27,9,9,9,9,90.0
3,충청북도,6.06,0.78,1.56,52.54,8,8,8,8,80.0
3,충청북도,6.04,0.87,1.59,52.81,7,7,7,7,70.0
3,충청북도,6.02,0.96,1.62,53.08,6,6,6,6,60.0
3,충청북도,6.0,1.05,1.65,53.35,5,5,5,5,50.0
3,충청북도,5.98,1.14,1.68,53.62,4,4,4,4,40.0
3,충청북도,5.96,1.23,1.71,53.89,3,3,3,3,30.0
3,충청북도,5.94,1.32,1.74,54.16,2,2,2,2,20.0
3,충청북도,5.9,1.5,1.8,54.7,0,0,0,0,0.0
3,광주광역시,0,0,0,0,0,0,0,0,0.0
3,광주광역시,0,0,0,0,0,0,0,0,0.0
3,광주광역시,0,0,0,0,0,0,0,0,0.0
3,광주광역시,0,0,0,0,0,0,0,0,0.0
3,광주광역시,0,0,0,0,0,0,0,0,0.0
3,광주광역시,0,0,0,0,0,0,0,0,0.0
3,광주광역시,0,0,0,0,0,0,0,0,0.0
3,광주광역시,0,0,0,0,0,0,0,0,0.0
3,광주광역시,0,0,0,0,0,0,0,0,0.0
3,광주광역시,0,0,0,0,0,0,0,0,0.0
3,울산광역시,0,0,0,0,0,0,0,0,0.0
3,울산광역시,0,0,0,0,0,0,0,0,0.0
3,울산광역시,0,0,0,0,0,0,0,0,0.0
3,울산광역시,0,0,0,0,0,0,0,0,0.0
3,울산광역시,0,0,0,0,0,0,0,0,0.0
3,울산광역시,0,0,0,0,0,0,0,0,0.0
3,울산광역시,0,0,0,0,0,0,0,0,0.0
3,울산광역시,0,0,0,0,0,0,0,0,0.0
3,울산광역시,0,0,0,0,0,0,0,0,0.0
3,울산광역시,0,0,0,0,0,0,0,0,0.0
3,제주특별자치도,0,0,0,0,0,0,0,0,0.0
3,제주특별자치도,0,0,0,0,0,0,0,0,0.0
3,제주특별자치도,0,0,0,0,0,0,0,0,0.0
3,제주특별자치도,0,0,0,0,0,0,0,0,0.0
3,제주특별자치도,0,0,0,0,0,0,0,0,0.0
3,제주특별자치도,0,0,0,0,0,0,0,0,0.0
3,제주특별자치도,0,0,0,0,0,0,0,0,0.0
3,제주특별자치도,0,0,0,0,0,0,0,0,0.0
3,제주특별자치도,0,0,0,0,0,0,0,0,0.0
3,제주특별자치도,0,0,0,0,0,0,0,0,0.0
3,강원도,0,0,0,0,0,0,0,0,0.0
3,강원도,0,0,0,0,0,0,0,0,0.0
3,강원도,0,0,0,0,0,0,0,0,0.0
3,강원도,0,0,0,0,0,0,0,0,0.0
3,강원도,0,0,0,0,0,0,0,0,0.0
3,강원도,0,0,0,0,0,0,0,0,0.0
3,강원도,0,0,0,0,0,0,0,0,0.0
3,강원도,0,0,0,0,0,0,0,0,0.0
3,강원도,0,0,0,0,0,0,0,0,0.0
3,강원도,0,0,0,0,0,0,0,0,0.0
3,경상남도,0,0,0,0,0,0,0,0,0.0
3,경상남도,0,0,0,0,0,0,0,0,0.0
3,경상남도,0,0,0,0,0,0,0,0,0.0
3,경상남도,0,0,0,0,0,0,0,0,0.0
3,경상남도,0,0,0,0,0,0,0,0,0.0
3,경상남도,0,0,0,0,0,0,0,0,0.0
3,경상남도,0,0,0,0,0,0,0,0,0.0
3,경상남도,0,0,0,0,0,0,0,0,0.0
3,경상남도,0,0,0,0,0,0,0,0,0.0
3,경상남도,0,0,0,0,0,0,0,0,0.0
3,경기도,4.0,0.6,2.1,55.0,10,10,10,10,100.0
3,경기도,4.09,0.67,2.09,55.31,9,9,9,9,90.0
3,경기도,4.18,0.74,2.08,55.62,8,8,8,8,80.0
3,경기도,4.27,0.81,2.07,55.93,7,7,7,7,70.0
3,경기도,4.36,0.88,2.06,56.24,6,6,6,6,60.0
3,경기도,4.45,0.95,2.05,56.55,5,5,5,5,50.0
3,경기도,4.54,1.02,2.04,56.86,4,4,4,4,40.0
3,경기도,4.63,1.09,2.03,57.17,3,3,3,3,30.0
3,경기도,4.72,1.16,2.02,57.48,2,2,2,2,20.0
3,경기도,4.9,1.3,2.0,58.1,0,0,0,0,0.0
3,전라남도,6.0,0.7,2.7,59.3,10,10,10,10,100.0
3,전라남도,6.06,0.88,2.72,59.83,9,9,9,9,90.0
3,전라남도,6.12,1.06,2.74,60.36,8,8,8,8,80.0
3,전라남도,6.18,1.24,2.76,60.89,7,7,7,7,70.0
3,전라남도,6.24,1.42,2.78,61.42,6,6,6,6,60.0
3,전라남도,6.3,1.6,2.8,61.95,5,5,5,5,50.0
3,전라남도,6.36,1.78,2.82,62.48,4,4,4,4,40.0
3,전라남도,6.42,1.96,2.84,63.01,3,3,3,3,30.0
3,전라남도,6.48,2.14,2.86,63.54,2,2,2,2,20.0
3,전라남도,6.6,2.5,2.9,64.6,0,0,0,0,0.0
3,전라북도,6.1,0.3,2.2,59.1,10,10,10,10,100.0
3,전라북도,6.08,0.46,2.21,59.49,9,9,9,9,90.0
3,전라북도,6.06,0.62,2.22,59.88,8,8,8,8,80.0
3,전라북도,6.04,0.78,2.23,60.27,7,7,7,7,70.0
3,전라북도,6.02,0.94,2.24,60.66,6,6,6,6,60.0
3,전라북도,6.0,1.1,2.25,61.05,5,5,5,5,50.0
3,전라북도,5.98,1.26,2.26,61.44,4,4,4,4,40.0
3,전라북도,5.96,1.42,2.27,61.83,3,3,3,3,30.0
3,전라북도,5.94,1.58,2.28,62.22,2,2,2,2,20.0
3,전라북도,5.9,1.9,2.3,63.0,0,0,0,0,0.0
3,경상북도,3.8,0.0,3.4,31.6,10,10,10,10,100.0
3,경상북도,4.15,0.19,3.31,33.92,9,9,9,9,90.0
3,경상북도,4.5,0.38,3.22,36.24,8,8,8,8,80.0
3,경상북도,4.85,0.57,3.13,38.56,7,7,7,7,70.0
3,경상북도,5.2,0.76,3.04,40.88,6,6,6,6,60.0
3,경상북도,5.55,0.95,2.95,43.2,5,5,5,5,50.0
3,경상북도,5.9,1.14,2.86,45.52,4,4,4,4,40.0
3,경상북도,6.25,1.33,2.77,47.84,3,3,3,3,30.0
3,경상북도,6.6,1.52,2.68,50.16,2,2,2,2,20.0
3,경상북도,7.3,1.9,2.5,54.8,0,0,0,0,0.0
3,부산광역시,0,0,0,0,0,0,0,0,0.0
3,부산광역시,0,0,0,0,0,0,0,0,0.0
3,부산광역시,0,0,0,0,0,0,0,0,0.0
3,부산광역시,0,0,0,0,0,0,0,0,0.0
3,부산광역시,0,0,0,0,0,0,0,0,0.0
3,부산광역시,0,0,0,0,0,0,0,0,0.0
3,부산광역시,0,0,0,0,0,0,0,0,0.0
