주소,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
서울특별시 노원구,5.87 중랑천 2,18.15 탄천 2,19.72 공릉천 1,22.4 안양천  3,22.55 강서지구 3,26.35 팔당호 2,27.98 한강하구 1,29.46 상패천 2,29.65 포천천 2,34.38 문산천 2,37.56 임진강 2,39.75 왕송호수 3,41.43 경안천 2,42.02 서호 3,43.32 원천리천 3,44.37 남한강 2,49.71 황구지천 2,51.44 시화호 1,61.92 진위천 2,63.82 한탄강 2,66.29 소양강 하류 2,66.33 청미천 1,68.34 화성호 2,72.36 철원평야 2,73.5 토교저수지 2,74.51 남양호 2,74.89 안성천 1,83.69 원주천 2,84.21 섬강 1,84.67 아산호 2,87.05 대호 2,87.27 석문간척지 2,89.08 삽교호 2,92.71 백곡지 2,99.0 봉강천 1,101.06 잠홍지 2,101.66 송정저수지 2,102.57 풍세천 1,104.37 곡교천 1,105.31 도당천 2,105.95 무한천 2,106.25 병천천 2,107.0 보강천 2,114.56 해미천 2,114.65 산수저수지 2,118.03 충주호 3,123.76 간월호 2,125.75 부남호 2,125.77 무심천 2,128.68 미호천 1,129.43 천수만 1,148.14 남대천 3,162.67 남대천 3,163.78 논산천 2,172.16 봉선저수지 2,183.84 금강하구둑 1,185.77 금강호 2,196.02 만경강 1,197.94 김천 2,200.57 구미 3,206.22 전주천 2,211.39 조류지 2,212.41 원평천 3,219.82 동진강 1,235.94 동림저수지 1,237.41 낙동강 2,240.49 금호강 1,249.53 안심습지 3,259.82 황룡강 2,261.94 목포늪 3,263.16 사지포 3,263.31 창녕우포 3,268.9 담양습지 3,273.5 형산강 1,274.89 산남저수지 3,278.16 장척저수지 3,284.75 함평대동저수지 2,288.52 주암댐 2,290.54 고막원천 2,294.42 지석천 2,297.56 주남저수지 3,299.48 동판저수지 2,302.99 화포천 2,304.16 사천만 3,304.81 우습제 2,306.29 낙동강 2,310.38 순천만 1,312.99 양산천 2,313.05 양산발생지 3,313.12 태화강 3,316.56 낙동강 3,327.02 영산강 2,330.09 낙동강하구 2,332.93 영암호 1,342.48 금호호 1,344.45 만덕간척지 2,352.25 고천암 2,352.69 강진만 2,356.1 사내간척지 2,460.32 하도리 2,463.03 종달리 3,466.13 오조리 3,488.61 용수저수지 2
서울특별시 은평구,10.28 강서지구 3,11.02 안양천  3,12.59 중랑천 2,14.21 공릉천 1,17.2 한강하구 1,19.35 탄천 2,31.12 임진강 2,31.77 문산천 2,32.87 왕송호수 3,34.1 팔당호 2,36.22 서호 3,36.86 상패천 2,39.06 원천리천 3,40.02 시화호 1,40.36 포천천 2,42.33 경안천 2,44.72 황구지천 2,52.46 남한강 2,57.78 진위천 2,58.34 화성호 2,66.3 남양호 2,67.48 청미천 1,72.24 안성천 1,73.22 한탄강 2,76.06 대호 2,76.81 석문간척지 2,77.88 아산호 2,78.87 소양강 하류 2,80.73 철원평야 2,81.65 삽교호 2,82.62 토교저수지 2,90.82 잠홍지 2,91.85 백곡지 2,92.6 원주천 2,94.31 봉강천 1,94.39 섬강 1,95.44 도당천 2,98.2 풍세천 1,98.63 무한천 2,100.08 송정저수지 2,100.26 곡교천 1,104.08 병천천 2,105.27 해미천 2,105.41 산수저수지 2,107.45 보강천 2,113.99 간월호 2,115.38 부남호 2,119.6 천수만 1,123.39 충주호 3,124.52 무심천 2,125.69 미호천 1,158.96 논산천 2,160.66 남대천 3,165.17 봉선저수지 2,174.36 남대천 3,176.78 금강하구둑 1,178.68 금강호 2,190.3 만경강 1,198.76 김천 2,201.39 전주천 2,202.92 구미 3,203.98 조류지 2,206.41 원평천 3,213.48 동진강 1,229.05 동림저수지 1,238.88 낙동강 2,241.96 금호강 1,252.15 안심습지 3,253.33 황룡강 2,262.4 목포늪 3,262.75 담양습지 3,263.72 사지포 3,263.78 창녕우포 3,273.99 산남저수지 3,277.33 함평대동저수지 2,277.83 형산강 1,278.62 장척저수지 3,283.42 고막원천 2,283.68 주암댐 2,288.4 지석천 2,297.72 우습제 2,298.38 주남저수지 3,300.3 동판저수지 2,302.21 사천만 3,304.17 화포천 2,306.42 순천만 1,308.02 낙동강 2,314.91 양산천 2,316.07 양산발생지 3,316.59 태화강 3,318.34 낙동강 3,319.35 영산강 2,325.64 영암호 1,331.28 낙동강하구 2,335.02 금호호 1,338.04 만덕간척지 2,345.04 고천암 2,346.32 강진만 2,349.63 사내간척지 2,454.34 하도리 2,457.07 종달리 3,460.23 오조리 3,481.22 용수저수지 2
서울특별시 서대문구,9.13 안양천  3,10.92 강서지구 3,12.21 중랑천 2,16.82 공릉천 1,17.28 탄천 2,18.63 한강하구 1,30.23 왕송호수 3,32.81 팔당호 2,33.4 임진강 2,33.53 서호 3,34.41 문산천 2,36.36 원천리천 3,38.29 시화호 1,39.19 상패천 2,39.9 경안천 2,42.02 황구지천 2,42.13 포천천 2,51.09 남한강 2,55.08 진위천 2,56.18 화성호 2,63.84 남양호 2,65.01 청미천 1,69.55 안성천 1,74.2 대호 2,74.79 석문간척지 2,75.29 아산호 2,75.34 한탄강 2,79.11 삽교호 2,79.4 소양강 하류 2,83.02 철원평야 2,84.8 토교저수지 2,88.75 잠홍지 2,89.21 백곡지 2,91.3 원주천 2,91.62 봉강천 1,93.29 도당천 2,93.46 섬강 1,95.5 풍세천 1,96.09 무한천 2,97.41 송정저수지 2,97.56 곡교천 1,101.39 병천천 2,103.0 해미천 2,103.13 산수저수지 2,104.89 보강천 2,111.82 간월호 2,113.35 부남호 2,117.45 천수만 1,121.34 충주호 3,121.86 무심천 2,122.98 미호천 1,156.28 논산천 2,160.99 남대천 3,162.62 봉선저수지 2,173.98 남대천 3,174.24 금강하구둑 1,176.14 금강호 2,187.66 만경강 1,196.19 김천 2,198.72 전주천 2,200.47 구미 3,201.48 조류지 2,203.79 원평천 3,210.88 동진강 1,226.5 동림저수지 1,236.35 낙동강 2,239.44 금호강 1,249.72 안심습지 3,250.74 황룡강 2,259.81 목포늪 3,260.14 담양습지 3,261.13 사지포 3,261.18 창녕우포 3,271.33 산남저수지 3,274.83 함평대동저수지 2,275.6 형산강 1,276.03 장척저수지 3,280.9 고막원천 2,281.01 주암댐 2,285.79 지석천 2,295.19 우습제 2,295.8 주남저수지 3,297.72 동판저수지 2,299.51 사천만 3,301.62 화포천 2,303.73 순천만 1,305.51 낙동강 2,312.42 양산천 2,313.68 양산발생지 3,314.25 태화강 3,315.84 낙동강 3,316.88 영산강 2,323.13 영암호 1,328.73 낙동강하구 2,332.52 금호호 1,335.45 만덕간척지 2,342.52 고천암 2,343.73 강진만 2,347.04 사내간척지 2,451.73 하도리 2,454.45 종달리 3,457.61 오조리 3,478.72 용수저수지 2
서울특별시 마포구,6.33 안양천  3,8.19 강서지구 3,15.58 중랑천 2,16.42 한강하구 1,16.91 공릉천 1,19.33 탄천 2,29.06 왕송호수 3,32.32 임진강 2,32.69 서호 3,34.44 문산천 2,35.3 시화호 1,35.62 팔당호 2,35.99 원천리천 3,41.02 경안천 2,41.33 황구지천 2,41.47 상패천 2,45.08 포천천 2,53.67 화성호 2,53.77 남한강 2,54.52 진위천 2,61.92 남양호 2,65.91 청미천 1,69.35 안성천 1,71.33 대호 2,72.1 석문간척지 2,73.8 아산호 2,77.41 삽교호 2,77.92 한탄강 2,82.83 소양강 하류 2,85.34 철원평야 2,86.12 잠홍지 2,87.3 토교저수지 2,89.44 백곡지 2,90.72 봉강천 1,90.77 도당천 2,94.02 원주천 2,94.38 무한천 2,94.69 풍세천 1,96.45 섬강 1,96.82 곡교천 1,97.42 송정저수지 2,100.67 해미천 2,100.81 산수저수지 2,101.21 병천천 2,105.44 보강천 2,109.33 간월호 2,110.66 부남호 2,114.93 천수만 1,121.89 무심천 2,122.52 미호천 1,123.15 충주호 3,155.25 논산천 2,160.95 봉선저수지 2,164.41 남대천 3,172.53 금강하구둑 1,174.43 금강호 2,177.25 남대천 3,186.34 만경강 1,196.71 김천 2,197.65 전주천 2,199.66 조류지 2,201.4 구미 3,202.38 원평천 3,209.37 동진강 1,224.82 동림저수지 1,237.02 낙동강 2,240.1 금호강 1,249.17 황룡강 2,250.69 안심습지 3,258.67 담양습지 3,260.19 목포늪 3,261.54 사지포 3,261.56 창녕우포 3,271.33 산남저수지 3,272.98 함평대동저수지 2,276.4 장척저수지 3,277.01 형산강 1,279.14 고막원천 2,279.9 주암댐 2,284.34 지석천 2,293.44 우습제 2,296.26 주남저수지 3,298.19 동판저수지 2,299.22 사천만 3,302.18 화포천 2,302.87 순천만 1,306.22 낙동강 2,313.18 양산천 2,314.73 양산발생지 3,314.95 영산강 2,315.42 태화강 3,316.56 낙동강 3,321.31 영암호 1,329.29 낙동강하구 2,330.66 금호호 1,333.88 만덕간척지 2,340.72 고천암 2,342.18 강진만 2,345.46 사내간척지 2,450.27 하도리 2,453.0 종달리 3,456.18 오조리 3,476.86 용수저수지 2
서울특별시 양천구,0.8 안양천  3,9.38 강서지구 3,17.61 한강하구 1,20.48 중랑천 2,20.86 탄천 2,21.72 공릉천 1,24.36 왕송호수 3,28.39 서호 3,29.05 시화호 1,32.38 원천리천 3,35.03 임진강 2,37.12 황구지천 2,38.3 팔당호 2,38.73 문산천 2,39.9 경안천 2,47.46 화성호 2,47.67 상패천 2,50.41 진위천 2,51.33 포천천 2,55.92 남한강 2,56.12 남양호 2,64.13 청미천 1,65.05 대호 2,65.69 안성천 1,65.82 석문간척지 2,68.39 아산호 2,71.77 삽교호 2,79.85 잠홍지 2,84.19 한탄강 2,84.55 도당천 2,86.0 봉강천 1,86.37 백곡지 2,88.1 소양강 하류 2,88.72 무한천 2,90.07 풍세천 1,91.53 철원평야 2,92.29 곡교천 1,93.55 토교저수지 2,93.96 송정저수지 2,94.53 해미천 2,94.68 산수저수지 2,96.05 원주천 2,97.46 병천천 2,99.29 섬강 1,102.85 보강천 2,103.1 간월호 2,104.39 부남호 2,108.7 천수만 1,118.32 미호천 1,118.44 무심천 2,122.92 충주호 3,150.28 논산천 2,155.29 봉선저수지 2,166.84 금강하구둑 1,168.73 금강호 2,169.36 남대천 3,181.03 만경강 1,181.07 남대천 3,192.62 전주천 2,193.86 조류지 2,193.96 김천 2,196.98 원평천 3,199.35 구미 3,203.85 동진강 1,219.14 동림저수지 1,234.5 낙동강 2,237.58 금호강 1,243.6 황룡강 2,248.7 안심습지 3,253.19 담양습지 3,257.18 목포늪 3,258.56 창녕우포 3,258.58 사지포 3,267.15 함평대동저수지 2,267.73 산남저수지 3,273.38 장척저수지 3,273.38 고막원천 2,274.81 주암댐 2,275.85 형산강 1,278.89 지석천 2,287.69 우습제 2,293.38 주남저수지 3,295.16 사천만 3,295.31 동판저수지 2,298.06 순천만 1,299.46 화포천 2,303.74 낙동강 2,309.06 영산강 2,310.79 양산천 2,312.87 양산발생지 3,313.78 태화강 3,314.1 낙동강 3,315.51 영암호 1,324.81 금호호 1,326.55 낙동강하구 2,328.3 만덕간척지 2,334.93 고천암 2,336.61 강진만 2,339.86 사내간척지 2,444.79 하도리 2,447.52 종달리 3,450.71 오조리 3,471.01 용수저수지 2
서울특별시 강서구,4.7 안양천  3,5.4 강서지구 3,13.8 한강하구 1,17.86 공릉천 1,20.44 중랑천 2,23.06 탄천 2,28.41 왕송호수 3,31.03 임진강 2,31.4 시화호 1,32.45 서호 3,34.71 문산천 2,36.4 원천리천 3,39.96 팔당호 2,41.18 황구지천 2,43.35 경안천 2,44.72 상패천 2,49.21 포천천 2,50.56 화성호 2,54.47 진위천 2,57.93 남한강 2,59.75 남양호 2,67.55 대호 2,67.82 청미천 1,68.63 석문간척지 2,69.73 안성천 1,72.24 아산호 2,75.51 삽교호 2,81.47 한탄강 2,82.73 잠홍지 2,87.57 도당천 2,87.68 소양강 하류 2,88.5 철원평야 2,90.02 봉강천 1,90.35 백곡지 2,90.72 토교저수지 2,92.44 무한천 2,94.1 풍세천 1,96.33 곡교천 1,97.74 해미천 2,97.91 산수저수지 2,97.99 송정저수지 2,98.16 원주천 2,100.91 섬강 1,101.51 병천천 2,106.13 간월호 2,106.75 보강천 2,107.15 부남호 2,111.69 천수만 1,122.38 미호천 1,122.47 무심천 2,126.12 충주호 3,154.25 논산천 2,158.98 봉선저수지 2,169.29 남대천 3,170.52 금강하구둑 1,172.4 금강호 2,182.0 남대천 3,184.89 만경강 1,196.57 전주천 2,197.46 조류지 2,197.9 김천 2,200.8 원평천 3,203.15 구미 3,207.63 동진강 1,222.82 동림저수지 1,238.4 낙동강 2,241.48 금호강 1,247.33 황룡강 2,252.49 안심습지 3,256.97 담양습지 3,261.17 목포늪 3,262.54 창녕우포 3,262.56 사지포 3,270.72 함평대동저수지 2,271.77 산남저수지 3,277.01 고막원천 2,277.37 장척저수지 3,278.74 주암댐 2,279.41 형산강 1,282.69 지석천 2,291.31 우습제 2,297.34 주남저수지 3,299.22 사천만 3,299.28 동판저수지 2,302.06 순천만 1,303.4 화포천 2,307.64 낙동강 2,312.57 영산강 2,314.67 양산천 2,316.62 양산발생지 3,317.48 태화강 3,317.99 낙동강 3,319.09 영암호 1,328.35 금호호 1,330.49 낙동강하구 2,332.03 만덕간척지 2,338.53 고천암 2,340.34 강진만 2,343.58 사내간척지 2,448.57 하도리 2,451.3 종달리 3,454.5 오조리 3,474.55 용수저수지 2
서울특별시 구로구,2.31 안양천  3,12.39 강서지구 3,18.88 탄천 2,20.2 중랑천 2,20.63 한강하구 1,21.56 왕송호수 3,24.32 공릉천 1,25.49 서호 3,28.35 시화호 1,29.38 원천리천 3,34.22 황구지천 2,36.54 팔당호 2,37.02 경안천 2,38.03 임진강 2,41.52 문산천 2,45.91 화성호 2,47.5 진위천 2,49.34 상패천 2,52.32 포천천 2,53.87 남한강 2,53.95 남양호 2,61.15 청미천 1,62.72 안성천 1,64.04 대호 2,64.53 석문간척지 2,65.93 아산호 2,69.46 삽교호 2,78.47 잠홍지 2,83.02 도당천 2,83.25 봉강천 1,83.36 백곡지 2,85.61 한탄강 2,86.43 무한천 2,87.29 풍세천 1,87.7 소양강 하류 2,89.49 곡교천 1,90.97 송정저수지 2,92.79 해미천 2,92.93 산수저수지 2,93.21 철원평야 2,93.89 원주천 2,94.51 병천천 2,95.06 토교저수지 2,97.45 섬강 1,99.83 보강천 2,101.56 간월호 2,103.08 부남호 2,107.18 천수만 1,115.45 미호천 1,115.46 무심천 2,120.13 충주호 3,147.63 논산천 2,153.0 봉선저수지 2,164.58 금강하구둑 1,166.47 금강호 2,168.65 남대천 3,178.53 만경강 1,179.64 남대천 3,190.0 전주천 2,190.94 김천 2,191.69 조류지 2,194.53 원평천 3,196.34 구미 3,201.47 동진강 1,216.87 동림저수지 1,231.48 낙동강 2,234.56 금호강 1,241.26 황룡강 2,245.69 안심습지 3,250.79 담양습지 3,254.17 목포늪 3,255.54 창녕우포 3,255.57 사지포 3,264.76 산남저수지 3,265.01 함평대동저수지 2,270.37 장척저수지 3,271.18 고막원천 2,272.21 주암댐 2,272.91 형산강 1,276.47 지석천 2,285.48 우습제 2,290.36 주남저수지 3,292.27 사천만 3,292.29 동판저수지 2,295.36 순천만 1,296.43 화포천 2,300.72 낙동강 2,306.98 영산강 2,307.77 양산천 2,309.86 양산발생지 3,310.8 태화강 3,311.08 낙동강 3,313.34 영암호 1,322.68 금호호 1,323.53 낙동강하구 2,325.96 만덕간척지 2,332.76 고천암 2,334.26 강진만 2,337.53 사내간척지 2,442.39 하도리 2,445.12 종달리 3,448.3 오조리 3,468.89 용수저수지 2
서울특별시 금천구,6.57 안양천  3,16.49 강서지구 3,17.23 왕송호수 3,18.67 탄천 2,21.24 서호 3,22.51 중랑천 2,24.49 한강하구 1,25.34 원천리천 3,25.85 시화호 1,28.68 공릉천 1,29.97 황구지천 2,34.2 경안천 2,36.4 팔당호 2,42.11 임진강 2,42.3 화성호 2,43.25 진위천 2,45.84 문산천 2,49.81 남양호 2,53.04 남한강 2,53.27 상패천 2,55.67 포천천 2,57.78 청미천 1,58.58 안성천 1,60.95 대호 2,61.13 석문간척지 2,61.63 아산호 2,65.23 삽교호 2,74.98 잠홍지 2,78.91 봉강천 1,79.37 도당천 2,79.4 백곡지 2,82.2 무한천 2,82.96 풍세천 1,85.16 곡교천 1,86.88 송정저수지 2,88.96 해미천 2,89.08 산수저수지 2,89.3 한탄강 2,89.39 소양강 하류 2,90.33 병천천 2,92.74 원주천 2,96.04 보강천 2,96.89 섬강 1,97.1 철원평야 2,97.88 간월호 2,98.81 토교저수지 2,99.64 부남호 2,103.52 천수만 1,111.17 미호천 1,111.36 무심천 2,117.47 충주호 3,143.28 논산천 2,148.77 봉선저수지 2,160.36 금강하구둑 1,162.25 금강호 2,169.83 남대천 3,174.2 만경강 1,179.72 남대천 3,185.65 전주천 2,187.05 김천 2,187.51 조류지 2,190.23 원평천 3,192.72 구미 3,197.19 동진강 1,212.64 동림저수지 1,227.66 낙동강 2,230.75 금호강 1,236.99 황룡강 2,242.09 안심습지 3,246.5 담양습지 3,250.19 목포늪 3,251.56 창녕우포 3,251.59 사지포 3,260.6 산남저수지 3,260.85 함평대동저수지 2,266.38 장척저수지 3,266.98 고막원천 2,267.87 주암댐 2,269.67 형산강 1,272.18 지석천 2,281.28 우습제 2,286.41 주남저수지 3,288.01 사천만 3,288.35 동판저수지 2,291.01 순천만 1,292.54 화포천 2,296.92 낙동강 2,302.86 영산강 2,303.99 양산천 2,306.3 양산발생지 3,307.28 낙동강 3,307.33 태화강 3,309.17 영암호 1,318.53 금호호 1,319.62 낙동강하구 2,321.7 만덕간척지 2,328.57 고천암 2,330.0 강진만 2,333.28 사내간척지 2,438.1 하도리 2,440.83 종달리 3,444.01 오조리 3,464.73 용수저수지 2
서울특별시 영등포구,2.37 안양천  3,10.15 강서지구 3,17.71 중랑천 2,18.46 탄천 2,18.64 한강하구 1,21.08 공릉천 1,24.76 왕송호수 3,28.53 서호 3,31.46 시화호 1,32.11 원천리천 3,35.55 임진강 2,35.72 팔당호 2,37.22 황구지천 2,38.45 경안천 2,38.45 문산천 2,45.84 상패천 2,49.01 포천천 2,49.37 화성호 2,50.46 진위천 2,53.47 남한강 2,57.46 남양호 2,63.0 청미천 1,65.49 안성천 1,67.32 대호 2,67.92 석문간척지 2,69.36 아산호 2,72.95 삽교호 2,81.9 잠홍지 2,82.16 한탄강 2,85.33 소양강 하류 2,85.87 백곡지 2,86.46 봉강천 1,86.48 도당천 2,89.7 철원평야 2,89.92 무한천 2,90.46 풍세천 1,91.58 토교저수지 2,92.63 곡교천 1,93.66 송정저수지 2,93.66 원주천 2,96.3 해미천 2,96.43 산수저수지 2,96.72 섬강 1,97.33 병천천 2,102.12 보강천 2,105.03 간월호 2,106.48 부남호 2,110.64 천수만 1,118.15 무심천 2,118.46 미호천 1,121.22 충주호 3,150.93 논산천 2,156.49 봉선저수지 2,166.57 남대천 3,168.07 금강하구둑 1,169.97 금강호 2,178.35 남대천 3,181.93 만경강 1,193.31 전주천 2,193.32 김천 2,195.19 조류지 2,197.96 원평천 3,198.39 구미 3,204.92 동진강 1,220.36 동림저수지 1,233.76 낙동강 2,236.84 금호강 1,244.72 황룡강 2,247.72 안심습지 3,254.23 담양습지 3,256.68 목포늪 3,258.05 사지포 3,258.05 창녕우포 3,267.53 산남저수지 3,268.52 함평대동저수지 2,272.89 장척저수지 3,274.52 형산강 1,274.68 고막원천 2,275.55 주암댐 2,279.91 지석천 2,288.98 우습제 2,292.81 주남저수지 3,294.74 동판저수지 2,295.23 사천만 3,298.6 순천만 1,298.81 화포천 2,302.98 낙동강 2,309.99 양산천 2,310.5 영산강 2,311.83 양산발생지 3,312.65 태화강 3,313.33 낙동강 3,316.85 영암호 1,325.91 낙동강하구 2,326.2 금호호 1,329.43 만덕간척지 2,336.26 고천암 2,337.73 강진만 2,341.01 사내간척지 2,445.84 하도리 2,448.56 종달리 3,451.74 오조리 3,472.4 용수저수지 2
서울특별시 동작구,5.72 안양천  3,14.07 강서지구 3,14.42 탄천 2,15.43 중랑천 2,22.57 한강하구 1,22.8 왕송호수 3,23.67 공릉천 1,26.15 서호 3,29.21 원천리천 3,31.88 팔당호 2,32.89 시화호 1,34.51 경안천 2,34.7 황구지천 2,39.09 임진강 2,41.25 문산천 2,46.34 상패천 2,47.83 진위천 2,48.39 포천천 2,49.47 남한강 2,49.57 화성호 2,56.6 남양호 2,59.23 청미천 1,62.54 안성천 1,67.88 아산호 2,68.23 대호 2,68.43 석문간척지 2,71.76 삽교호 2,82.13 한탄강 2,82.26 잠홍지 2,82.58 백곡지 2,82.8 소양강 하류 2,84.24 봉강천 1,86.61 도당천 2,88.15 풍세천 1,88.74 무한천 2,89.62 원주천 2,90.09 철원평야 2,90.24 곡교천 1,90.57 송정저수지 2,91.68 토교저수지 2,92.86 섬강 1,94.39 병천천 2,96.09 해미천 2,96.2 산수저수지 2,98.61 보강천 2,105.1 간월호 2,106.93 부남호 2,110.76 천수만 1,115.04 무심천 2,115.8 미호천 1,117.13 충주호 3,148.88 논산천 2,155.25 봉선저수지 2,163.69 남대천 3,166.88 금강하구둑 1,168.78 금강호 2,174.8 남대천 3,180.23 만경강 1,189.87 김천 2,191.31 전주천 2,194.15 조류지 2,194.68 구미 3,196.37 원평천 3,203.47 동진강 1,219.12 동림저수지 1,230.21 낙동강 2,233.29 금호강 1,243.34 황룡강 2,243.99 안심습지 3,252.72 담양습지 3,253.33 목포늪 3,254.69 사지포 3,254.7 창녕우포 3,264.49 산남저수지 3,267.51 함평대동저수지 2,269.55 장척저수지 3,270.58 형산강 1,273.55 고막원천 2,273.59 주암댐 2,278.36 지석천 2,287.84 우습제 2,289.41 주남저수지 3,291.34 동판저수지 2,292.44 사천만 3,295.34 화포천 2,296.37 순천만 1,299.42 낙동강 2,306.39 양산천 2,308.06 양산발생지 3,308.82 태화강 3,309.61 영산강 2,309.76 낙동강 3,315.8 영암호 1,322.45 낙동강하구 2,325.22 금호호 1,328.04 만덕간척지 2,335.18 고천암 2,336.32 강진만 2,339.64 사내간척지 2,444.31 하도리 2,447.03 종달리 3,450.19 오조리 3,471.41 용수저수지 2
서울특별시 관악구,7.84 안양천  3,13.37 탄천 2,17.41 강서지구 3,17.49 중랑천 2,18.98 왕송호수 3,22.22 서호 3,25.26 원천리천 3,25.88 한강하구 1,27.62 공릉천 1,30.75 황구지천 2,31.13 팔당호 2,31.18 시화호 1,31.3 경안천 2,42.77 임진강 2,43.87 진위천 2,45.18 문산천 2,46.74 화성호 2,48.13 남한강 2,49.87 상패천 2,51.32 포천천 2,53.13 남양호 2,55.75 청미천 1,58.61 안성천 1,64.13 아산호 2,65.76 석문간척지 2,65.87 대호 2,68.12 삽교호 2,78.75 백곡지 2,79.46 잠홍지 2,80.31 봉강천 1,83.65 도당천 2,83.96 소양강 하류 2,84.21 풍세천 1,85.09 무한천 2,85.34 한탄강 2,86.29 곡교천 1,86.67 송정저수지 2,88.06 원주천 2,90.46 병천천 2,91.85 섬강 1,92.92 해미천 2,93.01 산수저수지 2,93.51 철원평야 2,94.89 보강천 2,94.95 토교저수지 2,102.09 간월호 2,104.17 부남호 2,107.77 천수만 1,111.15 무심천 2,111.84 미호천 1,114.28 충주호 3,144.97 논산천 2,151.56 봉선저수지 2,163.2 금강하구둑 1,164.35 남대천 3,165.11 금강호 2,174.42 남대천 3,176.39 만경강 1,186.12 김천 2,187.41 전주천 2,190.54 조류지 2,191.12 구미 3,192.56 원평천 3,199.69 동진강 1,215.42 동림저수지 1,226.52 낙동강 2,229.61 금호강 1,239.59 황룡강 2,240.45 안심습지 3,248.93 담양습지 3,249.53 목포늪 3,250.89 사지포 3,250.9 창녕우포 3,260.58 산남저수지 3,263.9 함평대동저수지 2,265.74 장척저수지 3,267.33 형산강 1,269.7 주암댐 2,269.88 고막원천 2,274.56 지석천 2,284.18 우습제 2,285.64 주남저수지 3,287.57 동판저수지 2,288.5 사천만 3,291.61 화포천 2,292.43 순천만 1,295.74 낙동강 2,302.74 양산천 2,304.57 양산발생지 3,305.4 태화강 3,306.04 영산강 2,306.09 낙동강 3,312.17 영암호 1,318.71 낙동강하구 2,321.61 금호호 1,324.29 만덕간척지 2,331.54 고천암 2,332.57 강진만 2,335.9 사내간척지 2,440.51 하도리 2,443.23 종달리 3,446.38 오조리 3,467.8 용수저수지 2
서울특별시 서초구,6.21 탄천 2,13.74 중랑천 2,14.33 안양천  3,20.98 왕송호수 3,22.66 강서지구 3,22.94 서호 3,23.97 팔당호 2,24.37 원천리천 3,26.35 경안천 2,30.29 공릉천 1,30.65 황구지천 2,31.1 한강하구 1,37.4 시화호 1,41.01 남한강 2,43.12 진위천 2,46.9 임진강 2,47.79 문산천 2,48.12 포천천 2,48.48 상패천 2,51.23 화성호 2,51.42 청미천 1,55.88 남양호 2,56.83 안성천 1,65.6 아산호 2,70.11 삽교호 2,70.44 석문간척지 2,71.05 대호 2,75.92 백곡지 2,77.76 소양강 하류 2,80.13 봉강천 1,81.03 원주천 2,82.64 한탄강 2,83.8 풍세천 1,83.83 잠홍지 2,84.35 송정저수지 2,84.68 섬강 1,85.7 곡교천 1,86.94 무한천 2,87.65 도당천 2,88.55 병천천 2,91.38 보강천 2,91.42 철원평야 2,92.39 토교저수지 2,96.36 해미천 2,96.42 산수저수지 2,105.92 간월호 2,108.45 충주호 3,108.52 부남호 2,108.73 무심천 2,110.54 미호천 1,111.63 천수만 1,144.93 논산천 2,153.07 봉선저수지 2,157.66 남대천 3,164.75 금강하구둑 1,166.69 금강호 2,167.28 남대천 3,176.99 만경강 1,182.68 김천 2,186.89 구미 3,187.39 전주천 2,192.33 조류지 2,193.34 원평천 3,200.72 동진강 1,216.84 동림저수지 1,222.79 낙동강 2,225.87 금호강 1,236.15 안심습지 3,240.72 황룡강 2,246.35 목포늪 3,247.66 사지포 3,247.73 창녕우포 3,249.82 담양습지 3,258.17 산남저수지 3,262.25 형산강 1,262.58 장척저수지 3,265.69 함평대동저수지 2,269.7 주암댐 2,271.44 고막원천 2,275.36 지석천 2,282.3 주남저수지 3,284.23 동판저수지 2,285.72 우습제 2,286.71 사천만 3,288.08 화포천 2,291.88 순천만 1,291.94 낙동강 2,298.84 양산천 2,300.12 양산발생지 3,300.74 태화강 3,302.26 낙동강 3,308.0 영산강 2,313.84 영암호 1,315.19 낙동강하구 2,323.41 금호호 1,325.36 만덕간척지 2,333.16 고천암 2,333.6 강진만 2,337.0 사내간척지 2,441.27 하도리 2,443.98 종달리 3,447.09 오조리 3,469.54 용수저수지 2
