지역명,일시,평균기온(℃),평균일강수량(mm),평균습도(%rh)
충청남도,2017-10-19,15.2,0,71
충청남도,2017-10-18,15.9,0,67
충청남도,2017-10-17,14,0,75
충청남도,2017-10-16,15,0,71
충청남도,2017-10-15,14.3,0,67
충청남도,2017-10-14,12.8,0,65
충청남도,2017-10-13,11,0,74
충청남도,2017-10-12,11.5,2.2,88
충청남도,2017-10-11,16.4,5.4,89
충청남도,2017-10-10,20.6,0,89
충청남도,2017-10-09,20.2,0,86
충청남도,2017-10-08,19.7,0,85
충청남도,2017-10-07,18.8,0,87
충청남도,2017-10-06,16.7,0.9,86
충청남도,2017-10-05,17,0.1,76
충청남도,2017-10-04,16.4,0,70
충청남도,2017-10-03,16.9,0,70
충청남도,2017-10-02,19,4.3,87
충청남도,2017-10-01,15.4,17.7,89
충청남도,2017-09-30,16.3,0,77
충청남도,2017-09-29,14.2,0,65
충청남도,2017-09-28,19.3,0,63
충청남도,2017-09-27,19.4,25.6,87
충청남도,2017-09-26,22.3,0.2,74
충청남도,2017-09-25,21.8,0,80
충청남도,2017-09-24,21.6,0.1,85
충청남도,2017-09-23,19.3,0,86
충청남도,2017-09-22,18.5,0,77
충청남도,2017-09-21,17.2,0,75
충청남도,2017-09-20,18.8,0.1,64
충청남도,2017-09-19,22.3,0,82
충청남도,2017-09-18,19.8,0,78
충청남도,2017-09-17,21,0,70
충청남도,2017-09-16,20.4,0,62
충청남도,2017-09-15,20.9,0,59
충청남도,2017-09-14,19.7,0,71
충청남도,2017-09-13,19,0,72
충청남도,2017-09-12,20.3,0,78
충청남도,2017-09-11,19.6,45.3,89
충청남도,2017-09-10,21.9,0.3,85
충청남도,2017-09-09,21.1,0,83
충청남도,2017-09-08,21.6,0,81
충청남도,2017-09-07,21.2,0,83
충청남도,2017-09-06,20.1,2.3,89
충청남도,2017-09-05,20,0.8,86
충청남도,2017-09-04,21.7,0,68
충청남도,2017-09-03,21.3,0,74
충청남도,2017-09-02,20.6,0,76
충청남도,2017-09-01,21,0,68
충청남도,2017-08-31,20.7,0,75
충청남도,2017-08-30,18.1,0.2,69
충청남도,2017-08-29,20.2,0.6,61
충청남도,2017-08-28,23,20.5,84
충청남도,2017-08-27,22.1,0,72
충청남도,2017-08-26,22.2,0,66
충청남도,2017-08-25,24.9,0.1,77
충청남도,2017-08-24,26.8,20.2,89
충청남도,2017-08-23,27.6,8.3,89
충청남도,2017-08-22,26.6,3.3,87
충청남도,2017-08-21,24.8,31.5,93
충청남도,2017-08-20,25.2,28.4,88
충청남도,2017-08-19,24.7,6.8,89
충청남도,2017-08-18,24.4,6.4,88
충청남도,2017-08-17,25,1.6,86
충청남도,2017-08-16,24.9,7.4,90
충청남도,2017-08-15,23.4,16.1,95
충청남도,2017-08-14,22.4,69.1,93
충청남도,2017-08-13,24.2,4.2,81
충청남도,2017-08-12,25.9,0,83
충청남도,2017-08-11,25.7,4.5,85
충청남도,2017-08-10,26,0.7,87
충청남도,2017-08-09,24.3,20.2,93
충청남도,2017-08-08,26.5,0,83
충청남도,2017-08-07,27.7,0,79
충청남도,2017-08-06,29.2,5.3,80
충청남도,2017-08-05,29.8,0,78
충청남도,2017-08-04,28.4,0,78
충청남도,2017-08-03,27.7,0,77
충청남도,2017-08-02,28,1.2,85
충청남도,2017-08-01,26.4,6.3,86
충청남도,2017-07-31,24.2,42.1,95
충청남도,2017-07-30,26.7,0.4,84
충청남도,2017-07-29,26.4,1.6,87
충청남도,2017-07-28,26.5,10.3,87
충청남도,2017-07-27,26.6,0,79
충청남도,2017-07-26,26.6,0,75
충청남도,2017-07-25,27.8,3.6,84
충청남도,2017-07-24,27.2,20.7,92
충청남도,2017-07-23,26.8,0.8,91
충청남도,2017-07-22,27.8,0,87
충청남도,2017-07-21,28.4,0,85
충청남도,2017-07-20,27.5,0,84
충청남도,2017-07-19,26.6,0,85
충청남도,2017-07-18,24.8,4.9,91
충청남도,2017-07-17,24.7,7,92
충청남도,2017-07-16,25.8,49.9,90
충청남도,2017-07-15,24.5,32.3,92
충청남도,2017-07-14,26.3,8.6,86
충청남도,2017-07-13,25.7,0,85
충청남도,2017-07-12,26,0,84
충청남도,2017-07-11,25.2,3.1,88
충청남도,2017-07-10,25.6,46.3,91
충청남도,2017-07-09,26.6,13.2,88
충청남도,2017-07-08,25.4,55.3,91
충청남도,2017-07-07,26,5.2,89
충청남도,2017-07-06,25.3,9.5,88
충청남도,2017-07-05,26.3,0,81
충청남도,2017-07-04,25.3,32.9,89
충청남도,2017-07-03,24.6,35.8,92
충청남도,2017-07-02,25.6,6.6,89
충청남도,2017-07-01,23.5,15.4,91
충청남도,2017-06-30,25,0,76
충청남도,2017-06-29,24.3,0,79
충청남도,2017-06-28,24.1,0.5,80
충청남도,2017-06-27,23.1,5.8,84
충청남도,2017-06-26,22.6,11,83
충청남도,2017-06-25,22.8,0.3,78
충청남도,2017-06-24,22.1,3.3,79
충청남도,2017-06-23,24.8,0,63
충청남도,2017-06-22,23.2,0,73
충청남도,2017-06-21,23.1,0,69
충청남도,2017-06-20,23.3,0,59
충청남도,2017-06-19,22.9,0,64
충청남도,2017-06-18,22.4,0,65
충청남도,2017-06-17,22.2,0,64
충청남도,2017-06-16,22.7,0,69
충청남도,2017-06-15,21,0,75
충청남도,2017-06-14,19.8,0,73
충청남도,2017-06-13,19.6,0.1,69
충청남도,2017-06-12,20.3,0.1,60
충청남도,2017-06-11,21.2,0,48
충청남도,2017-06-10,20.9,0,70
충청남도,2017-06-09,20.7,0,75
충청남도,2017-06-08,19,0,79
충청남도,2017-06-07,17.5,3.3,93
충청남도,2017-06-06,17.9,7.1,75
충청남도,2017-06-05,20.7,0,51
충청남도,2017-06-04,19,0,55
충청남도,2017-06-03,18.2,0.2,59
충청남도,2017-06-02,18.5,0.1,58
충청남도,2017-06-01,19.9,0.1,80
충청남도,2017-05-31,20.3,4.4,79
충청남도,2017-05-30,21.3,0,60
충청남도,2017-05-29,21.2,0,70
충청남도,2017-05-28,19.4,0,63
충청남도,2017-05-27,16.5,0,63
충청남도,2017-05-26,15.5,0,58
충청남도,2017-05-25,17.4,0,68
충청남도,2017-05-24,19.4,6.6,80
충청남도,2017-05-23,19.3,2.3,73
충청남도,2017-05-22,19.7,0,64
충청남도,2017-05-21,19,0,63
충청남도,2017-05-20,18.6,0,56
충청남도,2017-05-19,18.8,0,57
충청남도,2017-05-18,17.9,0,67
충청남도,2017-05-17,16.5,0,66
충청남도,2017-05-16,15.1,0,74
충청남도,2017-05-15,14.4,0,70
충청남도,2017-05-14,14.4,0,64
충청남도,2017-05-13,16.2,3.7,81
충청남도,2017-05-12,18.2,0.1,84
충청남도,2017-05-11,17.7,0.1,82
충청남도,2017-05-10,14.8,1.7,89
충청남도,2017-05-09,14.6,13.6,82
충청남도,2017-05-08,16.2,0,60
충청남도,2017-05-07,15.2,0,63
충청남도,2017-05-06,14.5,0,52
충청남도,2017-05-05,19.7,1.1,68
충청남도,2017-05-04,19.5,0,63
충청남도,2017-05-03,18.8,0,56
충청남도,2017-05-02,17.5,0,60
충청남도,2017-05-01,17.6,0,68
충청남도,2017-04-30,17.5,0,67
충청남도,2017-04-29,15.5,0,59
충청남도,2017-04-28,13.3,0,68
충청남도,2017-04-27,11.8,0,55
충청남도,2017-04-26,14.3,0.3,50
충청남도,2017-04-25,15.4,0,71
충청남도,2017-04-24,13.2,0,55
충청남도,2017-04-23,12.5,0,58
충청남도,2017-04-22,12.8,0,63
충청남도,2017-04-21,11.6,0,71
충청남도,2017-04-20,10.3,2.1,74
충청남도,2017-04-19,11.4,0,60
충청남도,2017-04-18,11.9,2.8,82
충청남도,2017-04-17,12.4,19.6,89
충청남도,2017-04-16,16.7,0,65
충청남도,2017-04-15,16,0,67
충청남도,2017-04-14,13.8,0.1,59
충청남도,2017-04-13,11.4,0,61
충청남도,2017-04-12,11.6,0,28
충청남도,2017-04-11,11.5,10,70
충청남도,2017-04-10,14.9,0,36
충청남도,2017-04-09,13.9,0,65
충청남도,2017-04-08,12.5,0,78
충청남도,2017-04-07,13.5,0,76
충청남도,2017-04-06,11.8,4.2,90
충청남도,2017-04-05,12.1,19.4,81
충청남도,2017-04-04,12.1,0,48
충청남도,2017-04-03,9,0,62
충청남도,2017-04-02,7.1,0,64
충청남도,2017-04-01,7.5,0.3,76
충청남도,2017-03-31,8.9,2.2,79
충청남도,2017-03-30,9.3,0,57
충청남도,2017-03-29,8.4,0.2,64
충청남도,2017-03-28,6.5,0.5,70
충청남도,2017-03-27,5.4,0.5,78
충청남도,2017-03-26,5.6,0.2,69
충청남도,2017-03-25,6.5,1.6,68
충청남도,2017-03-24,6.5,0,59
충청남도,2017-03-23,7.2,0,54
충청남도,2017-03-22,5.6,0,59
충청남도,2017-03-21,6.4,0.2,61
충청남도,2017-03-20,7.5,0.3,63
충청남도,2017-03-19,7.9,0,51
충청남도,2017-03-18,7,0,46
충청남도,2017-03-17,5.3,0,55
충청남도,2017-03-16,3.8,0,59
충청남도,2017-03-15,3.8,0,56
충청남도,2017-03-14,4.3,0,56
충청남도,2017-03-13,6.1,0,60
충청남도,2017-03-12,6.7,0,58
충청남도,2017-03-11,5.3,0,51
충청남도,2017-03-10,3.6,0,56
충청남도,2017-03-09,3.4,0,68
충청남도,2017-03-08,0.8,0,67
충청남도,2017-03-07,-0.8,1.8,60
충청남도,2017-03-06,1.3,0.1,50
충청남도,2017-03-05,4.8,0,72
충청남도,2017-03-04,4,0,63
충청남도,2017-03-03,2.2,0,68
충청남도,2017-03-02,1.7,2.8,73
충청남도,2017-03-01,4.9,2.4,66
충청남도,2017-02-28,3.3,0,58
충청남도,2017-02-27,2.4,0,61
충청남도,2017-02-26,2.3,0,65
충청남도,2017-02-25,1.7,0,70
충청남도,2017-02-24,-0.6,0,64
충청남도,2017-02-23,0,0,63
충청남도,2017-02-22,2.3,15.9,86
충청남도,2017-02-21,-0.9,0,60
충청남도,2017-02-20,0.6,9.9,66
충청남도,2017-02-19,2.5,4.2,72
충청남도,2017-02-18,-1.8,0,56
충청남도,2017-02-17,2.7,2.8,68
충청남도,2017-02-16,5.8,1.5,75
충청남도,2017-02-15,0.2,0,68
충청남도,2017-02-14,0.3,0,65
충청남도,2017-02-13,-0.5,0.4,82
충청남도,2017-02-12,-1.5,0,66
충청남도,2017-02-11,-2.6,0,58
충청남도,2017-02-10,-4.4,0,54
충청남도,2017-02-09,-3,0,57
충청남도,2017-02-08,-0.9,0,67
충청남도,2017-02-07,-1.3,0,64
충청남도,2017-02-06,-0.5,0,61
충청남도,2017-02-05,2.7,0.7,80
충청남도,2017-02-04,2.1,0,71
충청남도,2017-02-03,0.4,0,77
충청남도,2017-02-02,-2.4,0,64
충청남도,2017-02-01,-2.7,0,58
충청남도,2017-01-31,-4.9,0,66
충청남도,2017-01-30,-2.9,0.3,71
충청남도,2017-01-29,1.9,5.6,86
충청남도,2017-01-28,-0.5,0,56
충청남도,2017-01-27,-0.3,2,60
충청남도,2017-01-26,-2,0,73
충청남도,2017-01-25,-5.8,0,72
충청남도,2017-01-24,-6.6,0,72
충청남도,2017-01-23,-7.1,0,71
충청남도,2017-01-22,-4.6,0.4,66
충청남도,2017-01-21,-3.2,1.8,84
충청남도,2017-01-20,-3,4.4,79
충청남도,2017-01-19,-1.2,0,74
충청남도,2017-01-18,-1.1,0,79
충청남도,2017-01-17,-3.5,0,69
충청남도,2017-01-16,-5.1,0,63
충청남도,2017-01-15,-6.4,0,60
충청남도,2017-01-14,-5.5,0,48
충청남도,2017-01-13,-4,0.8,73
충청남도,2017-01-12,-0.6,0.4,73
충청남도,2017-01-11,-3.4,0.1,70
충청남도,2017-01-10,-0.5,0,63
충청남도,2017-01-09,3.3,0,69
충청남도,2017-01-08,7.3,0,70
충청남도,2017-01-07,3.7,0,80
충청남도,2017-01-06,5.3,0,73
충청남도,2017-01-05,4.4,0,70
충청남도,2017-01-04,2.7,0,79
충청남도,2017-01-03,1.5,0,85
충청남도,2017-01-02,4.1,0.1,89
충청남도,2017-01-01,2.7,0,89
충청남도,2016-12-31,1,0,88
충청남도,2016-12-30,-2.8,0,77
충청남도,2016-12-29,-2.7,0.5,67
충청남도,2016-12-28,-3.2,0,69
충청남도,2016-12-27,0.2,0,64
충청남도,2016-12-26,2.9,6.1,92
충청남도,2016-12-25,0.7,0,82
충청남도,2016-12-24,-1.1,0,76
충청남도,2016-12-23,0.5,1.8,85
충청남도,2016-12-22,7.2,9.6,89
충청남도,2016-12-21,8.4,26.2,90
충청남도,2016-12-20,6.2,0,89
충청남도,2016-12-19,7.3,2.1,93
충청남도,2016-12-18,4.1,0,82
충청남도,2016-12-17,3.2,0,75
충청남도,2016-12-16,-2.5,0,62
충청남도,2016-12-15,-1.5,0,57
충청남도,2016-12-14,0,0,75
충청남도,2016-12-13,3.6,0,76
충청남도,2016-12-12,3.4,0.2,62
충청남도,2016-12-11,-1.3,0,58
충청남도,2016-12-10,-0.8,0,64
충청남도,2016-12-09,3.9,3.3,68
충청남도,2016-12-08,3.2,2.1,85
충청남도,2016-12-07,2,0.5,79
충청남도,2016-12-06,0.4,0,51
충청남도,2016-12-05,7.9,0.1,74
충청남도,2016-12-04,4.3,0,82
충청남도,2016-12-03,2.2,0,78
충청남도,2016-12-02,0.8,0,72
충청남도,2016-12-01,5.3,0.4,67
충청남도,2016-11-30,5.4,1,76
충청남도,2016-11-29,1.4,0,64
충청남도,2016-11-28,2.8,0,70
충청남도,2016-11-27,3.6,0.1,91
충청남도,2016-11-26,0.7,2.1,88
충청남도,2016-11-25,1.2,0,65
충청남도,2016-11-24,-0.1,0,60
충청남도,2016-11-23,1.1,0,50
충청남도,2016-11-22,4.6,0.1,61
충청남도,2016-11-21,8.8,0.1,80
충청남도,2016-11-20,10.6,0,71
충청남도,2016-11-19,12.5,1.2,97
충청남도,2016-11-18,8.5,7.8,86
충청남도,2016-11-17,7.6,0,69
충청남도,2016-11-16,4.3,0,68
충청남도,2016-11-15,7.3,0,58
충청남도,2016-11-14,14.4,0.2,84
충청남도,2016-11-13,13,0,82
충청남도,2016-11-12,9.3,0,77
충청남도,2016-11-11,8.8,1.3,80
충청남도,2016-11-10,6.1,2.7,79
충청남도,2016-11-09,2.6,0,58
충청남도,2016-11-08,6.5,2.5,67
충청남도,2016-11-07,13.3,2.3,78
충청남도,2016-11-06,13.6,0,78
충청남도,2016-11-05,13.1,0,87
충청남도,2016-11-04,9.9,0,82
충청남도,2016-11-03,7.2,0,78
충청남도,2016-11-02,4.4,0,69
충청남도,2016-11-01,3.2,0,63
충청남도,2016-10-31,7.5,0,70
충청남도,2016-10-30,6.4,0,59
충청남도,2016-10-29,9,0,62
충청남도,2016-10-28,13.8,4.3,85
충청남도,2016-10-27,13.8,0,83
충청남도,2016-10-26,12.6,0,89
충청남도,2016-10-25,14.5,22.4,92
충청남도,2016-10-24,14.6,0,77
충청남도,2016-10-23,14.6,2.3,82
충청남도,2016-10-22,17.1,0,77
충청남도,2016-10-21,17,0,75
충청남도,2016-10-20,16.2,0,83
충청남도,2016-10-19,15.6,0,87
충청남도,2016-10-18,15,0,89
충청남도,2016-10-17,17,0.4,88
충청남도,2016-10-16,16.3,11.5,90
충청남도,2016-10-15,17,0,76
충청남도,2016-10-14,14.6,0,77
충청남도,2016-10-13,13,0,74
충청남도,2016-10-12,13.9,0,73
충청남도,2016-10-11,13.3,0,81
충청남도,2016-10-10,11.8,0,74
충청남도,2016-10-09,11.6,0,62
충청남도,2016-10-08,17.2,20.2,79
충청남도,2016-10-07,17.9,21.7,85
충청남도,2016-10-06,17.2,0,76
충청남도,2016-10-05,19.4,16.1,89
충청남도,2016-10-04,21.8,0,77
충청남도,2016-10-03,22.5,5.8,91
충청남도,2016-10-02,20.5,5.6,89
충청남도,2016-10-01,18.7,0.6,93
충청남도,2016-09-30,17.8,2.7,94
충청남도,2016-09-29,20,0,85
충청남도,2016-09-28,21.2,0,88
충청남도,2016-09-27,21.6,11.4,93
충청남도,2016-09-26,21.7,0,85
충청남도,2016-09-25,20.2,0,85
충청남도,2016-09-24,19.9,0,80
충청남도,2016-09-23,19.1,0,80
충청남도,2016-09-22,19.5,0,76
충청남도,2016-09-21,18.3,0,71
충청남도,2016-09-20,18.8,0,63
충청남도,2016-09-19,20.5,0,71
충청남도,2016-09-18,19.9,4.5,87
충청남도,2016-09-17,20.4,60,95
충청남도,2016-09-16,21.4,9,91
충청남도,2016-09-15,21.8,0,79
충청남도,2016-09-14,22.6,0,82
충청남도,2016-09-13,22.5,0,82
충청남도,2016-09-12,22.4,2.3,85
충청남도,2016-09-11,22.7,0,82
충청남도,2016-09-10,22.1,0.4,84
충청남도,2016-09-09,22.5,1.1,82
충청남도,2016-09-08,22.6,0.8,85
충청남도,2016-09-07,22.3,0.2,84
충청남도,2016-09-06,22.5,0,85
충청남도,2016-09-05,24.9,0.1,84
충청남도,2016-09-04,25.3,0,83
충청남도,2016-09-03,24,0,81
충청남도,2016-09-02,23.2,2.4,81
충청남도,2016-09-01,24.7,0.2,77
충청남도,2016-08-31,20.9,17.8,81
충청남도,2016-08-30,20.2,1.9,79
충청남도,2016-08-29,20.7,4.5,74
충청남도,2016-08-28,20.1,2.1,81
충청남도,2016-08-27,22.4,0.6,66
충청남도,2016-08-26,21.7,6.8,88
충청남도,2016-08-25,27.3,0,74
충청남도,2016-08-24,27.6,0,75
충청남도,2016-08-23,27,1.1,82
충청남도,2016-08-22,27.9,0,74
충청남도,2016-08-21,27.8,0,70
충청남도,2016-08-20,28.4,0,76
충청남도,2016-08-19,28.1,0,79
충청남도,2016-08-18,27.6,3.3,80
충청남도,2016-08-17,27.5,0,77
충청남도,2016-08-16,27.9,0,72
충청남도,2016-08-15,27.9,0,79
충청남도,2016-08-14,28.3,2.6,83
충청남도,2016-08-13,28.3,0,80
충청남도,2016-08-12,28.5,0,77
충청남도,2016-08-11,28.5,0,77
충청남도,2016-08-10,28.2,0,81
충청남도,2016-08-09,27.9,0.5,83
충청남도,2016-08-08,28,0,79
충청남도,2016-08-07,27.6,0.2,82
충청남도,2016-08-06,28.1,0.9,82
충청남도,2016-08-05,28.4,0,81
충청남도,2016-08-04,28.1,0,81
충청남도,2016-08-03,26.6,4.7,84
충청남도,2016-08-02,26.5,5,88
충청남도,2016-08-01,27.3,0,84
충청남도,2016-07-31,27.8,0,84
충청남도,2016-07-30,27.8,5.1,88
충청남도,2016-07-29,26.7,37.1,89
충청남도,2016-07-28,27.2,0.5,82
충청남도,2016-07-27,27.4,0.6,86
충청남도,2016-07-26,27.6,0,82
충청남도,2016-07-25,27.7,0,85
충청남도,2016-07-24,27.8,4.1,85
충청남도,2016-07-23,27.9,0,79
충청남도,2016-07-22,27.8,0,77
충청남도,2016-07-21,27,0,76
충청남도,2016-07-20,26.7,0,80
충청남도,2016-07-19,25.5,0,80
충청남도,2016-07-18,23,0,84
충청남도,2016-07-17,22.3,1,87
충청남도,2016-07-16,22,26.9,94
충청남도,2016-07-15,25.3,4.2,75
충청남도,2016-07-14,25,0.2,82
충청남도,2016-07-13,24.9,0,84
충청남도,2016-07-12,24.7,0.5,88
충청남도,2016-07-11,25.7,6.7,83
충청남도,2016-07-10,25.3,0,81
충청남도,2016-07-09,25.9,0,80
충청남도,2016-07-08,26.2,0.1,79
충청남도,2016-07-07,24.4,0.1,90
충청남도,2016-07-06,23.3,40.4,93
충청남도,2016-07-05,25.3,34.2,91
충청남도,2016-07-04,22.6,82.4,98
충청남도,2016-07-03,22.2,8.4,93
충청남도,2016-07-02,23.5,11.3,88
충청남도,2016-07-01,24.6,52.1,89
충청남도,2016-06-30,24.4,0.3,85
충청남도,2016-06-29,23.2,0,82
충청남도,2016-06-28,22.7,0.1,77
충청남도,2016-06-27,22.3,0,76
충청남도,2016-06-26,22.2,0,76
충청남도,2016-06-25,21.9,0,75
충청남도,2016-06-24,21.5,30.4,90
충청남도,2016-06-23,24.2,0.4,83
충청남도,2016-06-22,24.1,0.6,85
충청남도,2016-06-21,24,0.1,80
충청남도,2016-06-20,22.8,1.3,83
충청남도,2016-06-19,23.4,0,77
충청남도,2016-06-18,22.9,0,76
충청남도,2016-06-17,21.8,0,75
충청남도,2016-06-16,20.8,0.1,82
충청남도,2016-06-15,21.2,6.9,86
충청남도,2016-06-14,21.9,0,82
충청남도,2016-06-13,22.4,0,80
충청남도,2016-06-12,22.9,0.2,89
충청남도,2016-06-11,23.8,5.3,81
충청남도,2016-06-10,22.7,0,80
충청남도,2016-06-09,22.1,0,73
충청남도,2016-06-08,20.9,0,78
충청남도,2016-06-07,21,0.2,77
충청남도,2016-06-06,19.8,0.1,78
충청남도,2016-06-05,21.9,0,66
충청남도,2016-06-04,19,0.6,78
충청남도,2016-06-03,21.2,0,67
충청남도,2016-06-02,20.5,0,71
충청남도,2016-06-01,21.2,0,69
충청남도,2016-05-31,20.1,0,75
충청남도,2016-05-30,20.1,0,72
충청남도,2016-05-29,19.4,0.1,71
충청남도,2016-05-28,19.8,0,68
충청남도,2016-05-27,20.8,0,69
충청남도,2016-05-26,19.5,0,79
충청남도,2016-05-25,18.3,0,82
충청남도,2016-05-24,17.2,25.9,88
충청남도,2016-05-23,21.1,0,56
충청남도,2016-05-22,20.7,0,51
충청남도,2016-05-21,20.7,0,54
충청남도,2016-05-20,20.3,0,61
충청남도,2016-05-19,20.6,0,60
충청남도,2016-05-18,20.2,0,60
충청남도,2016-05-17,17,0,70
충청남도,2016-05-16,14.6,5.5,69
충청남도,2016-05-15,17.6,27,80
충청남도,2016-05-14,18.4,0,63
충청남도,2016-05-13,16.2,0,73
충청남도,2016-05-12,16.9,0,76
충청남도,2016-05-11,15.6,0.7,77
충청남도,2016-05-10,13.7,17.7,92
충청남도,2016-05-09,18.2,0,59
충청남도,2016-05-08,17,0,61
충청남도,2016-05-07,14.9,0,67
충청남도,2016-05-06,17.8,0,82
충청남도,2016-05-05,18.3,0,56
충청남도,2016-05-04,15.8,0,54
충청남도,2016-05-03,14.3,26.5,85
충청남도,2016-05-02,19.2,16.6,72
충청남도,2016-05-01,17.7,0,56
충청남도,2016-04-30,15.4,0,60
충청남도,2016-04-29,13.2,0,74
충청남도,2016-04-28,13.9,0.5,73
충청남도,2016-04-27,13.7,11.5,77
충청남도,2016-04-26,17.8,0,51
충청남도,2016-04-25,15.7,0,53
충청남도,2016-04-24,13.7,0,54
충청남도,2016-04-23,13.5,0,65
충청남도,2016-04-22,15.2,0,83
충청남도,2016-04-21,13.5,29.7,92
충청남도,2016-04-20,12.4,2.4,73
충청남도,2016-04-19,11.2,0,72
충청남도,2016-04-18,11.4,0.9,71
충청남도,2016-04-17,11.4,10.5,68
충청남도,2016-04-16,14.3,31,79
충청남도,2016-04-15,13.3,0,67
충청남도,2016-04-14,12.4,0,84
충청남도,2016-04-13,14.3,17.7,91
충청남도,2016-04-12,13.7,0,58
충청남도,2016-04-11,12,0,65
충청남도,2016-04-10,13.5,0,77
충청남도,2016-04-09,12.8,0,75
충청남도,2016-04-08,11.1,0,82
충청남도,2016-04-07,12.5,16.2,82
충청남도,2016-04-06,12.3,7,56
충청남도,2016-04-05,9.7,0,52
충청남도,2016-04-04,12,0.7,65
충청남도,2016-04-03,11.8,1.2,75
충청남도,2016-04-02,13.3,0,55
충청남도,2016-04-01,12.3,0,47
충청남도,2016-03-31,12.2,0,45
충청남도,2016-03-30,11.2,0,63
충청남도,2016-03-29,11.4,0,67
충청남도,2016-03-28,7.7,0,58
충청남도,2016-03-27,5,0,61
충청남도,2016-03-26,4.1,0,65
충청남도,2016-03-25,4.6,0,64
충청남도,2016-03-24,5.6,0,55
충청남도,2016-03-23,7.1,0,61
충청남도,2016-03-22,7,0,69
충청남도,2016-03-21,7.1,0,72
충청남도,2016-03-20,6.9,0,77
충청남도,2016-03-19,8.8,0,76
충청남도,2016-03-18,11,4.2,82
충청남도,2016-03-17,8.7,0,58
충청남도,2016-03-16,6.7,0,53
충청남도,2016-03-15,4.1,0,63
충청남도,2016-03-14,3.4,0,71
충청남도,2016-03-13,3.6,0,65
충청남도,2016-03-12,1.4,0,60
충청남도,2016-03-11,-0.1,0,55
충청남도,2016-03-10,0.2,0,48
충청남도,2016-03-09,1.5,0,49
충청남도,2016-03-08,4.3,0,54
충청남도,2016-03-07,8,0,67
충청남도,2016-03-06,8.7,0,70
충청남도,2016-03-05,12.7,16.8,90
충청남도,2016-03-04,10.9,5.5,85
충청남도,2016-03-03,7.2,0,78
충청남도,2016-03-02,2.6,0,77
충청남도,2016-03-01,-2.5,0,71
충청남도,2016-02-29,-2.2,0.2,64
충청남도,2016-02-28,1.7,12.2,84
충청남도,2016-02-27,4.5,3.7,75
충청남도,2016-02-26,2.6,1.9,87
충청남도,2016-02-25,0,0,68
충청남도,2016-02-24,-2.3,0,59
충청남도,2016-02-23,2.1,0.4,61
충청남도,2016-02-22,2,0,51
충청남도,2016-02-21,0.1,0,56
충청남도,2016-02-20,2.1,0,58
충청남도,2016-02-19,2.4,0,76
충청남도,2016-02-18,3.5,0,74
충청남도,2016-02-17,0.3,0,73
충청남도,2016-02-16,-0.3,1.4,78
충청남도,2016-02-15,-3.6,0.4,63
충청남도,2016-02-14,-0.8,0.1,76
충청남도,2016-02-13,12.2,9.8,93
충청남도,2016-02-12,10,21.9,94
충청남도,2016-02-11,8,0.9,52
충청남도,2016-02-10,1.7,0,64
충청남도,2016-02-09,1.5,0,61
충청남도,2016-02-08,1.6,0,70
충청남도,2016-02-07,-3.4,0,68
충청남도,2016-02-06,-2.4,0,62
충청남도,2016-02-05,-1.9,0,63
충청남도,2016-02-04,-1.2,0,66
충청남도,2016-02-03,-3,0,73
충청남도,2016-02-02,-5.1,0,66
충청남도,2016-02-01,-4.8,0,63
충청남도,2016-01-31,-1.9,0,66
충청남도,2016-01-30,1.1,0,82
충청남도,2016-01-29,2.2,0.7,74
충청남도,2016-01-28,-0.3,0.4,75
충청남도,2016-01-27,-2.2,0,79
충청남도,2016-01-26,-2,0.2,79
충청남도,2016-01-25,-8.7,0.1,81
충청남도,2016-01-24,-11.7,1.8,77
충청남도,2016-01-23,-8.1,2.5,68
충청남도,2016-01-22,-6.3,0,64
충청남도,2016-01-21,-6.3,0,72
충청남도,2016-01-20,-8.3,0,75
충청남도,2016-01-19,-8,0.5,71
충청남도,2016-01-18,-3.2,2.3,79
충청남도,2016-01-17,2.2,1,79
충청남도,2016-01-16,1,0,77
충청남도,2016-01-15,0.1,0,78
충청남도,2016-01-14,-1.9,0,70
충청남도,2016-01-13,-1.3,1.5,82
충청남도,2016-01-12,-3.2,0.1,69
충청남도,2016-01-11,-2.1,0,65
충청남도,2016-01-10,0.4,0,72
충청남도,2016-01-09,1.1,0,70
충청남도,2016-01-08,-0.5,0.1,69
충청남도,2016-01-07,0.2,0,62
충청남도,2016-01-06,-0.1,0,69
충청남도,2016-01-05,-0.9,0,53
충청남도,2016-01-04,4,0,69
충청남도,2016-01-03,6,0,89
충청남도,2016-01-02,6,0,83
충청남도,2016-01-01,1.8,0,81
충청남도,2015-12-31,1.2,0,86
충청남도,2015-12-30,1,3.6,79
충청남도,2015-12-29,-2.2,0,74
충청남도,2015-12-28,-3,0,66
충청남도,2015-12-27,-2.6,0,60
충청남도,2015-12-26,3.7,0.9,74
충청남도,2015-12-25,0.8,0,58
충청남도,2015-12-24,2.8,0,80
충청남도,2015-12-23,5.3,1,91
충청남도,2015-12-22,2.9,0.1,86
충청남도,2015-12-21,3.9,1,87
충청남도,2015-12-20,1.5,0,82
충청남도,2015-12-19,1.6,0,82
충청남도,2015-12-18,-1,0,84
충청남도,2015-12-17,-2.5,0,69
충청남도,2015-12-16,0.3,8.6,85
충청남도,2015-12-15,6.6,0.2,76
충청남도,2015-12-14,6.3,6.8,90
