지역명,일시,평균기온(℃),평균일강수량(mm),평균습도(%rh)
서울경기,2020-12-31,-8.6,0,57
서울경기,2020-12-30,-10.6,0,54
서울경기,2020-12-29,-0.5,0.2,74
서울경기,2020-12-28,5.4,0.7,81
서울경기,2020-12-27,5.5,0.1,68
서울경기,2020-12-26,2,0,70
서울경기,2020-12-25,-1.1,0,57
서울경기,2020-12-24,2.4,0.1,63
서울경기,2020-12-23,4.3,0,81
서울경기,2020-12-22,1.9,0.2,73
서울경기,2020-12-21,-1.4,0,67
서울경기,2020-12-20,-3.8,0,54
서울경기,2020-12-19,-4.9,0,45
서울경기,2020-12-18,-1.8,0.9,61
서울경기,2020-12-17,-4.9,0.1,54
서울경기,2020-12-16,-7.5,0,43
서울경기,2020-12-15,-7.5,0,44
서울경기,2020-12-14,-7.2,0,49
서울경기,2020-12-13,-1,3.2,73
서울경기,2020-12-12,2.1,0,54
서울경기,2020-12-11,4.7,0,80
서울경기,2020-12-10,5.3,0.4,76
서울경기,2020-12-09,1.3,0,58
서울경기,2020-12-08,-0.9,0,53
서울경기,2020-12-07,3.4,0,58
서울경기,2020-12-06,4.3,0,70
서울경기,2020-12-05,2.2,0,66
서울경기,2020-12-04,-0.5,0,57
서울경기,2020-12-03,0.9,0,49
서울경기,2020-12-02,2.5,0,41
서울경기,2020-12-01,0.9,0,48
서울경기,2020-11-30,-0.4,0,61
서울경기,2020-11-29,-0.5,0,64
서울경기,2020-11-28,0,0,52
서울경기,2020-11-27,4,0,62
서울경기,2020-11-26,5.2,0,69
서울경기,2020-11-25,4.3,0,67
서울경기,2020-11-24,2.9,0,56
서울경기,2020-11-23,1.5,0,61
서울경기,2020-11-22,5.6,2.7,78
서울경기,2020-11-21,6.2,0.9,70
서울경기,2020-11-20,2.8,0,75
서울경기,2020-11-19,13.3,48.5,88
서울경기,2020-11-18,17.1,10.4,90
서울경기,2020-11-17,15.7,0.9,69
서울경기,2020-11-16,11.4,0,76
서울경기,2020-11-15,10.2,0,84
서울경기,2020-11-14,11.2,0,74
서울경기,2020-11-13,11.2,0,78
서울경기,2020-11-12,9.6,0,65
서울경기,2020-11-11,8.4,0,63
서울경기,2020-11-10,7.2,0,61
서울경기,2020-11-09,5.7,0,42
서울경기,2020-11-08,8.5,0,43
서울경기,2020-11-07,14.2,0,72
서울경기,2020-11-06,13.2,0,66
서울경기,2020-11-05,9.3,0,67
서울경기,2020-11-04,5.1,0,46
서울경기,2020-11-03,5.2,0.5,47
서울경기,2020-11-02,10.8,0.7,58
서울경기,2020-11-01,13.4,11.2,86
서울경기,2020-10-31,13.4,0,64
서울경기,2020-10-30,11.1,0,50
서울경기,2020-10-29,10.5,0,44
서울경기,2020-10-28,13.5,0,54
서울경기,2020-10-27,13.5,0,81
서울경기,2020-10-26,12.4,0,75
서울경기,2020-10-25,11.7,0,69
서울경기,2020-10-24,9.1,0,50
서울경기,2020-10-23,8.7,0,52
서울경기,2020-10-22,13.3,0.1,67
서울경기,2020-10-21,14.1,0,74
서울경기,2020-10-20,14,0,74
서울경기,2020-10-19,14.7,0,78
서울경기,2020-10-18,13.4,0,71
서울경기,2020-10-17,12.7,0.1,69
서울경기,2020-10-16,11.7,0,70
서울경기,2020-10-15,11.2,0,47
서울경기,2020-10-14,13.1,0,51
서울경기,2020-10-13,13.4,0,54
서울경기,2020-10-12,15.8,0,71
서울경기,2020-10-11,16.4,0,73
서울경기,2020-10-10,16.5,0,63
서울경기,2020-10-09,17.2,0,54
서울경기,2020-10-08,16.9,0,54
서울경기,2020-10-07,15.7,0,52
서울경기,2020-10-06,13.9,0,58
서울경기,2020-10-05,13.3,0,60
서울경기,2020-10-04,16.5,0,67
서울경기,2020-10-03,19.4,5.5,76
서울경기,2020-10-02,19.2,1.1,83
서울경기,2020-10-01,18.4,0,78
서울경기,2020-09-30,19.1,11.8,81
서울경기,2020-09-29,19,0,74
서울경기,2020-09-28,19.8,0,72
서울경기,2020-09-27,19.8,0,67
서울경기,2020-09-26,19.5,0,62
서울경기,2020-09-25,20.1,0,65
서울경기,2020-09-24,20.6,0,60
서울경기,2020-09-23,19.2,0,60
서울경기,2020-09-22,19.7,0,59
서울경기,2020-09-21,18.2,0,65
서울경기,2020-09-20,19.2,0,64
서울경기,2020-09-19,20.7,7.4,65
서울경기,2020-09-18,21.2,0,67
서울경기,2020-09-17,21.1,0,73
서울경기,2020-09-16,21.8,0.3,86
서울경기,2020-09-15,22.2,0,81
서울경기,2020-09-14,20.9,0,83
서울경기,2020-09-13,21.1,0,72
서울경기,2020-09-12,19.9,7.4,86
서울경기,2020-09-11,22.1,2.1,76
서울경기,2020-09-10,22.2,1.5,83
서울경기,2020-09-09,20.5,13.3,87
서울경기,2020-09-08,23.1,0,75
서울경기,2020-09-07,19.3,63.5,93
서울경기,2020-09-06,21.4,5,81
서울경기,2020-09-05,23,0,70
서울경기,2020-09-04,22.8,0,67
서울경기,2020-09-03,22.6,36.4,82
서울경기,2020-09-02,24,33.4,94
서울경기,2020-09-01,26.1,0.1,77
서울경기,2020-08-31,26.6,0.1,77
서울경기,2020-08-30,26.5,11.4,91
서울경기,2020-08-29,26.7,8.1,91
서울경기,2020-08-28,26.8,7.7,91
서울경기,2020-08-27,26.7,13.6,86
서울경기,2020-08-26,29.8,0.9,70
서울경기,2020-08-25,29,0,73
서울경기,2020-08-24,27.1,0,75
서울경기,2020-08-23,25.1,0.1,81
서울경기,2020-08-22,24.6,24.1,88
서울경기,2020-08-21,26.1,4.3,85
서울경기,2020-08-20,26.9,0,81
서울경기,2020-08-19,26.3,0,83
서울경기,2020-08-18,26.4,0,82
서울경기,2020-08-17,27.3,0,83
서울경기,2020-08-16,26.8,0,86
서울경기,2020-08-15,25.7,36.9,96
서울경기,2020-08-14,26.5,0.4,89
서울경기,2020-08-13,27.5,0.1,85
서울경기,2020-08-12,26.7,0,87
서울경기,2020-08-11,24.3,62,94
서울경기,2020-08-10,26.2,25,92
서울경기,2020-08-09,24.9,105.5,95
서울경기,2020-08-08,23.9,16.1,92
서울경기,2020-08-07,23.9,0.1,88
서울경기,2020-08-06,23.8,82.1,94
서울경기,2020-08-05,26.7,23.2,91
서울경기,2020-08-04,26.5,2.2,90
서울경기,2020-08-03,24.7,67.1,96
서울경기,2020-08-02,24.5,46.3,97
서울경기,2020-08-01,25.1,38.3,93
서울경기,2020-07-31,25.2,6.8,89
서울경기,2020-07-30,24.3,0.1,91
서울경기,2020-07-29,23.9,44.2,97
서울경기,2020-07-28,24.3,0.6,87
서울경기,2020-07-27,23.8,2.9,91
서울경기,2020-07-26,24.6,0,74
서울경기,2020-07-25,24.6,0,68
서울경기,2020-07-24,22.6,4.7,74
서울경기,2020-07-23,21.1,100.3,96
서울경기,2020-07-22,22.6,33.8,95
서울경기,2020-07-21,24.2,0,81
서울경기,2020-07-20,23.4,3.9,89
서울경기,2020-07-19,24.2,25.2,84
서울경기,2020-07-18,24.8,0,77
서울경기,2020-07-17,24.6,0,78
서울경기,2020-07-16,23.6,0,76
서울경기,2020-07-15,22.4,0.1,69
서울경기,2020-07-14,20.2,11.1,79
서울경기,2020-07-13,18.8,48.2,95
서울경기,2020-07-12,23,3.3,77
서울경기,2020-07-11,25.6,0,65
서울경기,2020-07-10,24.3,9.4,76
서울경기,2020-07-09,25.9,0,73
서울경기,2020-07-08,23.6,0,82
서울경기,2020-07-07,23.2,0,82
서울경기,2020-07-06,24.3,0,74
서울경기,2020-07-05,22.5,0,76
서울경기,2020-07-04,22.8,1,76
서울경기,2020-07-03,24.2,0.4,71
서울경기,2020-07-02,23.3,0.2,79
서울경기,2020-07-01,20.7,0.3,84
서울경기,2020-06-30,19.9,40.8,87
서울경기,2020-06-29,22.5,18.9,84
서울경기,2020-06-28,23.6,0,80
서울경기,2020-06-27,23,0,77
서울경기,2020-06-26,21,1.8,88
서울경기,2020-06-25,21,7.8,95
서울경기,2020-06-24,21.8,38.5,88
서울경기,2020-06-23,25.1,0,63
서울경기,2020-06-22,26.5,0,62
서울경기,2020-06-21,24.1,0,69
서울경기,2020-06-20,23.2,0,74
서울경기,2020-06-19,23.6,0.7,69
서울경기,2020-06-18,22.3,0,72
서울경기,2020-06-17,22.3,0,71
서울경기,2020-06-16,22.8,0,72
서울경기,2020-06-15,21.5,0,73
서울경기,2020-06-14,22.7,0.6,75
서울경기,2020-06-13,25.3,0,63
서울경기,2020-06-12,22.7,0,79
서울경기,2020-06-11,25,0,76
서울경기,2020-06-10,24.6,8.1,70
서울경기,2020-06-09,25.2,0,57
서울경기,2020-06-08,23.4,0,70
서울경기,2020-06-07,20.8,0,79
서울경기,2020-06-06,22.8,0,72
서울경기,2020-06-05,21.2,0,79
서울경기,2020-06-04,20.2,0.4,90
서울경기,2020-06-03,20.8,0.1,82
서울경기,2020-06-02,17.4,3,76
서울경기,2020-06-01,18.6,0.3,73
서울경기,2020-05-31,20,0.6,70
서울경기,2020-05-30,21.3,0,62
서울경기,2020-05-29,19.1,0,72
서울경기,2020-05-28,17.8,0,70
서울경기,2020-05-27,16.5,0,76
서울경기,2020-05-26,15.4,1.2,86
서울경기,2020-05-25,15.1,0,89
서울경기,2020-05-24,16.1,13.9,91
서울경기,2020-05-23,19.2,0.3,72
서울경기,2020-05-22,17.9,0,74
서울경기,2020-05-21,16.5,0,64
서울경기,2020-05-20,14.2,0,65
서울경기,2020-05-19,13.3,10.3,75
서울경기,2020-05-18,18.4,29.9,84
서울경기,2020-05-17,17.9,0.1,86
서울경기,2020-05-16,16,1.6,94
서울경기,2020-05-15,16.1,12.3,86
서울경기,2020-05-14,19,0,38
서울경기,2020-05-13,15.3,0,58
서울경기,2020-05-12,14.1,0.5,75
서울경기,2020-05-11,15.4,2.7,72
서울경기,2020-05-10,13.8,0.7,93
서울경기,2020-05-09,14.2,31.6,97
서울경기,2020-05-08,18.6,2.4,42
서울경기,2020-05-07,20,0,37
서울경기,2020-05-06,18.3,0,58
서울경기,2020-05-05,14.2,0.6,79
서울경기,2020-05-04,17.7,0,75
서울경기,2020-05-03,20.8,0.2,77
서울경기,2020-05-02,19.2,0.1,88
서울경기,2020-05-01,18.7,0,84
서울경기,2020-04-30,15.9,0,68
서울경기,2020-04-29,13.7,0,57
서울경기,2020-04-28,13,0,62
서울경기,2020-04-27,12.2,0,58
서울경기,2020-04-26,12,0,51
서울경기,2020-04-25,12.9,0,61
서울경기,2020-04-24,9.9,0,63
서울경기,2020-04-23,8.2,0,53
서울경기,2020-04-22,6.5,0,49
서울경기,2020-04-21,7.6,0,51
서울경기,2020-04-20,10,0.3,78
서울경기,2020-04-19,11.9,9.8,81
서울경기,2020-04-18,12.6,0,75
서울경기,2020-04-17,12.1,4.2,83
서울경기,2020-04-16,14.4,0,49
서울경기,2020-04-15,11.7,0,51
서울경기,2020-04-14,11.4,0,54
서울경기,2020-04-13,11.5,0,45
서울경기,2020-04-12,9.9,0,61
서울경기,2020-04-11,8.6,0,74
서울경기,2020-04-10,9.6,0,63
서울경기,2020-04-09,8.6,0,54
서울경기,2020-04-08,9.3,0,36
서울경기,2020-04-07,9.7,0,67
서울경기,2020-04-06,8.3,0,55
서울경기,2020-04-05,7.1,0,35
서울경기,2020-04-04,8.9,0,41
서울경기,2020-04-03,9,0,66
서울경기,2020-04-02,8.3,0,59
서울경기,2020-04-01,11,0,43
서울경기,2020-03-31,10.3,0,51
서울경기,2020-03-30,8.3,0,54
서울경기,2020-03-29,7.5,0,45
서울경기,2020-03-28,7.3,0,26
서울경기,2020-03-27,11.2,2.8,61
서울경기,2020-03-26,14.2,2.5,65
서울경기,2020-03-25,11.5,0,51
서울경기,2020-03-24,10.2,0,47
서울경기,2020-03-23,9.8,0,54
서울경기,2020-03-22,10.6,0,44
서울경기,2020-03-21,11.5,0.1,70
서울경기,2020-03-20,8.5,0,53
서울경기,2020-03-19,8.7,0,60
서울경기,2020-03-18,9.5,0,56
서울경기,2020-03-17,6.6,0,74
서울경기,2020-03-16,3.1,0,55
서울경기,2020-03-15,4.4,0,53
서울경기,2020-03-14,3.6,0,61
서울경기,2020-03-13,4.5,0.2,46
서울경기,2020-03-12,6.5,0,63
서울경기,2020-03-11,3.7,0,51
서울경기,2020-03-10,6.5,7.6,80
서울경기,2020-03-09,9.6,0.1,54
서울경기,2020-03-08,7.8,0,58
서울경기,2020-03-07,5.7,0,53
서울경기,2020-03-06,2.7,0,56
서울경기,2020-03-05,1.1,0,57
서울경기,2020-03-04,2.2,0.1,63
서울경기,2020-03-03,4.5,0,67
서울경기,2020-03-02,3.1,0,62
서울경기,2020-03-01,4.9,0.1,83
서울경기,2020-02-29,6.6,0.2,81
서울경기,2020-02-28,4.2,3.8,86
서울경기,2020-02-27,5.5,0,65
서울경기,2020-02-26,6,0,70
서울경기,2020-02-25,6.8,17.9,80
서울경기,2020-02-24,6.6,0,64
서울경기,2020-02-23,2.5,0,61
서울경기,2020-02-22,4.1,2.3,70
서울경기,2020-02-21,6.3,4.5,77
서울경기,2020-02-20,4,0,75
서울경기,2020-02-19,1,0,67
서울경기,2020-02-18,-3.8,0,54
서울경기,2020-02-17,-5.4,0.4,69
서울경기,2020-02-16,-1.4,11.2,85
서울경기,2020-02-15,8.5,3,76
서울경기,2020-02-14,7.1,0,81
서울경기,2020-02-13,5.7,0,91
서울경기,2020-02-12,7.1,6.5,81
서울경기,2020-02-11,6.3,0,48
서울경기,2020-02-10,3.4,0,61
서울경기,2020-02-09,-0.5,0,62
서울경기,2020-02-08,0.2,0,55
서울경기,2020-02-07,-1.6,0,58
서울경기,2020-02-06,-6.8,0,50
서울경기,2020-02-05,-8,0,46
서울경기,2020-02-04,-1.7,1.4,65
서울경기,2020-02-03,-0.5,0,54
서울경기,2020-02-02,1.1,0,60
서울경기,2020-02-01,2.3,0,74
서울경기,2020-01-31,3.2,0,74
서울경기,2020-01-30,5.1,0,59
서울경기,2020-01-29,5.8,0,58
서울경기,2020-01-28,7.2,0.1,58
서울경기,2020-01-27,5.9,0.5,57
서울경기,2020-01-26,5.1,0,61
서울경기,2020-01-25,2.9,0,72
서울경기,2020-01-24,2.2,0,69
서울경기,2020-01-23,4.4,0,60
서울경기,2020-01-22,2.4,0,52
서울경기,2020-01-21,-0.8,0,51
서울경기,2020-01-20,0.8,0,58
서울경기,2020-01-19,1.9,0.3,71
서울경기,2020-01-18,-0.1,0,58
서울경기,2020-01-17,-1.2,0,59
서울경기,2020-01-16,-2.2,0,56
서울경기,2020-01-15,-2.7,0,58
서울경기,2020-01-14,-2.4,0,57
서울경기,2020-01-13,-2.7,0,61
서울경기,2020-01-12,-0.9,0,68
서울경기,2020-01-11,-0.3,0,72
서울경기,2020-01-10,-0.9,0,74
서울경기,2020-01-09,-1.1,0,73
서울경기,2020-01-08,2.3,7.6,89
서울경기,2020-01-07,6.5,47.6,98
서울경기,2020-01-06,3,2.3,73
서울경기,2020-01-05,0.6,0,58
서울경기,2020-01-04,1.3,0,63
서울경기,2020-01-03,-0.1,0,67
서울경기,2020-01-02,1.1,0,74
서울경기,2020-01-01,-1.9,0,71
서울경기,2019-12-31,-7.4,0,49
서울경기,2019-12-30,2.3,0.3,75
서울경기,2019-12-29,4,0.9,62
서울경기,2019-12-28,1.5,0,57
서울경기,2019-12-27,-1.6,0,57
서울경기,2019-12-26,2,0.6,70
서울경기,2019-12-25,1.5,0,71
서울경기,2019-12-24,0.2,0,75
서울경기,2019-12-23,3,3,84
서울경기,2019-12-22,3.8,1.6,74
서울경기,2019-12-21,-0.9,0.9,76
서울경기,2019-12-20,-1.4,0,56
서울경기,2019-12-19,-0.8,0,55
서울경기,2019-12-18,0.6,0,66
서울경기,2019-12-17,7.7,8.2,84
서울경기,2019-12-16,7.8,0,67
서울경기,2019-12-15,4.3,0,65
서울경기,2019-12-14,2.4,0.5,63
서울경기,2019-12-13,2.6,1,61
서울경기,2019-12-12,-0.5,0,53
서울경기,2019-12-11,6.2,0.2,68
서울경기,2019-12-10,7.3,2.9,91
서울경기,2019-12-09,4.3,1.1,67
서울경기,2019-12-08,-0.7,0,71
서울경기,2019-12-07,-1.5,0.1,71
서울경기,2019-12-06,-5.8,0,48
서울경기,2019-12-05,-4.1,0,40
서울경기,2019-12-04,2,0.7,54
서울경기,2019-12-03,0.7,0.9,73
서울경기,2019-12-02,0.2,0,55
서울경기,2019-12-01,4.7,3.2,82
서울경기,2019-11-30,3.9,0,54
서울경기,2019-11-29,1.4,0,48
서울경기,2019-11-28,2.9,0,58
서울경기,2019-11-27,3,0,54
서울경기,2019-11-26,6.1,0,71
서울경기,2019-11-25,1.3,0,66
서울경기,2019-11-24,9.8,3.4,79
서울경기,2019-11-23,11.7,0,64
서울경기,2019-11-22,9.6,0,45
서울경기,2019-11-21,4.5,0,46
서울경기,2019-11-20,0.5,0,45
서울경기,2019-11-19,0.5,0,57
서울경기,2019-11-18,4.6,10.3,67
서울경기,2019-11-17,8.8,26.1,87
서울경기,2019-11-16,6.8,0,84
서울경기,2019-11-15,6.6,18,89
서울경기,2019-11-14,1.6,0,41
서울경기,2019-11-13,7.7,8.9,76
서울경기,2019-11-12,9.2,0,70
서울경기,2019-11-11,11.4,2.3,77
서울경기,2019-11-10,9.9,16.6,70
서울경기,2019-11-09,9.3,0,57
서울경기,2019-11-08,6.5,0,39
서울경기,2019-11-07,9,0,49
서울경기,2019-11-06,10.5,0,68
서울경기,2019-11-05,12,0,74
서울경기,2019-11-04,13.4,0,67
서울경기,2019-11-03,14.2,0,64
서울경기,2019-11-02,12.9,0,68
서울경기,2019-11-01,14.3,0,59
서울경기,2019-10-31,14.9,0,81
서울경기,2019-10-30,11,0,70
서울경기,2019-10-29,12.5,1.7,64
서울경기,2019-10-28,13.2,1.9,72
서울경기,2019-10-27,10.9,0,67
서울경기,2019-10-26,9.7,0,67
서울경기,2019-10-25,16.3,0,65
서울경기,2019-10-24,18.2,0,56
서울경기,2019-10-23,16.9,0,66
서울경기,2019-10-22,17.2,0,68
서울경기,2019-10-21,16.5,0,72
서울경기,2019-10-20,15.6,0,79
서울경기,2019-10-19,16.5,0,74
서울경기,2019-10-18,16.9,0,65
서울경기,2019-10-17,14.9,0,65
서울경기,2019-10-16,14,0,69
서울경기,2019-10-15,13.6,0,64
서울경기,2019-10-14,14,0,61
서울경기,2019-10-13,16.8,0,62
서울경기,2019-10-12,18,0,55
서울경기,2019-10-11,18.8,0,67
서울경기,2019-10-10,15.2,0,69
서울경기,2019-10-09,13.2,0,58
서울경기,2019-10-08,15,0,62
서울경기,2019-10-07,14.9,20.1,94
서울경기,2019-10-06,17.7,0,62
서울경기,2019-10-05,18.4,0.3,77
서울경기,2019-10-04,21.8,0,80
서울경기,2019-10-03,22.9,5.6,75
서울경기,2019-10-02,21.8,17.1,89
서울경기,2019-10-01,22.3,0,78
서울경기,2019-09-30,21.2,0,78
서울경기,2019-09-29,21.4,0,73
서울경기,2019-09-28,22.8,0,70
서울경기,2019-09-27,22.7,0,65
서울경기,2019-09-26,22.1,0,68
서울경기,2019-09-25,19.9,0,75
서울경기,2019-09-24,19.1,0,69
서울경기,2019-09-23,19.5,0,58
서울경기,2019-09-22,18.7,2.6,69
서울경기,2019-09-21,19.3,0,68
서울경기,2019-09-20,19.5,0,60
서울경기,2019-09-19,18.9,0,54
서울경기,2019-09-18,20.6,0,51
서울경기,2019-09-17,22.9,0,53
서울경기,2019-09-16,24,0,61
서울경기,2019-09-15,23.6,0,78
서울경기,2019-09-14,22.3,0.9,87
서울경기,2019-09-13,22.6,0.2,70
서울경기,2019-09-12,20.4,21.4,79
서울경기,2019-09-11,24.1,4.9,76
서울경기,2019-09-10,23.6,104.7,94
서울경기,2019-09-09,24.8,0.7,82
서울경기,2019-09-08,24.3,0,85
서울경기,2019-09-07,25.5,3.7,79
서울경기,2019-09-06,24.9,10.3,87
서울경기,2019-09-05,23,48.7,94
서울경기,2019-09-04,22.8,33.9,91
서울경기,2019-09-03,23.9,0.9,75
서울경기,2019-09-02,23.9,0,67
서울경기,2019-09-01,23.1,0,73
서울경기,2019-08-31,22.9,0,72
서울경기,2019-08-30,22.7,0.1,71
서울경기,2019-08-29,23.8,22.7,79
서울경기,2019-08-28,25.4,0,76
서울경기,2019-08-27,25,7.2,78
서울경기,2019-08-26,25.6,0,73
서울경기,2019-08-25,24.3,0,74
서울경기,2019-08-24,23.6,0,71
서울경기,2019-08-23,25.5,0,65
서울경기,2019-08-22,26.2,0,71
서울경기,2019-08-21,26.6,0.6,68
서울경기,2019-08-20,27.4,0,60
서울경기,2019-08-19,25.6,0,67
서울경기,2019-08-18,24.8,0,71
서울경기,2019-08-17,25.2,1.7,75
서울경기,2019-08-16,25.8,0.4,79
서울경기,2019-08-15,25.8,13.2,79
서울경기,2019-08-14,29.7,0.8,70
서울경기,2019-08-13,28.1,10.6,78
서울경기,2019-08-12,26.4,56.4,89
서울경기,2019-08-11,30.1,7.8,56
서울경기,2019-08-10,30.8,0,64
서울경기,2019-08-09,28.8,0,73
서울경기,2019-08-08,28.1,0,77
서울경기,2019-08-07,27.3,3.2,76
서울경기,2019-08-06,31.2,0,59
서울경기,2019-08-05,30,0,71
서울경기,2019-08-04,28.4,2.2,76
서울경기,2019-08-03,28.7,0.8,74
서울경기,2019-08-02,27.8,0,80
서울경기,2019-08-01,26.2,16.3,89
서울경기,2019-07-31,25.9,39.5,93
서울경기,2019-07-30,27.5,7,83
서울경기,2019-07-29,27.2,0.3,80
서울경기,2019-07-28,25.9,41.4,91
서울경기,2019-07-27,27.8,1.7,82
서울경기,2019-07-26,24.9,84.4,96
서울경기,2019-07-25,25.8,19.1,94
서울경기,2019-07-24,26,1.5,89
서울경기,2019-07-23,27.2,0,79
서울경기,2019-07-22,25.8,0,84
서울경기,2019-07-21,24.9,6.8,91
서울경기,2019-07-20,28.1,1.5,70
서울경기,2019-07-19,28.1,0,67
서울경기,2019-07-18,26.3,0,70
서울경기,2019-07-17,25.2,0.2,77
서울경기,2019-07-16,24.3,11.2,82
서울경기,2019-07-15,23.6,2.3,84
서울경기,2019-07-14,24.6,0,76
서울경기,2019-07-13,23.7,3.4,80
서울경기,2019-07-12,23.1,0,77
서울경기,2019-07-11,21.5,0.9,81
서울경기,2019-07-10,22.3,7.2,68
서울경기,2019-07-09,24.9,0,52
서울경기,2019-07-08,25,0,51
서울경기,2019-07-07,26.6,0,48
서울경기,2019-07-06,28.5,0,48
서울경기,2019-07-05,25.9,0,58
서울경기,2019-07-04,23.7,0,74
서울경기,2019-07-03,23.3,0,77
서울경기,2019-07-02,23.3,0,76
서울경기,2019-07-01,22.9,0,74
서울경기,2019-06-30,23,0.1,83
서울경기,2019-06-29,22.9,2.8,81
서울경기,2019-06-28,23.5,1.1,77
서울경기,2019-06-27,24.6,0.7,76
서울경기,2019-06-26,24,0.1,64
서울경기,2019-06-25,24.2,0,61
서울경기,2019-06-24,23.7,0,60
서울경기,2019-06-23,24.1,0,47
서울경기,2019-06-22,23.7,0,52
서울경기,2019-06-21,21.7,0.1,80
서울경기,2019-06-20,22,0,78
서울경기,2019-06-19,21.2,0.4,83
서울경기,2019-06-18,20.4,7.6,81
서울경기,2019-06-17,20.4,0.1,71
서울경기,2019-06-16,21.1,0,64
서울경기,2019-06-15,21.8,0.6,66
서울경기,2019-06-14,21.9,0,67
서울경기,2019-06-13,21.8,0,63
서울경기,2019-06-12,20.4,0,69
서울경기,2019-06-11,20.2,0,58
서울경기,2019-06-10,19,6.4,71
서울경기,2019-06-09,20.7,0.9,74
서울경기,2019-06-08,21.1,0,65
서울경기,2019-06-07,19.8,31.2,79
서울경기,2019-06-06,20.3,6.9,84
서울경기,2019-06-05,20.7,0,77
서울경기,2019-06-04,21,0,66
서울경기,2019-06-03,21.6,0,56
서울경기,2019-06-02,19.8,0,54
서울경기,2019-06-01,17.5,0,70
서울경기,2019-05-31,18.3,0,60
서울경기,2019-05-30,18.8,0,58
서울경기,2019-05-29,18.9,0,58
서울경기,2019-05-28,17.6,0,55
서울경기,2019-05-27,17.6,9.3,83
서울경기,2019-05-26,23.5,0,48
서울경기,2019-05-25,22.1,0,59
서울경기,2019-05-24,22.5,0,58
서울경기,2019-05-23,20,0,60
서울경기,2019-05-22,18.3,0,58
서울경기,2019-05-21,16.4,0,64
서울경기,2019-05-20,15.7,6.1,68
서울경기,2019-05-19,19.1,19.7,94
서울경기,2019-05-18,21.6,0.1,57
서울경기,2019-05-17,22,0,56
서울경기,2019-05-16,21.7,0,57
서울경기,2019-05-15,19,0,63
서울경기,2019-05-14,18.3,0,58
서울경기,2019-05-13,17.3,0,52
서울경기,2019-05-12,19.3,0,44
서울경기,2019-05-11,17.6,0,54
서울경기,2019-05-10,15.9,0,62
서울경기,2019-05-09,15,0,58
서울경기,2019-05-08,14.2,0,62
서울경기,2019-05-07,13.8,0,49
서울경기,2019-05-06,14,0,31
서울경기,2019-05-05,17.4,0,49
서울경기,2019-05-04,17.1,0,56
서울경기,2019-05-03,15.9,0,52
서울경기,2019-05-02,16.1,0,40
서울경기,2019-05-01,15.3,0,59
서울경기,2019-04-30,14.6,0,61
서울경기,2019-04-29,12.6,0.2,61
서울경기,2019-04-28,12.5,0,58
서울경기,2019-04-27,11.3,0,59
서울경기,2019-04-26,8.6,3.1,82
서울경기,2019-04-25,13.1,8.8,82
서울경기,2019-04-24,17.7,6.2,78
서울경기,2019-04-23,18.5,0,62
서울경기,2019-04-22,17.4,0,62
서울경기,2019-04-21,13.6,0.5,85
서울경기,2019-04-20,13.7,0.7,74
서울경기,2019-04-19,13.5,0,65
서울경기,2019-04-18,11.7,0,82
서울경기,2019-04-17,14,0,50
서울경기,2019-04-16,13.8,0,34
서울경기,2019-04-15,10.7,0,45
서울경기,2019-04-14,9.3,1.4,54
서울경기,2019-04-13,10.9,0,42
서울경기,2019-04-12,10.1,0,62
서울경기,2019-04-11,8.6,0,71
서울경기,2019-04-10,7,3.9,82
서울경기,2019-04-09,9.3,15,52
서울경기,2019-04-08,11.3,0,30
서울경기,2019-04-07,12.1,0,44
서울경기,2019-04-06,9.3,0.2,48
서울경기,2019-04-05,10.7,0,50
서울경기,2019-04-04,8.4,0,56
서울경기,2019-04-03,7.1,0,51
서울경기,2019-04-02,6.6,0,47
서울경기,2019-04-01,5.6,0,45
서울경기,2019-03-31,4.7,0.1,50
서울경기,2019-03-30,5.1,3,77
서울경기,2019-03-29,8.6,0.1,39
서울경기,2019-03-28,8.6,0,54
서울경기,2019-03-27,10.6,0,74
서울경기,2019-03-26,10,0,64
서울경기,2019-03-25,7.2,0,65
서울경기,2019-03-24,4.4,0,55
서울경기,2019-03-23,3.4,1.5,53
서울경기,2019-03-22,3.6,0,42
서울경기,2019-03-21,7,3.7,79
서울경기,2019-03-20,9.5,17.9,84
서울경기,2019-03-19,8.3,0,63
서울경기,2019-03-18,6,0,52
서울경기,2019-03-17,5.8,0,65
서울경기,2019-03-16,4.3,0,74
서울경기,2019-03-15,5,1.9,77
서울경기,2019-03-14,4.6,0,55
서울경기,2019-03-13,3.7,0,42
서울경기,2019-03-12,4.2,0,60
서울경기,2019-03-11,5.3,0.7,75
서울경기,2019-03-10,9.5,0,33
서울경기,2019-03-09,6,0,47
서울경기,2019-03-08,4.7,0,53
서울경기,2019-03-07,6.2,0,57
서울경기,2019-03-06,7.2,0,68
서울경기,2019-03-05,7.2,0,76
서울경기,2019-03-04,8.2,0,59
서울경기,2019-03-03,8.2,0,47
서울경기,2019-03-02,6.6,0,51
서울경기,2019-03-01,5.4,0,57
서울경기,2019-02-28,5.5,0,53
서울경기,2019-02-27,6.5,0,45
서울경기,2019-02-26,4.6,0,44
서울경기,2019-02-25,3.9,0,64
서울경기,2019-02-24,4.9,0,61
서울경기,2019-02-23,5.6,0,52
서울경기,2019-02-22,2.8,0,66
