시도,시군구,year,cnt,사육 규모,강원도  강릉시,강원도  고성군,강원도  동해시,강원도  삼척시,강원도  속초시,강원도  양양군,강원도  원주시,강원도  철원군,강원도  춘천시,강원도  화천군,강원도  횡성군,경기도  가평군,경기도  광주시,경기도  김포시,경기도  남양주시,경기도  동두천시,경기도  수원시,경기도  시흥시,경기도  안산시,경기도  안성시,경기도  양평군,경기도  여주시,경기도  연천군,경기도  용인시,경기도  의왕시,경기도  이천시,경기도  처인구,경기도  파주시,경기도  평택시,경기도  포천시,경기도  화성시,경상남도 거제시,경상남도 고성군,경상남도 김해시,경상남도 남해군,경상남도 밀양시,경상남도 사천시,경상남도 양산시,경상남도 진주시,경상남도 창녕군,경상남도 창원시,경상남도 합천군,경상북도 경주시,경상북도 구미시,경상북도 김천시,경상북도 봉화군,경상북도 안동시,경상북도 영덕군,경상북도 영천시,경상북도 예천군,경상북도 울진군,경상북도 의성군,경상북도 포항시,광주광역시 광산구,광주광역시 남구,광주광역시 서구,대구광역시 달성군,부산광역시 강서구,부산광역시 남구,부산광역시 사하구,서울특별시 강남구,서울특별시 마포구,서울특별시 성동구,서울특별시 송파구,서울특별시 영등포구,서울특별시 중랑구,세종특별자치시 세종시,울산광역시 남구,울산광역시 북구,울산광역시 울주군,울산광역시 중구,인천광역시 강화군,인천광역시 서구,인천광역시 연수구,인천광역시 중구,전라남도 강진군,전라남도 고흥군,전라남도 광양시,전라남도 담양군,전라남도 보성군,전라남도 순천시,전라남도 여수시,전라남도 완도군,전라남도 장성군,전라남도 장흥군,전라남도 해남군,전라남도  나주시,전라남도  목포시,전라남도  무안군,전라남도  보성군,전라남도  순천시,전라남도  신안군,전라남도  영광군,전라남도  영암군,전라남도  진도군,전라남도  함평군,전라남도  해남군,전라남도  화순군,전라북도 고창군,전라북도 군산시,전라북도 김제시,전라북도 부안군,전라북도 완주군,전라북도 익산시,전라북도 임실군,전라북도 장수군,전라북도 전주시,전라북도 정읍시,전라북도  부안군,제주특별자치도 서귀포시,제주특별자치도 제주시,충청남도 논산시,충청남도 당진시,충청남도 보령시,충청남도 서산시,충청남도 서천군,충청남도 아산시,충청남도 예산군,충청남도 천안시,충청남도 태안군,충청북도 괴산군,충청북도 음성군,충청북도 증평군,충청북도 진천군,충청북도 청주시,충청북도 충주시
강원도,강릉시,2016,85,132895.0,0.0,78.48,32.87,42.18,56.38,42.42,95.83,143.85,101.67,109.71,83.63,120.38,147.25,190.71,146.57,160.31,171.76,187.32,186.55,163.5,125.65,120.33,162.56,160.24,174.16,137.83,158.55,184.26,177.23,148.02,190.58,320.13,312.97,280.61,335.84,250.27,314.16,269.16,294.11,247.84,281.22,251.13,213.09,187.58,191.66,96.36,132.26,154.89,197.89,128.89,96.3,156.42,197.15,345.06,340.54,339.29,223.43,282.59,291.44,294.53,163.1,175.02,163.24,158.08,176.12,157.77,199.46,248.88,245.09,250.12,246.1,209.93,195.03,197.34,200.96,394.17,378.29,330.0,318.59,368.46,335.4,350.0,427.5,330.34,384.38,408.25,360.72,395.5,374.46,368.46,335.4,395.58,346.9,381.94,432.27,365.75,408.25,343.35,322.47,274.92,280.19,294.81,255.86,263.35,276.29,263.37,263.87,302.21,294.81,542.29,518.13,234.96,219.25,255.38,240.07,268.8,197.29,215.72,187.49,254.14,141.9,138.31,157.08,161.77,174.11,119.19
강원도,고성군,2016,26,97294.0,78.48,0.0,110.76,120.21,22.11,36.41,125.11,104.08,85.13,73.02,107.52,103.72,150.03,175.55,137.39,134.0,177.23,183.64,185.78,184.99,130.99,140.73,125.7,170.0,174.91,153.02,169.19,163.07,195.06,123.32,194.74,389.44,379.12,352.49,397.28,320.84,377.24,342.42,357.3,315.36,351.09,314.05,288.61,251.65,251.13,167.04,202.83,232.49,270.91,192.8,174.75,226.4,273.8,390.01,387.09,385.51,289.79,355.25,364.87,367.07,157.24,164.46,154.89,153.41,167.37,148.11,235.53,324.6,321.07,325.21,321.89,187.11,182.48,190.53,190.76,442.59,433.17,388.65,364.77,420.0,391.28,408.92,477.79,373.64,434.29,455.07,405.6,437.92,416.47,420.0,391.28,437.29,386.48,428.35,475.72,407.52,455.07,391.64,363.12,309.04,319.24,332.32,298.64,301.74,324.54,315.34,307.41,343.76,332.32,595.42,570.02,272.31,230.67,280.52,251.17,300.24,218.98,237.07,211.02,263.87,184.1,174.16,193.82,192.42,211.68,161.7
강원도,동해시,2016,13,42563.0,32.87,110.76,0.0,9.45,88.66,75.12,107.4,172.61,128.07,139.41,99.67,145.28,164.4,211.64,167.69,185.48,186.52,204.66,202.9,172.2,143.53,132.87,190.12,174.0,190.53,150.97,172.08,207.19,186.77,173.33,204.97,297.34,292.48,256.12,318.26,227.1,295.74,243.58,275.83,227.08,258.32,233.63,185.79,170.62,177.9,77.95,111.69,125.39,173.23,114.6,64.31,135.49,168.67,336.96,331.62,330.57,203.92,257.42,265.57,269.4,182.27,195.14,183.2,177.12,195.62,178.42,199.36,221.12,217.07,222.98,218.29,232.56,215.0,215.36,219.96,383.67,364.32,314.23,310.18,356.47,321.26,333.87,415.7,323.31,373.16,398.47,352.47,388.16,367.56,356.47,321.26,388.61,341.58,372.64,424.06,359.06,398.47,333.45,316.94,273.57,276.23,291.35,250.45,260.09,267.43,252.61,257.87,296.54,291.35,528.28,504.91,232.97,229.71,258.8,250.0,268.91,204.2,222.06,194.01,264.25,141.63,141.82,158.78,166.28,174.38,120.75
강원도,삼척시,2016,32,42201.0,42.18,120.21,9.45,0.0,98.11,84.51,110.66,180.2,135.12,147.38,104.25,151.82,168.65,216.78,173.05,191.95,189.97,208.76,206.73,174.0,148.12,136.07,197.3,177.23,194.41,154.18,175.25,212.93,188.72,179.87,208.22,289.85,285.6,248.24,312.13,219.6,289.41,235.44,269.56,220.23,250.84,227.66,177.29,165.0,173.18,72.82,105.37,116.44,165.44,110.21,54.9,128.91,159.9,333.4,327.85,326.86,197.46,249.37,257.34,261.35,187.0,200.09,188.16,181.84,200.38,183.59,198.48,212.47,208.36,214.48,209.64,238.14,219.84,219.63,224.51,379.39,359.1,308.59,306.58,351.81,316.05,328.11,411.03,320.07,368.68,394.37,348.85,384.74,364.3,351.81,316.05,385.3,338.8,368.7,420.37,355.87,394.37,329.39,314.15,272.06,273.97,289.19,247.85,258.07,263.8,248.48,255.08,293.74,289.19,522.93,499.78,231.4,231.73,258.7,251.81,267.82,205.31,222.93,195.06,266.07,141.1,142.38,158.67,166.93,173.75,121.0
강원도,속초시,2016,8,8140.0,56.38,22.11,88.66,98.11,0.0,14.84,112.89,111.94,83.71,78.07,95.74,103.6,145.83,177.27,136.34,138.24,172.93,182.11,183.44,176.45,125.41,131.37,133.22,164.34,171.91,145.44,163.27,166.4,187.69,126.7,191.15,369.92,360.42,332.26,379.84,300.91,359.34,321.82,339.33,296.2,331.38,296.05,267.38,233.16,233.76,146.64,182.63,210.69,250.3,174.03,152.64,206.42,252.27,376.9,373.55,372.05,270.86,334.82,344.24,346.68,155.77,164.57,154.1,151.48,167.0,147.53,223.88,303.34,299.74,304.12,300.61,191.38,183.54,190.03,191.26,428.69,417.52,371.92,351.25,405.22,375.29,392.16,463.45,360.92,419.97,441.62,392.55,425.61,404.22,405.22,375.29,425.18,374.79,414.96,463.23,395.31,441.62,377.65,351.06,298.46,307.42,320.96,285.73,289.99,310.34,300.13,294.34,331.39,320.96,580.47,555.39,260.64,225.56,272.15,246.37,290.32,210.92,229.32,202.36,259.58,170.27,161.72,181.49,181.62,199.38,147.39
강원도,양구군,2016,8,266150.0,87.29,51.45,118.27,126.7,53.72,55.19,85.62,59.32,34.14,24.66,68.74,52.27,99.5,124.67,85.95,84.59,126.55,132.21,134.44,137.6,81.69,95.44,80.1,120.19,123.74,105.17,119.58,113.03,146.37,73.22,143.7,363.51,350.07,330.28,363.97,297.51,345.49,322.36,325.93,288.74,326.36,283.24,273.55,223.54,219.35,150.33,183.46,224.34,252.07,167.42,175.73,205.18,261.68,347.12,344.95,343.24,262.63,334.1,344.74,345.55,105.82,113.1,103.44,102.05,115.95,96.66,191.51,309.26,306.36,308.59,306.72,137.79,131.37,139.11,139.51,400.84,394.98,353.39,322.7,380.04,354.16,373.61,436.7,330.2,393.34,412.48,362.52,393.56,372.1,380.04,354.16,392.66,341.43,385.77,431.54,363.13,412.48,350.29,318.71,262.9,274.74,287.07,256.0,257.24,284.04,277.0,264.95,299.93,287.07,555.18,529.25,227.93,180.17,232.14,200.46,253.36,170.71,188.38,163.43,212.93,145.07,132.72,151.64,147.83,169.08,124.54
강원도,양양군,2016,22,3478.0,42.42,36.41,75.12,84.51,14.84,0.0,102.16,114.51,80.87,79.79,85.54,101.0,139.8,174.8,132.49,137.91,166.58,177.45,178.26,167.43,118.75,122.21,135.18,157.19,166.4,137.24,155.97,165.1,179.3,125.96,185.11,355.27,345.99,317.48,365.84,286.18,345.17,306.99,325.15,281.65,316.69,281.87,252.57,218.85,219.86,131.85,167.86,196.09,235.47,159.66,138.68,191.69,237.53,364.85,361.28,359.83,256.39,320.01,329.42,331.87,151.4,161.14,150.2,146.86,163.24,143.84,212.84,288.54,284.94,289.29,285.8,190.5,180.59,186.0,187.88,416.21,404.25,358.21,339.02,392.33,361.88,378.42,450.75,349.07,407.3,429.36,380.52,413.93,392.58,392.33,361.88,413.6,363.47,402.73,451.42,383.7,429.36,365.16,339.57,287.84,296.1,309.88,273.87,278.75,297.8,287.12,282.4,319.75,309.88,567.45,542.51,249.5,218.38,262.85,239.3,280.09,202.0,220.51,193.12,252.77,158.22,150.48,170.22,171.22,188.06,135.18
강원도,영월군,2016,18,541108.0,73.0,133.08,69.01,68.88,114.37,100.12,51.08,147.26,100.9,122.16,54.32,110.65,110.17,161.55,120.94,147.2,127.21,148.38,145.17,106.65,92.69,74.11,158.81,113.92,133.38,91.44,111.77,161.68,121.55,136.47,144.43,256.52,246.14,220.76,265.85,188.53,245.06,211.94,225.03,182.29,218.38,181.76,162.6,118.79,120.17,40.27,72.45,117.38,141.17,59.74,85.91,94.76,151.54,272.2,267.57,266.34,156.72,224.11,234.39,235.74,130.4,144.29,132.81,125.37,143.55,129.77,130.4,198.24,195.39,197.54,195.7,185.1,162.87,159.76,165.88,321.18,306.04,258.75,245.67,295.64,263.3,278.9,354.62,257.68,311.45,335.25,287.84,322.81,301.87,295.64,263.3,322.99,274.81,308.96,359.42,293.21,335.25,270.34,250.28,204.97,208.62,223.53,183.6,192.13,203.31,190.46,191.42,229.93,223.53,469.87,445.5,164.48,164.46,189.93,184.09,200.0,136.81,154.23,126.53,198.33,72.61,73.6,89.87,98.15,105.37,52.14
강원도,원주시,2016,39,583967.0,95.83,125.11,107.4,110.66,112.89,102.16,0.0,104.18,62.27,86.99,17.63,65.35,59.54,110.54,70.15,98.12,79.31,98.81,96.32,67.79,41.66,25.48,112.12,66.62,84.13,43.58,64.69,110.74,81.41,88.31,97.61,280.86,265.87,250.54,278.47,217.36,260.35,244.57,240.95,206.31,244.79,198.62,202.14,141.08,134.79,87.65,112.13,164.77,177.25,89.92,136.8,129.93,194.29,264.91,262.02,260.43,180.17,255.18,266.52,266.17,79.46,93.3,81.75,74.4,92.7,78.71,111.0,236.4,234.26,234.39,234.11,134.01,112.12,109.98,115.61,317.61,309.84,267.77,239.7,295.62,268.72,287.98,353.0,248.58,309.52,329.97,280.49,313.03,291.6,295.62,268.72,312.5,261.96,303.25,350.76,282.67,329.97,266.72,238.34,185.71,194.6,208.08,173.54,177.15,199.84,191.78,182.3,218.81,208.08,471.01,445.38,147.78,123.64,161.57,144.36,177.95,101.94,120.48,92.43,158.49,59.73,49.08,68.79,69.08,86.68,39.02
강원도,인제군,2016,14,231800.0,71.26,43.25,102.72,111.34,39.9,39.29,83.87,75.46,43.91,40.65,66.29,63.71,107.45,137.37,96.64,98.99,134.67,142.63,144.24,141.78,87.92,97.77,95.94,126.99,132.96,109.77,126.12,126.74,151.82,87.22,152.52,356.91,344.6,322.36,360.24,289.89,341.09,313.75,321.34,282.24,319.28,278.33,263.35,217.39,214.66,139.92,174.11,212.23,242.89,159.96,161.54,196.54,250.66,348.22,345.6,343.96,256.26,325.85,336.19,337.44,116.22,124.72,114.38,112.07,127.22,107.76,193.15,299.24,296.16,298.92,296.64,151.9,143.64,150.31,151.4,401.3,393.54,350.51,323.28,379.5,352.15,370.77,436.81,331.62,393.34,413.44,363.74,395.61,374.15,379.5,352.15,394.89,343.92,386.7,433.49,365.19,413.44,350.48,320.75,266.14,276.81,289.67,256.85,259.3,283.69,275.48,265.7,301.58,289.67,554.88,529.23,229.87,187.89,237.28,208.51,257.18,175.73,193.82,167.81,221.42,143.53,132.53,151.99,149.79,169.74,121.86
강원도,정선군,2016,99,8146.0,45.45,112.48,43.11,45.2,92.11,77.35,65.63,145.9,99.1,116.3,60.94,113.14,124.29,173.59,130.53,152.43,144.92,164.16,161.89,129.16,104.33,90.97,160.6,132.1,149.64,109.06,130.11,171.06,143.78,140.75,163.09,278.03,269.42,240.17,291.06,208.83,269.7,229.94,249.63,204.71,239.38,206.5,176.81,143.03,146.33,54.58,90.52,124.3,158.44,83.97,78.41,114.34,163.17,300.2,295.49,294.28,179.75,242.81,252.39,254.64,143.23,156.63,144.76,138.07,156.63,140.62,157.73,212.83,209.49,213.1,210.16,195.79,176.14,175.17,180.37,348.89,332.87,284.8,273.63,323.03,290.0,304.86,382.09,285.75,339.01,363.07,315.83,350.87,329.95,323.03,290.0,351.06,302.9,336.84,387.43,321.29,363.07,298.12,278.36,232.64,236.64,251.5,211.69,220.09,231.2,217.99,219.51,258.02,251.5,496.85,472.68,192.26,186.76,216.24,206.97,227.37,161.1,179.0,150.92,221.23,99.8,98.95,116.4,123.34,132.52,78.19
강원도,춘천시,2016,52,952266.0,101.67,85.13,128.07,135.12,83.71,80.87,62.27,46.94,0.0,25.07,48.79,20.13,65.37,93.97,52.75,58.79,92.42,98.85,100.72,104.93,48.29,65.35,62.22,86.24,89.78,72.54,85.72,84.54,112.88,46.51,109.66,343.09,327.7,312.62,338.75,279.47,321.4,306.23,302.23,268.57,307.06,260.3,261.5,203.35,196.63,141.14,170.72,218.15,237.82,150.87,177.5,190.38,251.86,316.15,314.42,312.63,242.44,317.11,328.32,328.2,72.42,80.85,70.47,68.4,83.31,63.85,160.6,296.48,294.04,294.94,294.08,110.12,99.96,106.39,107.56,370.39,366.62,327.01,292.28,350.67,326.6,347.09,406.55,298.97,363.36,381.53,331.41,361.72,340.29,350.67,326.6,360.68,309.31,354.89,399.73,331.32,381.53,320.19,286.97,230.38,243.08,254.96,225.52,225.64,254.74,249.11,234.54,268.57,254.96,525.31,499.11,196.54,146.03,198.59,166.33,220.48,137.35,154.77,130.47,178.85,118.64,104.7,122.58,117.01,139.4,100.49
강원도,태백시,2016,11,793.0,66.1,142.72,41.68,35.52,121.05,106.36,96.38,183.33,136.47,153.71,95.69,149.89,155.9,206.74,164.86,188.61,173.66,194.63,191.55,152.31,137.38,120.33,197.66,160.38,179.68,137.84,158.24,205.66,167.25,177.17,190.89,256.04,250.82,215.4,276.74,185.85,254.13,203.44,234.24,185.42,217.02,192.2,146.99,129.48,137.94,37.6,70.05,89.89,132.49,75.4,41.41,93.82,131.27,299.01,293.24,292.3,162.26,217.04,225.63,229.01,175.79,189.54,177.87,170.69,189.07,174.34,169.05,182.79,179.03,184.03,180.02,229.77,208.5,205.96,211.87,344.32,323.61,273.07,272.18,316.52,280.56,292.61,375.72,286.07,333.5,359.44,314.38,350.48,330.21,316.52,280.56,351.15,305.37,333.91,385.79,321.89,359.44,294.53,280.73,240.9,241.44,256.82,214.84,226.02,229.4,213.6,221.77,260.35,256.82,487.42,464.3,200.3,209.93,230.71,229.14,237.55,181.02,197.76,170.72,243.31,113.33,117.61,131.66,141.85,145.18,95.96
강원도,평창군,2016,36,18852.0,60.26,112.5,66.17,69.01,94.68,80.91,41.69,128.09,81.26,101.41,38.22,92.97,100.48,150.23,107.65,131.21,120.99,140.26,137.95,106.31,80.83,67.07,141.06,108.22,125.71,85.17,106.24,148.39,120.74,119.9,139.21,277.69,266.68,242.36,285.19,210.03,264.85,233.66,244.88,203.27,239.71,201.61,184.14,139.18,139.08,61.17,94.17,137.16,162.91,80.6,98.86,116.45,172.67,286.43,282.33,280.98,177.52,245.78,256.1,257.38,119.65,133.17,121.35,114.5,133.03,117.45,139.2,219.85,216.95,219.23,217.3,172.79,152.55,151.3,156.6,336.69,323.5,277.31,260.2,312.09,281.04,297.54,370.77,271.28,327.4,350.29,302.11,336.41,315.25,312.09,281.04,336.36,287.22,323.8,373.47,306.47,350.29,285.68,262.89,214.67,220.28,234.77,196.42,203.33,218.36,206.78,204.62,242.72,234.77,486.94,462.21,174.78,163.61,195.73,184.01,208.57,139.01,157.18,128.96,198.24,81.72,78.34,96.87,102.22,113.85,58.94
강원도,홍천군,2016,54,944087.0,87.05,91.37,109.66,115.82,83.78,76.68,39.6,71.02,24.77,48.15,24.37,36.51,63.28,103.66,59.54,76.27,89.91,102.0,102.2,93.63,42.06,49.59,84.1,80.67,90.12,61.91,79.54,97.75,104.15,64.35,108.49,320.01,305.39,288.72,317.96,255.64,299.94,282.0,280.55,245.35,283.59,238.19,236.78,180.04,174.33,116.48,145.99,193.64,213.26,126.51,154.89,165.84,227.1,300.8,298.46,296.77,219.19,293.06,304.16,304.23,76.74,88.13,76.46,71.87,89.46,70.8,145.37,271.81,269.34,270.36,269.4,123.3,108.12,111.36,114.37,354.3,348.25,307.0,276.18,333.31,307.51,327.19,390.08,284.02,346.69,366.11,316.25,347.74,326.27,333.31,307.51,346.95,295.88,339.39,385.67,317.31,366.11,303.67,272.86,217.92,228.9,241.59,209.55,211.38,237.32,230.28,218.47,253.85,241.59,508.49,482.6,181.98,141.91,189.27,162.78,208.93,127.78,146.01,119.66,176.16,98.47,85.97,104.97,101.82,122.5,78.58
강원도,화천군,2016,26,910155.0,109.71,73.02,139.41,147.38,78.07,79.79,86.99,34.82,25.07,0.0,72.52,35.16,85.14,102.82,67.8,61.04,111.16,113.37,116.45,127.81,71.01,90.05,55.44,106.92,106.77,95.78,106.72,90.05,134.52,50.33,126.97,367.85,352.67,336.86,363.81,303.77,346.46,330.11,327.29,293.26,331.62,285.3,284.13,227.98,221.59,162.35,193.36,238.46,261.1,174.59,193.83,213.73,273.69,339.82,338.33,336.5,267.11,341.21,352.29,352.38,87.5,92.86,84.37,84.42,96.16,77.53,184.54,319.39,316.8,318.12,316.95,114.25,110.03,119.11,118.58,394.29,391.27,351.99,316.26,375.03,351.43,372.05,430.57,322.5,387.48,405.16,354.99,384.74,363.35,375.03,351.43,383.58,332.15,378.57,422.75,354.4,405.16,344.3,310.15,252.94,266.38,277.88,249.55,249.02,279.19,273.92,258.58,292.04,277.88,549.41,523.1,220.11,164.53,219.69,184.16,242.64,159.06,175.88,152.84,195.95,143.7,129.65,147.3,141.14,163.9,125.47
강원도,횡성군,2016,60,1241412.0,83.63,107.52,99.67,104.25,95.74,85.54,17.63,93.73,48.79,72.52,0.0,56.38,64.8,112.75,69.61,93.33,88.24,105.1,103.68,82.4,43.89,37.52,104.51,76.61,91.27,54.38,74.94,110.25,95.12,82.32,107.03,295.93,281.7,264.36,295.24,231.3,276.78,257.64,257.26,221.21,259.35,214.67,212.83,155.9,150.77,93.89,122.11,171.4,189.03,102.16,137.01,141.6,203.62,282.5,279.64,278.04,195.05,268.69,279.79,279.87,82.75,95.91,83.99,77.59,96.13,79.7,128.32,247.72,245.31,246.16,245.33,134.85,115.6,115.71,120.32,335.24,327.3,284.86,257.32,313.21,286.06,305.09,370.62,266.14,327.14,347.59,298.08,330.51,309.07,313.21,286.06,329.95,279.32,320.86,368.27,300.14,347.59,284.35,255.78,202.72,211.99,225.35,191.12,194.52,217.45,209.24,199.9,236.32,225.35,488.61,463.0,165.12,136.19,177.4,157.11,194.67,116.94,135.5,107.8,171.05,77.24,66.64,86.31,85.89,104.19,55.92
경기도,가평군,2016,48,1978345.0,120.38,103.72,145.28,151.82,103.6,101.0,65.35,39.05,20.13,35.16,56.38,0.0,50.01,73.85,33.72,40.21,76.07,79.96,82.39,93.79,37.82,60.34,48.19,71.87,72.13,62.52,71.75,64.6,99.68,28.05,92.28,342.9,326.05,314.58,334.66,281.36,318.35,309.29,299.6,268.96,307.87,258.54,267.45,204.29,195.61,150.23,177.2,227.76,242.57,155.23,191.26,195.28,259.2,306.1,304.93,303.05,243.0,319.52,331.07,330.31,53.61,61.09,51.17,50.04,63.77,44.41,151.5,301.75,299.61,299.69,299.46,90.26,79.95,86.92,87.71,360.84,359.42,321.88,282.99,342.43,320.34,341.76,397.29,288.62,354.39,371.36,321.14,350.36,329.02,342.43,320.34,349.12,297.67,344.84,388.36,320.08,371.36,311.21,275.96,218.34,232.33,243.5,216.47,215.07,246.93,242.88,225.51,258.14,243.5,516.2,489.72,186.44,129.56,184.59,149.4,207.84,124.19,140.82,118.31,161.46,115.62,100.38,116.5,108.73,132.22,100.43
경기도,고양시,2016,84,856618.0,180.1,164.27,201.63,206.97,165.97,163.59,102.22,68.81,82.74,91.61,103.29,62.61,45.16,11.32,33.94,33.88,47.22,31.04,37.42,82.44,60.68,81.55,53.2,55.51,36.88,68.38,57.33,12.21,78.11,41.7,51.02,348.04,327.07,326.88,327.74,294.31,315.16,324.94,298.25,277.86,316.88,261.28,292.55,217.63,203.72,188.46,207.36,263.95,265.09,181.36,238.84,220.24,288.39,280.11,280.88,278.75,253.37,333.03,345.32,342.67,24.63,11.93,20.9,28.96,15.72,23.67,137.14,324.04,322.81,320.5,322.11,31.8,18.62,30.75,27.66,335.45,341.88,311.95,260.26,321.78,306.75,330.73,372.27,262.06,331.07,343.66,294.04,318.96,298.31,321.78,306.75,317.05,266.32,318.05,356.34,289.65,343.66,288.76,247.41,188.2,206.29,214.41,197.2,190.48,230.54,231.92,205.89,232.24,214.41,490.38,463.24,165.29,87.02,148.61,102.84,175.92,97.73,108.7,97.03,111.98,126.21,110.19,117.6,104.05,127.09,121.92
경기도,과천시,2016,5,577.0,170.19,167.5,187.96,192.26,165.34,160.43,82.93,84.78,82.45,98.38,88.3,64.13,23.61,31.69,30.59,53.15,18.78,17.2,18.29,53.5,44.67,59.21,74.62,26.8,9.53,43.22,28.75,41.11,49.82,55.06,29.03,319.09,298.2,298.14,299.39,265.65,286.48,296.45,269.45,249.01,288.0,232.34,265.37,189.22,174.96,165.71,181.9,239.55,237.6,155.32,219.09,193.49,262.03,255.2,255.44,253.37,224.63,304.36,316.68,313.91,11.13,17.04,15.55,14.11,13.5,21.76,108.86,296.3,295.22,292.57,294.43,56.42,30.39,27.41,32.69,310.55,315.13,283.92,234.4,295.64,279.22,302.88,347.36,237.24,305.6,319.45,269.5,295.9,274.94,295.64,279.22,294.22,243.05,293.5,333.6,266.16,319.45,262.94,223.12,164.05,181.01,190.11,170.23,164.69,203.21,203.79,179.04,207.08,190.11,465.89,438.91,138.45,67.17,126.32,86.04,152.29,71.09,84.17,69.19,97.58,98.37,82.66,88.87,75.15,98.14,96.32
경기도,광명시,2016,26,6819.0,179.74,172.71,198.51,203.06,171.94,167.87,94.43,84.12,88.35,101.8,98.87,69.01,34.89,20.1,35.61,50.31,27.97,12.23,17.68,63.94,54.98,71.13,71.17,38.22,17.46,55.37,40.29,32.19,58.36,54.9,31.17,329.1,307.74,308.97,307.81,276.61,295.48,307.58,278.76,259.62,298.51,242.31,277.21,200.48,185.81,177.81,194.04,251.72,249.35,167.41,230.88,205.46,274.05,260.18,260.84,258.72,235.47,315.29,327.66,324.71,16.69,10.28,17.88,21.66,5.99,24.61,117.24,307.93,306.91,304.11,306.09,44.58,18.22,18.13,21.46,315.53,321.69,291.89,240.15,301.64,286.59,310.62,352.36,242.14,311.04,323.91,274.2,299.54,278.79,301.64,286.59,297.7,246.81,298.21,337.04,270.09,323.91,268.66,227.61,168.4,186.26,194.6,177.01,170.37,210.35,211.9,185.7,212.25,194.6,470.58,443.48,145.1,68.26,129.29,85.44,156.25,77.54,88.72,77.01,95.75,110.08,94.51,99.9,85.8,108.23,108.48
경기도,구리시,2016,1,160.0,154.68,146.28,175.11,180.23,145.27,141.33,75.18,63.53,61.7,76.29,76.27,42.58,21.41,36.55,8.95,34.93,37.85,37.38,40.16,66.52,33.55,55.58,56.08,39.48,31.17,44.82,40.52,35.89,66.95,34.0,51.19,330.07,310.44,306.57,314.06,273.66,300.0,303.65,282.33,258.36,297.53,243.7,268.72,196.38,183.9,161.89,182.08,237.91,241.74,156.65,211.7,196.08,263.66,274.61,274.44,272.42,233.27,312.38,324.5,322.39,11.21,20.34,8.87,9.11,21.93,3.53,124.67,300.98,299.53,297.8,298.96,58.95,40.35,44.77,46.76,329.88,332.68,299.4,253.07,313.91,295.69,318.71,366.63,256.75,324.49,339.25,289.16,316.38,295.29,313.91,295.69,314.81,263.5,313.11,354.2,286.45,339.25,281.59,243.03,184.22,200.35,210.1,187.89,183.66,220.23,219.29,196.83,226.42,210.1,485.38,458.52,156.48,89.26,147.52,108.26,172.8,90.14,104.65,86.65,119.73,104.34,88.04,98.45,86.51,110.52,97.27
경기도,군포시,2016,6,530.0,176.48,175.88,193.21,197.2,173.3,168.04,87.06,93.44,90.77,107.12,93.82,72.73,29.24,34.24,39.33,61.29,13.67,11.88,10.24,49.76,50.87,62.44,82.67,25.25,3.45,45.29,27.45,46.4,43.95,63.73,20.22,314.69,293.3,294.8,293.51,262.53,281.08,293.61,264.32,245.37,284.22,227.9,264.14,186.63,171.68,167.62,182.17,240.36,236.11,155.25,222.2,192.75,261.49,247.4,247.82,245.72,221.33,301.17,313.57,310.53,19.95,22.97,24.17,22.72,18.66,30.55,102.91,294.48,293.54,290.53,292.67,58.2,30.7,23.35,30.39,302.77,308.07,277.71,226.93,288.3,272.61,296.52,339.59,229.41,298.0,311.48,261.61,287.67,266.77,288.3,272.61,285.95,234.85,285.62,325.32,258.01,311.48,255.46,215.14,156.0,173.3,182.12,163.25,157.16,196.45,197.67,172.0,199.35,182.12,458.01,430.99,131.38,58.38,117.86,77.22,144.11,63.83,76.11,62.78,88.83,96.91,81.69,85.97,71.66,93.86,96.95
경기도,남양주시,2016,46,205856.0,146.57,137.39,167.69,173.05,136.34,132.49,70.15,57.44,52.75,67.8,69.61,33.72,23.22,44.18,0.0,32.76,44.62,46.26,48.76,70.05,28.78,52.8,52.72,44.03,39.08,44.8,44.68,40.82,72.15,28.82,59.26,331.27,312.23,306.67,317.0,273.64,302.4,303.23,284.46,258.94,298.13,245.2,266.79,196.2,184.51,157.55,179.15,234.13,240.18,154.29,205.94,194.04,261.07,280.16,279.73,277.75,233.6,312.31,324.31,322.5,19.9,28.81,17.76,16.65,30.75,11.4,128.66,299.53,297.94,296.58,297.45,65.26,48.67,53.7,55.45,335.34,337.11,302.77,258.2,318.76,299.57,322.24,372.04,262.39,329.68,345.01,294.85,322.61,301.44,318.76,299.57,321.12,269.74,318.76,360.49,292.57,345.01,286.67,248.93,190.36,205.94,216.08,192.57,189.07,224.5,222.8,201.56,231.98,216.08,490.88,464.1,161.43,97.11,154.44,116.44,179.17,95.96,111.19,91.72,128.15,104.28,87.99,99.96,88.94,113.08,95.29
