시도,시군구,year,cnt,사육 규모,강원도  강릉시,강원도  고성군,강원도  동해시,강원도  삼척시,강원도  속초시,강원도  양양군,강원도  원주시,강원도  철원군,강원도  춘천시,강원도  화천군,강원도  횡성군,경기도  가평군,경기도  광주시,경기도  김포시,경기도  남양주시,경기도  동두천시,경기도  수원시,경기도  시흥시,경기도  안산시,경기도  안성시,경기도  양평군,경기도  여주시,경기도  연천군,경기도  용인시,경기도  의왕시,경기도  이천시,경기도  처인구,경기도  파주시,경기도  평택시,경기도  포천시,경기도  화성시,경상남도 거제시,경상남도 고성군,경상남도 김해시,경상남도 남해군,경상남도 밀양시,경상남도 사천시,경상남도 양산시,경상남도 진주시,경상남도 창녕군,경상남도 창원시,경상남도 합천군,경상북도 경주시,경상북도 구미시,경상북도 김천시,경상북도 봉화군,경상북도 안동시,경상북도 영덕군,경상북도 영천시,경상북도 예천군,경상북도 울진군,경상북도 의성군,경상북도 포항시,광주광역시 광산구,광주광역시 남구,광주광역시 서구,대구광역시 달성군,부산광역시 강서구,부산광역시 남구,부산광역시 사하구,서울특별시 강남구,서울특별시 마포구,서울특별시 성동구,서울특별시 송파구,서울특별시 영등포구,서울특별시 중랑구,세종특별자치시 세종시,울산광역시 남구,울산광역시 북구,울산광역시 울주군,울산광역시 중구,인천광역시 강화군,인천광역시 서구,인천광역시 연수구,인천광역시 중구,전라남도 강진군,전라남도 고흥군,전라남도 광양시,전라남도 담양군,전라남도 보성군,전라남도 순천시,전라남도 여수시,전라남도 완도군,전라남도 장성군,전라남도 장흥군,전라남도 해남군,전라남도  나주시,전라남도  목포시,전라남도  무안군,전라남도  보성군,전라남도  순천시,전라남도  신안군,전라남도  영광군,전라남도  영암군,전라남도  진도군,전라남도  함평군,전라남도  해남군,전라남도  화순군,전라북도 고창군,전라북도 군산시,전라북도 김제시,전라북도 부안군,전라북도 완주군,전라북도 익산시,전라북도 임실군,전라북도 장수군,전라북도 전주시,전라북도 정읍시,전라북도  부안군,제주특별자치도 서귀포시,제주특별자치도 제주시,충청남도 논산시,충청남도 당진시,충청남도 보령시,충청남도 서산시,충청남도 서천군,충청남도 아산시,충청남도 예산군,충청남도 천안시,충청남도 태안군,충청북도 괴산군,충청북도 음성군,충청북도 증평군,충청북도 진천군,충청북도 청주시,충청북도 충주시
전라남도,장흥군,2016,63,1690580.0,384.38,434.29,373.16,368.68,419.97,407.3,309.52,387.03,363.36,387.48,327.14,354.39,307.14,326.67,329.68,358.54,287.3,300.21,293.67,260.86,316.8,298.28,380.04,285.66,296.19,291.97,285.08,342.51,257.61,358.26,280.07,158.1,133.18,190.61,91.68,190.71,111.47,207.17,122.69,173.2,172.78,150.96,247.65,206.24,195.56,295.93,266.73,294.28,233.65,258.58,341.41,246.52,266.33,51.95,50.19,52.32,184.23,197.97,204.86,194.36,315.57,320.77,320.66,315.52,316.33,325.64,202.98,240.34,244.64,232.08,241.67,342.86,319.12,304.1,311.53,13.53,34.77,77.56,71.5,18.7,60.83,69.58,43.5,69.87,0.0,30.62,41.25,49.21,51.83,18.7,60.83,53.53,75.37,23.3,62.77,55.63,30.62,43.19,85.92,143.83,124.78,117.83,137.96,140.92,109.74,121.02,128.92,98.88,117.83,161.95,135.92,168.31,246.68,185.6,237.48,156.74,234.6,222.38,237.97,236.0,250.19,260.9,241.71,246.37,224.29,272.73
전라남도,함평군,2016,96,5035012.0,365.75,407.52,359.06,355.87,395.31,383.7,282.67,349.89,331.32,354.4,300.14,320.08,271.02,284.04,292.57,319.27,248.64,258.61,252.43,226.59,283.43,267.82,340.67,249.06,256.63,258.82,248.83,300.51,220.81,320.44,238.93,192.86,164.75,216.48,127.94,208.19,141.05,230.98,145.26,187.02,197.69,159.66,260.54,202.57,187.36,284.65,260.23,297.65,241.3,246.7,336.38,243.37,276.84,26.5,35.88,35.31,190.57,224.62,233.71,223.71,276.7,280.16,281.6,277.35,275.7,287.15,172.04,260.77,264.39,252.51,261.56,298.08,276.08,261.07,267.91,52.38,86.19,108.31,51.4,60.93,89.33,109.85,86.72,35.82,55.63,55.27,18.54,30.44,8.97,60.93,89.33,29.91,23.5,33.81,68.42,0.0,55.27,42.77,44.44,102.23,88.41,76.6,110.06,105.93,93.14,111.7,101.89,63.94,76.6,201.53,174.18,135.33,203.16,141.21,191.24,113.9,196.64,181.99,201.8,187.81,225.64,233.64,213.88,215.49,195.99,248.77
전라남도,화순군,2016,44,631267.0,343.35,391.64,333.45,329.39,377.65,365.16,266.72,343.98,320.19,344.3,284.35,311.21,264.07,284.68,286.67,315.77,244.54,258.01,251.4,217.71,273.61,255.16,337.26,242.65,253.57,248.78,242.04,300.31,214.67,315.3,237.81,150.34,122.07,173.97,86.34,167.07,98.33,188.76,102.78,146.71,155.21,120.69,221.01,169.81,157.1,256.95,229.48,261.99,203.53,219.21,305.11,210.65,238.19,19.42,10.79,13.08,152.9,182.05,191.0,180.97,272.79,278.29,277.91,272.64,273.87,282.8,159.79,219.24,223.02,210.95,220.15,301.54,277.27,262.28,269.89,51.06,57.53,66.07,28.54,33.69,47.33,70.29,86.42,32.14,43.19,65.04,25.67,61.01,46.69,33.69,47.33,63.34,49.19,39.52,92.13,42.77,65.04,0.0,48.7,102.93,82.74,77.66,94.77,98.31,67.37,80.93,85.73,57.42,77.66,205.12,178.97,125.25,205.28,145.08,197.3,116.05,191.87,180.19,195.0,196.95,207.59,217.98,198.71,203.2,181.21,230.28
전라북도,군산시,2016,35,887163.0,274.92,309.04,273.57,272.06,298.46,287.84,185.71,247.66,230.38,252.94,202.72,218.34,168.98,183.23,190.36,217.19,146.43,157.18,150.82,125.46,182.21,168.36,238.64,146.98,154.53,157.89,146.83,199.36,118.8,218.22,137.25,209.19,181.22,211.25,163.57,188.59,161.02,219.43,151.77,165.24,194.14,136.41,224.39,145.5,125.24,206.07,190.72,241.05,198.14,170.06,264.02,181.12,234.56,92.23,94.01,91.75,154.19,219.57,231.58,224.08,174.53,178.37,179.45,175.13,173.91,184.95,75.55,238.69,240.59,231.46,238.34,199.04,175.53,160.49,167.79,147.42,159.24,143.48,75.38,136.6,131.93,158.3,184.21,74.15,143.83,155.52,105.86,132.25,111.08,136.6,131.93,130.85,79.42,129.87,170.18,102.23,155.52,102.93,59.22,0.0,22.38,26.23,38.91,20.0,63.19,79.18,40.33,45.52,26.23,302.18,275.08,40.66,102.88,42.18,94.43,13.17,94.49,79.9,100.1,95.02,133.1,137.74,118.26,116.85,100.86,155.74
전라북도,남원시,2016,169,8428775.0,291.62,343.24,280.56,276.28,328.22,315.28,219.29,303.69,275.76,300.42,236.82,268.75,224.16,251.84,247.29,278.13,207.92,224.6,217.72,177.26,230.93,210.42,299.36,203.81,217.74,206.41,202.85,266.25,177.0,276.11,204.5,126.78,97.98,137.58,78.9,123.22,76.5,149.59,70.18,100.79,119.03,72.16,172.83,116.27,103.56,203.66,175.84,209.65,152.9,166.08,251.5,157.15,188.61,62.31,54.37,54.09,102.2,146.04,156.87,147.97,235.61,243.02,240.82,234.68,238.75,244.96,118.65,176.2,179.37,168.11,176.66,271.33,245.2,230.67,238.88,103.12,90.86,59.75,37.98,77.08,52.53,77.02,135.91,56.38,92.8,118.23,76.13,112.96,95.19,77.08,52.53,114.6,81.16,93.15,145.72,88.41,118.23,53.64,62.42,85.09,63.05,69.01,58.08,70.88,24.2,28.26,50.35,51.3,69.01,252.26,227.24,89.66,176.96,123.72,174.04,97.08,156.66,148.92,157.5,177.43,159.58,171.57,153.18,160.06,136.62,181.57
전라북도,무주군,2016,11,183950.0,222.13,273.46,212.72,209.1,258.22,245.25,150.25,239.95,208.53,233.48,167.63,203.34,162.27,197.67,185.42,217.56,150.69,170.79,163.9,116.43,165.84,143.63,238.14,143.88,161.1,142.16,142.52,210.12,120.04,213.89,151.89,152.49,129.61,140.78,131.68,112.82,117.38,145.05,100.39,90.93,126.57,66.86,141.8,62.7,43.3,137.48,114.35,159.51,115.02,99.52,190.27,100.65,151.34,124.3,118.94,117.86,74.07,148.45,161.04,155.54,176.62,186.13,181.79,174.79,182.19,184.91,62.3,159.15,160.46,152.52,158.45,219.77,192.26,178.94,187.57,172.05,159.78,118.59,97.49,147.11,118.48,138.59,205.76,111.39,162.44,186.23,139.77,175.7,155.45,147.11,118.48,176.35,131.75,160.11,211.34,147.19,186.23,121.25,107.35,83.24,73.79,89.0,46.31,63.6,54.72,41.91,50.45,87.35,89.0,322.25,297.28,54.35,133.73,100.84,138.65,87.51,105.15,104.69,102.34,147.09,90.61,103.83,86.86,96.49,72.34,111.99
전라북도,순창군,2016,63,2634738.0,306.59,354.58,297.35,293.55,340.55,328.07,229.72,308.67,283.72,307.98,247.34,275.22,228.74,252.01,251.57,281.32,210.27,225.03,218.28,182.09,237.51,218.55,302.75,207.61,219.62,212.71,206.89,267.19,179.91,280.31,204.79,145.68,116.57,159.8,90.99,146.49,93.75,172.35,90.67,124.16,141.1,95.54,196.13,136.84,122.47,221.43,195.32,231.63,175.79,183.54,271.35,177.72,211.7,40.71,34.3,33.41,125.2,168.23,178.72,169.54,238.41,244.63,243.57,237.98,240.26,248.2,123.73,199.48,202.69,191.36,199.97,270.06,244.9,230.06,237.95,88.14,86.51,70.03,14.78,67.26,56.84,83.33,123.3,32.99,79.85,101.67,55.62,92.25,73.31,67.26,56.84,93.46,57.77,75.41,126.85,66.02,101.67,37.09,40.06,75.23,53.06,54.0,59.0,65.84,30.34,46.11,50.01,33.49,54.0,241.69,215.77,90.44,174.2,116.65,168.55,88.2,157.87,147.63,160.21,170.12,170.51,181.05,161.88,166.84,144.5,193.19
전라북도,완주군,2016,58,2341028.0,255.86,298.64,250.45,247.85,285.73,273.87,173.54,249.68,225.52,249.55,191.12,216.47,169.74,194.33,192.57,222.46,151.56,167.16,160.33,123.14,178.85,160.66,243.87,148.62,161.07,154.02,147.89,209.1,121.02,221.32,146.98,174.54,147.58,173.38,135.88,149.87,129.29,180.96,117.51,126.59,156.72,98.09,185.92,108.99,89.48,178.42,158.78,205.77,160.12,141.0,233.93,146.6,196.74,91.38,88.97,87.24,115.34,181.62,193.79,186.66,179.6,186.22,184.78,179.08,181.88,189.31,65.02,199.79,201.69,192.57,199.43,213.4,187.51,172.87,181.0,144.9,144.92,117.61,66.76,126.23,110.1,135.09,181.04,75.2,137.96,156.59,106.96,140.14,118.88,126.23,110.1,139.97,91.23,129.86,177.55,110.06,156.59,94.77,66.67,38.91,27.72,43.18,0.0,19.02,33.9,43.23,9.04,46.36,43.18,299.86,273.59,31.93,118.9,68.6,116.8,46.6,99.47,90.87,101.33,121.39,115.68,124.48,104.88,108.51,87.12,138.79
전라북도,익산시,2016,149,7437624.0,263.35,301.74,260.09,258.07,289.99,278.75,177.15,246.5,225.64,249.02,194.52,215.07,166.81,186.62,189.07,217.62,146.38,159.82,153.16,121.31,178.01,161.9,239.12,145.1,155.3,153.27,144.65,202.09,116.92,217.52,139.59,191.88,164.41,192.12,149.76,168.88,145.15,199.9,134.57,145.58,175.28,116.97,204.44,126.12,106.08,190.4,173.18,222.21,178.3,153.67,247.38,162.52,214.79,91.15,90.79,88.76,134.2,200.39,212.5,205.22,174.65,179.99,179.74,174.66,175.57,184.76,66.22,218.76,220.63,211.56,218.39,204.27,179.36,164.45,172.25,146.27,152.16,130.48,69.79,131.33,120.85,146.73,182.99,73.55,140.92,156.29,106.07,136.37,114.9,131.33,120.85,135.6,84.81,129.84,174.32,105.93,156.29,98.31,61.49,20.0,17.52,31.46,19.02,0.0,47.36,60.84,22.01,43.07,31.46,301.81,275.06,29.43,108.36,52.86,103.53,28.07,93.68,82.09,97.4,106.55,121.66,128.3,108.54,109.56,90.69,144.71
전라북도,임실군,2016,80,3421666.0,276.29,324.54,267.43,263.8,310.34,297.8,199.84,281.22,254.74,279.19,217.45,246.93,201.46,227.94,224.5,254.99,184.46,200.72,193.87,154.59,209.13,189.44,276.3,180.79,194.17,184.44,179.92,242.51,153.66,253.32,180.59,146.13,118.03,151.32,102.61,132.46,98.03,161.4,88.72,109.12,133.44,79.48,176.71,110.24,94.27,191.98,167.1,206.7,153.93,154.04,243.26,150.76,190.52,69.61,64.31,63.17,104.62,159.77,171.32,163.17,212.31,219.41,217.51,211.54,215.11,221.81,95.91,184.76,187.39,176.97,184.86,247.24,221.22,206.64,214.81,118.42,112.66,83.87,42.79,96.01,76.33,101.19,153.25,57.62,109.74,131.99,85.05,121.11,101.16,96.01,76.33,121.91,79.93,105.65,156.62,93.14,131.99,67.37,56.85,63.19,42.25,51.78,33.9,47.36,0.0,21.22,26.24,39.52,51.78,271.23,245.55,65.6,152.76,100.18,150.02,74.45,132.85,124.76,134.06,153.75,140.45,151.39,132.45,138.24,115.34,163.02
전라북도,장수군,2016,39,1090878.0,263.37,315.34,252.61,248.48,300.13,287.12,191.78,278.55,249.11,273.92,209.24,242.88,199.58,230.34,222.8,254.22,185.03,203.09,196.17,152.85,205.12,183.88,275.24,179.88,195.12,180.86,178.77,244.06,153.97,251.55,183.3,131.32,104.43,132.41,96.13,111.99,86.89,141.59,74.31,88.56,115.04,58.97,155.49,90.87,76.47,176.02,149.25,186.51,132.86,138.28,225.25,131.7,169.39,86.81,80.1,79.39,83.4,140.79,152.64,144.96,212.19,220.44,217.41,210.91,216.27,221.16,94.94,163.97,166.5,156.26,164.0,250.93,224.14,209.99,218.41,131.12,118.06,80.16,60.36,105.31,77.52,99.45,164.17,76.94,121.02,145.9,101.65,138.35,119.28,105.31,77.52,139.55,100.23,120.33,172.48,111.7,145.9,80.93,77.75,79.18,60.35,71.77,43.23,60.84,21.22,0.0,38.99,60.74,71.77,280.34,255.43,71.08,158.9,111.8,158.84,88.9,135.31,129.98,134.9,164.2,132.05,144.57,126.66,134.56,110.7,153.76
전라북도,전주시,2016,10,197150.0,263.87,307.41,257.87,255.08,294.34,282.4,182.3,258.69,234.54,258.58,199.9,225.51,178.75,202.87,201.56,231.36,160.4,175.74,168.93,132.17,187.89,169.64,252.78,157.59,169.86,163.06,156.88,217.76,129.93,230.3,155.53,169.88,142.42,170.93,128.81,148.75,123.35,179.3,112.56,125.33,153.83,96.26,187.23,112.55,93.7,185.09,164.28,209.71,162.13,147.44,239.83,151.1,198.87,82.62,80.01,78.3,115.88,179.25,191.25,183.77,188.48,194.96,193.65,188.0,190.61,198.23,74.06,199.52,201.64,192.12,199.3,221.68,195.97,181.27,189.34,135.92,136.09,110.08,57.77,117.22,101.88,127.16,172.02,66.72,128.92,147.73,98.23,131.8,110.64,117.22,101.88,131.75,83.72,121.0,169.06,101.89,147.73,85.73,59.08,40.33,24.2,38.81,9.04,22.01,26.24,38.99,0.0,38.66,38.81,290.83,264.57,40.62,126.76,74.3,123.78,49.98,108.19,99.07,110.23,127.69,124.18,133.27,113.72,117.53,95.99,147.25
전라북도,진안군,2016,88,4890897.0,253.41,302.36,244.62,241.07,287.87,275.22,177.95,262.06,233.94,258.58,195.53,226.93,182.73,212.4,205.91,237.06,167.43,185.15,178.23,135.87,189.12,168.59,258.18,162.69,177.45,164.64,161.65,226.29,136.39,234.71,165.28,148.47,122.09,146.6,114.26,123.65,105.06,154.44,91.89,100.27,129.91,71.45,162.43,90.43,73.07,169.45,145.5,187.59,137.86,131.49,221.6,130.25,174.63,92.35,87.21,86.05,90.82,154.86,167.0,159.84,194.8,202.77,200.02,193.67,198.57,203.93,77.53,174.3,176.42,166.91,174.08,232.82,206.12,191.9,200.29,141.11,132.69,97.78,65.56,117.69,93.69,116.69,175.58,79.5,132.1,154.85,107.86,143.71,123.48,117.69,93.69,144.37,100.48,128.54,179.46,115.27,154.85,90.09,76.4,65.0,49.08,62.77,26.81,45.54,22.9,18.26,25.22,57.0,62.77,293.11,267.67,52.87,140.64,94.64,140.8,73.39,117.28,111.72,117.16,146.48,118.35,129.91,111.37,118.28,94.77,140.7
제주특별자치도,서귀포시,2016,30,508847.0,542.29,595.42,528.28,522.93,580.47,567.45,471.01,548.3,525.31,549.41,488.61,516.2,468.55,485.17,490.88,519.01,447.87,459.35,453.01,422.54,478.67,460.22,540.5,446.9,456.4,453.83,446.42,501.47,418.72,519.29,439.43,262.22,250.73,306.68,214.68,320.71,238.77,324.55,257.17,310.33,293.63,296.37,378.51,357.97,350.91,450.35,418.27,434.82,372.56,414.25,489.44,395.97,399.19,210.77,211.31,213.23,328.57,311.33,312.59,302.8,476.12,480.52,481.14,476.34,476.06,486.36,364.88,359.74,364.78,352.38,361.9,499.59,477.31,462.28,469.26,155.54,164.07,214.75,233.21,175.42,207.09,195.93,118.92,228.67,161.95,146.78,196.41,173.92,193.23,175.42,207.09,176.7,225.02,172.4,139.79,201.53,146.78,205.12,242.97,302.18,285.03,275.98,299.86,301.81,271.23,280.34,290.83,258.95,275.98,0.0,27.44,329.87,404.39,342.46,392.76,314.51,395.26,381.95,399.19,388.99,411.46,422.6,403.54,408.32,386.19,433.72
제주특별자치도,제주시,2016,88,2197166.0,518.13,570.02,504.91,499.78,555.39,542.51,445.38,521.54,499.11,523.1,463.0,489.72,441.87,457.96,464.1,492.04,420.95,432.21,425.89,396.0,452.27,434.13,513.53,420.16,429.41,427.43,419.71,474.29,391.95,492.45,412.32,246.02,232.28,289.49,194.48,301.46,218.65,307.4,236.38,289.8,275.49,274.31,359.61,335.06,327.18,427.05,395.58,414.45,352.19,390.58,467.69,373.66,380.07,183.94,184.8,186.67,306.94,294.63,296.81,286.75,449.19,453.44,454.19,449.47,448.98,459.46,338.57,342.64,347.61,335.06,344.69,472.25,450.07,435.04,441.99,128.89,140.72,192.73,206.85,150.18,183.75,174.63,92.56,201.76,135.92,119.59,169.41,146.48,165.85,150.18,183.75,149.26,197.67,145.42,112.52,174.18,119.59,178.97,215.87,275.08,258.18,248.9,273.59,275.06,245.55,255.43,264.57,232.12,248.9,27.44,0.0,303.31,377.14,315.2,365.39,287.34,368.38,354.9,372.46,361.57,385.95,396.81,377.63,382.1,360.18,408.37
충청남도,계룡시,2016,5,253.0,218.78,257.8,216.43,214.82,245.59,234.19,132.89,208.27,183.7,207.7,150.36,174.67,128.42,156.43,151.41,181.91,111.7,129.18,122.26,81.61,137.01,118.98,203.2,107.68,121.6,112.18,106.81,170.36,80.73,180.22,109.37,198.59,174.24,188.27,170.05,159.86,159.38,192.18,144.28,138.32,173.99,114.09,183.61,99.82,79.04,149.28,136.47,190.21,155.44,114.08,207.96,130.08,190.22,132.73,130.73,128.95,120.02,195.91,208.51,203.04,139.34,146.92,144.55,138.47,142.69,148.73,23.17,204.31,205.19,198.1,203.38,177.06,150.21,136.09,144.54,186.68,185.69,153.73,108.58,167.83,148.78,172.48,222.88,115.96,179.81,198.08,148.16,180.15,158.71,167.83,148.78,179.62,129.28,171.38,217.93,149.78,198.08,136.62,105.47,57.25,61.94,76.11,41.86,44.71,73.12,73.93,50.89,85.96,76.11,341.72,315.43,16.59,87.06,57.35,91.15,54.45,61.39,57.84,61.3,99.82,76.99,83.88,64.11,66.71,46.22,100.01
충청남도,공주시,2016,102,3795202.0,212.95,245.84,213.95,213.32,235.12,224.56,122.41,189.85,168.48,191.76,139.38,157.84,109.96,134.81,132.54,162.11,91.19,107.55,100.65,64.06,120.75,105.33,183.53,88.52,100.79,96.03,87.9,149.13,60.69,161.21,87.56,220.77,196.58,209.3,192.06,180.11,181.72,212.45,166.64,159.13,195.47,135.79,200.13,115.69,95.44,152.23,144.58,200.98,171.52,119.85,212.22,141.63,205.09,148.27,147.36,145.42,139.58,216.78,229.41,224.26,119.23,126.0,124.41,118.76,121.7,128.98,15.69,222.8,223.37,216.93,221.71,155.0,128.37,114.09,122.48,203.16,205.29,175.36,125.69,186.3,169.62,193.82,239.74,130.79,197.19,213.52,163.3,193.27,171.83,186.3,169.62,192.3,141.06,187.01,231.28,162.86,213.52,154.14,118.49,63.34,74.63,86.71,60.37,57.26,93.41,95.94,69.26,100.31,86.71,358.65,332.04,28.89,64.9,47.03,70.56,55.91,39.58,35.77,40.99,80.49,72.33,74.9,55.88,53.52,39.58,94.02
충청남도,금산군,2016,58,733575.0,220.45,267.07,213.86,211.04,252.99,240.58,142.41,227.14,198.26,222.95,160.01,191.56,148.3,181.07,171.52,203.15,134.77,153.99,147.06,101.7,153.78,132.93,224.06,128.93,145.04,129.46,127.74,194.11,103.81,200.23,134.69,170.81,147.12,160.0,146.01,131.93,133.49,164.19,117.44,110.14,145.68,85.82,158.76,76.91,56.28,141.33,122.37,171.7,131.28,103.92,197.08,111.78,167.05,124.73,120.74,119.34,92.69,167.67,180.27,174.73,161.45,170.27,166.66,159.97,166.21,170.19,44.99,177.54,178.68,171.08,176.75,202.64,175.34,161.69,170.26,175.71,168.36,131.25,98.54,153.24,128.78,150.77,210.72,109.93,167.21,188.8,140.42,175.07,154.13,153.24,128.78,175.24,127.76,162.22,211.85,145.49,188.8,124.67,103.11,69.36,64.35,79.88,37.1,50.93,57.47,51.41,44.04,82.7,79.88,328.6,303.01,36.05,114.95,82.4,119.46,71.63,87.32,85.81,85.37,127.88,82.97,94.2,75.68,83.15,59.34,105.61
충청남도,논산시,2016,108,4612960.0,234.96,272.31,232.97,231.4,260.64,249.5,147.78,218.73,196.54,220.11,165.12,186.44,138.83,162.41,161.43,190.89,119.83,135.24,128.41,92.69,149.13,132.54,212.34,117.41,129.25,124.33,116.79,177.18,89.53,190.09,115.06,200.23,174.56,193.66,166.37,166.85,157.93,198.94,144.36,144.49,178.36,118.35,194.72,112.09,91.27,165.73,152.03,204.69,167.05,130.24,224.18,144.48,202.53,119.72,118.56,116.65,128.4,201.56,214.06,207.92,147.97,154.35,153.13,147.59,150.0,157.8,36.8,213.43,214.64,206.86,212.68,181.67,155.64,141.04,149.22,174.42,176.7,148.77,96.82,157.44,141.92,166.66,210.95,102.43,168.31,185.06,134.89,165.76,144.29,157.44,141.92,165.02,114.21,158.47,203.69,135.33,185.06,125.25,90.89,40.66,46.94,60.39,31.93,29.43,65.6,71.08,40.62,72.04,60.39,329.87,303.31,0.0,87.99,46.49,88.18,38.43,67.57,59.41,69.83,94.77,93.06,99.02,79.29,80.17,61.5,115.96
충청남도,당진시,2016,121,5048011.0,219.25,230.67,229.71,231.73,225.56,218.38,123.64,151.65,146.03,164.53,136.19,129.56,80.7,80.89,97.11,118.52,53.65,56.26,50.75,57.84,100.18,98.95,139.42,61.24,58.1,81.9,62.41,97.49,43.02,122.0,38.16,285.63,261.16,273.47,254.34,243.49,245.54,275.74,231.11,223.19,260.09,200.59,257.91,174.3,155.44,185.56,189.1,248.26,229.04,161.84,245.06,192.56,259.96,195.1,196.72,194.5,202.39,280.79,293.42,288.61,78.3,78.54,82.5,80.52,74.16,88.93,73.26,283.52,283.6,278.19,282.19,96.26,72.93,57.91,64.95,250.19,260.38,236.48,177.13,238.8,228.56,253.9,286.93,177.02,246.68,257.61,208.48,232.2,211.73,238.8,228.56,230.19,179.73,232.42,269.44,203.16,257.61,205.28,161.77,102.88,122.62,129.03,118.9,108.36,152.76,158.9,126.76,147.99,129.03,404.39,377.14,87.99,0.0,61.95,20.97,90.13,33.62,29.22,42.46,34.89,101.84,93.04,84.07,70.35,79.98,114.32
충청남도,보령시,2016,72,3770701.0,255.38,280.52,258.8,258.7,272.15,262.85,161.57,210.96,198.59,219.69,177.4,184.59,134.59,142.83,154.44,179.06,109.84,117.61,111.61,95.74,150.46,140.8,200.29,112.77,116.83,127.51,113.06,159.34,85.77,181.27,98.26,243.03,216.18,239.29,202.61,213.15,197.61,245.13,186.1,190.59,223.49,163.74,240.6,157.12,136.32,199.16,191.11,246.59,212.62,166.79,259.22,186.7,247.56,133.76,136.02,133.74,174.9,247.31,259.74,253.25,137.19,139.47,141.87,138.46,135.02,147.82,62.72,259.9,261.08,253.35,259.14,157.51,134.89,119.87,126.8,188.59,201.38,183.21,117.54,178.76,172.87,199.02,225.25,115.74,185.6,195.7,146.78,170.36,149.8,178.76,172.87,168.44,117.8,170.66,207.76,141.21,195.7,145.08,100.13,42.18,63.65,67.78,68.6,52.86,100.18,111.8,74.3,87.68,67.78,342.46,315.2,46.49,61.95,0.0,52.26,29.03,61.55,43.84,69.79,53.78,117.73,117.47,100.05,93.62,85.53,138.09
충청남도,부여군,2016,118,6047378.0,239.63,271.58,240.23,239.38,261.33,250.97,148.81,211.12,192.8,215.48,165.62,181.0,131.92,149.96,153.7,181.52,110.35,123.18,116.55,87.88,144.66,130.87,203.02,109.99,119.01,120.3,109.72,165.47,81.72,181.88,102.97,219.13,193.07,213.22,182.94,186.4,175.75,218.51,162.87,164.08,197.85,137.87,213.24,129.89,109.06,176.63,166.04,220.46,185.3,142.71,236.11,160.38,220.36,126.77,127.06,124.96,147.75,221.14,233.63,227.45,138.61,143.52,143.64,138.86,139.09,148.85,40.91,232.67,233.79,226.18,231.87,167.78,142.72,127.82,135.67,182.1,188.73,164.58,106.37,167.97,156.3,181.73,218.91,108.86,177.25,191.35,141.24,169.36,148.05,167.97,156.3,168.12,116.68,165.2,207.36,139.13,191.35,134.85,95.24,37.61,52.56,62.53,47.06,36.66,80.72,88.93,54.58,78.63,62.53,337.52,310.61,19.59,72.26,27.38,69.94,29.24,57.79,45.43,62.7,75.64,98.68,101.58,82.55,79.76,65.93,120.63
충청남도,서산시,2016,59,1474389.0,240.07,251.17,250.0,251.81,246.37,239.3,144.36,169.52,166.33,184.16,157.11,149.4,101.14,95.28,116.44,135.6,73.95,73.21,68.6,77.82,120.97,119.81,155.94,82.12,77.39,102.86,83.34,112.3,63.27,140.1,57.2,288.33,262.73,279.42,252.57,250.61,245.68,282.95,232.53,229.39,265.07,205.08,269.15,184.85,165.14,203.45,204.68,263.44,240.34,177.78,263.37,206.33,272.56,185.55,188.14,185.84,210.13,287.02,299.63,294.19,97.13,95.64,100.97,99.79,91.43,107.61,82.18,293.03,293.46,287.3,291.87,106.97,86.9,72.41,78.09,239.98,253.62,233.78,169.79,230.98,224.34,250.26,276.46,167.62,237.48,246.26,198.11,219.46,199.55,230.98,224.34,217.16,167.74,221.81,256.09,191.24,246.26,197.3,151.71,94.43,115.74,119.82,116.8,103.53,150.02,158.84,123.78,139.93,119.82,392.76,365.39,88.18,20.97,52.26,0.0,81.28,49.18,37.01,59.18,14.26,119.04,111.68,100.74,88.06,93.93,133.23
충청남도,서천군,2016,67,2069970.0,268.8,300.24,268.91,267.82,290.32,280.09,177.95,236.31,220.48,242.64,194.67,207.84,158.19,170.7,179.17,205.38,134.95,144.88,138.62,115.77,172.21,159.53,226.78,136.17,142.76,148.2,136.14,186.96,108.17,206.76,125.08,219.81,192.16,219.98,175.83,196.11,172.48,227.41,162.45,172.94,203.26,144.65,229.31,148.54,127.9,203.6,190.45,242.61,202.4,168.52,262.41,182.44,238.48,105.01,107.04,104.77,160.29,228.22,240.38,233.2,162.9,166.29,167.76,163.69,161.83,173.4,69.64,245.26,246.93,238.23,244.78,186.16,162.92,147.88,155.08,160.07,172.41,155.94,88.55,149.73,144.78,171.09,196.82,86.96,156.74,167.75,118.38,143.62,122.66,149.73,144.78,142.01,90.76,142.34,181.4,113.9,167.75,116.05,71.67,13.17,35.16,38.93,46.6,28.07,74.45,88.9,49.98,58.66,38.93,314.51,287.34,38.43,90.13,29.03,81.28,0.0,83.67,68.18,90.02,81.95,127.57,130.81,111.72,108.87,94.89,149.72
