년도,주소,시도,시군,축종명,경영체수 합계(건),시설여부(경영체 수),,경영형태(시설 개수),,사육 규모,단위
,,,,,,시설 없음,시설 있음,자영,임차,,
2020,서울특별시서초구,서울특별시,서초구,육계,2,0,2,2,0,140,마리
2020,부산광역시금정구,부산광역시,금정구,육계,2,0,2,2,0,1030,마리
2020,부산광역시강서구,부산광역시,강서구,육계,8,0,8,5,3,99000,마리
2020,부산광역시강서구,부산광역시,강서구,오리,1,0,1,1,0,40,마리
2020,부산광역시강서구,부산광역시,강서구,꿩,1,0,1,1,0,10,마리
2020,부산광역시연제구,부산광역시,연제구,육계,1,0,1,1,0,50,마리
2020,부산광역시기장군,부산광역시,기장군,육계,11,0,13,12,1,19274,마리
2020,부산광역시기장군,부산광역시,기장군,오리,2,0,2,2,0,2010,마리
2020,대구광역시동구,대구광역시,동구,육계,2,0,2,2,0,136,마리
2020,대구광역시동구,대구광역시,동구,꿩,1,0,1,1,0,1300,마리
2020,대구광역시달성군,대구광역시,달성군,육계,5,0,5,5,0,63630,마리
2020,대구광역시달성군,대구광역시,달성군,메추리,1,0,1,1,0,100000,마리
2020,인천광역시중구,인천광역시,중구,육계,1,0,1,1,0,7500,마리
2020,인천광역시연수구,인천광역시,연수구,육계,1,0,1,1,0,200,마리
2020,인천광역시남동구,인천광역시,남동구,육계,3,0,3,3,0,2260,마리
2020,인천광역시계양구,인천광역시,계양구,육계,1,0,1,0,1,500,마리
2020,인천광역시서구,인천광역시,서구,육계,2,0,2,2,0,20200,마리
2020,인천광역시서구,인천광역시,서구,메추리,1,0,1,0,1,100000,마리
2020,인천광역시강화군,인천광역시,강화군,육계,25,0,25,20,5,1000343,마리
2020,인천광역시강화군,인천광역시,강화군,메추리,4,0,4,4,0,330000,마리
2020,인천광역시옹진군,인천광역시,옹진군,육계,1,0,1,1,0,1000,마리
2020,광주광역시남구,광주광역시,남구,육계,4,0,4,4,0,195,마리
2020,광주광역시남구,광주광역시,남구,오리,1,0,1,1,0,2000,마리
2020,광주광역시북구,광주광역시,북구,육계,7,0,7,6,1,5388,마리
2020,광주광역시광산구,광주광역시,광산구,육계,14,1,13,11,3,70630,마리
2020,광주광역시광산구,광주광역시,광산구,오리,7,0,9,8,1,22807,마리
2020,광주광역시광산구,광주광역시,광산구,메추리,1,0,1,1,0,50000,마리
2020,대전광역시동구,대전광역시,동구,육계,5,0,5,5,0,585,마리
2020,대전광역시중구,대전광역시,중구,육계,3,0,3,2,1,200,마리
2020,대전광역시서구,대전광역시,서구,육계,9,0,9,8,1,31102,마리
2020,대전광역시유성구,대전광역시,유성구,육계,24,0,27,23,4,116276,마리
2020,대전광역시대덕구,대전광역시,대덕구,육계,7,0,7,7,0,293,마리
2020,대전광역시대덕구,대전광역시,대덕구,오리,1,0,1,1,0,7,마리
2020,울산광역시중구,울산광역시,중구,육계,2,0,2,1,1,1500,마리
2020,울산광역시북구,울산광역시,북구,육계,8,0,8,8,0,1590,마리
2020,울산광역시북구,울산광역시,북구,타조,1,0,1,1,0,6,마리
2020,울산광역시울주군,울산광역시,울주군,육계,15,0,18,13,5,56040,마리
2020,울산광역시울주군,울산광역시,울주군,오리,2,0,2,2,0,240,마리
2020,울산광역시울주군,울산광역시,울주군,꿩,5,0,6,2,4,6900,마리
2020,울산광역시울주군,울산광역시,울주군,타조,1,0,1,1,0,2,마리
