년도,주소,시도,시군,축종명,경영체수 합계(건),시설여부(경영체 수),,경영형태(시설 개수),,사육 규모,단위
,,,,,,시설 없음,시설 있음,자영,임차,,
2015,서울특별시마포구,서울특별시,마포구,육계,1,1,0,1,0,1,마리
2015,서울특별시서초구,서울특별시,서초구,육계,2,0,2,2,0,65,마리
2015,서울특별시송파구,서울특별시,송파구,육계,1,1,0,1,0,2,마리
2015,서울특별시강동구,서울특별시,강동구,육계,1,0,1,1,0,15,마리
2015,부산광역시북구,부산광역시,북구,육계,1,0,1,1,0,60,마리
2015,부산광역시북구,부산광역시,북구,오리,1,0,1,1,0,20,마리
2015,부산광역시해운대구,부산광역시,해운대구,육계,5,0,5,5,0,402,마리
2015,부산광역시해운대구,부산광역시,해운대구,오리,2,0,2,2,0,100,마리
2015,부산광역시금정구,부산광역시,금정구,육계,2,0,2,2,0,50,마리
2015,부산광역시금정구,부산광역시,금정구,오리,1,0,1,1,0,2000,마리
2015,부산광역시강서구,부산광역시,강서구,육계,26,0,28,23,5,95921,마리
2015,부산광역시강서구,부산광역시,강서구,오리,8,0,8,7,1,6500,마리
2015,부산광역시강서구,부산광역시,강서구,꿩,2,0,2,2,0,26,마리
2015,부산광역시연제구,부산광역시,연제구,육계,1,0,1,1,0,50,마리
2015,부산광역시기장군,부산광역시,기장군,육계,38,0,39,39,0,14765,마리
2015,부산광역시기장군,부산광역시,기장군,오리,13,0,13,13,0,6886,마리
2015,부산광역시기장군,부산광역시,기장군,꿩,1,0,1,0,1,2,마리
2015,대구광역시동구,대구광역시,동구,육계,19,8,11,18,1,115146,마리
2015,대구광역시동구,대구광역시,동구,오리,1,0,1,0,1,30,마리
2015,대구광역시서구,대구광역시,서구,육계,1,1,0,1,0,27,마리
2015,대구광역시북구,대구광역시,북구,육계,9,3,6,8,1,580,마리
2015,대구광역시수성구,대구광역시,수성구,육계,8,4,5,8,1,990,마리
2015,대구광역시달서구,대구광역시,달서구,육계,7,6,1,7,0,123,마리
2015,대구광역시달성군,대구광역시,달성군,육계,34,15,20,32,3,90330,마리
2015,대구광역시달성군,대구광역시,달성군,칠면조,1,1,0,1,0,1,마리
2015,대구광역시달성군,대구광역시,달성군,오리,5,1,4,5,0,326,마리
2015,대구광역시달성군,대구광역시,달성군,메추리,1,0,1,0,1,100000,마리
2015,대구광역시달성군,대구광역시,달성군,꿩,3,0,3,3,0,3150,마리
2015,인천광역시중구,인천광역시,중구,육계,12,0,12,9,3,8370,마리
2015,인천광역시중구,인천광역시,중구,칠면조,1,1,0,1,0,4,마리
2015,인천광역시중구,인천광역시,중구,오리,1,0,1,0,1,500,마리
2015,인천광역시남구,인천광역시,남구,육계,1,0,1,1,0,50,마리
2015,인천광역시남구,인천광역시,남구,오리,1,0,1,1,0,3,마리
2015,인천광역시연수구,인천광역시,연수구,육계,2,0,2,2,0,250,마리
2015,인천광역시남동구,인천광역시,남동구,육계,10,0,10,9,1,13330,마리
2015,인천광역시남동구,인천광역시,남동구,오리,3,0,3,3,0,106,마리
2015,인천광역시부평구,인천광역시,부평구,육계,1,0,2,2,0,300,마리
2015,인천광역시계양구,인천광역시,계양구,육계,7,0,7,6,1,1000,마리
2015,인천광역시계양구,인천광역시,계양구,오리,1,0,1,1,0,10,마리
2015,인천광역시서구,인천광역시,서구,육계,13,0,14,10,4,65640,마리
2015,인천광역시서구,인천광역시,서구,칠면조,1,0,1,0,1,10,마리
2015,인천광역시서구,인천광역시,서구,오리,1,0,1,1,0,50,마리
2015,인천광역시강화군,인천광역시,강화군,육계,46,2,46,43,5,1253798,마리
2015,인천광역시강화군,인천광역시,강화군,오리,2,0,2,2,0,300,마리
2015,인천광역시강화군,인천광역시,강화군,메추리,4,0,5,5,0,340000,마리
2015,인천광역시옹진군,인천광역시,옹진군,육계,8,0,9,9,0,5389,마리
2015,인천광역시옹진군,인천광역시,옹진군,칠면조,1,0,1,1,0,11,마리
2015,광주광역시동구,광주광역시,동구,육계,1,1,0,1,0,50,마리
2015,광주광역시서구,광주광역시,서구,육계,8,1,7,8,0,2150,마리
2015,광주광역시서구,광주광역시,서구,오리,4,0,6,2,4,35100,마리
2015,광주광역시남구,광주광역시,남구,육계,10,1,9,10,0,10526,마리
2015,광주광역시남구,광주광역시,남구,오리,2,0,2,2,0,207,마리
2015,광주광역시북구,광주광역시,북구,육계,13,4,9,11,2,3575,마리
2015,광주광역시북구,광주광역시,북구,오리,2,0,2,2,0,1100,마리
2015,광주광역시광산구,광주광역시,광산구,육계,44,16,31,41,6,406917,마리
2015,광주광역시광산구,광주광역시,광산구,칠면조,3,1,2,3,0,54,마리
2015,광주광역시광산구,광주광역시,광산구,오리,11,3,10,11,2,27352,마리
2015,광주광역시광산구,광주광역시,광산구,메추리,3,1,4,5,0,185000,마리
2015,광주광역시광산구,광주광역시,광산구,꿩,1,0,2,2,0,250,마리
2015,대전광역시동구,대전광역시,동구,육계,10,1,10,10,1,651,마리
2015,대전광역시동구,대전광역시,동구,오리,1,0,2,2,0,12,마리
2015,대전광역시중구,대전광역시,중구,육계,6,0,7,7,0,790,마리
2015,대전광역시중구,대전광역시,중구,오리,1,0,1,1,0,20,마리
2015,대전광역시서구,대전광역시,서구,육계,11,1,10,11,0,30895,마리
2015,대전광역시서구,대전광역시,서구,오리,1,0,1,1,0,200,마리
2015,대전광역시유성구,대전광역시,유성구,육계,44,4,42,41,5,61789,마리
2015,대전광역시유성구,대전광역시,유성구,오리,2,1,1,2,0,65,마리
2015,대전광역시대덕구,대전광역시,대덕구,육계,9,1,8,8,1,360,마리
2015,대전광역시대덕구,대전광역시,대덕구,오리,2,0,2,2,0,45,마리
2015,울산광역시중구,울산광역시,중구,육계,3,0,3,3,0,4800,마리
2015,울산광역시중구,울산광역시,중구,꿩,1,0,2,2,0,60,마리
2015,울산광역시중구,울산광역시,중구,타조,1,1,0,1,0,3,마리
2015,울산광역시남구,울산광역시,남구,육계,3,1,2,3,0,210,마리
2015,울산광역시동구,울산광역시,동구,오리,1,1,0,1,0,20,마리
2015,울산광역시동구,울산광역시,동구,꿩,1,1,0,1,0,5,마리
2015,울산광역시북구,울산광역시,북구,육계,9,0,10,10,0,2091,마리
2015,울산광역시울주군,울산광역시,울주군,육계,29,2,28,30,0,180710,마리
2015,울산광역시울주군,울산광역시,울주군,칠면조,1,0,1,1,0,5,마리
2015,울산광역시울주군,울산광역시,울주군,오리,3,1,2,3,0,160,마리
2015,울산광역시울주군,울산광역시,울주군,꿩,8,0,9,8,1,9900,마리
2015,세종특별자치시세종시,세종특별자치시,세종시,육계,69,22,51,69,4,1168611,마리
2015,세종특별자치시세종시,세종특별자치시,세종시,칠면조,3,1,2,3,0,475,마리
2015,세종특별자치시세종시,세종특별자치시,세종시,오리,5,3,2,5,0,12057,마리
2015,세종특별자치시세종시,세종특별자치시,세종시,메추리,2,0,4,4,0,161500,마리
